IDs:;model_01_480_uM
Concentration [uM]:;01.480
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
0.0;72.0;Inf;Inf
1.0;72.0;Inf;Inf
2.0;72.0;Inf;Inf
3.0;72.0;Inf;Inf
4.0;72.0;Inf;Inf
5.0;72.0;Inf;Inf
6.0;72.0;Inf;Inf
7.0;72.0;Inf;Inf
8.0;72.0;Inf;Inf
9.0;72.0;Inf;Inf
10.0;72.0;Inf;Inf
11.0;72.0;Inf;Inf
12.0;72.0;Inf;Inf
13.0;72.0;Inf;Inf
14.0;72.0;Inf;Inf
15.0;72.0;Inf;Inf
16.0;72.0;Inf;Inf
17.0;72.0;Inf;Inf
18.0;71.59354987855154;Inf;Inf
19.0;71.12067845547799;Inf;Inf
20.0;70.66743199713838;Inf;Inf
21.0;70.23238379830886;Inf;Inf
22.0;69.81429114428313;Inf;Inf
23.0;69.41207509465345;Inf;Inf
24.0;69.02480638456332;Inf;Inf
25.0;68.65169598777648;Inf;Inf
26.0;68.29208901691466;Inf;Inf
27.0;67.94546054069993;Inf;Inf
28.0;67.61141166897227;Inf;Inf
29.0;67.28966397993474;Inf;Inf
30.0;66.98005017785306;Inf;Inf
31.0;66.6824989739638;Inf;Inf
32.0;66.39701280393047;Inf;Inf
33.0;66.12363827337118;Inf;Inf
34.0;65.8624310586142;Inf;Inf
35.0;65.61341892939924;Inf;Inf
36.0;65.37656787489124;Inf;Inf
37.0;65.15175633010041;Inf;Inf
38.0;64.93876102329727;Inf;Inf
39.0;64.73725548158775;Inf;Inf
40.0;64.54681967185127;Inf;Inf
41.0;64.36695748027316;Inf;Inf
42.0;64.19711813048497;Inf;Inf
43.0;64.03671805904403;Inf;Inf
44.0;63.885160759597895;Inf;Inf
45.0;63.7418532151186;Inf;Inf
46.0;63.60621846178029;Inf;Inf
47.0;63.47770445343194;Inf;Inf
48.0;63.35578973545329;Inf;Inf
49.0;63.239986562547074;Inf;Inf
50.0;63.1298420868854;Inf;Inf
51.0;63.024938165931204;Inf;Inf
52.0;62.924890236929905;Inf;Inf
53.0;62.82934560279487;Inf;Inf
54.0;62.73798138413623;Inf;Inf
55.0;62.65050231873348;Inf;Inf
56.0;62.56663853273118;Inf;Inf
57.0;62.48614336518997;Inf;Inf
58.0;62.40879129666701;Inf;Inf
59.0;62.33437601061997;Inf;Inf
60.0;62.26270860136275;Inf;Inf
61.0;62.19361593222223;Inf;Inf
62.0;62.12693914104141;Inf;Inf
63.0;62.06253228618371;Inf;Inf
64.0;62.00026112393636;Inf;Inf
65.0;61.94000200712692;Inf;Inf
66.0;61.88164089445659;Inf;Inf
67.0;61.82507246023733;Inf;Inf
68.0;61.77019929470215;Inf;Inf
69.0;61.71693118570998;Inf;Inf
70.0;61.6651844733977;Inf;Inf
71.0;61.61488147008622;Inf;Inf
72.0;61.56594993848705;Inf;Inf
73.0;61.51832262196088;Inf;Inf
74.0;61.47193682123414;Inf;Inf
75.0;61.42673401258341;Inf;Inf
76.0;61.38265950304273;Inf;Inf
77.0;61.33966211868227;Inf;Inf
78.0;61.29769392244804;Inf;Inf
79.0;61.2567099584457;Inf;Inf
80.0;61.216668019901384;Inf;Inf
81.0;61.177528438342826;Inf;Inf
82.0;61.139253891819045;Inf;Inf
83.0;61.10180923021956;Inf;Inf
84.0;61.06516131596921;Inf;Inf
85.0;61.02927887856477;Inf;Inf
86.0;60.99413238158674;Inf;Inf
87.0;60.95969390096849;Inf;Inf
88.0;60.92593701343592;Inf;Inf
89.0;60.89283669414679;Inf;Inf
90.0;60.86036922266148;Inf;Inf
91.0;60.828512096467946;Inf;Inf
92.0;60.79724395136444;Inf;Inf
93.0;60.76654448807487;Inf;Inf
94.0;60.73639440453541;Inf;Inf
95.0;60.70677533334755;Inf;Inf
96.0;60.67766978394282;Inf;Inf
97.0;60.64906108904964;Inf;Inf
98.0;60.6209333550923;Inf;Inf
99.0;60.59327141618826;Inf;Inf
100.0;60.566060791441295;Inf;Inf
101.0;60.53928764525719;Inf;Inf
102.0;60.51293875043375;Inf;Inf
103.0;60.48700145380028;Inf;Inf
104.0;60.46146364420179;Inf;Inf
105.0;60.436313722642254;Inf;Inf
106.0;60.411540574417536;Inf;Inf
107.0;60.387133543083685;Inf;Inf
108.0;60.36308240612;Inf;Inf
109.0;60.339377352158245;Inf;Inf
110.0;60.31600895966059;Inf;Inf
111.0;60.29296817693878;Inf;Inf
112.0;60.27024630341617;Inf;Inf
113.0;60.247834972042504;Inf;Inf
114.0;60.22572613277808;Inf;Inf
115.0;60.20391203707225;Inf;Inf
116.0;60.182385223265456;Inf;Inf
117.0;60.16113850285089;Inf;Inf
118.0;60.14016494753673;Inf;Inf
119.0;60.119457877054096;Inf;Inf
120.0;60.099010847660374;Inf;Inf
121.0;60.07881764129186;Inf;Inf
122.0;60.05887225532225;Inf;Inf
123.0;60.03916889288777;Inf;Inf
124.0;60.01970195374185;Inf;Inf
125.0;60.00046602560569;Inf;Inf
126.0;59.98145587598274;Inf;Inf
127.0;59.962666444408484;Inf;Inf
128.0;59.94409283510776;Inf;Inf
129.0;59.925730310034815;Inf;Inf
130.0;59.90757428227268;Inf;Inf
131.0;59.88962030976986;Inf;Inf
132.0;59.871864089394286;Inf;Inf
133.0;59.85430145128555;Inf;Inf
134.0;59.83692835348778;Inf;Inf
135.0;59.819740876846865;Inf;Inf
136.0;59.80273522015679;Inf;Inf
137.0;59.7859076955405;Inf;Inf
138.0;59.76925472405219;Inf;Inf
139.0;59.752772831488514;Inf;Inf
140.0;59.73645864439691;Inf;Inf
141.0;59.72030888627019;Inf;Inf
142.0;59.704320373917206;Inf;Inf
143.0;59.68849001399994;Inf;Inf
144.0;59.67281479972801;Inf;Inf
145.0;59.65729180770222;Inf;Inf
146.0;59.64191819489922;Inf;Inf
147.0;59.626691195789704;Inf;Inf
148.0;59.61160811958355;Inf;Inf
149.0;59.59666634759469;Inf;Inf
150.0;59.581863330720324;Inf;Inf
151.0;59.567196587027915;Inf;Inf
152.0;59.552663699445105;Inf;Inf
153.0;59.5382623135469;Inf;Inf
154.0;59.52399013543572;Inf;Inf
155.0;59.509844929709296;Inf;Inf
156.0;59.495824517512574;Inf;Inf
157.0;59.48192677466895;Inf;Inf
158.0;59.46814962988778;Inf;Inf
159.0;59.45449106304363;Inf;Inf
160.0;59.44094910352456;Inf;Inf
161.0;59.42752182864585;Inf;Inf
162.0;59.4142073621262;Inf;Inf
163.0;59.401003872623356;Inf;Inf
164.0;59.38790957232679;Inf;Inf
165.0;59.374922715604136;Inf;Inf
166.0;59.36204159769983;Inf;Inf
167.0;59.34926455348278;Inf;Inf
168.0;59.33658995624137;Inf;Inf
169.0;59.32401621652346;Inf;Inf
170.0;59.31154178101959;Inf;Inf
171.0;59.29916513148719;Inf;Inf
172.0;59.28688478371427;Inf;Inf
173.0;59.27469928652084;Inf;Inf
174.0;59.262607220796305;Inf;Inf
175.0;59.25060719857137;Inf;Inf
176.0;59.23869786212314;Inf;Inf
177.0;59.226877883111634;Inf;Inf
178.0;59.21514596174696;Inf;Inf
179.0;59.203500825985294;Inf;Inf
180.0;59.1919412307528;Inf;Inf
181.0;59.1804659571964;Inf;Inf
182.0;59.16907381195998;Inf;Inf
183.0;59.157763626485426;Inf;Inf
184.0;59.14653425633708;Inf;Inf
185.0;59.135384580548916;Inf;Inf
186.0;59.12431350099355;Inf;Inf
187.0;59.1133199417721;Inf;Inf
188.0;59.10240284862409;Inf;Inf
189.0;59.09156118835678;Inf;Inf
190.0;59.08079394829286;Inf;Inf
191.0;59.0701001357362;Inf;Inf
192.0;59.05947877745463;Inf;Inf
193.0;59.04892891917915;Inf;Inf
194.0;59.03844962511928;Inf;Inf
195.0;59.02803997749334;Inf;Inf
196.0;59.017699076073804;Inf;Inf
197.0;59.00742603774652;Inf;Inf
198.0;58.997219996083736;Inf;Inf
199.0;58.987080100930186;Inf;Inf
200.0;58.97700551800199;Inf;Inf
201.0;58.96699542849751;Inf;Inf
202.0;58.95704902872019;Inf;Inf
203.0;58.947165529712606;Inf;Inf
204.0;58.93734415690152;Inf;Inf
205.0;58.92758414975344;Inf;Inf
206.0;58.91788476144037;Inf;Inf
207.0;58.90824525851539;Inf;Inf
208.0;58.89866492059778;Inf;Inf
209.0;58.88914304006705;Inf;Inf
210.0;58.87967892176613;Inf;Inf
211.0;58.87027188271291;Inf;Inf
212.0;58.86092125181998;Inf;Inf
213.0;58.85162636962245;Inf;Inf
214.0;58.84238658801342;Inf;Inf
215.0;58.833201269986844;Inf;Inf
216.0;58.82406978938759;Inf;Inf
217.0;58.814991530668536;Inf;Inf
218.0;58.80596588865428;Inf;Inf
219.0;58.79699226831136;Inf;Inf
220.0;58.78807008452485;Inf;Inf
221.0;58.77919876188092;Inf;Inf
222.0;58.77037773445532;Inf;Inf
223.0;58.761606445607676;Inf;Inf
224.0;58.75288434778107;Inf;Inf
225.0;58.744210902307195;Inf;Inf
226.0;58.73558557921649;Inf;Inf
227.0;58.72700785705342;Inf;Inf
228.0;58.71847722269655;Inf;Inf
229.0;58.709993171183235;Inf;Inf
230.0;58.701555205539094;Inf;Inf
231.0;58.69316283661161;Inf;Inf
232.0;58.684815582908215;Inf;Inf
233.0;58.67651297043842;Inf;Inf
234.0;58.668254532560034;Inf;Inf
235.0;58.6600398098292;Inf;Inf
236.0;58.65186834985428;Inf;Inf
237.0;58.64373970715341;Inf;Inf
238.0;58.63565344301549;Inf;Inf
239.0;58.62760912536491;Inf;Inf
240.0;58.61960632862918;Inf;Inf
241.0;58.611644633610325;Inf;Inf
242.0;58.60372362735904;Inf;Inf
243.0;58.595842903052024;Inf;Inf
244.0;58.58800205987254;Inf;Inf
245.0;58.58020070289333;Inf;Inf
246.0;58.57243844296291;Inf;Inf
247.0;58.564714896594246;Inf;Inf
248.0;58.55702968585614;Inf;Inf
249.0;58.549382438267294;Inf;Inf
250.0;58.541772786692725;Inf;Inf
251.0;58.534200369242726;Inf;Inf
252.0;58.5266648291742;Inf;Inf
253.0;58.519165814794135;Inf;Inf
254.0;58.51170297936554;Inf;Inf
255.0;58.50427598101538;Inf;Inf
256.0;58.49688448264471;Inf;Inf
257.0;58.48952815184081;Inf;Inf
258.0;58.482206660791384;Inf;Inf
259.0;58.47491968620059;Inf;Inf
260.0;58.46766690920722;Inf;Inf
261.0;58.460448015304316;Inf;Inf
262.0;58.45326269426096;Inf;Inf
263.0;58.44611064004561;Inf;Inf
264.0;58.43899155075118;Inf;Inf
265.0;58.43190512852181;Inf;Inf
266.0;58.42485107948117;Inf;Inf
267.0;58.41782911366238;Inf;Inf
268.0;58.4108389449395;Inf;Inf
269.0;58.40388029096038;Inf;Inf
270.0;58.39695287308112;Inf;Inf
271.0;58.390056416301846;Inf;Inf
272.0;58.38319064920386;Inf;Inf
273.0;58.37635530388813;Inf;Inf
274.0;58.36955011591521;Inf;Inf
275.0;58.362774824246195;Inf;Inf
276.0;58.35602917118518;Inf;Inf
277.0;58.34931290232269;Inf;Inf
278.0;58.34262576648054;Inf;Inf
279.0;58.33596751565758;Inf;Inf
280.0;58.32933790497681;Inf;Inf
281.0;58.32273669263338;Inf;Inf
282.0;58.31616363984377;Inf;Inf
283.0;58.30961851079613;Inf;Inf
284.0;58.3031010726013;Inf;Inf
285.0;58.296611095245126;Inf;Inf
286.0;58.29014835154166;Inf;Inf
287.0;58.28371261708725;Inf;Inf
288.0;58.27730367021555;Inf;Inf
289.0;58.27092129195362;Inf;Inf
290.0;58.26456526597854;Inf;Inf
291.0;58.258235378575236;Inf;Inf
292.0;58.25193141859496;Inf;Inf
293.0;58.24565317741464;Inf;Inf
294.0;58.23940044889696;Inf;Inf
295.0;58.23317302935138;Inf;Inf
296.0;58.22697071749572;Inf;Inf
297.0;58.22079331441861;Inf;Inf
298.0;58.21464062354265;Inf;Inf
299.0;58.20851245058826;Inf;Inf
300.0;58.20240860353821;Inf;Inf
301.0;58.19632889260287;Inf;Inf
302.0;58.19027313018612;Inf;Inf
303.0;58.184241130851845;Inf;Inf
304.0;58.17823271129113;Inf;Inf
305.0;58.172247690290035;Inf;Inf
306.0;58.166285888698;Inf;Inf
307.0;58.16034712939684;Inf;Inf
308.0;58.15443123727029;Inf;Inf
309.0;58.148538039174106;Inf;Inf
310.0;58.14266736390681;Inf;Inf
311.0;58.13681904218086;Inf;Inf
312.0;58.13099290659443;Inf;Inf
313.0;58.12518879160364;Inf;Inf
314.0;58.11940653349537;Inf;Inf
315.0;58.113645970360466;Inf;Inf
316.0;58.10790694206756;Inf;Inf
317.0;58.102189290237256;Inf;Inf
318.0;58.09649285821682;Inf;Inf
319.0;58.09081749105529;Inf;Inf
320.0;58.08516303547915;Inf;Inf
321.0;58.079529339868266;Inf;Inf
322.0;58.07391625423234;Inf;Inf
323.0;58.0683236301878;Inf;Inf
324.0;58.06275132093502;Inf;Inf
325.0;58.057199181236065;Inf;Inf
326.0;58.05166706739268;Inf;Inf
327.0;58.046154837224734;Inf;Inf
328.0;58.04066235004907;Inf;Inf
329.0;58.03518946665864;Inf;Inf
330.0;58.02973604930213;Inf;Inf
331.0;58.024301961663696;Inf;Inf
332.0;58.018887068843355;Inf;Inf
333.0;58.01349123733744;Inf;Inf
334.0;58.0081143350196;Inf;Inf
