"time (h)"	"[monomer] (mM) HPLC"	"[monomer] (mM) HPLC"	"[monomer] (mM) HPLC"	"[monomer] (mM) NMR"	"[monomer] (mM) NMR"	"[monomer] (mM) NMR"	"ThT (a.u.)"	"ThT (a.u.)"	"ThT (a.u.)"
263.77166666666700							4.0876	4.0132	3.7436
263.99333333333300							4.0939	4.0421	3.7385
264.21500000000000							4.0987	4.0148	3.7562
264.43833333333300							4.0929	4.0336	3.7536
264.66000000000000							4.0831	4.0081	3.7110
264.88166666666700							4.0767	4.0039	3.7248
265.10500000000000							4.0810	4.0126	3.7244
265.32666666666700							4.0776	4.0234	3.7165
265.54833333333300							4.0758	3.9989	3.7182
265.77166666666700							4.0822	4.0170	3.7187
265.99333333333300							4.0951	4.0062	3.7088
266.21500000000000							4.0994	4.0158	3.7281
266.43833333333300							4.0901	4.0198	3.7179
266.66000000000000							4.0964	4.0288	3.7096
266.88166666666700							4.0897	4.0224	3.7219
267.10500000000000							4.0779	4.0010	3.7185
267.32666666666700							4.0958	4.0284	3.7401
267.54833333333300							4.1127	4.0375	3.7461
267.77166666666700							4.1114	4.0582	3.7522
267.99333333333300							4.1083	4.0536	3.7408
268.21500000000000							4.0801	4.0099	3.7147
268.43833333333300							4.0690	4.0083	3.7230
268.66000000000000							4.0894	4.0068	3.7248
268.88166666666700							4.0977	4.0284	3.7181
269.10500000000000							4.0778	4.0117	3.7304
269.32666666666700							4.0857	4.0041	3.7036
269.54833333333300							4.0739	4.0125	3.7149
269.77166666666700							4.0832	4.0125	3.6996
269.99333333333300							4.0853	4.0289	3.7228
270.21500000000000							4.0956	4.0216	3.7140
270.43833333333300							4.1054	4.0134	3.7343
270.66000000000000							4.1135	4.0456	3.7177
270.88166666666700							4.0869	4.0214	3.7299
271.10500000000000							4.0967	4.0231	3.7056
271.32666666666700							4.0950	4.0063	3.7274
271.54833333333300							4.1100	4.0156	3.7207
271.77166666666700							4.1312	4.0344	3.7088
271.99333333333300							4.1324	4.0255	3.7276
272.21500000000000							4.0959	4.0115	3.7189
272.43833333333300							4.0828	4.0179	3.7018
272.66000000000000							4.0898	4.0157	3.7194
272.88166666666700							4.0759	4.0163	3.6985
273.10500000000000							4.1052	4.0340	3.7394
273.32666666666700							4.0809	4.0192	3.7217
273.54833333333300							4.1163	4.0244	3.7382
273.77166666666700							4.0828	4.0132	3.7055
273.99333333333300							4.0973	4.0347	3.7131
274.21500000000000							4.0861	4.0278	3.7027
274.43833333333300							4.0847	4.0118	3.7056
274.66000000000000							4.0796	4.0100	3.7048
274.88166666666700							4.0858	4.0076	3.7065
275.10500000000000							4.0821	4.0120	3.6992
275.32666666666700							4.0890	4.0123	3.7049
275.54833333333300							4.0768	4.0291	3.7184
275.77166666666700							4.0902	4.0250	3.7166
275.99333333333300							4.0808	3.9807	3.6910
276.21500000000000							4.0878	4.0009	3.6898
276.43833333333300							4.0913	4.0206	3.7280
276.66000000000000							4.0790	3.9885	3.6715
276.88166666666700							4.0766	3.9956	3.6921
277.10500000000000							4.0817	4.0068	3.7038
277.32666666666700							4.0596	3.9930	3.6939
277.54833333333300							4.0763	3.9865	3.6778
277.77000000000000							4.0834	4.0341	3.7078
277.99333333333300							4.0734	4.0180	3.6869
278.21500000000000							4.0787	4.0073	3.6849
278.43666666666700							4.0825	3.9967	3.6947
278.66000000000000							4.0872	4.0226	3.6871
278.88166666666700							4.0830	3.9860	3.6702
279.10333333333300							4.0967	4.0182	3.7030
279.32666666666700							4.0904	4.0057	3.6878
279.54833333333300							4.0732	4.0079	3.6677
279.77000000000000							4.0922	4.0312	3.6910
279.99333333333300							4.0959	3.9989	3.6853
280.21500000000000							4.0981	3.9748	3.6978
280.43666666666700							4.0720	3.9990	3.6693
280.66000000000000							4.0842	3.9946	3.6991
280.88166666666700							4.0840	4.0069	3.6886
281.10333333333300							4.1042	4.0016	3.6813
281.32666666666700							4.1026	4.0017	3.6765
281.54833333333300							4.0987	4.0007	3.6790
281.77000000000000							4.0701	3.9920	3.6772
281.99333333333300							4.0779	3.9834	3.6593
282.21500000000000							4.0853	4.0313	3.6654
282.43666666666700							4.0852	3.9992	3.6736
282.66000000000000							4.1009	3.9897	3.6710
282.88166666666700							4.0661	4.0078	3.6544
283.10333333333300							4.0649	4.0042	3.6869
283.32666666666700							4.0873	3.9876	3.6677
283.54833333333300							4.0689	4.0142	3.6565
283.77000000000000							4.0920	3.9856	3.6870
283.99333333333300							4.0678	4.0006	3.6727
284.21500000000000							4.0803	4.0018	3.6805
284.43666666666700							4.0588	4.0194	3.6907
284.66000000000000							4.0818	3.9950	3.6753
284.88166666666700							4.0688	4.0091	3.6758
285.10333333333300							4.1014	3.9850	3.6556
285.32666666666700							4.0624	3.9795	3.6532
285.54833333333300							4.0888	4.0073	3.6626
285.77000000000000							4.0666	3.9903	3.6645
285.99333333333300							4.0744	3.9925	3.6514
286.21500000000000							4.0714	3.9951	3.6693
286.43666666666700							4.0566	3.9918	3.6535
286.66000000000000							4.0780	3.9772	3.6401
286.88166666666700							4.0816	3.9850	3.6514
287.10333333333300							4.0766	4.0082	3.6462
287.32666666666700							4.0612	3.9945	3.6481
287.54833333333300							4.0810	4.0163	3.6756
287.77000000000000							4.0773	4.0055	3.6728
287.99333333333300							4.1042	4.0199	3.6688
288.21500000000000							4.0772	3.9943	3.6530
288.43666666666700							4.0776	3.9925	3.6422
288.66000000000000							4.0481	3.9900	3.6622
288.88166666666700							4.0548	4.0030	3.6588
289.10333333333300							4.0886	3.9960	3.6617
289.32666666666700							4.0831	3.9839	3.6508
289.54833333333300							4.0746	3.9938	3.6562
289.77000000000000							4.0681	4.0048	3.6467
289.99333333333300							4.0861	3.9986	3.6450
290.21500000000000							4.0542	3.9788	3.6314
290.43666666666700							4.0901	3.9820	3.6283
290.66000000000000							4.0876	3.9998	3.6430
290.88166666666700							4.0508	3.9932	3.6450
291.10333333333300							4.0736	3.9927	3.6472
291.32666666666700							4.0554	3.9707	3.6305
291.54833333333300							4.0532	3.9688	3.6436
291.77000000000000							4.0692	3.9962	3.6183
291.99333333333300							4.0640	3.9883	3.6460
292.21500000000000							4.0469	3.9834	3.6394
292.43666666666700							4.0776	3.9862	3.6241
292.66000000000000							4.0596	3.9887	3.6234
292.88166666666700							4.0813	3.9938	3.6580
293.10333333333300							4.0540	3.9603	3.6342
293.32666666666700							4.0663	4.0036	3.6228
293.54833333333300							4.0545	3.9971	3.6364
293.77000000000000							4.0822	3.9879	3.6532
293.99333333333300							4.0723	3.9792	3.6326
294.21500000000000							4.0572	3.9944	3.6423
294.43666666666700							4.0655	4.0023	3.6338
294.66000000000000							4.0620	3.9971	3.6115
294.88166666666700							4.0832	4.0007	3.6393
295.10333333333300							4.0766	4.0119	3.6324
295.32666666666700							4.0895	4.0130	3.6338
295.54833333333300							4.0809	4.0163	3.6377
295.77000000000000							4.0961	4.0010	3.6629
295.99333333333300							4.0905	4.0081	3.6054
296.21500000000000							4.1070	4.0306	3.6114
296.43666666666700							4.1002	4.0056	3.6348
296.66000000000000							4.0814	3.9966	3.6376
296.88166666666700							4.0918	4.0072	3.6392
297.10333333333300							4.0954	4.0065	3.6475
297.32666666666700							4.0928	4.0006	3.6184
297.54833333333300							4.0929	4.0124	3.6316
297.77000000000000							4.0758	3.9961	3.6252
297.99333333333300							4.1012	4.0138	3.6363
298.21500000000000							4.0756	3.9938	3.6430
298.43666666666700							4.0782	4.0000	3.6301
298.66000000000000							4.0736	3.9931	3.6270
298.88166666666700							4.0792	4.0027	3.6366
299.10333333333300							4.0590	3.9820	3.6044
299.32666666666700							4.0676	3.9922	3.6173
299.54833333333300							4.0805	4.0051	3.6204
299.77000000000000							4.0963	4.0026	3.6194
299.99166666666700							4.0724	4.0098	3.6241
300.21500000000000							4.0780	4.0343	3.6321
300.43666666666700							4.0745	4.0240	3.6163
300.65833333333300							4.0740	4.0207	3.6244
300.88166666666700							4.0647	4.0082	3.6224
301.10333333333300							4.0836	4.0244	3.6142
301.32500000000000							4.0906	4.0062	3.6157
301.54833333333300							4.0748	4.0051	3.6128
301.77000000000000							4.0602	4.0167	3.6121
301.99166666666700							4.0918	4.0040	3.6278
302.21500000000000							4.0670	4.0275	3.6231
302.43666666666700							4.0584	4.0404	3.6317
302.65833333333300							4.0642	4.0338	3.6329
302.88166666666700							4.0967	4.0540	3.6136
303.10333333333300							4.0816	4.0384	3.6185
303.32500000000000							4.0936	3.9969	3.6192
303.54833333333300							4.0876	4.0324	3.6256
303.77000000000000							4.0791	4.0208	3.6210
303.99166666666700							4.0657	3.9939	3.6316
304.21500000000000							4.0692	4.0106	3.6187
304.43666666666700							4.0996	4.0194	3.6181
304.65833333333300							4.0818	4.0129	3.6212
304.88166666666700							4.0729	4.0130	3.6301
305.10333333333300							4.1028	4.0334	3.6220
305.32500000000000							4.1060	4.0234	3.6398
305.54833333333300							4.0991	4.0312	3.6240
305.77000000000000							4.0926	4.0121	3.6097
305.99166666666700							4.1188	4.0105	3.6173
306.21500000000000							4.0969	3.9994	3.6355
306.43666666666700							4.1051	4.0346	3.6122
306.65833333333300							4.1154	4.0230	3.6258
306.88166666666700							4.1066	4.0248	3.6021
307.10333333333300							4.0982	4.0012	3.6093
307.32500000000000							4.1095	4.0033	3.6008
307.54833333333300							4.0977	4.0275	3.6050
307.77000000000000							4.0852	4.0054	3.5921
307.99166666666700							4.0962	3.9933	3.6021
308.21500000000000							4.0854	4.0198	3.5953
308.43666666666700							4.0934	4.0082	3.6031
308.65833333333300							4.1030	4.0039	3.5907
308.88166666666700							4.1188	4.0156	3.6105
309.10333333333300							4.1081	4.0085	3.6082
309.32500000000000							4.1157	4.0145	3.5961
309.54833333333300							4.1012	4.0161	3.5971
309.77000000000000							4.1088	4.0040	3.6012
309.99166666666700							4.1132	4.0090	3.6112
310.21500000000000							4.0764	3.9936	3.6016
310.43666666666700							4.0814	4.0042	3.5958
310.65833333333300							4.0951	3.9938	3.6034
310.88166666666700							4.0786	3.9781	3.5948
311.10333333333300							4.0655	4.0060	3.6044
311.32500000000000							4.0876	3.9912	3.5955
311.54833333333300							4.0847	3.9900	3.5811
311.77000000000000							4.0833	3.9895	3.5939
311.99166666666700							4.1145	4.0180	3.6207
312.21500000000000							4.0968	4.0040	3.6065
312.43666666666700							4.0946	3.9945	3.5968
312.65833333333300							4.0996	3.9857	3.5953
312.88166666666700							4.0960	4.0084	3.5948
313.10333333333300							4.0906	3.9812	3.5785
313.32500000000000							4.0915	4.0176	3.5798
313.54833333333300							4.0751	4.0181	3.5744
313.77000000000000							4.1059	4.0214	3.6086
313.99166666666700							4.1245	4.0124	3.6002
314.21500000000000							4.0922	4.0167	3.5856
314.43666666666700							4.1134	4.0072	3.6091
314.65833333333300							4.1008	4.0203	3.6072
314.88166666666700							4.0967	3.9962	3.5924
315.10333333333300							4.0987	4.0231	3.5914
315.32500000000000							4.1012	4.0064	3.5971
315.54833333333300							4.0798	4.0164	3.6024
315.77000000000000							4.1262	3.9828	3.5910
315.99166666666700							4.1162	4.0107	3.6273
316.21500000000000							4.1015	4.0289	3.6166
316.43666666666700							4.1047	3.9856	3.5947
316.65833333333300							4.1029	3.9872	3.6011
316.88166666666700							4.0845	3.9978	3.6055
317.10333333333300							4.1004	4.0003	3.5987
317.32500000000000							4.1178	4.0258	3.5824
317.54833333333300							4.1231	4.0090	3.5872
317.77000000000000							4.1214	4.0205	3.6056
317.99166666666700							4.1091	3.9998	3.5859
318.21500000000000							4.1250	4.0006	3.5952
318.43666666666700							4.1026	3.9962	3.5754
318.65833333333300							4.0966	3.9654	3.5711
318.88166666666700							4.1275	4.0127	3.5852
319.10333333333300							4.1091	3.9921	3.5897
319.32500000000000							4.1267	3.9832	3.6018
319.54833333333300							4.1292	3.9992	3.5744
319.77000000000000							4.1466	3.9896	3.5954
319.99166666666700							4.1228	3.9746	3.5787
320.21500000000000							4.1394	4.0039	3.5994
320.43666666666700							4.1371	3.9928	3.5839
320.65833333333300							4.1187	4.0028	3.5828
320.88166666666700							4.1101	3.9905	3.5824
321.10333333333300							4.1496	3.9992	3.5865
321.32500000000000							4.1378	4.0132	3.5780
321.54833333333300							4.1184	3.9946	3.5862
321.77000000000000							4.0978	3.9892	3.5831
321.99166666666700							4.1030	3.9953	3.5530
322.21333333333300							4.1446	4.0168	3.5731
322.43666666666700							4.1322	4.0160	3.5784
322.65833333333300							4.1256	3.9958	3.5874
322.88000000000000							4.1167	4.0373	3.5770
323.10333333333300							4.1359	4.0060	3.5866
323.32500000000000							4.1262	4.0106	3.5700
323.54666666666700							4.1201	4.0098	3.5902
323.77000000000000							4.1380	3.9970	3.5968
323.99166666666700							4.1136	3.9872	3.5698
324.21333333333300							4.1216	3.9983	3.5729
324.43666666666700							4.1365	4.0030	3.5706
324.65833333333300							4.1076	3.9920	3.5766
324.88000000000000							4.1154	4.0114	3.5632
325.10333333333300							4.1356	4.0069	3.5900
325.32500000000000							4.1249	3.9915	3.5948
325.54666666666700							4.1454	4.0022	3.5766
325.77000000000000							4.1261	4.0041	3.5887
325.99166666666700							4.1295	4.0211	3.5830
326.21333333333300							4.1330	4.0207	3.5782
326.43666666666700							4.1210	4.0186	3.5632
326.65833333333300							4.1582	4.0137	3.5944
326.88000000000000							4.1311	4.0235	3.6012
327.10333333333300							4.1311	4.0176	3.5703
327.32500000000000							4.1298	4.0137	3.5652
327.54666666666700							4.1253	4.0315	3.5658
327.77000000000000							4.1274	4.0065	3.5609
327.99166666666700							4.1580	4.0098	3.5642
