"time (h)"	"[monomer] (mM) HPLC"	"[monomer] (mM) HPLC"	"[monomer] (mM) HPLC"	"[monomer] (mM) NMR"	"[monomer] (mM) NMR"	"[monomer] (mM) NMR"	"ThT (a.u.)"	"ThT (a.u.)"	"ThT (a.u.)"
129.33000000000000							3.2955	3.2284	3.2704
129.55166666666700							3.2825	3.2089	3.2365
129.77500000000000							3.2791	3.2265	3.2432
129.99666666666700							3.2891	3.2115	3.2366
130.21833333333300							3.2859	3.2335	3.2533
130.44166666666700							3.2840	3.2203	3.2614
130.66333333333300							3.2751	3.2145	3.2402
130.88500000000000							3.2881	3.2228	3.2464
131.10833333333300							3.2842	3.2408	3.2552
131.33000000000000							3.2895	3.2307	3.2399
131.55166666666700							3.2936	3.2302	3.2374
131.77500000000000							3.2870	3.2193	3.2716
131.99666666666700							3.3073	3.2294	3.2410
132.21833333333300							3.2981	3.2272	3.2440
132.44166666666700							3.2963	3.2311	3.2499
132.66333333333300							3.3076	3.2288	3.2574
132.88500000000000							3.2834	3.2338	3.2787
133.10833333333300							3.3030	3.2413	3.2608
133.33000000000000							3.3016	3.2392	3.2616
133.55166666666700							3.2928	3.2408	3.2518
133.77500000000000							3.2960	3.2514	3.2623
133.99666666666700							3.3157	3.2475	3.2735
134.21833333333300							3.2989	3.2552	3.2656
134.44166666666700							3.3098	3.2317	3.2855
134.66333333333300							3.2979	3.2484	3.2668
134.88500000000000							3.2805	3.2468	3.2590
135.10833333333300							3.2970	3.2466	3.2658
135.33000000000000							3.3026	3.2328	3.2668
135.55166666666700							3.3168	3.2488	3.2664
135.77500000000000							3.3398	3.2488	3.2839
135.99666666666700							3.3407	3.2798	3.2947
136.21833333333300							3.3468	3.2749	3.2789
136.44166666666700							3.3186	3.2599	3.2812
136.66333333333300							3.3239	3.2548	3.2846
136.88500000000000							3.3237	3.2622	3.3020
137.10833333333300							3.3478	3.2656	3.2829
137.33000000000000							3.3262	3.2703	3.2869
137.55166666666700							3.3328	3.2800	3.3040
137.77500000000000							3.3246	3.2900	3.3127
137.99666666666700							3.3370	3.2864	3.3014
138.21833333333300							3.3426	3.2934	3.3167
138.44166666666700							3.3455	3.2729	3.3026
138.66333333333300							3.3676	3.2972	3.3138
138.88500000000000							3.3500	3.2894	3.3168
139.10833333333300							3.3475	3.3097	3.3181
139.33000000000000							3.3559	3.2874	3.3200
139.55166666666700							3.3252	3.2875	3.3126
139.77500000000000							3.3365	3.2815	3.3158
139.99666666666700							3.3510	3.2830	3.3080
140.21833333333300							3.3505	3.2800	3.3110
140.44166666666700							3.3566	3.2761	3.3298
140.66333333333300							3.3502	3.2995	3.3004
140.88500000000000							3.3384	3.2978	3.3065
141.10833333333300							3.3623	3.2913	3.3301
141.33000000000000							3.3411	3.2862	3.2942
141.55166666666700							3.3296	3.2838	3.2924
141.77500000000000							3.3659	3.3059	3.3078
141.99666666666700							3.3288	3.2855	3.3148
142.21833333333300							3.3457	3.2823	3.2926
142.44166666666700							3.3615	3.2915	3.3021
142.66333333333300							3.3321	3.2695	3.3059
142.88500000000000							3.3495	3.2738	3.3218
143.10833333333300							3.3516	3.2855	3.2836
143.33000000000000							3.3435	3.2864	3.3222
143.55166666666700							3.3626	3.2944	3.3126
143.77500000000000							3.3646	3.3103	3.3250
143.99666666666700							3.3685	3.3038	3.3285
144.21833333333300							3.3776	3.3136	3.3531
144.44166666666700							3.3866	3.3092	3.3411
144.66333333333300							3.3808	3.3247	3.3292
144.88500000000000							3.3721	3.3181	3.3207
145.10666666666700							3.3865	3.3430	3.3483
145.33000000000000							3.3852	3.3395	3.3474
145.55166666666700							3.3876	3.3381	3.3652
145.77333333333300							3.4153	3.3265	3.3798
145.99666666666700							3.4188	3.3520	3.3753
146.21833333333300							3.4153	3.3589	3.3832
146.44000000000000							3.4041	3.3332	3.3795
146.66333333333300							3.4191	3.3604	3.3884
146.88500000000000							3.4003	3.3382	3.3763
147.10666666666700							3.4162	3.3566	3.3648
147.33000000000000							3.4177	3.3794	3.3807
147.55166666666700							3.4324	3.3532	3.3848
147.77333333333300							3.4220	3.3562	3.3730
147.99666666666700							3.4342	3.3582	3.3947
148.21833333333300							3.4184	3.3626	3.3915
148.44000000000000							3.4172	3.3430	3.3817
148.66333333333300							3.4436	3.3880	3.4060
148.88500000000000							3.4483	3.3680	3.4026
149.10666666666700							3.4296	3.3874	3.4250
149.33000000000000							3.4409	3.3916	3.3885
149.55166666666700							3.4465	3.3788	3.3918
149.77333333333300							3.4322	3.3737	3.3917
149.99666666666700							3.4200	3.3741	3.4060
150.21833333333300							3.4531	3.3911	3.4065
150.44000000000000							3.4171	3.3804	3.3911
150.66333333333300							3.4408	3.3793	3.4059
150.88500000000000							3.4420	3.3957	3.4113
151.10666666666700							3.4562	3.4190	3.4412
151.33000000000000							3.4491	3.3868	3.4319
151.55166666666700							3.4540	3.3981	3.3991
151.77333333333300							3.4456	3.3796	3.4130
151.99666666666700							3.4445	3.3746	3.4016
152.21833333333300							3.4337	3.3704	3.4074
152.44000000000000							3.4239	3.3758	3.4124
152.66333333333300							3.4392	3.3788	3.4032
152.88500000000000							3.4719	3.4001	3.4189
153.10666666666700							3.4428	3.3926	3.4362
153.33000000000000							3.4346	3.3952	3.4274
153.55166666666700							3.4440	3.3888	3.4157
153.77333333333300							3.4416	3.4020	3.4027
153.99666666666700							3.4378	3.3926	3.4150
154.21833333333300							3.4351	3.3692	3.4234
154.44000000000000							3.4429	3.3703	3.4169
154.66333333333300							3.4559	3.3928	3.4213
154.88500000000000							3.4564	3.3850	3.4160
155.10666666666700							3.4664	3.3891	3.4237
155.33000000000000							3.4596	3.3953	3.4144
155.55166666666700							3.4747	3.3946	3.4133
155.77333333333300							3.4536	3.3942	3.4106
155.99666666666700							3.4466	3.4103	3.4218
156.21833333333300							3.4494	3.4049	3.3842
156.44000000000000							3.4500	3.3829	3.4026
156.66333333333300							3.4386	3.3877	3.4172
156.88500000000000							3.4428	3.3789	3.4089
157.10666666666700							3.4344	3.3822	3.4213
157.33000000000000							3.4727	3.4012	3.4280
157.55166666666700							3.4680	3.3792	3.4176
157.77333333333300							3.4548	3.3889	3.4126
157.99666666666700							3.4424	3.3639	3.4070
158.21833333333300							3.4428	3.3786	3.4087
158.44000000000000							3.4417	3.3762	3.4197
158.66333333333300							3.4432	3.3734	3.4054
158.88500000000000							3.4489	3.3668	3.4114
159.10666666666700							3.4650	3.3952	3.4172
159.33000000000000							3.4592	3.4216	3.4303
159.55166666666700							3.4595	3.3906	3.4343
159.77333333333300							3.4379	3.3998	3.4104
159.99666666666700							3.4657	3.3986	3.4262
160.21833333333300							3.4900	3.4165	3.4458
160.44000000000000							3.4884	3.4090	3.4362
160.66333333333300									
160.88500000000000									
161.10666666666700							3.5037	3.4746	3.5593
161.33000000000000							3.4800	3.4727	3.5229
161.55166666666700							3.5353	3.4735	3.5600
161.77333333333300							3.5113	3.4484	3.5130
161.99666666666700							3.4980	3.4435	3.5087
162.21833333333300							3.4917	3.4712	3.5070
162.44000000000000							3.4648	3.4383	3.4969
162.66333333333300							3.4936	3.4454	3.5113
162.88500000000000							3.5117	3.4590	3.5231
163.10666666666700							3.5070	3.4771	3.5316
163.33000000000000							3.5072	3.4570	3.5294
163.55166666666700							3.5001	3.4808	3.5318
163.77333333333300							3.4993	3.4774	3.5279
163.99666666666700							3.5188	3.4634	3.5332
164.21833333333300							3.5136	3.4834	3.5232
164.44000000000000							3.5135	3.4722	3.5608
164.66333333333300							3.5140	3.4869	3.5649
164.88500000000000							3.5091	3.4647	3.5426
165.10666666666700							3.5108	3.4592	3.5227
165.33000000000000							3.4926	3.4621	3.5016
165.55166666666700							3.5033	3.4756	3.5236
165.77333333333300							3.5145	3.4782	3.5215
165.99666666666700							3.4997	3.4620	3.4982
166.21833333333300							3.4759	3.4945	3.5103
166.44000000000000							3.5170	3.4807	3.5264
166.66333333333300							3.5156	3.4824	3.5237
166.88500000000000							3.5264	3.4716	3.5254
167.10666666666700							3.4876	3.4636	3.5424
167.32833333333300							3.4806	3.4556	3.5346
167.55166666666700							3.5139	3.4697	3.5219
167.77333333333300							3.5016	3.4774	3.5122
167.99500000000000							3.5221	3.4644	3.5280
168.21833333333300							3.4977	3.4655	3.5148
168.44000000000000							3.5427	3.4709	3.5525
168.66166666666700							3.5024	3.4659	3.5279
168.88500000000000							3.4915	3.4945	3.5197
169.10666666666700							3.5031	3.4797	3.5297
169.32833333333300							3.5153	3.5106	3.5280
169.55166666666700							3.5171	3.4938	3.5170
169.77333333333300							3.5100	3.4882	3.5353
169.99500000000000							3.5110	3.4666	3.5213
170.21833333333300							3.5115	3.4712	3.5066
170.44000000000000							3.5120	3.4952	3.5486
170.66166666666700							3.5118	3.4810	3.5478
170.88500000000000							3.5068	3.4921	3.5226
171.10666666666700							3.5311	3.5014	3.5457
171.32833333333300							3.5305	3.4843	3.5370
171.55166666666700							3.5137	3.4728	3.5262
171.77333333333300							3.5138	3.4926	3.5460
171.99500000000000							3.5260	3.5025	3.5582
172.21833333333300							3.5379	3.5066	3.5492
172.44000000000000							3.5168	3.5152	3.5467
172.66166666666700							3.5380	3.4962	3.5702
172.88500000000000							3.5176	3.5158	3.5536
173.10666666666700							3.5173	3.5134	3.5508
173.32833333333300							3.5238	3.5108	3.5515
173.55166666666700							3.5287	3.5288	3.5519
173.77333333333300							3.5230	3.5131	3.5453
173.99500000000000							3.5140	3.5076	3.5520
174.21833333333300							3.5200	3.5209	3.5620
174.44000000000000							3.5378	3.5272	3.5313
174.66166666666700							3.5480	3.5428	3.5825
174.88500000000000							3.5408	3.5249	3.5675
175.10666666666700							3.5400	3.5243	3.5772
175.32833333333300							3.5371	3.5157	3.5726
175.55166666666700							3.5348	3.5305	3.5752
175.77333333333300							3.5329	3.5444	3.5736
175.99500000000000							3.5322	3.5512	3.5899
176.21833333333300							3.5629	3.5497	3.5775
176.44000000000000							3.5388	3.5576	3.5641
176.66166666666700							3.5528	3.5726	3.5804
176.88500000000000							3.5598	3.5687	3.5906
177.10666666666700							3.5731	3.5688	3.6005
177.32833333333300							3.5648	3.6154	3.5955
177.55166666666700							3.5460	3.6200	3.5927
177.77333333333300							3.5284	3.6395	3.5833
177.99500000000000							3.5471	3.6547	3.6107
178.21833333333300							3.5573	3.6664	3.6113
178.44000000000000							3.5433	3.6580	3.5888
178.66166666666700							3.5635	3.6546	3.5980
178.88500000000000							3.5625	3.7007	3.5750
179.10666666666700							3.5658	3.7038	3.5856
179.32833333333300							3.5772	3.7191	3.5949
179.55166666666700							3.5625	3.7040	3.6120
179.77333333333300							3.5592	3.6871	3.6064
179.99500000000000							3.5933	3.7274	3.6214
180.21833333333300							3.5784	3.7427	3.6010
180.44000000000000							3.5875	3.7412	3.6109
180.66166666666700							3.5684	3.7278	3.6194
180.88500000000000							3.5883	3.7402	3.6141
181.10666666666700							3.5900	3.7477	3.5935
181.32833333333300							3.5911	3.7417	3.6264
181.55166666666700							3.6070	3.7644	3.6156
181.77333333333300							3.6036	3.7661	3.5890
181.99500000000000							3.5674	3.7536	3.5907
182.21833333333300							3.5798	3.7613	3.6330
182.44000000000000							3.5666	3.7478	3.6022
182.66166666666700							3.5892	3.7766	3.6038
182.88500000000000							3.5796	3.7616	3.6094
183.10666666666700							3.5764	3.7690	3.6200
183.32833333333300							3.6012	3.7688	3.5928
183.55166666666700							3.5920	3.7815	3.5911
183.77333333333300							3.5989	3.7633	3.5951
183.99500000000000							3.5865	3.7683	3.5952
184.21833333333300							3.5854	3.7490	3.6011
184.44000000000000							3.6042	3.7903	3.6081
184.66166666666700							3.5798	3.7965	3.5982
184.88500000000000							3.5787	3.7801	3.6038
185.10666666666700							3.5879	3.7844	3.6159
185.32833333333300							3.5928	3.8023	3.6205
185.55166666666700							3.6048	3.7772	3.6013
185.77333333333300							3.5948	3.7922	3.6138
185.99500000000000							3.5715	3.7988	3.5902
186.21833333333300							3.5917	3.7771	3.6307
186.44000000000000							3.5876	3.7930	3.6116
186.66166666666700							3.6186	3.7800	3.6078
186.88500000000000							3.6060	3.8125	3.6261
187.10666666666700							3.5730	3.7913	3.5993
187.32833333333300							3.5834	3.8042	3.6229
187.55166666666700							3.6247	3.7900	3.6296
187.77333333333300							3.6033	3.8007	3.6000
187.99500000000000							3.6059	3.7797	3.6082
188.21833333333300							3.6041	3.7808	3.5942
188.44000000000000							3.6191	3.7895	3.6156
188.66166666666700							3.6123	3.7807	3.6288
188.88333333333300							3.6012	3.7720	3.6402
189.10666666666700							3.6072	3.7860	3.6156
189.32833333333300							3.6380	3.7941	3.6083
189.55000000000000							3.5987	3.7998	3.6281
189.77333333333300							3.6096	3.7868	3.6236
189.99500000000000							3.6270	3.7770	3.6306
190.21666666666700							3.6407	3.7942	3.6200
190.44000000000000							3.6226	3.8012	3.6250
190.66166666666700							3.6227	3.7833	3.6195
190.88333333333300							3.6463	3.7842	3.6144
191.10666666666700							3.6256	3.7881	3.6293
191.32833333333300							3.6204	3.7774	3.6216
191.55000000000000							3.6108	3.7696	3.5911
191.77333333333300							3.6265	3.7720	3.6194
191.99500000000000							3.6232	3.7963	3.6152
192.21666666666700							3.6380	3.7854	3.6054
192.44000000000000							3.6172	3.7611	3.6075
192.66166666666700							3.6369	3.7852	3.6014
192.88333333333300							3.6309	3.7758	3.6216
193.10666666666700							3.6250	3.7782	3.6303
193.32833333333300							3.6134	3.7748	3.6145
193.55000000000000							3.6151	3.7652	3.6107
193.77333333333300							3.6371	3.7702	3.6340
193.99500000000000							3.6339	3.7784	3.6270
194.21666666666700							3.6389	3.7867	3.6486
194.44000000000000							3.6360	3.7786	3.6500
194.66166666666700							3.6339	3.7892	3.6261
194.88333333333300							3.6454	3.7873	3.6546
195.10666666666700							3.6339	3.7872	3.6588
195.32833333333300							3.6414	3.7986	3.6590
195.55000000000000							3.6674	3.8106	3.6832
195.77333333333300							3.6591	3.7889	3.6443
195.99500000000000							3.6525	3.7916	3.6758
196.21666666666700							3.6448	3.8053	3.6764
196.44000000000000							3.6525	3.7915	3.6974
196.66166666666700							3.6228	3.7657	3.6457
196.88333333333300							3.6252	3.7772	3.6683
197.10666666666700							3.6205	3.7596	3.6760
197.32833333333300							3.6436	3.7791	3.6527
197.55000000000000							3.6300	3.7541	3.6522
197.77333333333300							3.6394	3.7742	3.6703
197.99500000000000							3.6346	3.7641	3.6873
198.21666666666700							3.6508	3.7856	3.6910
198.44000000000000							3.6636	3.7799	3.6778
198.66166666666700							3.6285	3.7738	3.6761
198.88333333333300							3.6598	3.7918	3.6720
199.10666666666700							3.6496	3.7746	3.6652
199.32833333333300							3.6324	3.7616	3.6793
199.55000000000000							3.6372	3.7823	3.6662
199.77333333333300							3.6285	3.7574	3.6655
199.99500000000000							3.6393	3.7749	3.6800
200.21666666666700							3.6595	3.7861	3.7028
200.44000000000000							3.6582	3.8023	3.6739
200.66166666666700							3.6626	3.7881	3.7246
200.88333333333300							3.6534	3.7663	3.6730
201.10666666666700							3.6423	3.7959	3.6689
201.32833333333300							3.6341	3.7580	3.6595
201.55000000000000							3.6404	3.7651	3.6749
201.77333333333300							3.6280	3.7729	3.6531
201.99500000000000							3.6353	3.7698	3.6636
202.21666666666700							3.6415	3.7700	3.6770
202.44000000000000							3.6434	3.7594	3.6669
202.66166666666700							3.6392	3.7745	3.6691
202.88333333333300							3.7766	3.9112	3.8268
203.10666666666700							3.8287	3.9824	3.8890
203.32833333333300							3.8718	3.9972	3.8895
203.55000000000000							3.8978	4.0546	3.9174
203.77333333333300							3.9363	4.0641	3.9526
203.99500000000000							3.9641	4.1198	3.9949
204.21666666666700							3.9621	4.0892	3.9698
204.44000000000000							3.9545	4.1367	4.0053
204.66166666666700							3.9996	4.1566	4.0204
204.88333333333300							3.9892	4.1418	4.0240
205.10666666666700							4.0051	4.1542	4.0304
205.32833333333300							4.0184	4.1655	4.0393
205.55000000000000							4.0145	4.1627	4.0510
205.77333333333300							3.9968	4.1305	4.0034
205.99500000000000							4.0172	4.1408	3.9985
206.21666666666700							3.9996	4.1793	4.0339
206.44000000000000							4.0250	4.1492	4.0184
206.66166666666700							3.9939	4.1386	4.0140
206.88333333333300							4.0359	4.1991	4.0417
207.10666666666700							4.0232	4.1638	4.0356
207.32833333333300							4.0361	4.1652	4.0295
207.55000000000000							4.0490	4.1744	4.0528
207.77333333333300							4.0476	4.1831	4.0568
207.99500000000000							4.0079	4.1618	4.0183
208.21666666666700							4.0388	4.1733	4.0288
208.44000000000000							4.0246	4.1667	4.0149
208.66166666666700							4.0292	4.1750	4.0316
208.88333333333300							4.0237	4.1594	4.0082
209.10666666666700							4.0188	4.1630	3.9949
209.32833333333300							4.0372	4.1593	4.0126
209.55000000000000							4.0395	4.1589	4.0195
209.77333333333300							4.0060	4.1529	4.0302
209.99500000000000							4.0133	4.1492	3.9982
210.21666666666700							4.0194	4.1579	4.0092
210.44000000000000							4.0163	4.1746	3.9959
210.66166666666700							4.0173	4.1564	3.9897
210.88333333333300							4.0281	4.1394	3.9971
211.10666666666700							4.0161	4.1534	4.0093
211.32833333333300							4.0298	4.1639	3.9852
211.55000000000000							4.0151	4.1503	3.9975
211.77166666666700							4.0162	4.1689	3.9822
211.99500000000000							4.0009	4.1469	3.9959
212.21666666666700							4.0058	4.1440	3.9895
212.43833333333300							4.0217	4.1642	3.9793
212.66166666666700							4.0335	4.1632	3.9976
212.88333333333300							4.0306	4.1508	3.9701
213.10500000000000							4.0394	4.1573	3.9903
213.32833333333300							4.0327	4.1686	4.0304
213.55000000000000							4.0286	4.1831	4.0072
213.77166666666700							4.0179	4.1572	3.9692
213.99500000000000							4.0285	4.1684	3.9774
214.21666666666700							4.0251	4.1644	3.9734
214.43833333333300							4.0348	4.1584	3.9700
214.66166666666700							4.0386	4.1561	4.0033
214.88333333333300							4.0321	4.1623	3.9818
215.10500000000000							4.0333	4.1553	4.0116
215.32833333333300							4.0380	4.1594	3.9954
215.55000000000000							4.0209	4.1326	3.9667
215.77166666666700							4.0179	4.1572	3.9800
215.99500000000000							3.9962	4.1325	3.9602
216.21666666666700							4.0262	4.1423	3.9552
216.43833333333300							4.0121	4.1324	3.9924
216.66166666666700							4.0176	4.1356	3.9743
216.88333333333300							4.0308	4.1278	3.9662
217.10500000000000							4.0174	4.1500	3.9718
217.32833333333300							4.0103	4.1244	3.9669
217.55000000000000							4.0041	4.1281	3.9524
217.77166666666700							4.0143	4.1506	3.9481
217.99500000000000							4.0215	4.1534	3.9314
218.21666666666700							4.0099	4.1411	3.9466
218.43833333333300							4.0274	4.1414	3.9503
218.66166666666700							3.9923	4.1534	3.9488
218.88333333333300							4.0274	4.1310	3.9570
219.10500000000000							4.0185	4.1311	3.9589
219.32833333333300							4.0109	4.1452	3.9414
219.55000000000000							3.9980	4.1294	3.9395
219.77166666666700							4.0272	4.1434	3.9380
219.99500000000000							4.0412	4.1401	3.9370
220.21666666666700							4.0172	4.1598	3.9634
220.43833333333300							4.0265	4.1441	3.9417
220.66166666666700							4.0250	4.1538	3.9332
220.88333333333300							4.0464	4.1442	3.9473
221.10500000000000							4.0250	4.1495	3.9264
221.32833333333300							4.0316	4.1299	3.9539
221.55000000000000							4.0231	4.1346	3.9274
221.77166666666700							4.0251	4.1335	3.9329
221.99500000000000							4.0270	4.1279	3.9405
222.21666666666700							4.0214	4.1226	3.9486
222.43833333333300							4.0283	4.1414	3.9301
222.66166666666700							4.0330	4.1341	3.9617
222.88333333333300							4.0176	4.1279	3.9290
223.10500000000000							4.0130	4.1236	3.9305
223.32833333333300							4.0130	4.1324	3.9489
223.55000000000000							4.0255	4.1426	3.9096
223.77166666666700							4.0394	4.1415	3.9143
223.99500000000000							4.0107	4.1504	3.9233
224.21666666666700							4.0197	4.1291	3.9305
224.43833333333300							4.0247	4.1024	3.9212
224.66166666666700							4.0232	4.1374	3.9200
224.88333333333300							4.0204	4.1114	3.9034
225.10500000000000							4.0025	4.0934	3.9227
225.32833333333300							4.0156	4.1262	3.9107
225.55000000000000							4.0394	4.1404	3.9056
225.77166666666700							4.0070	4.1302	3.9008
225.99500000000000							4.0110	4.1404	3.9116
226.21666666666700							4.0320	4.1216	3.9257
226.43833333333300							4.0141	4.1181	3.9204
226.66166666666700							4.0465	4.1330	3.9190
226.88333333333300							4.0232	4.1185	3.9091
227.10500000000000							4.0386	4.1176	3.9112
227.32833333333300							4.0243	4.1586	3.9150
227.55000000000000							4.0605	4.1610	3.9268
227.77166666666700							4.0626	4.1347	3.9196
227.99500000000000							4.0434	4.1469	3.9237
228.21666666666700							4.0352	4.1761	3.9197
228.43833333333300							4.0338	4.1606	3.9373
228.66166666666700							4.0391	4.1464	3.9154
228.88333333333300							4.0513	4.1178	3.9125
229.10500000000000							4.0596	4.1620	3.9226
229.32833333333300							4.0366	4.1594	3.9047
229.55000000000000							4.0472	4.1675	3.9242
229.77166666666700							4.0474	4.1569	3.9191
229.99500000000000							4.0472	4.1758	3.9232
230.21666666666700							4.0349	4.1474	3.9288
230.43833333333300							4.0578	4.1736	3.9414
230.66166666666700							4.0496	4.1563	3.9309
230.88333333333300							4.0659	4.1607	3.9333
231.10500000000000							4.0765	4.1883	3.9512
231.32833333333300							4.0493	4.1805	3.9196
231.55000000000000							4.0490	4.1839	3.9203
231.77166666666700							4.0646	4.1653	3.9068
231.99500000000000							4.0554	4.1552	3.9476
232.21666666666700									
232.43833333333300									
232.66166666666700							4.2144	4.1144	3.9359
232.88333333333300							4.1855	4.1189	3.8804
233.10500000000000							4.1545	4.0710	3.8939
233.32666666666700							4.1682	4.0968	3.9067
233.55000000000000							4.1515	4.0992	3.8705
233.77166666666700							4.1266	4.0881	3.8606
233.99333333333300							4.1406	4.0983	3.8648
234.21666666666700							4.1245	4.0622	3.8692
234.43833333333300							4.1135	4.0718	3.8628
234.66000000000000							4.1068	4.0743	3.8664
234.88333333333300							4.1310	4.0614	3.8391
235.10500000000000							4.1332	4.0808	3.8686
235.32666666666700							4.1070	4.0446	3.8338
235.55000000000000							4.0764	4.0612	3.8530
235.77166666666700							4.1041	4.0540	3.8220
235.99333333333300							4.0906	4.0302	3.8317
236.21666666666700							4.1091	4.0547	3.8266
236.43833333333300							4.1148	4.0552	3.8049
236.66000000000000							4.1033	4.0407	3.8258
236.88333333333300							4.0960	4.0489	3.8227
237.10500000000000							4.0884	4.0382	3.8063
237.32666666666700							4.0890	4.0356	3.7993
237.55000000000000							4.0778	4.0370	3.8036
237.77166666666700							4.0694	4.0038	3.7969
237.99333333333300							4.0754	4.0171	3.7967
238.21666666666700							4.0611	4.0212	3.7953
238.43833333333300							4.0679	4.0219	3.7880
238.66000000000000							4.0955	4.0207	3.8116
238.88333333333300							4.1412	4.0656	3.8471
239.10500000000000							4.0830	4.0257	3.8061
239.32666666666700							4.0801	4.0416	3.7972
239.55000000000000							4.1022	4.0310	3.8326
239.77166666666700							4.0774	4.0124	3.8166
239.99333333333300							4.0840	4.0216	3.7947
240.21666666666700							4.1056	4.0510	3.7985
240.43833333333300							4.0982	3.9990	3.7915
240.66000000000000							4.1058	4.0312	3.8272
240.88333333333300							4.0811	4.0276	3.7943
241.10500000000000							4.0736	4.0334	3.8095
241.32666666666700							4.0936	4.0286	3.8181
241.55000000000000							4.1021	4.0517	3.8294
241.77166666666700							4.0981	4.0684	3.8260
241.99333333333300							4.1170	4.0430	3.8181
242.21666666666700							4.1132	4.0327	3.8114
242.43833333333300							4.0720	4.0224	3.8109
242.66000000000000							4.0770	4.0224	3.7990
242.88333333333300							4.0979	4.0446	3.8184
243.10500000000000							4.1203	4.0730	3.8197
243.32666666666700							4.0800	4.0306	3.7931
243.55000000000000							4.1012	4.0492	3.7876
243.77166666666700							4.0738	4.0279	3.7802
243.99333333333300							4.0637	4.0274	3.7720
244.21666666666700							4.0696	4.0180	3.7900
244.43833333333300							4.0866	4.0130	3.7878
244.66000000000000							4.0711	4.0572	3.7919
244.88333333333300							4.0803	4.0586	3.7972
245.10500000000000							4.1113	4.0580	3.8108
245.32666666666700							4.0958	4.0357	3.7778
245.55000000000000							4.1275	4.0714	3.8050
245.77166666666700							4.0912	4.0678	3.8045
245.99333333333300							4.0607	4.0319	3.7624
246.21666666666700							4.0904	4.0066	3.7692
246.43833333333300							4.0784	4.0333	3.7677
246.66000000000000							4.0915	4.0252	3.8165
246.88333333333300							4.1117	4.0308	3.8089
247.10500000000000							4.1013	4.0498	3.7982
247.32666666666700							4.1300	4.0784	3.8098
247.55000000000000							4.0999	4.0385	3.7961
247.77166666666700							4.0949	4.0252	3.8006
247.99333333333300							4.1129	4.0397	3.7872
248.21666666666700							4.0952	4.0349	3.7744
248.43833333333300							4.0932	4.0371	3.8064
248.66000000000000							4.0786	4.0586	3.7843
248.88333333333300							4.1170	4.0541	3.8083
249.10500000000000							4.1438	4.0238	3.7926
249.32666666666700							4.0996	4.0378	3.7944
249.55000000000000							4.1274	4.0493	3.7639
249.77166666666700							4.1043	4.0448	3.7940
249.99333333333300							4.0791	4.0490	3.7700
250.21666666666700							4.1033	4.0431	3.7841
250.43833333333300							4.1017	4.0471	3.7988
250.66000000000000							4.0854	4.0412	3.8162
250.88333333333300							4.1254	4.0801	3.7954
251.10500000000000							4.1104	4.0572	3.7877
251.32666666666700							4.1342	4.0748	3.8049
251.55000000000000							4.1538	4.0630	3.8326
251.77166666666700							4.1200	4.0878	3.8289
251.99333333333300							4.1251	4.0881	3.8149
252.21666666666700							4.1222	4.0975	3.7973
252.43833333333300							4.1406	4.0524	3.8178
252.66000000000000							4.1261	4.0521	3.8106
252.88333333333300							4.1370	4.0574	3.7884
253.10500000000000							4.1140	4.0464	3.7867
253.32666666666700							4.1256	4.0469	3.8066
253.55000000000000							4.1036	4.0540	3.8080
253.77166666666700							4.1189	4.0633	3.7981
253.99333333333300							4.1128	4.0566	3.7905
254.21666666666700							4.1131	4.0652	3.7874
254.43833333333300							4.1189	4.0521	3.7921
254.66000000000000							4.1060	4.0726	3.7968
254.88333333333300							4.1094	4.0618	3.7833
255.10500000000000							4.0937	4.0163	3.7446
255.32666666666700							4.0825	4.0312	3.7622
255.55000000000000							4.0799	4.0672	3.7682
255.77166666666700							4.0961	4.0446	3.7615
255.99333333333300							4.1162	4.0536	3.7690
256.21500000000000							4.0864	4.0358	3.7564
256.43833333333300							4.0954	4.0316	3.7687
256.66000000000000							4.0936	4.0118	3.7361
256.88166666666700							4.0816	4.0109	3.7432
257.10500000000000							4.0824	4.0343	3.7553
257.32666666666700							4.0935	4.0289	3.7628
257.54833333333300							4.0767	4.0344	3.7450
257.77166666666700							4.0951	4.0280	3.7389
257.99333333333300							4.0800	4.0188	3.7491
258.21500000000000							4.1077	4.0287	3.7676
258.43833333333300							4.1154	4.0439	3.7803
258.66000000000000							4.1304	4.0530	3.7578
258.88166666666700							4.1164	4.0444	3.7676
259.10500000000000							4.1346	4.0601	3.7718
259.32666666666700							4.1343	4.0714	3.7865
259.54833333333300							4.0953	4.0545	3.7690
259.77166666666700							4.0999	4.0278	3.7632
259.99333333333300							4.0856	4.0488	3.7676
260.21500000000000							4.0958	4.0362	3.7748
260.43833333333300							4.1114	4.0528	3.7708
260.66000000000000							4.1409	4.0198	3.7760
260.88166666666700							4.1269	4.0314	3.7577
261.10500000000000							4.1069	4.0461	3.7477
261.32666666666700							4.1232	4.0758	3.7666
261.54833333333300							4.1035	4.0136	3.7472
261.77166666666700							4.0856	4.0384	3.7512
261.99333333333300							4.0982	4.0061	3.7467
262.21500000000000							4.0775	4.0159	3.7135
262.43833333333300							4.0672	4.0156	3.7414
262.66000000000000							4.0820	3.9985	3.7159
262.88166666666700							4.0695	4.0202	3.7410
263.10500000000000							4.0863	3.9957	3.7158
263.32666666666700							4.0892	4.0285	3.7308
263.54833333333300							4.1004	4.0152	3.7234
