time/h	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	Ab42	Ab42	Ab42	Ab42
54.311	67338	74307	81753	70807	51239	50784	50333	52523	75928	73427	74051	74617	1.0334e+05	1.0445e+05	1.1092e+05	92860
54.347	66783	74898	81497	69833	51334	50984	50862	52092	77171	73281	73216	73671	1.0262e+05	1.0308e+05	1.1039e+05	93011
54.383	67420	74840	82016	70430	51454	50635	50639	52102	76837	74112	73225	74325	1.0165e+05	1.0238e+05	1.0991e+05	92882
54.419	67590	76161	81709	70194	51231	51205	51015	52076	76010	73407	73997	74616	1.0240e+05	1.0319e+05	1.0955e+05	92625
54.456	67446	76482	82073	70056	51649	50066	51311	51912	76276	73133	73050	73797	1.0231e+05	1.0333e+05	1.1007e+05	93574
54.492	66773	76420	81814	69800	51747	51027	51310	51226	76386	72582	73573	74811	1.0301e+05	1.0350e+05	1.0970e+05	92531
54.528	67380	76797	81787	70653	51785	51463	50904	51624	76298	72925	72291	73666	1.0177e+05	1.0383e+05	1.1097e+05	93353
54.564	66890	76938	80993	69993	51304	51052	50916	52449	75999	73321	72106	74554	1.0266e+05	1.0335e+05	1.1056e+05	93522
54.600	66697	76397	82014	69671	50688	51032	50994	51644	76612	73749	73662	75082	1.0266e+05	1.0426e+05	1.0992e+05	93972
54.636	66653	76147	81537	69809	51496	51205	50408	52187	75824	73933	73045	74236	1.0244e+05	1.0343e+05	1.1050e+05	93911
54.672	66095	76496	81703	69556	51619	50696	51198	52540	76132	74508	73782	74085	1.0291e+05	1.0369e+05	1.1062e+05	93606
54.708	67312	76550	81446	70738	50871	50965	50778	52330	76697	72858	72544	73936	1.0190e+05	1.0260e+05	1.1014e+05	93732
54.744	66350	77034	81565	71240	50954	50900	51374	52308	76211	73877	73477	73731	1.0105e+05	1.0367e+05	1.0944e+05	92654
54.781	67029	77190	81222	69680	51054	51003	50748	52227	76153	72870	72720	74650	1.0269e+05	1.0414e+05	1.0968e+05	92628
54.817	66948	76500	81969	70179	51490	51173	50919	52529	76413	72858	73251	74390	1.0218e+05	1.0343e+05	1.1046e+05	92872
54.853	67297	76412	81504	70258	51468	51017	50037	52493	76807	73236	73364	74041	1.0212e+05	1.0383e+05	1.0945e+05	92385
54.889	66601	77190	82012	70084	51876	50863	50574	52274	76272	73489	72470	74466	1.0189e+05	1.0402e+05	1.1054e+05	92723
54.925	66433	78178	81468	70163	50814	51285	50658	52198	76330	72992	73482	74597	1.0186e+05	1.0377e+05	1.1043e+05	93620
54.961	67284	77452	82064	70126	51479	50661	50537	52769	76628	72572	73472	73504	1.0215e+05	1.0397e+05	1.1062e+05	93817
54.997	66426	76839	81695	69494	50957	50451	50270	52120	75894	72991	73200	74234	1.0188e+05	1.0367e+05	1.0858e+05	93793
55.033	67319	76453	81644	69435	51523	50322	50935	51204	75989	73082	73336	74759	1.0179e+05	1.0432e+05	1.1072e+05	93832
55.069	67598	76721	81437	69935	51618	50921	50403	51855	76840	73153	73575	73983	1.0159e+05	1.0489e+05	1.1017e+05	93367
55.106	66689	77069	81194	70457	51137	50607	50767	52057	75942	73743	73758	74385	1.0152e+05	1.0349e+05	1.1007e+05	94080
55.142	66852	76493	81619	70437	51891	50727	50461	51827	76573	72955	73364	75072	1.0237e+05	1.0461e+05	1.1084e+05	93428
55.178	67566	77307	81571	70359	51723	50350	50590	52613	76053	73526	73131	74104	1.0231e+05	1.0359e+05	1.0954e+05	93553
55.214	67477	76627	80888	69631	51758	49664	50218	51708	76267	73189	74009	73987	1.0247e+05	1.0354e+05	1.1022e+05	93306
55.250	67119	77670	81236	70172	51352	51015	50546	52183	77389	73281	72633	74124	1.0235e+05	1.0452e+05	1.0964e+05	93123
55.286	66677	76832	81666	69928	51808	50269	50361	52064	76387	73319	73091	74471	1.0198e+05	1.0485e+05	1.1050e+05	93567
55.322	67940	77457	82506	70852	51090	51381	50439	51655	76491	73096	73062	75099	1.0213e+05	1.0396e+05	1.0986e+05	94521
55.358	67020	76735	81016	69854	51591	50784	50674	52188	75080	73503	73392	73353	1.0181e+05	1.0399e+05	1.1023e+05	93727
55.394	66990	77205	81837	69941	51567	51158	51061	51790	76724	72580	73404	73709	1.0222e+05	1.0363e+05	1.0960e+05	93737
55.431	66873	77152	80702	70288	51257	50310	50826	51395	76354	72906	73240	73825	1.0295e+05	1.0374e+05	1.0976e+05	93075
55.467	67583	76781	81542	70609	51205	51106	50297	52235	75911	73000	73231	73778	1.0197e+05	1.0475e+05	1.0999e+05	92874
55.503	66285	76991	81715	70126	50748	50479	51060	51831	75862	73476	72724	74244	1.0189e+05	1.0392e+05	1.0953e+05	93720
55.539	67552	76502	81597	70521	51482	51371	50614	51105	76032	73010	72789	73745	1.0256e+05	1.0370e+05	1.1041e+05	93286
55.575	67605	77573	81525	70467	51615	51466	50927	52154	76875	72883	73444	73572	1.0194e+05	1.0424e+05	1.1058e+05	94545
55.611	66602	77092	82140	70726	50823	50831	50744	52483	76281	74367	72893	73932	1.0176e+05	1.0419e+05	1.1030e+05	94945
55.647	66491	77666	81950	70837	52079	50862	50288	51608	76137	73393	72984	73690	1.0166e+05	1.0457e+05	1.1039e+05	93380
55.683	66525	77455	81248	70897	51409	51147	51047	52449	76262	72802	72839	73876	1.0332e+05	1.0453e+05	1.1050e+05	92988
55.719	67022	77583	81372	70764	51706	50671	50105	51598	76164	73442	73056	75272	1.0338e+05	1.0341e+05	1.1040e+05	91871
55.756	67076	77022	81719	70546	50313	51040	50746	51974	77318	73837	73590	74101	1.0217e+05	1.0467e+05	1.1174e+05	93576
55.792	66350	76216	80629	71145	51031	50944	50129	51830	76475	71837	73465	74650	1.0233e+05	1.0428e+05	1.0945e+05	92919
55.828	67053	76352	81229	70387	50990	51161	50566	51801	76712	72558	73705	73479	1.0214e+05	1.0333e+05	1.0944e+05	92889
55.864	66871	77444	81303	70969	51133	50786	49998	52635	76422	73368	73994	74177	1.0168e+05	1.0422e+05	1.1084e+05	94047
55.900	66308	76304	81142	70683	50957	51027	50428	51387	75973	73234	73579	74230	1.0160e+05	1.0419e+05	1.0988e+05	93336
55.936	67476	76561	82324	70568	50761	51177	50530	51776	75915	73286	74273	73804	1.0217e+05	1.0444e+05	1.1130e+05	93655
55.972	66927	76439	81413	71141	51843	50618	51071	51912	76685	72861	72635	74352	1.0286e+05	1.0446e+05	1.0983e+05	93562
56.008	66931	77014	81120	70539	51504	50757	50763	52256	76679	73422	72906	74770	1.0219e+05	1.0441e+05	1.1030e+05	92919
56.044	67431	76560	81984	70329	51426	50360	50560	52147	75900	73038	73217	74648	1.0112e+05	1.0267e+05	1.1047e+05	93112
56.081	66891	76738	81485	71193	51815	51020	50918	52113	76488	73021	73811	73702	1.0230e+05	1.0549e+05	1.0995e+05	93675
56.117	66863	76625	81868	70996	51251	52059	50978	51883	76071	72663	72990	73901	1.0133e+05	1.0432e+05	1.0968e+05	92990
56.153	67159	76523	81227	71114	51046	50625	50752	51275	75882	72631	73189	74290	1.0225e+05	1.0443e+05	1.1033e+05	93844
56.189	67144	76703	82007	70345	51136	50144	50708	51589	75899	73465	74193	74593	1.0148e+05	1.0422e+05	1.0982e+05	93694
56.225	67148	75887	81370	70230	51554	51371	49349	52139	75830	73174	73985	74150	1.0237e+05	1.0400e+05	1.1081e+05	93286
56.261	66794	76271	81642	70108	51191	50450	50623	52238	76321	73284	73116	74431	1.0154e+05	1.0519e+05	1.1034e+05	93752
56.297	66706	76106	80952	71326	51261	50504	50604	52839	75982	73356	73673	73858	1.0185e+05	1.0372e+05	1.0940e+05	92750
56.333	67014	76714	82000	70639	51632	51058	50417	51937	76595	73762	73460	73699	1.0166e+05	1.0360e+05	1.1008e+05	93645
56.369	66855	77271	81095	70140	51557	51425	49912	52307	75816	73126	73658	74207	1.0204e+05	1.0394e+05	1.1013e+05	92785
56.406	66242	76732	81238	71254	51666	51051	50792	52478	76999	73440	72947	74472	1.0244e+05	1.0407e+05	1.0918e+05	92519
56.442	66883	76781	80999	71373	50825	50904	50917	51994	76758	73406	73292	74384	1.0133e+05	1.0423e+05	1.0996e+05	93174
56.478	67006	76930	81108	70552	51301	50802	50863	52229	75351	73446	73713	74464	1.0200e+05	1.0406e+05	1.0957e+05	92251
56.514	67379	77466	82064	71000	50944	50937	50670	51804	76783	73472	73422	74705	1.0114e+05	1.0365e+05	1.0942e+05	93722
56.550	66717	76227	81437	70588	51312	51084	50588	51823	76242	72775	73066	73928	1.0238e+05	1.0386e+05	1.1030e+05	93128
56.586	66712	76362	81169	70776	51362	50801	50425	51923	76629	73365	72547	74568	1.0284e+05	1.0336e+05	1.0957e+05	92268
56.622	66995	77320	81145	70210	51082	50708	51052	52349	76331	73316	73029	74162	1.0149e+05	1.0458e+05	1.1014e+05	93453
56.658	67224	76541	81344	70632	50676	50899	50397	52194	76329	73403	73365	74057	1.0080e+05	1.0519e+05	1.0964e+05	93319
56.694	67212	77323	81785	70842	51526	50871	50289	52243	76557	73079	73445	74258	1.0305e+05	1.0317e+05	1.1035e+05	93488
56.731	67279	76073	81408	71073	51156	50747	50389	52364	76831	73449	72942	73992	1.0258e+05	1.0403e+05	1.0839e+05	93467
56.767	66381	76234	81812	70357	51242	50901	50502	51977	76276	73732	73257	72949	1.0231e+05	1.0390e+05	1.0991e+05	93543
56.803	66765	76850	80867	70429	51356	50435	50435	51922	76210	73664	73627	74151	1.0188e+05	1.0342e+05	1.0955e+05	91850
56.839	66437	76544	81514	70661	51133	50639	50542	51289	75890	72623	72874	73025	1.0285e+05	1.0361e+05	1.1018e+05	93089
56.875	67249	75555	81174	70714	51175	50609	50701	51000	75999	73111	73006	74312	1.0112e+05	1.0388e+05	1.0968e+05	92742
56.911	66909	76663	81619	71103	51535	50659	50665	51807	76239	73157	73453	74131	1.0162e+05	1.0376e+05	1.0969e+05	91950
56.947	66818	75145	81484	70871	51161	50247	51068	51589	75782	73696	73239	74339	1.0174e+05	1.0478e+05	1.0995e+05	92847
56.983	67774	76869	80584	70461	50829	51191	50558	51722	76484	73068	72658	73817	1.0259e+05	1.0440e+05	1.0964e+05	93074
57.019	66879	76613	81147	71272	51524	50574	50844	51175	76406	73291	72534	73698	1.0203e+05	1.0367e+05	1.0912e+05	93773
57.056	66821	76807	81014	70696	51089	50639	50912	52097	75823	73423	73448	74320	1.0241e+05	1.0390e+05	1.1020e+05	92916
57.092	66323	77256	81255	70659	50702	50487	51231	51462	76386	73364	73484	73988	1.0171e+05	1.0475e+05	1.1023e+05	93634
57.128	67369	77094	81776	71201	51142	50923	50688	52261	76456	73671	72829	74120	1.0247e+05	1.0448e+05	1.1043e+05	92003
57.164	66882	76063	81067	70270	50483	50242	51590	51402	75775	73054	74123	73844	1.0217e+05	1.0553e+05	1.0950e+05	92084
57.200	66751	77377	81707	71075	51240	50047	50627	51808	76204	73432	72961	74619	1.0154e+05	1.0544e+05	1.0930e+05	92831
57.236	65990	76857	81225	70220	50642	50561	50633	51047	76346	73603	73669	75130	1.0178e+05	1.0352e+05	1.0890e+05	92936
57.272	66744	77230	81101	70828	50727	50443	50453	51628	75875	73570	73216	74689	1.0309e+05	1.0475e+05	1.0980e+05	91884
57.308	67076	76361	81092	70800	51428	50762	50339	51924	76552	73027	73359	74470	1.0252e+05	1.0423e+05	1.1082e+05	92609
57.344	67567	75987	80957	70902	50989	50788	51132	52301	76277	72737	72957	74108	1.0217e+05	1.0447e+05	1.1036e+05	92458
57.381	66963	77172	81338	70994	50900	50679	50360	51272	76057	72437	74104	74897	1.0236e+05	1.0387e+05	1.0971e+05	91730
57.417	67131	75510	81493	70902	51340	50828	50871	51697	75876	73196	73687	74679	1.0191e+05	1.0315e+05	1.0995e+05	93228
57.453	67066	76194	81647	70909	50855	50809	50528	52165	75751	73006	73356	74469	1.0183e+05	1.0425e+05	1.0996e+05	91982
57.489	67272	75538	81017	70305	51151	50274	50337	51828	75939	73275	72773	74590	1.0206e+05	1.0345e+05	1.0952e+05	93118
57.525	67659	75949	81347	71369	51350	50352	50391	51436	76201	72429	73795	73752	1.0174e+05	1.0422e+05	1.0969e+05	92778
57.561	66584	76640	81323	70800	50779	50556	51096	52528	76679	73500	73113	74304	1.0155e+05	1.0389e+05	1.0977e+05	93315
57.597	67042	76314	81391	70498	51273	50904	50928	51082	76648	73742	73629	75297	1.0123e+05	1.0295e+05	1.1118e+05	92862
57.633	67649	76525	80706	71485	50899	50799	50422	52100	76363	71926	74053	74209	1.0255e+05	1.0351e+05	1.0996e+05	93908
57.669	66899	75460	81708	70052	50733	50842	50250	52019	75804	72342	72990	73824	1.0209e+05	1.0309e+05	1.0999e+05	92626
57.706	66673	75694	80843	70342	50978	50728	50601	51711	76161	73264	72919	73494	1.0163e+05	1.0418e+05	1.0933e+05	92415
57.742	67224	76886	81345	71432	51575	50054	50529	51757	76364	73224	73176	73695	1.0195e+05	1.0369e+05	1.0952e+05	91929
57.778	67351	75875	81901	71496	50960	50385	50503	51739	76677	73301	73167	73353	1.0132e+05	1.0417e+05	1.1033e+05	91723
57.814	66700	76553	81353	72353	50953	50959	51168	51679	76811	72929	73393	74240	1.0284e+05	1.0405e+05	1.1024e+05	92995
57.850	67064	76221	82601	71201	50700	51091	50092	52139	76588	72759	73443	73042	1.0161e+05	1.0319e+05	1.1019e+05	92907
57.886	66857	76600	81975	70183	50649	50882	50838	51971	76331	73044	73731	74550	1.0040e+05	1.0488e+05	1.0964e+05	92947
57.922	66286	76531	81921	70752	50240	50889	49822	51479	76362	72653	73653	74257	1.0238e+05	1.0481e+05	1.1063e+05	91593
57.958	67427	76405	82439	70828	51404	50947	50431	51954	75563	72981	74123	73533	1.0157e+05	1.0396e+05	1.0888e+05	92932
57.994	66216	76268	81384	70906	51508	50603	50611	52031	75981	73791	73171	74521	1.0280e+05	1.0496e+05	1.0984e+05	92441
58.031	66726	76298	81764	71130	51249	50157	50463	51784	76285	73304	73246	74017	1.0197e+05	1.0375e+05	1.0985e+05	92850
58.067	67346	77223	81966	70827	51179	50390	50320	52053	75867	73099	73437	74040	1.0241e+05	1.0480e+05	1.0969e+05	92553
58.103	66763	75482	81628	70593	51316	51423	50634	51389	76200	73962	72671	74173	1.0099e+05	1.0401e+05	1.0958e+05	92742
58.139	67520	76791	82042	71004	51466	51559	50429	51172	76772	73504	73890	73446	1.0264e+05	1.0374e+05	1.0987e+05	93192
58.175	67041	75718	82953	70714	51131	50941	50257	51818	76904	73198	72986	73633	1.0197e+05	1.0560e+05	1.1019e+05	93372
58.211	67749	76704	82262	71185	51563	50187	50472	51507	76483	73290	73434	74319	1.0250e+05	1.0331e+05	1.0930e+05	93375
58.247	66601	76604	83576	71508	51010	50847	50018	52451	76282	73251	74263	73986	1.0148e+05	1.0383e+05	1.0938e+05	93134
58.283	67176	76448	82417	70913	51348	50368	50083	51917	76365	73586	73973	74337	1.0260e+05	1.0357e+05	1.0943e+05	92989
58.319	66742	75280	82302	70842	50831	50117	50251	52150	76349	73572	73541	74030	1.0206e+05	1.0440e+05	1.0999e+05	92199
58.356	67154	76155	82035	71041	50385	50545	51052	51981	76265	73031	73934	73713	1.0099e+05	1.0425e+05	1.0917e+05	92815
58.392	67329	76530	82680	71504	50843	50495	50787	51475	76283	72726	73490	74723	1.0176e+05	1.0336e+05	1.0886e+05	92595
58.428	67025	76389	82547	70281	51393	51299	49914	51697	76668	73370	72979	74733	1.0204e+05	1.0437e+05	1.1008e+05	92457
58.464	67034	76442	82504	70456	50660	50492	50129	51856	75948	73181	73206	74125	1.0166e+05	1.0441e+05	1.0916e+05	93313
58.500	66815	76164	82254	70597	51035	49938	50505	51225	76516	73156	73222	73766	1.0111e+05	1.0379e+05	1.0969e+05	93183
58.536	66186	75947	82277	70910	50807	50959	50208	51618	76344	73426	73701	74517	1.0203e+05	1.0368e+05	1.0916e+05	92982
58.572	66972	77145	82826	70740	51652	50352	50223	52288	75969	73606	73061	74432	1.0189e+05	1.0321e+05	1.0945e+05	91758
58.608	67062	76256	81780	70490	50973	50566	50524	51280	76477	72994	73278	73823	1.0203e+05	1.0363e+05	1.0883e+05	92685
58.644	66958	75962	82524	70330	50923	50759	50861	51460	76416	72534	72927	75227	1.0194e+05	1.0444e+05	1.1098e+05	92380
58.681	67226	76632	82343	70278	50676	51122	50171	51155	76434	73471	72936	74736	1.0179e+05	1.0457e+05	1.0850e+05	92125
58.717	66846	77010	81832	71711	51633	50485	51248	51601	76105	73323	73307	73860	1.0181e+05	1.0364e+05	1.0985e+05	91769
58.753	66969	75867	82297	70615	50680	51138	49875	51319	75779	74565	72581	74646	1.0200e+05	1.0433e+05	1.0985e+05	92163
58.789	67236	76917	82523	71292	51158	50663	50556	51065	76198	73729	74032	74320	1.0196e+05	1.0425e+05	1.1077e+05	91811
58.825	67606	76098	82883	71286	51744	50129	50675	51172	76070	72930	73641	74212	1.0271e+05	1.0395e+05	1.0958e+05	92953
58.861	66215	76432	82327	71434	51601	51102	50847	51275	76531	73583	73448	73216	1.0120e+05	1.0407e+05	1.0965e+05	92495
58.897	67926	76230	81652	70012	51575	51307	50619	51180	76613	73529	73687	74325	1.0236e+05	1.0477e+05	1.1006e+05	92994
58.933	67090	76951	81224	70453	50917	50923	50864	51317	75975	73258	73445	74502	1.0194e+05	1.0400e+05	1.0981e+05	92296
58.969	66124	76735	82138	71505	51047	50626	50055	50885	76412	73434	73122	73856	1.0177e+05	1.0530e+05	1.0964e+05	92590
59.006	66942	75849	82155	71013	51131	51197	50129	51399	76886	74029	72654	74181	1.0196e+05	1.0352e+05	1.0965e+05	92765
59.042	66224	75148	82063	71411	50936	50623	50605	51807	76181	72867	73376	73912	1.0259e+05	1.0405e+05	1.1043e+05	91196
59.078	67211	76214	81131	71787	51375	50568	50074	51621	76949	73074	74314	73390	1.0241e+05	1.0426e+05	1.0893e+05	92127
59.114	67459	76048	82288	70024	50617	50447	50383	51192	75924	72703	73775	73311	1.0251e+05	1.0428e+05	1.0945e+05	92520
59.150	66870	75681	81138	71531	51455	50362	50854	50552	75594	73721	72637	74771	1.0251e+05	1.0526e+05	1.1041e+05	92107
59.186	66471	75879	81321	70097	51202	50237	50772	50005	76128	73859	72782	73865	1.0145e+05	1.0407e+05	1.0993e+05	92749
59.222	67387	76048	82208	70979	50478	50742	50199	50875	76471	73429	72902	73864	1.0253e+05	1.0468e+05	1.1081e+05	91486
59.258	66522	76385	80741	71058	50819	50141	50333	50405	75640	73989	73428	73288	1.0228e+05	1.0445e+05	1.1002e+05	92609
59.294	66613	75561	81230	71304	51129	49991	50454	50642	76535	73305	73129	73946	1.0215e+05	1.0454e+05	1.0819e+05	92472
59.331	67582	76241	81264	70756	51053	50255	50511	50682	75752	73096	73869	73784	1.0170e+05	1.0381e+05	1.1049e+05	92855
59.367	67047	75695	81302	70828	50632	50688	50188	50941	75949	73442	73625	73963	1.0213e+05	1.0482e+05	1.0914e+05	91880
59.403	66069	76201	81940	71738	51026	50148	49583	51052	76151	73950	73878	74284	1.0181e+05	1.0463e+05	1.0967e+05	92320
59.439	66681	75862	81996	70667	50356	50306	49812	50334	75957	73833	72925	73700	1.0235e+05	1.0477e+05	1.0907e+05	92464
59.475	66407	76366	81572	70426	51026	51325	49981	50536	76030	73772	73641	74581	1.0226e+05	1.0394e+05	1.0992e+05	91385
59.511	66809	76243	81806	71124	51023	51423	50244	51058	75988	72663	73938	73496	1.0164e+05	1.0355e+05	1.0952e+05	91992
59.547	67395	75336	81501	71360	50908	51376	49657	51218	76523	73528	72876	74778	1.0279e+05	1.0500e+05	1.0929e+05	92041
59.583	66664	75683	81717	71293	50460	50875	50514	50818	76015	73909	72779	74024	1.0177e+05	1.0419e+05	1.0970e+05	92068
59.619	66631	76655	80467	70096	50863	50525	49930	50976	75734	72922	73433	74537	1.0191e+05	1.0453e+05	1.1006e+05	92151
59.656	66184	76452	81865	71556	51046	50523	49599	50387	75678	73103	73177	74034	1.0199e+05	1.0430e+05	1.0982e+05	92524
59.692	67075	76304	82572	71492	50530	50290	49927	50584	76101	73572	73837	72983	1.0264e+05	1.0430e+05	1.0809e+05	92096
59.728	66249	75964	81754	71394	50652	50920	50176	50998	76186	74003	73255	74137	1.0099e+05	1.0481e+05	1.0977e+05	92445
59.764	67164	76409	81554	71475	50973	50566	49570	50266	75830	74264	72765	73985	1.0126e+05	1.0421e+05	1.1029e+05	91537
59.800	65960	75803	82650	71137	50524	51129	50586	50988	75713	73858	74632	74080	1.0100e+05	1.0489e+05	1.0949e+05	92753
59.836	67068	77119	81295	70604	50533	50408	50113	50808	76062	73607	72849	74454	1.0189e+05	1.0446e+05	1.0916e+05	93098
59.872	66893	76451	80789	70727	50986	50913	49477	51048	76226	73616	73206	73919	1.0250e+05	1.0447e+05	1.0823e+05	91938
59.908	66536	76143	80857	71523	51393	50950	49697	51028	76778	74264	73599	74353	1.0199e+05	1.0425e+05	1.0953e+05	90463
59.944	67185	75789	81419	71362	50954	50960	50155	51255	76380	73063	73709	73837	1.0210e+05	1.0461e+05	1.1032e+05	91731
59.981	67432	76583	81487	71681	51760	50252	49899	50974	75996	73804	73918	75057	1.0257e+05	1.0388e+05	1.0897e+05	91748
60.017	66532	76391	81309	71502	50355	50351	50079	50641	76238	72791	73274	74079	1.0257e+05	1.0431e+05	1.1008e+05	90840
60.053	67374	75658	81404	70872	50811	50588	50060	50609	76535	73433	73338	74850	1.0174e+05	1.0485e+05	1.0897e+05	92099
60.089	66472	76480	81644	71062	50840	50378	50409	51702	76574	73316	73584	73621	1.0120e+05	1.0448e+05	1.0888e+05	92731
60.125	67111	75549	81288	71055	50834	50894	50271	50771	75587	73771	73057	73717	1.0241e+05	1.0380e+05	1.0929e+05	92120
60.161	65965	76226	81629	71115	50670	50212	49643	50851	75819	72406	73890	74005	1.0153e+05	1.0557e+05	1.0903e+05	92041
60.197	67395	75659	81757	71474	51830	50218	50231	50917	75992	72604	73072	74106	1.0122e+05	1.0440e+05	1.0927e+05	92075
60.233	66743	75341	81749	71540	50848	50481	50244	50798	76060	72856	73567	73717	1.0155e+05	1.0408e+05	1.0946e+05	91811
60.269	67325	75996	81343	70786	50822	49587	50063	51883	76543	72962	73546	74394	1.0216e+05	1.0357e+05	1.0991e+05	92838
60.306	66518	75297	81437	70832	50805	50332	50203	51704	76811	73654	72932	73615	1.0164e+05	1.0501e+05	1.0887e+05	92012
60.342	67152	75965	82499	71657	50672	51150	49964	50513	76939	74486	72844	74750	1.0258e+05	1.0526e+05	1.1031e+05	92257
60.378	66796	76087	81886	70905	51000	50810	50169	51349	75946	73320	73695	74102	1.0154e+05	1.0481e+05	1.0960e+05	92221
60.414	66484	76146	81010	70741	50741	50404	50255	50537	75858	72074	73262	73101	1.0145e+05	1.0482e+05	1.0895e+05	93093
60.450	66995	75760	81981	70798	50613	50311	49550	51754	76614	74076	73535	74406	1.0163e+05	1.0521e+05	1.0881e+05	92949
60.486	66626	75144	80903	71739	50223	50667	50609	51178	76481	74223	73529	74786	1.0139e+05	1.0491e+05	1.0917e+05	92275
60.522	66862	75590	80669	70740	51277	50994	50630	51328	75907	73411	73383	74298	1.0238e+05	1.0476e+05	1.0834e+05	91563
60.558	66300	76327	80677	70881	50471	50489	50052	51174	76452	73358	73342	74384	1.0114e+05	1.0486e+05	1.0972e+05	92252
60.594	66684	75357	81914	71134	50693	50619	50479	51686	75595	73684	73785	74327	1.0230e+05	1.0575e+05	1.0931e+05	91776
60.631	66733	75782	80472	71659	50399	50421	50941	50679	76140	73360	74127	74170	1.0151e+05	1.0355e+05	1.0907e+05	92449
60.667	66150	76015	81708	71412	51381	50435	50393	50844	76550	73250	72811	74694	1.0194e+05	1.0497e+05	1.0912e+05	92999
60.703	67393	76165	80776	70705	50661	50670	50108	51104	76351	73786	73508	74804	1.0145e+05	1.0384e+05	1.0983e+05	91038
60.739	66708	75823	80771	71134	51006	50729	50363	51548	76350	73474	73999	74140	1.0062e+05	1.0421e+05	1.0842e+05	92592
60.775	66373	76187	80365	71207	50602	50614	50259	50736	77502	73147	73181	73588	1.0207e+05	1.0381e+05	1.0891e+05	92106
60.811	66957	75885	81640	70526	50896	50565	50212	51095	76243	73373	72870	75054	1.0200e+05	1.0568e+05	1.0864e+05	92296
60.847	67018	75817	80926	71483	50241	50841	49721	51368	76785	73760	73366	74653	1.0218e+05	1.0443e+05	1.0936e+05	92605
60.883	66747	75731	81700	71491	52048	49962	49430	51061	76351	74179	73299	73578	1.0240e+05	1.0509e+05	1.0989e+05	90265
60.919	67333	76405	82020	71673	51053	51435	49849	50640	76997	73152	72907	74772	1.0211e+05	1.0421e+05	1.0933e+05	92261
60.956	66679	76551	80890	70420	50818	49868	49676	50956	75967	72983	73476	74549	1.0260e+05	1.0412e+05	1.0960e+05	91541
60.992	67194	75887	81581	71421	50574	50449	50022	51130	76301	72875	73784	73631	1.0154e+05	1.0447e+05	1.0974e+05	90954
61.028	67786	75994	81154	71646	51110	50169	49887	50421	76619	73365	73802	74026	1.0242e+05	1.0486e+05	1.0830e+05	91319
61.064	67029	76228	80514	71219	50862	51174	50214	50665	76485	73246	73076	74540	1.0281e+05	1.0427e+05	1.0883e+05	92673
61.100	67146	76108	80319	70591	50999	50771	50054	50804	75538	73470	73097	73192	1.0225e+05	1.0462e+05	1.1040e+05	91949
61.136	66637	76128	81088	70938	51149	50661	49864	51299	76699	72854	74558	73640	1.0235e+05	1.0443e+05	1.0910e+05	92106
61.172	67384	76438	80797	70969	50359	50600	50388	50514	75884	73201	74145	73673	1.0151e+05	1.0539e+05	1.1001e+05	92033
61.208	66137	76635	80900	71427	50762	50467	49430	50551	76504	74455	73615	73185	1.0260e+05	1.0488e+05	1.0882e+05	91857
61.244	65894	76450	81014	71196	50892	50447	48800	51334	75714	73187	73568	73497	1.0132e+05	1.0433e+05	1.0875e+05	91835
61.281	66704	76056	81368	70908	50618	51202	50297	50682	76238	73051	73662	74442	1.0140e+05	1.0566e+05	1.0887e+05	91915
61.317	66649	76373	80669	71025	50582	50725	49943	50583	76401	73525	73087	74337	1.0240e+05	1.0461e+05	1.0998e+05	91506
61.353	67577	76203	81900	71541	50576	49750	50628	50351	76867	73742	74144	74637	1.0193e+05	1.0464e+05	1.0850e+05	91742
61.389	67391	76520	81178	71502	51172	51153	50026	50857	75970	73799	73377	73532	1.0132e+05	1.0419e+05	1.0930e+05	92486
61.425	67020	75762	80051	71571	51012	49925	50010	50948	75851	72942	73100	74159	1.0162e+05	1.0531e+05	1.0900e+05	92315
61.461	66708	75353	81518	70693	51301	51104	50628	50650	76150	73742	73558	74153	1.0230e+05	1.0442e+05	1.0990e+05	91906
61.497	66459	75076	80406	71264	50546	51049	50188	51613	76971	73039	72903	74688	1.0225e+05	1.0543e+05	1.0822e+05	91678
61.533	67276	75903	81400	71522	51444	50753	50414	51086	76222	73987	73032	75086	1.0261e+05	1.0446e+05	1.0926e+05	90559
61.569	66965	76390	80777	71343	51615	49847	49775	51080	76676	73153	73288	74651	1.0108e+05	1.0538e+05	1.0969e+05	91074
61.606	66713	76541	80477	71054	51065	50624	50452	51043	76197	73265	73650	74439	1.0211e+05	1.0489e+05	1.0883e+05	91365
61.642	67277	76878	81023	71220	50574	50605	50467	50880	77275	73327	74237	74410	1.0265e+05	1.0508e+05	1.0856e+05	91787
61.678	67609	76026	82212	70880	50793	50439	50092	50881	75924	72940	73848	72992	1.0142e+05	1.0410e+05	1.0853e+05	92057
61.714	66051	76242	81517	71588	51076	50358	50861	50561	76208	73105	73603	74014	1.0277e+05	1.0454e+05	1.0816e+05	91095
