Temperature for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	330 nm for Cap.16 
33.49762	0.8095596	33.90768	0.8131911	33.49762	4276.831	33.90768	3636.588	33.49762	5282.911	33.90768	4471.997	33.49846	0.800555	33.90833	0.8061906	33.49846	3995.39	33.90833	3440.793	33.49846	4990.776	33.90833	4267.965	33.49929	0.8011355	33.90898	0.8078546	33.49929	4053.76	33.90898	3472.739	33.49929	5060.018	33.90898	4298.718	33.50012	0.8044605	33.90963	0.8120084	33.50012	4022.434	33.90963	3280.229	33.50012	5000.164	33.90963	4039.649	33.50095	0.8084268	33.91028	0.8169363	33.50095	3793.529	33.91028	2993.643	33.50095	4692.483	33.91028	3664.476	33.50179	0.8199053	33.91093	0.8192158	33.50179	3468.786	33.91093	2695.174	33.50179	4230.716	33.91093	3289.944	33.50262	0.8519829	33.91158	0.8634192	33.50262	2291.717	33.91158	1763.47	33.50262	2689.863	33.91158	2042.426	33.50345	0.8843994	33.91223	0.8923045	33.50345	1676.713	33.91223	1377.322	33.50345	1895.878	33.91223	1543.556	33.50428	0.9259899	33.91288	0.9253199	33.50428	1425.369	33.91288	1213.09	33.50428	1539.292	33.91288	1310.995	33.50511	0.9390374	33.91353	0.9331868	33.50511	1354.885	33.91353	1176.295	33.50511	1442.845	33.91353	1260.514	33.50595	0.9382791	33.91418	0.9310066	33.50595	1383.266	33.91418	1187.266	33.50595	1474.259	33.91418	1275.25	33.50678	0.9420572	33.91483	0.9332175	33.50678	1428.83	33.91483	1248.564	33.50678	1516.713	33.91483	1337.913	33.50761	0.9395649	33.91548	0.9357737	33.50761	1403.336	33.91548	1216.941	33.50761	1493.602	33.91548	1300.465	33.50844	0.9619123	33.91613	0.9545352	33.50844	1440.31	33.91613	1302.383	33.50844	1497.341	33.91613	1364.416	33.50927	0.959315	33.91678	0.613173	33.50927	1515.495	33.91678	17.25606	33.50927	1579.768	33.91678	28.14223	33.50972	0.9578975	33.91743	0.9505942	33.50972	1576.502	33.91743	1391.959	33.50972	1645.794	33.91743	1464.305
33.51864	0.810578	33.93293	0.8158302	33.51864	4280.397	33.93293	3647.2	33.51864	5280.673	33.93293	4470.538	33.51804	0.8018202	33.93197	0.8065742	33.51804	4002.094	33.93197	3438.729	33.51804	4991.261	33.93197	4263.375	33.51745	0.8030769	33.93101	0.8062428	33.51745	4061.202	33.93101	3464.812	33.51745	5057.052	33.93101	4297.479	33.51685	0.8033567	33.93006	0.8090357	33.51685	4018.932	33.93006	3265.51	33.51685	5002.674	33.93006	4036.3	33.51626	0.8081405	33.9291	0.8148848	33.51626	3786.683	33.9291	2988.751	33.51626	4685.675	33.9291	3667.698	33.51567	0.817545	33.92815	0.8188475	33.51567	3457.914	33.92815	2692.664	33.51567	4229.631	33.92815	3288.358	33.51507	0.8519	33.92719	0.862729	33.51507	2288.737	33.92719	1762.542	33.51507	2686.626	33.92719	2042.985	33.51448	0.8827559	33.92624	0.8923054	33.51448	1676.047	33.92624	1378.111	33.51448	1898.653	33.92624	1544.439	33.51389	0.9277503	33.92528	0.927411	33.51389	1421.093	33.92528	1213.054	33.51389	1531.762	33.92528	1308	33.51329	0.9391291	33.92432	0.9336587	33.51329	1357.309	33.92432	1178.818	33.51329	1445.285	33.92432	1262.578	33.5127	0.934539	33.92337	0.9308394	33.5127	1379.803	33.92337	1188.175	33.5127	1476.453	33.92337	1276.455	33.5121	0.9420182	33.92241	0.9379817	33.5121	1427.338	33.92241	1250.77	33.5121	1515.191	33.92241	1333.469	33.51151	0.9390814	33.92146	0.9354877	33.51151	1402.309	33.92146	1219.435	33.51151	1493.278	33.92146	1303.529	33.51091	0.9608172	33.9205	0.9539979	33.51091	1437.833	33.9205	1303.951	33.51091	1496.469	33.9205	1366.828	33.51032	0.9596688	33.91954	0.5985921	33.51032	1514.062	33.91954	16.55025	33.51032	1577.692	33.91954	27.64863	33.51011	0.9622599	33.91859	0.9503207	33.51011	1579.949	33.91859	1389.667	33.51011	1641.916	33.91859	1462.314
33.63725	0.8103801	34.07286	0.8145877	33.63725	4274.783	34.07286	3634.526	33.63725	5275.035	34.07286	4461.798	33.63809	0.8009823	34.07346	0.8062849	33.63809	3987.144	34.07346	3429.682	33.63809	4977.818	34.07346	4253.686	33.63894	0.8027744	34.07405	0.8064138	33.63894	4054.498	34.07405	3458.484	33.63894	5050.606	34.07405	4288.721	33.63978	0.8046769	34.07464	0.81035	33.63978	4012.784	34.07464	3262.383	33.63978	4986.826	34.07464	4025.894	33.64063	0.8075027	34.07523	0.8175144	33.64063	3774.514	34.07523	2980.373	33.64063	4674.305	34.07523	3645.652	33.64147	0.8191018	34.07582	0.8211029	33.64147	3448.132	34.07582	2680.234	33.64147	4209.65	34.07582	3264.188	33.64232	0.8528798	34.07642	0.8655251	33.64232	2278.578	34.07642	1753.943	33.64232	2671.629	34.07642	2026.45	33.64317	0.884891	34.07701	0.8922977	33.64317	1667.306	34.07701	1368.796	33.64317	1884.193	34.07701	1534.013	33.64401	0.9281932	34.0776	0.9236342	33.64401	1419.201	34.0776	1206.847	33.64401	1528.993	34.0776	1306.629	33.64486	0.9377666	34.07819	0.93537	33.64486	1355.227	34.07819	1173.565	33.64486	1445.164	34.07819	1254.654	33.6457	0.9372858	34.07878	0.9322255	33.6457	1378.843	34.07878	1186.877	33.6457	1471.102	34.07878	1273.165	33.64655	0.9390901	34.07937	0.9364569	33.64655	1421.833	34.07937	1246.329	33.64655	1514.054	34.07937	1330.899	33.64739	0.9382052	34.07997	0.9344949	33.64739	1401.641	34.07997	1214.866	33.64739	1493.96	34.07997	1300.024	33.64824	0.9584378	34.08056	0.9557204	33.64824	1435.018	34.08056	1297.689	33.64824	1497.246	34.08056	1357.813	33.64908	0.9640197	34.08115	0.6027765	33.64908	1515.281	34.08115	17.09513	33.64908	1571.836	34.08115	28.36064	33.64993	0.9585704	34.08174	0.9519155	33.64993	1572.871	34.08174	1387.479	33.64993	1640.851	34.08174	1457.565
33.65813	0.8108888	34.09752	0.8138996	33.65813	4268.714	34.09752	3633.135	33.65813	5264.241	34.09752	4463.861	33.65772	0.801745	34.09658	0.8056054	33.65772	3986.873	34.09658	3427.966	33.65772	4972.744	34.09658	4255.144	33.65731	0.8018821	34.09565	0.8088413	33.65731	4049.3	34.09565	3464.591	33.65731	5049.744	34.09565	4283.4	33.65691	0.8046893	34.09471	0.81138	33.65691	4013.026	34.09471	3260.305	33.65691	4987.05	34.09471	4018.223	33.6565	0.8088325	34.09378	0.8171625	33.6565	3781.627	34.09378	2982.497	33.6565	4675.415	34.09378	3649.822	33.65609	0.8199558	34.09284	0.8208414	33.65609	3448.122	34.09284	2683.762	33.65609	4205.254	34.09284	3269.526	33.65568	0.8535575	34.09191	0.8659662	33.65568	2277.401	34.09191	1753.305	33.65568	2668.128	34.09191	2024.68	33.65527	0.8858976	34.09097	0.8930274	33.65527	1664.57	34.09097	1370.589	33.65527	1878.964	34.09097	1534.767	33.65487	0.93051	34.09004	0.9281781	33.65487	1420.324	34.09004	1209.902	33.65487	1526.393	34.09004	1303.523	33.65446	0.9388711	34.0891	0.933644	33.65446	1354.073	34.0891	1173.771	33.65446	1442.236	34.0891	1257.193	33.65405	0.9351543	34.08817	0.9297987	33.65405	1374.604	34.08817	1182.504	33.65405	1469.923	34.08817	1271.785	33.65364	0.9417171	34.08723	0.9376737	33.65364	1423.914	34.08723	1245.982	33.65364	1512.04	34.08723	1328.802	33.65323	0.9401645	34.0863	0.935435	33.65323	1399.61	34.0863	1216.484	33.65323	1488.687	34.0863	1300.447	33.65282	0.9615335	34.08536	0.9532399	33.65282	1432.831	34.08536	1298.586	33.65282	1490.152	34.08536	1362.286	33.65241	0.9591454	34.08443	0.6171995	33.65241	1508.638	34.08443	17.36916	33.65241	1572.898	34.08443	28.14189	33.652	0.9581295	34.08349	0.9521725	33.652	1574.892	34.08349	1388.677	33.652	1643.715	34.08349	1458.43
33.79936	0.809218	34.21567	0.8147116	33.79936	4252.837	34.21567	3626.167	33.79936	5255.49	34.21567	4450.86	33.80014	0.8001444	34.21626	0.8061317	33.80014	3974.175	34.21626	3423.203	33.80014	4966.822	34.21626	4246.456	33.80091	0.8016682	34.21685	0.8062263	33.80091	4033.562	34.21685	3448.793	33.80091	5031.46	34.21685	4277.699	33.80168	0.8051332	34.21745	0.8106844	33.80168	3999.4	34.21745	3250.28	33.80168	4967.376	34.21745	4009.303	33.80246	0.808679	34.21804	0.8169878	33.80246	3764.686	34.21804	2970.424	33.80246	4655.353	34.21804	3635.824	33.80323	0.8192166	34.21864	0.8199095	33.80323	3428.064	34.21864	2664.329	33.80323	4184.563	34.21864	3249.54	33.804	0.8542832	34.21923	0.8682022	33.804	2260.932	34.21923	1743.513	33.804	2646.584	34.21923	2008.188	33.80478	0.8859944	34.21982	0.8923795	33.80478	1657.712	34.21982	1364.525	33.80478	1871.018	34.21982	1529.085	33.80555	0.9264565	34.22042	0.9302397	33.80555	1410.534	34.22042	1207.652	33.80555	1522.504	34.22042	1298.216	33.80632	0.9382833	34.22101	0.9345427	33.80632	1349.274	34.22101	1168.115	33.80632	1438.024	34.22101	1249.932	33.80709	0.9333923	34.2216	0.9312197	33.80709	1369.073	34.2216	1180.293	33.80709	1466.771	34.2216	1267.47	33.80787	0.9399604	34.22219	0.9344142	33.80787	1419.167	34.22219	1241.619	33.80787	1509.816	34.22219	1328.767	33.80864	0.9372402	34.22279	0.9344634	33.80864	1395.143	34.22279	1211.258	33.80864	1488.566	34.22279	1296.207	33.80941	0.959287	34.22338	0.9517776	33.80941	1429.132	34.22338	1294.441	33.80941	1489.785	34.22338	1360.025	33.81018	0.9604793	34.22398	0.602601	33.81018	1508.846	34.22398	16.85531	33.81018	1570.93	34.22398	27.97093	33.81096	0.9592767	34.22457	0.9537175	33.81096	1567.769	34.22457	1386.636	33.81096	1634.324	34.22457	1453.927
33.82027	0.8107366	34.24111	0.8176827	33.82027	4258.817	34.24111	3636.016	33.82027	5253.022	34.24111	4446.732	33.81979	0.8018962	34.24017	0.8071592	33.81979	3976.969	34.24017	3425.612	33.81979	4959.457	34.24017	4244.035	33.81931	0.8013092	34.23923	0.8074159	33.81931	4034.228	34.23923	3449.955	33.81931	5034.546	34.23923	4272.834	33.81883	0.8043666	34.2383	0.8108106	33.81883	3999.677	34.2383	3248.965	33.81883	4972.455	34.2383	4007.058	33.81835	0.8105015	34.23736	0.8189501	33.81835	3767.107	34.23736	2974.686	33.81835	4647.872	34.23736	3632.316	33.81787	0.8195513	34.23642	0.821216	33.81787	3423.267	34.23642	2667.391	33.81787	4177.001	34.23642	3248.099	33.81739	0.8530126	34.23549	0.8669817	33.81739	2256.426	34.23549	1746.133	33.81739	2645.243	34.23549	2014.037	33.81691	0.8865435	34.23455	0.8932077	33.81691	1656.944	34.23455	1365.799	33.81691	1868.993	34.23455	1529.094	33.81643	0.9265075	34.23362	0.9242046	33.81643	1410.161	34.23362	1202.851	33.81643	1522.018	34.23362	1301.498	33.81595	0.9419271	34.23268	0.9368392	33.81595	1352.532	34.23268	1171.264	33.81595	1435.92	34.23268	1250.229	33.81547	0.9341967	34.23174	0.9319212	33.81547	1368.808	34.23174	1181.111	33.81547	1465.225	34.23174	1267.394	33.81499	0.9403308	34.2308	0.9313478	33.81499	1417.849	34.2308	1238.818	33.81499	1507.82	34.2308	1330.134	33.81451	0.9380571	34.22987	0.9342787	33.81451	1397.588	34.22987	1212.827	33.81451	1489.875	34.22987	1298.142	33.81403	0.9594421	34.22893	0.9541875	33.81403	1430.881	34.22893	1297.581	33.81403	1491.368	34.22893	1359.881	33.81355	0.9614605	34.228	0.6116009	33.81355	1508.002	34.228	16.76132	33.81355	1568.449	34.228	27.40564	33.81307	0.9599428	34.22706	0.9513401	33.81307	1568.182	34.22706	1382.722	33.81307	1633.621	34.22706	1453.447
33.93702	0.8087284	34.35603	0.8164575	33.93702	4242.079	34.35603	3622.577	33.93702	5245.369	34.35603	4436.945	33.93781	0.8021089	34.35668	0.8059875	33.93781	3970.786	34.35668	3414.459	33.93781	4950.433	34.35668	4236.368	33.9386	0.8016146	34.35733	0.807789	33.9386	4030.375	34.35733	3442.791	33.9386	5027.821	34.35733	4261.993	33.93938	0.8032649	34.35798	0.8117927	33.93938	3989.189	34.35798	3242.023	33.93938	4966.219	34.35798	3993.659	33.94017	0.8100887	34.35863	0.8171024	33.94017	3757.911	34.35863	2959.372	33.94017	4638.888	34.35863	3621.788	33.94096	0.8184245	34.35929	0.8191247	33.94096	3409.762	34.35929	2649.256	33.94096	4166.25	34.35929	3234.252	33.94175	0.8540385	34.35994	0.8644274	33.94175	2245.574	34.35994	1730.2	33.94175	2629.36	34.35994	2001.556	33.94254	0.8849292	34.36059	0.8917528	33.94254	1648.621	34.36059	1358.503	33.94254	1862.998	34.36059	1523.408	33.94332	0.9258445	34.36124	0.9254101	33.94332	1405.879	34.36124	1202.428	33.94332	1518.483	34.36124	1299.346	33.94411	0.9397429	34.36189	0.9366254	33.94411	1345.553	34.36189	1168.313	33.94411	1431.831	34.36189	1247.364	33.9449	0.9353798	34.36254	0.9310459	33.9449	1368.898	34.36254	1177.628	33.9449	1463.467	34.36254	1264.844	33.94568	0.9402922	34.36319	0.9357075	33.94568	1415.519	34.36319	1241.29	33.94568	1505.403	34.36319	1326.579	33.94647	0.9357649	34.36385	0.9374215	33.94647	1389.513	34.36385	1209.207	33.94647	1484.896	34.36385	1289.929	33.94726	0.9600204	34.36449	0.9545307	33.94726	1427.501	34.36449	1293.578	33.94726	1486.948	34.36449	1355.198	33.94805	0.9595965	34.36515	0.5977055	33.94805	1503.001	34.36515	16.85406	33.94805	1566.284	34.36515	28.19793	33.94883	0.9598101	34.3658	0.949087	33.94883	1564.404	34.3658	1378.591	33.94883	1629.91	34.3658	1452.544
33.95967	0.8089805	34.38016	0.8151274	33.95967	4247.509	34.38016	3618.942	33.95967	5250.447	34.38016	4439.725	33.95907	0.801765	34.37928	0.8070111	33.95907	3973.659	34.37928	3411.538	33.95907	4956.14	34.37928	4227.375	33.95847	0.802927	34.3784	0.8073359	33.95847	4028.656	34.3784	3444.317	33.95847	5017.463	34.3784	4266.275	33.95787	0.8045723	34.37753	0.8101038	33.95787	3989.19	34.37753	3238.308	33.95787	4958.15	34.37753	3997.399	33.95728	0.8086872	34.37665	0.8168247	33.95728	3750.753	34.37665	2954.303	33.95728	4638.076	34.37665	3616.814	33.95668	0.8201388	34.37578	0.8200645	33.95668	3408.169	34.37578	2652.136	33.95668	4155.6	34.37578	3234.058	33.95608	0.8554102	34.3749	0.8644903	33.95608	2245.33	34.3749	1730.84	33.95608	2624.857	34.3749	2002.151	33.95548	0.8869287	34.37402	0.8929601	33.95548	1648.465	34.37402	1357.8	33.95548	1858.622	34.37402	1520.56	33.95488	0.9263158	34.37315	0.9228935	33.95488	1403.228	34.37315	1200.069	33.95488	1514.848	34.37315	1300.333	33.95428	0.9399697	34.37227	0.9333338	33.95428	1346.662	34.37227	1164.854	33.95428	1432.666	34.37227	1248.058	33.95368	0.9385578	34.3714	0.930946	33.95368	1371.26	34.3714	1177.491	33.95368	1461.029	34.3714	1264.833	33.95308	0.9411226	34.37052	0.9360708	33.95308	1413.23	34.37052	1239.66	33.95308	1501.643	34.37052	1324.323	33.95248	0.9393589	34.36965	0.9353289	33.95248	1395.08	34.36965	1209.9	33.95248	1485.14	34.36965	1293.555	33.95189	0.9620087	34.36877	0.9560228	33.95189	1428.392	34.36877	1294.646	33.95189	1484.802	34.36877	1354.199	33.95129	0.9628456	34.36789	0.605619	33.95129	1507.548	34.36789	17.01835	33.95129	1565.721	34.36789	28.10075	33.95069	0.9591713	34.36702	0.9527379	33.95069	1564.314	34.36702	1379.395	33.95069	1630.902	34.36702	1447.822
34.07456	0.8094418	34.49829	0.8160912	34.07456	4235.084	34.49829	3617.029	34.07456	5232.104	34.49829	4432.138	34.07528	0.8006585	34.49889	0.805712	34.07528	3961.273	34.49889	3407.167	34.07528	4947.519	34.49889	4228.766	34.076	0.8008654	34.49948	0.8073856	34.076	4015.556	34.49948	3437.801	34.076	5014.021	34.49948	4257.942	34.07672	0.8047904	34.50007	0.8105686	34.07672	3978.072	34.50007	3231.872	34.07672	4942.991	34.50007	3987.166	34.07744	0.8105731	34.50066	0.8190166	34.07744	3746.766	34.50066	2953.202	34.07744	4622.366	34.50066	3605.79	34.07816	0.8201725	34.50125	0.8198159	34.07816	3396.934	34.50125	2636.616	34.07816	4141.731	34.50125	3216.108	34.07888	0.8549169	34.50185	0.8659003	34.07888	2231.369	34.50185	1722.628	34.07888	2610.042	34.50185	1989.407	34.0796	0.8836071	34.50244	0.8912126	34.0796	1635.823	34.50244	1352.286	34.0796	1851.302	34.50244	1517.356	34.08032	0.929015	34.50303	0.9266258	34.08032	1402.196	34.50303	1201.418	34.08032	1509.336	34.50303	1296.552	34.08104	0.9389197	34.50362	0.9308156	34.08104	1341.214	34.50362	1162.275	34.08104	1428.465	34.50362	1248.663	34.08176	0.9345717	34.50421	0.9294923	34.08176	1361.109	34.50421	1173.237	34.08176	1456.399	34.50421	1262.234	34.08248	0.9404155	34.5048	0.9350951	34.08248	1409.465	34.5048	1235.207	34.08248	1498.768	34.5048	1320.942	34.0832	0.9360034	34.5054	0.9352028	34.0832	1391.634	34.5054	1207.95	34.0832	1486.783	34.5054	1291.645	34.08392	0.9631522	34.50599	0.9598014	34.08392	1425.55	34.50599	1296.207	34.08392	1480.088	34.50599	1350.495	34.08464	0.9627072	34.50658	0.6134782	34.08464	1501.701	34.50658	17.29686	34.08464	1559.873	34.50658	28.19474	34.08536	0.9581619	34.50717	0.951839	34.08536	1559.689	34.50717	1376.374	34.08536	1627.793	34.50717	1446.015
34.09654	0.8110095	34.52238	0.8169847	34.09654	4239.029	34.52238	3619.205	34.09654	5226.855	34.52238	4429.955	34.09599	0.8012441	34.52151	0.8060995	34.09599	3959.027	34.52151	3408.038	34.09599	4941.099	34.52151	4227.813	34.09544	0.8015935	34.52064	0.8075146	34.09544	4016.897	34.52064	3436.185	34.09544	5011.14	34.52064	4255.26	34.09488	0.8037651	34.51977	0.8104155	34.09488	3976.559	34.51977	3231.66	34.09488	4947.415	34.51977	3987.659	34.09433	0.8093517	34.5189	0.8183337	34.09433	3742.96	34.5189	2952.402	34.09433	4624.64	34.5189	3607.822	34.09378	0.8205692	34.51802	0.8206639	34.09378	3395.986	34.51802	2640.967	34.09378	4138.573	34.51802	3218.086	34.09322	0.8541947	34.51715	0.8658202	34.09322	2225.67	34.51715	1722.129	34.09322	2605.576	34.51715	1989.015	34.09267	0.8864143	34.51628	0.8913541	34.09267	1636.559	34.51628	1354.488	34.09267	1846.268	34.51628	1519.585	34.09212	0.9293033	34.51541	0.9254216	34.09212	1402.814	34.51541	1197.224	34.09212	1509.533	34.51541	1293.706	34.09157	0.9402202	34.51454	0.9335355	34.09157	1340.999	34.51454	1164.041	34.09157	1426.26	34.51454	1246.917	34.09101	0.9346595	34.51367	0.9306917	34.09101	1364.079	34.51367	1174.861	34.09101	1459.439	34.51367	1262.353	34.09046	0.9397755	34.5128	0.9371449	34.09046	1412.551	34.5128	1237.115	34.09046	1503.072	34.5128	1320.09	34.08991	0.9372023	34.51193	0.9366113	34.08991	1387.494	34.51193	1207.927	34.08991	1480.464	34.51193	1289.678	34.08936	0.9642388	34.51106	0.953926	34.08936	1428.079	34.51106	1290.769	34.08936	1481.043	34.51106	1353.113	34.0888	0.9635172	34.51019	0.6065731	34.0888	1502.751	34.51019	17.16671	34.0888	1559.651	34.51019	28.30113	34.08825	0.9579664	34.50932	0.953539	34.08825	1559.663	34.50932	1376.649	34.08825	1628.098	34.50932	1443.726
