Temperature for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	330 nm for Cap.16 
79.36545	0.8854936	79.93951	0.8919831	79.36545	750.7065	79.93951	682.8262	79.36545	847.7831	79.93951	765.5148	79.36487	0.8283585	79.93867	0.8294785	79.36487	540.5146	79.93867	493.5732	79.36487	652.5129	79.93867	595.0403	79.36429	0.8337131	79.93781	0.8347571	79.36429	491.3916	79.93781	462.9711	79.36429	589.4014	79.93781	554.6177	79.36371	0.8342044	79.93696	0.835749	79.36371	459.1531	79.93696	440.1495	79.36371	550.4083	79.93696	526.6527	79.36312	0.844206	79.93611	0.8498058	79.36312	465.8123	79.93611	448.7496	79.36312	551.7757	79.93611	528.0614	79.36254	0.8446987	79.93526	0.8367261	79.36254	514.8591	79.93526	505.0556	79.36254	609.5181	79.93526	603.6093	79.36196	0.8699327	79.9344	0.866056	79.36196	509.2381	79.9344	492.4121	79.36196	585.3765	79.9344	568.5684	79.36138	0.8625994	79.93356	0.8627269	79.36138	550.6618	79.93356	530.0267	79.36138	638.3749	79.93356	614.3621	79.3608	0.896997	79.9327	0.8981981	79.3608	541.7737	79.9327	524.467	79.3608	603.986	79.9327	583.9102	79.36021	0.8986644	79.93185	0.9032044	79.36021	545.002	79.93185	529.1282	79.36021	606.4578	79.93185	585.8344	79.35963	0.8869729	79.931	0.8924089	79.35963	575.8455	79.931	556.3135	79.35963	649.2255	79.931	623.3842	79.35905	0.8984646	79.93015	0.9052302	79.35905	625.117	79.93015	602.7567	79.35905	695.7614	79.93015	665.8601	79.35847	0.9020031	79.9293	0.9054684	79.35847	597.3736	79.9293	578.7544	79.35847	662.2745	79.9293	639.1768	79.35789	0.9211252	79.92844	0.9266887	79.35789	612.8032	79.92844	595.6223	79.35789	665.2767	79.92844	642.7427	79.35731	0.932117	79.92759	0.6858687	79.35731	680.4705	79.92759	14.57583	79.35731	730.0269	79.92759	21.25163	79.35673	0.9133079	79.92674	0.9173096	79.35673	668.875	79.92674	653.8105	79.35673	732.3653	79.92674	712.748
79.50635	0.883172	80.05615	0.8907749	79.50635	748.2075	80.05615	678.0901	79.50635	847.1821	80.05615	761.2361	79.50716	0.8316739	80.0567	0.8291805	79.50716	538.6641	80.0567	489.4106	79.50716	647.6867	80.0567	590.2341	79.50797	0.837002	80.05724	0.8354537	79.50797	490.1906	80.05724	462.0597	79.50797	585.6505	80.05724	553.0644	79.50879	0.8373097	80.05779	0.8389776	79.50879	458.8241	80.05779	437.6455	79.50879	547.9741	80.05779	521.6415	79.50961	0.8520868	80.05834	0.8514246	79.50961	467.2353	80.05834	445.4849	79.50961	548.3423	80.05834	523.223	79.51041	0.843733	80.05888	0.8355446	79.51041	515.4536	80.05888	500.6589	79.51041	610.9203	80.05888	599.2007	79.51123	0.8665214	80.05943	0.870729	79.51123	507.6531	80.05943	490.565	79.51123	585.8517	80.05943	563.3958	79.51205	0.8575923	80.05997	0.8638824	79.51205	549.3046	80.05997	527.3698	79.51205	640.5195	80.05997	610.4648	79.51286	0.8922149	80.06052	0.8901973	79.51286	540.1478	80.06052	519.9959	79.51286	605.4009	80.06052	584.1356	79.51367	0.899192	80.06107	0.9032313	79.51367	545.4697	80.06107	527.5711	79.51367	606.6221	80.06107	584.093	79.51449	0.8853645	80.06161	0.89605	79.51449	573.9725	80.06161	554.5099	79.51449	648.2895	80.06161	618.8382	79.5153	0.8959289	80.06216	0.9022778	79.5153	624.1397	80.06216	600.4615	79.5153	696.6398	80.06216	665.4951	79.51611	0.9042345	80.06271	0.906057	79.51611	599.1578	80.06271	578.2965	79.51611	662.6133	80.06271	638.2563	79.51693	0.9252324	80.06326	0.9231833	79.51693	613.9682	80.06326	593.4835	79.51693	663.5827	80.06326	642.8663	79.51774	0.93042	80.0638	0.6995351	79.51774	678.8644	80.0638	15.00845	79.51774	729.6323	80.0638	21.4549	79.51855	0.9130799	80.06435	0.9158051	79.51855	666.6618	80.06435	650.843	79.51855	730.1243	80.06435	710.6785
79.53072	0.8819969	80.0778	0.8915857	79.53072	743.2889	80.0778	677.7531	79.53072	842.7341	80.0778	760.1659	79.53007	0.8275083	80.07704	0.8255332	79.53007	537.937	80.07704	489.145	79.53007	650.0684	80.07704	592.5201	79.52941	0.8401231	80.07629	0.8370674	79.52941	489.8776	80.07629	463.16	79.52941	583.1022	80.07629	553.3127	79.52876	0.8368097	80.07553	0.8336032	79.52876	457.1459	80.07553	437.7111	79.52876	546.2961	80.07553	525.0833	79.52811	0.8507352	80.07478	0.8467534	79.52811	463.4193	80.07478	445.4507	79.52811	544.728	80.07478	526.069	79.52747	0.8469799	80.07401	0.8398884	79.52747	512.3735	80.07401	504.127	79.52747	604.9418	80.07401	600.231	79.52682	0.8633781	80.07326	0.8671655	79.52682	505.1492	80.07326	491.3811	79.52682	585.0846	80.07326	566.652	79.52616	0.861112	80.0725	0.8670548	79.52616	549.7305	80.0725	530.8106	79.52616	638.3961	80.0725	612.1996	79.52551	0.8907446	80.07175	0.8954366	79.52551	538.603	80.07175	523.8012	79.52551	604.6661	80.07175	584.9674	79.52486	0.900242	80.07098	0.9012511	79.52486	543.022	80.07098	527.9084	79.52486	603.1956	80.07098	585.7506	79.52422	0.8843775	80.07023	0.8963758	79.52422	574.3425	80.07023	555.0898	79.52422	649.4314	80.07023	619.2601	79.52356	0.8971323	80.06947	0.9043106	79.52356	623.0948	80.06947	599.9778	79.52356	694.5406	80.06947	663.4643	79.52291	0.898181	80.06871	0.9072624	79.52291	595.5845	80.06871	578.5429	79.52291	663.1007	80.06871	637.6798	79.52226	0.9146759	80.06796	0.9250702	79.52226	607.7641	80.06796	594.2303	79.52226	664.4584	80.06796	642.3625	79.52161	0.9297906	80.0672	0.6736255	79.52161	678.8018	80.0672	14.42433	79.52161	730.0587	80.0672	21.41298	79.52097	0.9127258	80.06644	0.9164992	79.52097	665.5972	80.06644	650.5527	79.52097	729.2411	80.06644	709.8236
79.64748	0.8843257	80.1944	0.8879423	79.64748	741.605	80.1944	673.2161	79.64748	838.6107	80.1944	758.1755	79.64831	0.8263349	80.195	0.8310103	79.64831	533.7917	80.195	487.6721	79.64831	645.9751	80.195	586.8425	79.64913	0.8307049	80.19559	0.8323735	79.64913	487.4517	80.19559	459.7303	79.64913	586.7928	80.19559	552.3125	79.64996	0.835192	80.19617	0.8341112	79.64996	457.7693	80.19617	435.196	79.64996	548.1007	80.19617	521.7482	79.65079	0.845219	80.19677	0.850974	79.65079	461.9887	80.19677	446.3686	79.65079	546.5906	80.19677	524.5385	79.65162	0.8437505	80.19736	0.8384283	79.65162	512.0435	80.19736	501.2698	79.65162	606.866	80.19736	597.8684	79.65244	0.8687773	80.19795	0.8679694	79.65244	506.4268	80.19795	488.8685	79.65244	582.919	80.19795	563.2324	79.65327	0.8557538	80.19854	0.8659551	79.65327	548.3679	80.19854	527.6835	79.65327	640.801	80.19854	609.3658	79.65411	0.8904983	80.19913	0.8944336	79.65411	538.0157	80.19913	521.2398	79.65411	604.1738	80.19913	582.7597	79.65493	0.8966978	80.19972	0.894906	79.65493	543.5286	80.19972	525.2074	79.65493	606.1447	80.19972	586.8856	79.65576	0.8898356	80.20031	0.8962219	79.65576	573.6867	80.20031	552.8337	79.65576	644.7109	80.20031	616.8491	79.65659	0.8956879	80.2009	0.9046421	79.65659	621.6215	80.2009	601.3466	79.65659	694.0156	80.2009	664.7342	79.65742	0.8979577	80.20149	0.9048833	79.65742	594.153	80.20149	576.5679	79.65742	661.6714	80.20149	637.1738	79.65824	0.9241679	80.20208	0.9213141	79.65824	609.6605	80.20208	592.2443	79.65824	659.6859	80.20208	642.8256	79.65907	0.9335337	80.20267	0.7207537	79.65907	677.7751	80.20267	15.17691	79.65907	726.0317	80.20267	21.057	79.6599	0.9127179	80.20326	0.9193552	79.6599	666.0299	80.20326	649.9702	79.6599	729.7216	80.20326	706.9847
79.67151	0.8858126	80.2171	0.8895295	79.67151	738.9728	80.2171	671.097	79.67151	834.2315	80.2171	754.4406	79.67094	0.827757	80.21631	0.8338443	79.67094	532.0212	80.21631	487.1955	79.67094	642.7264	80.21631	584.2764	79.67038	0.8346955	80.21552	0.8322608	79.67038	486.997	80.21552	458.6427	79.67038	583.4427	80.21552	551.0805	79.66982	0.8342173	80.21473	0.833217	79.66982	456.2863	80.21473	435.5384	79.66982	546.9633	80.21473	522.719	79.66926	0.8497981	80.21394	0.8500933	79.66926	462.8313	80.21394	444.9904	79.66926	544.6368	80.21394	523.4607	79.66869	0.840588	80.21314	0.835362	79.66869	510.548	80.21314	502.738	79.66869	607.3701	80.21314	601.8206	79.66814	0.8640026	80.21236	0.866714	79.66814	502.7455	80.21236	489.5207	79.66814	581.8796	80.21236	564.8007	79.66757	0.8553944	80.21156	0.8628016	79.66757	546.3011	80.21156	527.9031	79.66757	638.6541	80.21156	611.8477	79.66702	0.8909745	80.21077	0.8915409	79.66702	537.8956	80.21077	520.2767	79.66702	603.7159	80.21077	583.5703	79.66645	0.8982506	80.20998	0.89881	79.66645	543.6759	80.20998	527.4382	79.66645	605.2608	80.20998	586.8184	79.66589	0.8890948	80.20919	0.8939385	79.66589	574.9061	80.20919	552.9717	79.66589	646.6196	80.20919	618.5791	79.66533	0.8926204	80.2084	0.9025226	79.66533	620.9843	80.2084	598.9569	79.66533	695.6868	80.2084	663.6476	79.66476	0.9055188	80.2076	0.9093572	79.66476	594.1732	80.2076	577.9672	79.66476	656.1688	80.2076	635.5778	79.6642	0.9216793	80.20681	0.9256821	79.6642	608.7809	80.20681	592.6301	79.6642	660.5127	80.20681	640.2091	79.66364	0.9283239	80.20602	0.6882174	79.66364	675.8655	80.20602	14.61459	79.66364	728.0492	80.20602	21.23543	79.66308	0.9122512	80.20523	0.9201356	79.66308	664.2995	80.20523	650.4554	79.66308	728.198	80.20523	706.9126
79.78828	0.8861341	80.35616	0.8928922	79.78828	735.8114	80.35616	671.2374	79.78828	830.3611	80.35616	751.7563	79.78914	0.8284517	80.35668	0.8292252	79.78914	530.6438	80.35668	483.0377	79.78914	640.5247	80.35668	582.5169	79.79	0.8346782	80.35721	0.8342903	79.79	484.7784	80.35721	457.1653	79.79	580.7968	80.35721	547.969	79.79086	0.8333915	80.35773	0.8328987	79.79086	455.1124	80.35773	434.8458	79.79086	546.0967	80.35773	522.0872	79.79173	0.8484601	80.35825	0.8479877	79.79173	461.2081	80.35825	443.3214	79.79173	543.5826	80.35825	522.7922	79.79259	0.8476617	80.35876	0.8425728	79.79259	512.9321	80.35876	502.0663	79.79259	605.1141	80.35876	595.8729	79.79345	0.8685112	80.35929	0.8573121	79.79345	506.748	80.35929	485.6428	79.79345	583.4674	80.35929	566.4714	79.79431	0.8612347	80.35981	0.8606196	79.79431	548.3268	80.35981	524.6226	79.79431	636.6752	80.35981	609.5871	79.79517	0.8885634	80.36033	0.8963091	79.79517	537.0903	80.36033	520.2209	79.79517	604.4479	80.36033	580.4035	79.79604	0.8990786	80.36085	0.9001542	79.79604	542.1633	80.36085	524.3295	79.79604	603.021	80.36085	582.4885	79.7969	0.8879173	80.36137	0.8949925	79.7969	573.5996	80.36137	551.6583	79.7969	646.0056	80.36137	616.3832	79.79776	0.8999238	80.36189	0.9050383	79.79776	621.729	80.36189	598.7086	79.79776	690.8685	80.36189	661.5284	79.79862	0.9017158	80.36241	0.9097897	79.79862	594.5433	80.36241	577.7117	79.79862	659.3466	80.36241	634.9948	79.79948	0.921497	80.36293	0.9283628	79.79948	607.8622	80.36293	593.3218	79.79948	659.6464	80.36293	639.1055	79.80035	0.934027	80.36345	0.7170954	79.80035	676.6165	80.36345	15.31773	79.80035	724.4078	80.36345	21.3608	79.8012	0.91376	80.36398	0.9144574	79.8012	664.3475	80.36398	646.7083	79.8012	727.0481	80.36398	707.2044
79.81195	0.8834289	80.37766	0.8950749	79.81195	731.3409	80.37766	671.1558	79.81195	827.8435	80.37766	749.832	79.81129	0.8287467	80.37685	0.8246812	79.81129	529.2614	80.37685	483.5937	79.81129	638.6286	80.37685	586.4007	79.81063	0.8388794	80.37603	0.8338212	79.81063	484.8201	80.37603	456.8036	79.81063	577.9378	80.37603	547.8436	79.80997	0.8357487	80.37521	0.8365977	79.80997	455.5164	80.37521	436.7432	79.80997	545.04	80.37521	522.0469	79.80931	0.8508346	80.3744	0.8520575	79.80931	461.1372	80.3744	446.2042	79.80931	541.9822	80.3744	523.6785	79.80865	0.8419831	80.37359	0.8398457	79.80865	508.4453	80.37359	501.0894	79.80865	603.8665	80.37359	596.6445	79.80799	0.8647891	80.37277	0.8657153	79.80799	501.9381	80.37277	489.0602	79.80799	580.4168	80.37277	564.9204	79.80733	0.8592289	80.37196	0.8616221	79.80733	545.8522	80.37196	527.2669	79.80733	635.2815	80.37196	611.9468	79.80666	0.8875369	80.37114	0.891297	79.80666	535.0742	80.37114	518.5495	79.80666	602.8754	80.37114	581.792	79.80601	0.8953345	80.37032	0.9045951	79.80601	539.3923	80.37032	526.929	79.80601	602.4478	80.37032	582.5026	79.80534	0.8874917	80.36951	0.8978653	79.80534	571.2795	80.36951	553.7877	79.80534	643.7013	80.36951	616.7827	79.80469	0.8977558	80.3687	0.9060625	79.80469	619.3399	80.3687	597.8467	79.80469	689.8757	80.3687	659.8293	79.80402	0.8965452	80.36788	0.906167	79.80402	591.389	80.36788	575.7673	79.80402	659.6309	80.36788	635.3877	79.80337	0.9190764	80.36707	0.9274927	79.80337	607.5193	80.36707	593.082	79.80337	661.0106	80.36707	639.4465	79.8027	0.9248204	80.36625	0.6960492	79.8027	674.3545	80.36625	14.92837	79.8027	729.1735	80.36625	21.4473	79.80205	0.9101238	80.36543	0.9184938	79.80205	660.8123	80.36543	649.5526	79.80205	726.0685	80.36543	707.1932
79.95029	0.879128	80.49409	0.893872	79.95029	722.8197	80.49409	666.5517	79.95029	822.2008	80.49409	745.6904	79.9512	0.8233563	80.49471	0.8305117	79.9512	521.2858	80.49471	481.3917	79.9512	633.1229	80.49471	579.6326	79.95213	0.8355464	80.49535	0.8333099	79.95213	483.2219	80.49535	454.5311	79.95213	578.3304	80.49535	545.4527	79.95304	0.838872	80.49597	0.8353883	79.95304	454.1167	80.49597	433.8983	79.95304	541.3421	80.49597	519.3971	79.95396	0.8473447	80.4966	0.8496289	79.95396	459.1163	80.4966	442.5321	79.95396	541.8294	80.4966	520.8534	79.95488	0.8438561	80.49723	0.8362161	79.95488	508.3311	80.49723	499.6184	79.95488	602.3907	80.49723	597.4753	79.9558	0.8636279	80.49786	0.865015	79.9558	502.7775	80.49786	486.1034	79.9558	582.1691	80.49786	561.9595	79.95671	0.8546723	80.49849	0.8615479	79.95671	544.1362	80.49849	524.3577	79.95671	636.6606	80.49849	608.6228	79.95763	0.8869427	80.49911	0.8921683	79.95763	532.5468	80.49911	515.7007	79.95763	600.4297	80.49911	578.0308	79.95855	0.8954883	80.49974	0.8993205	79.95855	540.6532	80.49974	523.4612	79.95855	603.7524	80.49974	582.0629	79.95947	0.8867916	80.50037	0.8958607	79.95947	569.0942	80.50037	551.5704	79.95947	641.7452	80.50037	615.6877	79.96039	0.8965836	80.501	0.9041682	79.96039	618.8319	80.501	596.0083	79.96039	690.2111	80.501	659.1786	79.9613	0.9009783	80.50163	0.9081236	79.9613	592.6066	80.50163	576.0986	79.9613	657.7368	80.50163	634.3835	79.96222	0.917971	80.50226	0.93302	79.96222	603.9656	80.50226	592.3929	79.96222	657.9354	80.50226	634.9199	79.96314	0.9279774	80.50288	0.6798897	79.96314	674.2209	80.50288	14.78943	79.96314	726.5488	80.50288	21.75269	79.96406	0.9148759	80.50352	0.9204441	79.96406	663.5082	80.50352	649.321	79.96406	725.244	80.50352	705.4432
79.97475	0.8850356	80.51734	0.8922008	79.97475	726.556	80.51734	666.0093	79.97475	820.9343	80.51734	746.4791	79.97419	0.8228917	80.51653	0.8268545	79.97419	521.4187	80.51653	480.5439	79.97419	633.642	80.51653	581.171	79.97363	0.8330958	80.51571	0.8324564	79.97363	479.8178	80.51571	455.096	79.97363	575.9454	80.51571	546.6904	79.97308	0.8336433	80.51489	0.8334112	79.97308	453.3003	80.51489	433.3685	79.97308	543.7581	80.51489	519.9936	79.97252	0.8487421	80.51408	0.8501853	79.97252	457.6502	80.51408	443.2553	79.97252	539.21	80.51408	521.3632	79.97196	0.8421891	80.51326	0.8428743	79.97196	507.7672	80.51326	501.0159	79.97196	602.9136	80.51326	594.4136	79.97141	0.8651481	80.51244	0.8689852	79.97141	501.7811	80.51244	487.0538	79.97141	579.9944	80.51244	560.4857	79.97085	0.8592072	80.51163	0.8574173	79.97085	544.4681	80.51163	525.0386	79.97085	633.6866	80.51163	612.349	79.97029	0.89008	80.51081	0.8936906	79.97029	534.7758	80.51081	518.1708	79.97029	600.8177	80.51081	579.81	79.96973	0.895459	80.50999	0.9005551	79.96973	539.3581	80.50999	524.2094	79.96973	602.3259	80.50999	582.0959	79.96918	0.8903722	80.50918	0.8962356	79.96918	569.9466	80.50918	551.051	79.96918	640.1217	80.50918	614.8505	79.96862	0.894933	80.50836	0.9036427	79.96862	618.2083	80.50836	595.6794	79.96862	690.7872	80.50836	659.1979	79.96806	0.9026357	80.50754	0.9072608	79.96806	592.8712	80.50754	574.8591	79.96806	656.8223	80.50754	633.6206	79.96751	0.9162109	80.50672	0.9230258	79.96751	605.0703	80.50672	590.7752	79.96751	660.405	80.50672	640.0419	79.96695	0.9241605	80.50591	0.6844098	79.96695	671.3463	80.50591	14.63098	79.96695	726.439	80.50591	21.37751	79.96639	0.9168347	80.50509	0.9199374	79.96639	661.7452	80.50509	647.7432	79.96639	721.7716	80.50509	704.1166
80.09123	0.8857118	80.63212	0.8886418	80.09123	722.2037	80.63212	661.1552	80.09123	815.3936	80.63212	744.0064	80.09213	0.8290936	80.63263	0.8257004	80.09213	521.5219	80.63263	476.709	80.09213	629.0266	80.63263	577.3389	80.09303	0.837324	80.63314	0.8344536	80.09303	479.8614	80.63314	454.3397	80.09303	573.0892	80.63314	544.4757	80.09392	0.8398542	80.63365	0.8361955	80.09392	454.0338	80.63365	432.2187	80.09392	540.6102	80.63365	516.887	80.09482	0.8440639	80.63417	0.8451158	80.09482	456.8448	80.63417	441.0442	80.09482	541.2443	80.63417	521.8743	80.09571	0.841384	80.63468	0.8364295	80.09571	508.0509	80.63468	498.6432	80.09571	603.8276	80.63468	596.1569	80.09661	0.865168	80.63519	0.8694358	80.09661	501.152	80.63519	485.965	80.09661	579.2539	80.63519	558.9429	80.0975	0.8641638	80.6357	0.8651473	80.0975	545.868	80.6357	522.9728	80.0975	631.672	80.6357	604.4899	80.0984	0.8944926	80.63622	0.8950843	80.0984	535.8546	80.63622	517.5182	80.0984	599.0599	80.63622	578.1782	80.0993	0.8969501	80.63673	0.9033782	80.0993	539.5085	80.63673	522.2961	80.0993	601.4922	80.63673	578.1588	80.10019	0.8874584	80.63725	0.8894406	80.10019	569.4264	80.63725	546.8381	80.10019	641.6373	80.63725	614.8113	80.10109	0.8988292	80.63776	0.9020855	80.10109	618.7096	80.63776	593.8307	80.10109	688.3505	80.63776	658.2866	80.10198	0.9021947	80.63828	0.9120803	80.10198	591.0022	80.63828	575.1104	80.10198	655.0717	80.63828	630.548	80.10287	0.9225295	80.63879	0.9328625	80.10287	605.6761	80.63879	594.1844	80.10287	656.5385	80.63879	636.9474	80.10378	0.9290785	80.6393	0.6719373	80.10378	672.6454	80.6393	14.91347	80.10378	723.992	80.6393	22.19474	80.10467	0.9161153	80.63981	0.9146011	80.10467	660.319	80.63981	643.4551	80.10467	720.7816	80.63981	703.5364
