"q (Å^-1)"	"Intensity (cm^-1) AB 20-34 5 mM"	"Intensity (cm^-1) Monomer random coil model"	"Intensity (cm^-1) low q slope"
0.074870580	0.00884194000000	0.00687258082836	
0.072976080	0.00840093000000	0.00693137327328	
0.071081580	0.00964971000000	0.00698941378357	
0.069187070	0.01109621000000	0.00704665527468	
0.067292570	0.00845368000000	0.00710304969041	
0.065398070	0.00965819000000	0.00715854988966	
0.063503560	0.01105768000000	0.00721310879383	
0.061609060	0.01122365000000	0.00726667862059	
0.059714560	0.01232075000000	0.00731921268980	
0.057820050	0.01182716000000	0.00737066461366	
0.055925550	0.01323753000000	0.00742098758613	
0.054031050	0.01351508000000	0.00747013609291	
0.052136540	0.01648700000000	0.00751806514944	
0.050242040	0.01639561000000	0.00756472965054	
0.048347540	0.02060025000000	0.00761008596953	
0.046453030	0.02194632000000	0.00765409124873	
0.044558530	0.02308553000000	0.00769670281380	
0.042664030	0.02273635000000	0.00773787964710	
0.040769520	0.03053215000000	0.00777758173534	
0.038875020	0.03265190000000	0.00781576955226	
0.036980520	0.03886236000000	0.00785240539234	
0.035086010	0.04513227000000	0.00788745277963	
0.033191510	0.05514849000000	0.00792087602218	
0.031297010	0.05927182000000	0.00795264139281	
0.029402500	0.07453092000000	0.00798271660300	
0.027508000	0.08950245000000	0.00801107043184	
0.025613500	0.11741064000000	0.00803767374184	
0.023718990	0.13539940000000	0.00806249902132	
0.021824490	0.17712102000000	0.00808552009009	
0.019929990	0.22574064000000	0.00810671293971	
0.018035480	0.29125586000000	0.00812605534750	
0.016140980	0.42333556000000	0.00814352666046	
0.014246480	0.59856800000000	0.00815910845125	
0.012351970	0.71529540000000	0.00817278420620	
0.012020800	1.07223370000000	0.00817497795823	2.68630347
0.011462210	1.12891150000000	0.00817854500096	
0.010903620	1.23018410000000	0.00818194451832	
0.010345030	1.39028010000000	0.00818517619414	
0.009786444	1.68813480000000	0.00818823970621	
0.009227854	1.98191550000000	0.00819113481316	
0.008669263	2.27182630000000	0.00819386122744	
0.008110673	2.59417950000000	0.00819641868496	
0.007552083	2.91391780000000	0.00819880695239	
0.006993493	3.50233520000000	0.00820102580673	
0.006434903	4.39936520000000	0.00820307504099	
0.005876313	5.00840000000000	0.00820495446347	
0.005317723	6.29861400000000	0.00820666389893	
0.004759132	7.78597800000000	0.00820820318948	
0.004200542	10.57076700000000	0.00820957218720	
0.003641952	14.71589000000000	0.00821077076558	
0.003083362	27.39301000000000	0.00821179881227	60.00000000
