"q (Å^-1)"	"Intensity (cm^-1) AB 20-34 5 mM"	"Intensity (cm^-1) Monomer random coil model"	"Intensity (cm^-1) low q slope"
2.560404000	0.00307987000000	0.00002502222608	
2.553162000	0.00353057000000	0.00002516415922	
2.545919000	0.00304602000000	0.00002530732265	
2.538676000	0.00429045000000	0.00002545171064	
2.531434000	0.00232743000000	0.00002559731700	
2.524191000	0.00422278000000	0.00002574419615	
2.516949000	0.00259774000000	0.00002589232192	
2.509706000	0.00145487000000	0.00002604174982	
2.502463000	0.00240135000000	0.00002619247433	
2.495221000	0.00314715000000	0.00002634448938	
2.487978000	0.00202380000000	0.00002649785221	
2.480736000	0.00241663000000	0.00002665253596	
2.473493000	0.00336384000000	0.00002680859903	
2.466250000	0.00457777000000	0.00002696603609	
2.459008000	0.00271357000000	0.00002712484129	
2.451765000	0.00626510000000	0.00002728507489	
2.444523000	0.00391920000000	0.00002744670929	
2.437280000	0.00273310000000	0.00002760980601	
2.430037000	0.00410050000000	0.00002777435998	
2.422795000	0.00434100000000	0.00002794036559	
2.415552000	0.00362770000000	0.00002810788633	
2.408310000	0.00430660000000	0.00002827689387	
2.401067000	0.00401520000000	0.00002844745308	
2.393824000	0.00390480000000	0.00002861955920	
2.386582000	0.00490950000000	0.00002879320690	
2.379339000	0.00380940000000	0.00002896846316	
2.372097000	0.00359950000000	0.00002914529892	
2.364854000	0.00456050000000	0.00002932378263	
2.357611000	0.00343120000000	0.00002950390991	
2.350369000	0.00362400000000	0.00002968567577	
2.343126000	0.00406280000000	0.00002986915094	
2.335883000	0.00638530000000	0.00003005433131	
2.328641000	0.00475120000000	0.00003024121213	
2.321398000	0.00543080000000	0.00003042986652	
2.314156000	0.00579410000000	0.00003062026423	
2.306913000	0.00327110000000	0.00003081248003	
2.299670000	0.00650330000000	0.00003100651029	
2.292428000	0.00378420000000	0.00003120235073	
2.285185000	0.00419010000000	0.00003140007870	
2.277943000	0.00376950000000	0.00003159966321	
2.270700000	0.00558570000000	0.00003180118339	
2.263457000	0.00407300000000	0.00003200463618	
2.256215000	0.00431700000000	0.00003221001786	
2.248972000	0.00566640000000	0.00003241741033	
2.241730000	0.00491820000000	0.00003262678189	
2.234487000	0.00539530000000	0.00003283821635	
2.227244000	0.00491060000000	0.00003305171134	
2.220002000	0.00506070000000	0.00003326726382	
2.212759000	0.00721410000000	0.00003348496057	
2.205517000	0.00412420000000	0.00003370476921	
