"Time (h)"	"Time (h)"	"ThT intensity"	"ThT intensity"	"ThT intensity"	"ThT intensity"	"ThT intensity"	"Oligomer Fit"	"Oligomer Fit"	"Oligomer Fit"	"Oligomer Fit"	"Oligomer Fit"	"MDS (normalized)"	"MDS (normalized)"	"MDS (normalized)"	"MDS (normalized)"	"MDS (normalized)"
73.05000000							0.04928186005499									
73.15000000							0.04906852954400									
73.25000000							0.04885612242978									
73.35000000							0.04864463485794									
73.45000000							0.04843406267038									
73.55000000							0.04822440210545									
73.65000000							0.04801564905739									
73.75000000							0.04780779970961									
73.85000000							0.04760085004050									
73.95000000							0.04739479622935									
74.05000000							0.04718963441481									
74.15000000							0.04698536067288									
74.25000000							0.04678197112852									
74.35000000							0.04657946208658									
74.45000000							0.04637782968362									
74.55000000							0.04617707000139									
74.65000000							0.04597717947823									
74.75000000							0.04577815417644									
74.85000000							0.04557999042660									
74.95000000							0.04538268450262									
75.05000000							0.04518623262091									
75.15000000							0.04499063121650									
75.25000000							0.04479587647476									
75.35000000							0.04460196475505									
75.45000000							0.04440889241139									
75.55000000							0.04421665603742									
75.65000000							0.04402525154939									
75.75000000							0.04383467583103									
75.85000000							0.04364492485457									
75.95000000							0.04345599555813									
76.05000000							0.04326788377429									
76.15000000							0.04308058645758									
76.25000000							0.04289409998018									
76.35000000							0.04270842067583									
76.45000000							0.04252354502655									
76.55000000							0.04233946984219									
76.65000000							0.04215619142377									
76.75000000							0.04197370630255									
76.85000000							0.04179201125300									
76.95000000							0.04161110261666									
77.05000000							0.04143097711540									
77.15000000							0.04125163142324									
77.25000000							0.04107306194084									
77.35000000							0.04089526547039									
77.45000000							0.04071823878272									
77.55000000							0.04054197819529									
77.65000000							0.04036648085106									
77.75000000							0.04019174290046									
77.85000000							0.04001776155062									
77.95000000							0.03984453329698									
78.05000000							0.03967205505536									
78.15000000							0.03950032314766									
78.25000000							0.03932933485201									
78.35000000							0.03915908663927									
78.45000000							0.03898957529175									
78.55000000							0.03882079801826									
78.65000000							0.03865275095893									
78.75000000							0.03848543166184									
78.85000000							0.03831883650748									
78.95000000							0.03815296257618									
79.05000000							0.03798780657004									
79.15000000							0.03782336550218									
79.25000000							0.03765963623348									
79.35000000							0.03749661583777									
79.45000000							0.03733430105938									
79.55000000							0.03717268894004									
79.65000000							0.03701177636718									
79.75000000							0.03685156043012									
79.85000000							0.03669203783549									
79.95000000							0.03653320610813									
80.05000000							0.03637506149213									
80.15000000							0.03621760218603									
80.25000000							0.03606082373400									
80.35000000							0.03590472432628									
80.45000000							0.03574930045398									
80.55000000							0.03559454943736									
80.65000000							0.03544046819428									
80.75000000							0.03528705432721									
80.85000000							0.03513430407866									
80.95000000							0.03498221541479									
81.05000000							0.03483078457221									
81.15000000							0.03468000999363									
81.25000000							0.03452988729468									
81.35000000							0.03438041512419									
81.45000000							0.03423158974384									
81.55000000							0.03408340867281									
81.65000000							0.03393586886938									
81.75000000							0.03378896781161									
81.85000000							0.03364270265214									
81.95000000							0.03349707076520									
82.05000000							0.03335206872129									
82.15000000							0.03320769502373									
82.25000000							0.03306394628081									
82.35000000							0.03292081923387									
82.45000000							0.03277831246647									
82.55000000							0.03263642204147									
82.65000000							0.03249514614854									
