time/h	150 nM B6	150 nM B6	150 nM B6	150 nM B6	75 nM B6	75 nM B6	75 nM B6	75 nM B6	38 nM B6	38 nM B6	38 nM B6	38 nM B6	19 nM B6	19 nM B6	19 nM B6	19 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
1.9166	9773.0	9483.0	11199	9962.0	8990.0	9525.0	9745.0	9735.0	9211.0	9349.0	9359.0	9178.0	9099.0	8903.0	9142.0	9988.0	9275.0	8715.0	8723.0	8832.0	9113.0	9282.0	9181.0	9256.0	19359	18068	21922	20440	28943	33896	33660	39891
1.9375	9698.0	9601.0	10817	9842.0	9442.0	9290.0	9542.0	9504.0	9406.0	9194.0	9645.0	9620.0	8850.0	9068.0	9622.0	9998.0	9157.0	9052.0	9070.0	9184.0	9282.0	8909.0	9305.0	9352.0	19574	19411	22226	21100	29061	33650	33846	41092
1.9584	10117	9640.0	11501	10045	9547.0	9398.0	9632.0	9830.0	9505.0	8944.0	9105.0	9424.0	9257.0	9503.0	9757.0	9844.0	8942.0	9027.0	9125.0	8902.0	8789.0	9237.0	9114.0	9672.0	20269	19965	22444	21227	29052	34076	33832	40220
1.9791	9976.0	9667.0	10793	9869.0	9115.0	9445.0	9747.0	9816.0	9555.0	9323.0	9217.0	9425.0	9541.0	9160.0	9336.0	9597.0	9063.0	9000.0	8954.0	9251.0	9134.0	9219.0	9077.0	9408.0	21080	21139	22183	21665	28496	33334	33533	41166
2.0000	9949.0	9555.0	11019	10202	9078.0	9609.0	9784.0	9825.0	9299.0	9172.0	9755.0	9624.0	9270.0	9041.0	9493.0	10068	8930.0	9039.0	8654.0	9084.0	9044.0	8984.0	9092.0	9296.0	22123	21697	22600	22045	28387	33865	33807	41530
2.0209	9818.0	9476.0	11362	9686.0	9257.0	9341.0	9418.0	9933.0	9433.0	9141.0	9408.0	9776.0	8906.0	8789.0	9109.0	9750.0	9367.0	9144.0	8829.0	8835.0	9047.0	8995.0	8910.0	9375.0	22880	23077	22678	22281	28850	33991	33752	41272
2.0416	10238	9513.0	10924	9652.0	9109.0	9590.0	9691.0	9700.0	9420.0	8794.0	9420.0	9355.0	9025.0	9327.0	9404.0	9858.0	9098.0	8862.0	9150.0	9044.0	9011.0	9134.0	8940.0	9213.0	23666	23965	23469	22225	28540	35000	33463	40861
2.0625	9971.0	9634.0	11027	9824.0	9306.0	9293.0	9568.0	9654.0	9496.0	9150.0	9378.0	9590.0	9278.0	9466.0	9664.0	9860.0	9208.0	9079.0	9072.0	9116.0	8900.0	9772.0	9026.0	9011.0	23517	24406	23584	22654	29257	34603	33543	40933
2.0834	9852.0	9597.0	11088	9801.0	9442.0	9267.0	9781.0	9584.0	9205.0	9216.0	9207.0	10004	9361.0	8973.0	9451.0	10013	8832.0	9178.0	9201.0	9018.0	9068.0	9756.0	8940.0	9005.0	25750	25703	23286	23274	28994	33889	33782	41145
2.1041	10208	9662.0	11278	9902.0	9584.0	9339.0	9892.0	9786.0	9466.0	9324.0	9402.0	9520.0	9141.0	9068.0	9640.0	9880.0	9076.0	8849.0	9002.0	9057.0	8944.0	9481.0	9114.0	9137.0	26097	26463	23675	23151	29314	34310	34500	41038
2.1250	9861.0	9712.0	11170	9972.0	9362.0	9477.0	9359.0	9799.0	9084.0	9275.0	9455.0	9476.0	9372.0	8964.0	8995.0	10038	8950.0	9035.0	8770.0	8909.0	9152.0	9213.0	8876.0	9030.0	26093	27156	24865	22699	29148	34531	33797	40713
2.1459	10050	9694.0	10981	9884.0	9063.0	9242.0	10000	9736.0	9065.0	9155.0	9373.0	9301.0	9288.0	9209.0	9695.0	10051	9388.0	8896.0	8976.0	9134.0	9385.0	9165.0	9378.0	9419.0	28730	28599	24189	23303	27869	34633	34102	40996
2.1666	9739.0	9777.0	11050	9880.0	9173.0	9548.0	9658.0	9910.0	9268.0	8895.0	9298.0	9369.0	8732.0	9074.0	9287.0	9753.0	9217.0	9055.0	8999.0	9319.0	9035.0	9324.0	9130.0	9204.0	28762	29331	24102	23711	28116	34783	33777	41391
2.1875	9712.0	9579.0	11309	9366.0	9405.0	9110.0	9361.0	9717.0	9021.0	9331.0	9219.0	9770.0	9098.0	9246.0	9544.0	9967.0	9041.0	9039.0	9067.0	9138.0	9120.0	9504.0	9373.0	9026.0	28769	30566	24472	23442	28662	34560	34479	41765
2.2084	9618.0	9659.0	11031	9538.0	9320.0	9386.0	9875.0	9922.0	9363.0	9409.0	9276.0	9648.0	8946.0	9203.0	9380.0	9669.0	9353.0	8774.0	8854.0	9155.0	9223.0	9478.0	9203.0	9463.0	29750	32417	24835	23434	28648	34516	34220	41611
2.2291	9964.0	9289.0	11337	10125	9324.0	9362.0	9472.0	9782.0	9149.0	9087.0	9582.0	9417.0	9206.0	8919.0	9375.0	9817.0	9012.0	9324.0	8753.0	9142.0	9050.0	9835.0	9182.0	8940.0	30049	31847	24924	23730	28779	34812	33733	41943
2.2500	9744.0	9768.0	10916	9626.0	9221.0	9844.0	9586.0	9688.0	9118.0	9532.0	9259.0	9960.0	9012.0	9220.0	9742.0	9674.0	8741.0	9117.0	9162.0	8911.0	8870.0	9742.0	9410.0	9316.0	31732	32812	24650	23520	29301	34645	33469	41433
2.2709	9330.0	9483.0	11164	9948.0	9211.0	9460.0	9203.0	9874.0	9230.0	9357.0	9352.0	9671.0	9177.0	9279.0	9346.0	10000	8973.0	8858.0	8867.0	9127.0	9205.0	9958.0	9352.0	9382.0	32814	34254	24809	23381	29201	34935	34549	41431
2.2916	9754.0	9292.0	10933	9580.0	9267.0	9519.0	9889.0	9586.0	9249.0	9118.0	9188.0	9567.0	9169.0	9081.0	9513.0	9943.0	8738.0	8691.0	9114.0	9015.0	9152.0	10110	9566.0	9468.0	33196	33749	24655	23689	29260	34794	34084	41483
2.3125	9933.0	9474.0	11178	9660.0	9438.0	9216.0	9717.0	10046	9365.0	8973.0	9306.0	9375.0	9297.0	9229.0	9728.0	9893.0	9026.0	8723.0	8913.0	8983.0	9204.0	10326	9665.0	8859.0	33606	35520	25218	23297	28725	34930	33726	42583
2.3334	10085	9405.0	11124	9966.0	9235.0	9069.0	9533.0	9859.0	9128.0	9469.0	9437.0	9660.0	9118.0	9085.0	9416.0	9804.0	9121.0	9066.0	9030.0	8858.0	9187.0	10814	9776.0	9192.0	34543	35041	24959	23628	29511	35106	33623	41798
2.3541	9758.0	9542.0	10877	9798.0	9015.0	9391.0	9483.0	9441.0	9385.0	9246.0	9580.0	9478.0	9250.0	9390.0	9623.0	9602.0	9054.0	8914.0	8909.0	9321.0	9108.0	10562	9885.0	9102.0	33995	35615	25663	23186	28901	34950	34307	42146
2.3750	10150	9490.0	11058	10013	8856.0	9399.0	9941.0	9622.0	8775.0	9365.0	9093.0	9604.0	9095.0	9143.0	9328.0	10130	8866.0	8958.0	8698.0	8926.0	9041.0	10956	10217	9392.0	35164	37661	25511	24010	29182	34604	34138	41024
2.3959	9654.0	9433.0	11100	9752.0	9196.0	9186.0	9552.0	9970.0	9150.0	9341.0	9624.0	9620.0	9165.0	9169.0	9480.0	9488.0	8915.0	8976.0	8905.0	9220.0	9126.0	11125	10639	9256.0	34805	38171	25579	23935	29464	34363	33936	41842
2.4166	9979.0	9644.0	11028	9946.0	9300.0	9409.0	9300.0	10126	9223.0	9365.0	9393.0	9652.0	9162.0	9305.0	9453.0	9680.0	9037.0	8600.0	8731.0	8926.0	8818.0	11528	10720	9101.0	35654	39501	25186	23457	29729	35023	34202	42159
2.4375	9764.0	9640.0	10900	9584.0	9022.0	9106.0	9325.0	9907.0	8975.0	9118.0	9176.0	9536.0	9081.0	8909.0	9300.0	9989.0	9225.0	8987.0	8903.0	9101.0	8859.0	12050	10896	9658.0	34634	38876	25385	23941	29050	34600	34675	41388
2.4584	9802.0	9496.0	11211	9695.0	9174.0	9504.0	9774.0	9761.0	9187.0	9196.0	9309.0	9448.0	8855.0	9229.0	9370.0	9777.0	9032.0	9035.0	8795.0	9049.0	9073.0	12164	11210	9532.0	36709	39191	25612	23846				
2.4791	9630.0	9700.0	10886	9581.0	9145.0	9415.0	9898.0	9571.0	9357.0	9533.0	9489.0	9384.0	9006.0	9280.0	9104.0	9918.0	8953.0	8898.0	8884.0	9388.0	9347.0	12917	11393	9129.0	37320	39019	25543	24005				
2.5000	9383.0	9781.0	10958	9454.0	9459.0	9193.0	9534.0	9658.0	9432.0	9338.0	9744.0	9534.0	8718.0	9220.0	9485.0	9821.0	8891.0	8754.0	8947.0	9203.0	9170.0	13082	11641	9473.0	39355	38881	26236	24246				
2.5209	9860.0	9600.0	11176	9871.0	9119.0	9158.0	9681.0	9437.0	9466.0	9019.0	9612.0	9639.0	9233.0	9084.0	9598.0	9730.0	9277.0	8844.0	8729.0	9345.0	9553.0	14299	11850	9604.0	39402	39299	26104	23596				
2.5416	9809.0	9538.0	11069	9798.0	9010.0	9409.0	9288.0	9580.0	9279.0	9377.0	9534.0	9784.0	9193.0	9213.0	9387.0	9752.0	8743.0	9099.0	9056.0	8998.0	9315.0	14820	12455	9763.0	38377	41063	26362	23640				
2.5625	9779.0	9278.0	11219	9632.0	9254.0	9418.0	9794.0	9746.0	9425.0	9361.0	9348.0	9335.0	9239.0	9314.0	9310.0	9856.0	9206.0	8880.0	8853.0	9030.0	9427.0	14995	12584	9710.0	37856	40599	26489	23675				
2.5834	9788.0	9478.0	10954	9628.0	8944.0	9545.0	10071	9516.0	9336.0	9378.0	9397.0	9449.0	8924.0	9072.0	9474.0	10018	9432.0	8857.0	8813.0	9165.0	8916.0	15590	13369	9889.0	38976	42386	25661	24423				
2.6041	10030	9297.0	11000	9909.0	9454.0	9331.0	9764.0	9429.0	9324.0	8786.0	9673.0	9450.0	9088.0	9066.0	9295.0	9685.0	9029.0	8886.0	8890.0	8980.0	9572.0	16382	13684	10230	38631	40118	26393	23725				
2.6250	9802.0	9603.0	11135	9956.0	9136.0	9073.0	9412.0	9691.0	9532.0	9227.0	9488.0	9535.0	9079.0	8951.0	9454.0	10011	9279.0	8929.0	8922.0	9252.0	9354.0	17000	14293	10167	38012	41098	26139	24401				
2.6459	9502.0	9460.0	11139	10002	9170.0	9483.0	9483.0	9579.0	9516.0	9006.0	9262.0	9404.0	8779.0	9057.0	9408.0	9716.0	9171.0	8919.0	8825.0	8992.0	9981.0	17906	14880	10413	38158	41039	26153	24268				
2.6666	9967.0	9337.0	11354	9484.0	9093.0	9256.0	9495.0	9765.0	8909.0	8975.0	9354.0	9180.0	8868.0	9305.0	9365.0	9835.0	9015.0	8924.0	8959.0	9109.0	10040	18476	16122	10309	40739	41938	25968	24206				
2.6875	9815.0	9294.0	11283	9913.0	9147.0	9637.0	9740.0	9772.0	9203.0	8932.0	9479.0	9554.0	9282.0	8991.0	9645.0	9994.0	9136.0	8827.0	9112.0	9040.0	10344	19236	16181	10646	38527	40665	26058	23987				
2.7084	9653.0	9667.0	11206	9492.0	9183.0	9483.0	9743.0	9957.0	9719.0	8727.0	9447.0	9684.0	8736.0	9089.0	9575.0	9707.0	9210.0	8925.0	9353.0	8878.0	10202	19918	17079	10798	40135	40612	26273	24143				
2.7291	9800.0	9303.0	11387	9734.0	9206.0	9412.0	9612.0	9861.0	9037.0	9222.0	9520.0	9569.0	9324.0	8971.0	9368.0	9807.0	9026.0	9165.0	8860.0	8796.0	10692	21099	18124	11414	39906	40321	27175	24313				
2.7500	9703.0	9503.0	11140	10010	9329.0	9284.0	9457.0	9867.0	9454.0	9410.0	9605.0	9597.0	8756.0	8907.0	9497.0	9674.0	9319.0	8859.0	8802.0	9317.0	10598	22576	19106	11401	38998	39811	26442	24477				
2.7709	9825.0	9716.0	11013	9717.0	9404.0	9343.0	9357.0	9975.0	9375.0	9450.0	9247.0	9606.0	9017.0	9065.0	9316.0	9839.0	8875.0	9172.0	8978.0	8810.0	10986	23166	19901	12095	40024	39262	26451	24207				
2.7916	9861.0	9652.0	10929	9963.0	9330.0	9474.0	9795.0	9740.0	9232.0	9417.0	9106.0	9659.0	9187.0	9031.0	9181.0	9817.0	9285.0	8815.0	9097.0	9091.0	11266	23488	20951	11824	40027	38064	26483	24593				
2.8125	9949.0	9465.0	11412	9730.0	8830.0	9363.0	9529.0	10012	9344.0	8971.0	9648.0	9250.0	9076.0	9389.0	9102.0	9669.0	8914.0	8966.0	8830.0	9085.0	11746	24060	22189	12322	40871	38270	27111	24226				
2.8334	9615.0	9646.0	11139	10153	9007.0	9256.0	9557.0	9342.0	9158.0	9121.0	9225.0	9458.0	9303.0	9260.0	9568.0	9817.0	9041.0	8935.0	9073.0	9446.0	11914	25222	22568	13212	40038	37117	26653	24732				
2.8541	9944.0	9322.0	10831	9751.0	9310.0	9340.0	9274.0	9630.0	9218.0	9082.0	9410.0	9747.0	9188.0	9628.0	9379.0	9768.0	9187.0	8988.0	8719.0	9139.0	11857	25485	23862	13706	40857	37939	26233	24322				
2.8750	9593.0	9568.0	11182	9778.0	9011.0	9233.0	9419.0	9518.0	9329.0	9190.0	9329.0	9774.0	8987.0	9384.0	9309.0	9827.0	9172.0	8926.0	8700.0	8751.0	12381	27226	25171	14122	41162	37651	26868	24410				
2.8959	9640.0	9486.0	11058	9689.0	8984.0	9262.0	9450.0	9794.0	9002.0	8954.0	9355.0	9756.0	8969.0	9046.0	9440.0	9797.0	9061.0	9147.0	8867.0	9025.0	13059	27959	25700	14767	40263	37018	25862	24698				
2.9166	9563.0	9534.0	11072	9405.0	9452.0	9586.0	9693.0	9956.0	9142.0	9201.0	9286.0	9529.0	9169.0	9409.0	9292.0	9916.0	9170.0	9096.0	8997.0	9276.0	12991	28281	26231	15437	40733	37514	26707	24511				
2.9375	10152	9483.0	11265	9742.0	9239.0	9546.0	9561.0	9773.0	9315.0	9179.0	9487.0	9777.0	8791.0	8830.0	9418.0	9514.0	9114.0	8774.0	9026.0	9030.0	13920	28279	27951	15828	40047	37575	26590	24360				
2.9584	9594.0	9501.0	10946	9776.0	9050.0	9312.0	9984.0	9723.0	9544.0	9071.0	9198.0	9310.0	9369.0	8758.0	9600.0	9590.0	8805.0	9031.0	9168.0	8904.0	14304	29518	28647	16667	40633	37215	26851	24375				
2.9791	10160	9284.0	11050	9856.0	9558.0	9212.0	9562.0	9815.0	9116.0	9156.0	9679.0	9712.0	9057.0	8948.0	9189.0	9796.0	8615.0	8868.0	9194.0	8954.0	14788	30103	28718	18152	39667	37974	26558	25008				
3.0000	9836.0	9434.0	11182	9902.0	8998.0	9273.0	9936.0	9829.0	9135.0	9035.0	9807.0	9482.0	8884.0	9370.0	9645.0	9859.0	8967.0	8940.0	8760.0	9306.0	15567	30255	30102	18556	40842	37635	26530	24351				
3.0209	9949.0	9440.0	11281	9558.0	9073.0	8983.0	9479.0	9610.0	8999.0	9144.0	9260.0	9413.0	9388.0	9376.0	9168.0	9806.0	9230.0	9078.0	8711.0	8908.0	15664	31241	30206	19409								
3.0416	9759.0	9233.0	11201	9364.0	9021.0	9349.0	9590.0	9732.0	9129.0	9162.0	9446.0	9344.0	9223.0	8795.0	9416.0	9993.0	8879.0	9014.0	9155.0	8826.0	17198	31605	30506	19751								
3.0625	10119	9184.0	10896	9686.0	9123.0	9411.0	9260.0	9614.0	9261.0	9224.0	9465.0	9484.0	9225.0	8878.0	9422.0	9609.0	9235.0	9087.0	8877.0	8957.0	17086	31629	31047	20968								
3.0834	9519.0	9585.0	11287	9637.0	9127.0	9058.0	9247.0	9837.0	9198.0	9186.0	9434.0	9503.0	9024.0	9005.0	9486.0	9895.0	8885.0	9032.0	8761.0	9224.0	18315	31901	31772	21679								
3.1041	9652.0	9572.0	11047	9901.0	9069.0	9168.0	9683.0	9813.0	9245.0	9434.0	9433.0	9446.0	9014.0	9241.0	9456.0	9733.0	8891.0	8727.0	8742.0	9017.0	18731	32522	32048	23192								
3.1250	9634.0	9495.0	11215	10063	9189.0	9403.0	9787.0	9747.0	9382.0	8966.0	8791.0	9303.0	9008.0	8949.0	9346.0	9709.0	8717.0	8828.0	8541.0	9074.0	20220	32105	31821	24171								
3.1459	9735.0	9753.0	10918	9764.0	8816.0	9141.0	9637.0	9825.0	9209.0	9100.0	9349.0	9505.0	9058.0	8721.0	9187.0	9887.0	9094.0	9095.0	8740.0	9183.0	20019	32656	31590	25013								
3.1666	9953.0	9606.0	11238	9770.0	9286.0	9193.0	9592.0	9837.0	9130.0	8982.0	9613.0	9399.0	8876.0	9002.0	9385.0	9813.0	8856.0	9111.0	9158.0	9085.0	21170	32172	32253	26445								
3.1875	10016	9766.0	11213	9409.0	9106.0	8955.0	9442.0	9472.0	9211.0	9120.0	9182.0	9611.0	9125.0	9187.0	8956.0	9696.0	8958.0	9287.0	8841.0	9168.0	21726	32581	31988	26817								
3.2084	9609.0	9313.0	11303	9805.0	9082.0	9395.0	9673.0	9715.0	9077.0	9028.0	9591.0	9376.0	9266.0	9275.0	9238.0	9700.0	9235.0	9056.0	8808.0	9330.0	22780	33536	32596	28055								
3.2291	9784.0	9759.0	11237	9811.0	9375.0	9642.0	9754.0	9907.0	8817.0	9215.0	9398.0	9662.0	9303.0	9536.0	9293.0	9691.0	8939.0	8818.0	8895.0	9079.0	22540	32486	32879	29325								
3.2500	9861.0	9470.0	11280	9793.0	9244.0	9362.0	9538.0	9687.0	9222.0	9104.0	8984.0	9246.0	9309.0	9097.0	9338.0	9817.0	9016.0	8972.0	9126.0	8999.0	24348	33016	32927	29519								
3.2709	9835.0	9392.0	11038	9349.0	9478.0	9548.0	9742.0	9829.0	9043.0	9156.0	9150.0	9451.0	8900.0	9381.0	9408.0	10029	8990.0	8716.0	8998.0	8720.0	24635	33470	32492	30440								
3.2916	9849.0	9495.0	11182	9582.0	9077.0	9461.0	9924.0	9624.0	9589.0	8975.0	9311.0	9285.0	8542.0	8917.0	9345.0	9860.0	9115.0	9074.0	9301.0	8748.0	25139	32699	33125	30608								
3.3125	10001	9476.0	11141	9676.0	9058.0	9554.0	9315.0	9502.0	9253.0	8841.0	9137.0	9586.0	9070.0	9182.0	9250.0	9688.0	9042.0	9079.0	8584.0	9274.0	25860	33553	33139	31569								
3.3334	9795.0	9329.0	11094	9651.0	9159.0	9175.0	9226.0	9752.0	9667.0	8856.0	9352.0	9285.0	9052.0	9306.0	9253.0	9483.0	9093.0	9174.0	8703.0	9219.0	26261	33082	32672	31981								
3.3541	9259.0	9599.0	11286	9509.0	8995.0	9154.0	9540.0	9718.0	8949.0	9156.0	9357.0	9629.0	9331.0	9248.0	9369.0	9890.0	9511.0	9044.0	9029.0	8897.0	27627	33177	33360	32484								
3.3750	9799.0	9483.0	10959	9697.0	9241.0	9086.0	9416.0	9896.0	9237.0	9160.0	9401.0	9745.0	9266.0	9183.0	9182.0	9768.0	9092.0	8900.0	8870.0	9438.0	27103	32977	32617	33719								
3.3959	9785.0	9457.0	11141	9687.0	9144.0	9127.0	10041	9854.0	9050.0	8904.0	8998.0	9383.0	9171.0	9157.0	9373.0	9832.0	9362.0	9088.0	8887.0	8696.0	28267	33114	32935	33667								
3.4166	9702.0	9803.0	11218	9550.0	9314.0	9216.0	9456.0	9906.0	9167.0	9198.0	9033.0	9439.0	9027.0	9204.0	9123.0	10019	9203.0	9219.0	8903.0	9109.0	28346	33488	33335	33481								
3.4375	9910.0	9485.0	10987	10094	9254.0	9220.0	9347.0	9870.0	9324.0	8940.0	9509.0	9194.0	9189.0	8934.0	8951.0	9283.0	9340.0	9267.0	9040.0	9171.0	29402	33251	33060	33861								
3.4584	9805.0	9353.0	11441	9708.0	9266.0	9423.0	9626.0	9262.0	9178.0	9277.0	9334.0	9571.0	9018.0	8954.0	9284.0	9757.0	9259.0	9204.0	8748.0	9264.0	29476	32611	33468	33456								
3.4791	9783.0	9247.0	10908	9976.0	9191.0	9120.0	9491.0	9571.0	9116.0	9292.0	9695.0	9454.0	9149.0	8785.0	9025.0	9767.0	9277.0	9181.0	9199.0	9129.0	29492	33206	33302	34974								
3.5000	9642.0	9463.0	11265	9660.0	8943.0	9090.0	9538.0	9859.0	8752.0	9057.0	9376.0	9707.0	8767.0	8808.0	9088.0	9679.0	9293.0	9135.0	8885.0	8995.0	30397	33394	33011	34534								
3.5209	9845.0	9416.0	10763	9923.0	9079.0	9056.0	9503.0	9761.0	9011.0	9244.0	9375.0	9390.0	8843.0	8847.0	9577.0	9762.0	9073.0	9070.0	9054.0	8949.0	29950	33457	34102	34919								
3.5416	9782.0	9253.0	11271	9817.0	9408.0	9549.0	9617.0	9686.0	9235.0	9362.0	9440.0	9332.0	9113.0	8885.0	9326.0	9773.0	9110.0	9304.0	9362.0	8835.0	30852	32852	34161	35106								
3.5625	9749.0	9578.0	11064	9560.0	8950.0	9393.0	9298.0	9644.0	9209.0	8913.0	9280.0	9557.0	9140.0	9095.0	9577.0	9473.0	9183.0	9171.0	9203.0	8869.0	30774	33411	33665	34514								
3.5834	10061	9335.0	11391	9460.0	8902.0	9097.0	9418.0	9718.0	9312.0	9000.0	9209.0	9560.0	8754.0	9226.0	9204.0	9805.0	9125.0	9008.0	8977.0	8891.0	30613	32969	33608	34419								
3.6041	9568.0	9266.0	10988	9508.0	9200.0	9125.0	9593.0	9614.0	8985.0	8838.0	9234.0	9658.0	9119.0	8781.0	9457.0	9668.0	9148.0	9036.0	9206.0	8819.0	30785	32983	34026	34799								
3.6250	9739.0	9608.0	10748	10072	9111.0	9078.0	9509.0	9489.0	9082.0	9291.0	9101.0	9505.0	9017.0	9025.0	9641.0	9894.0	8669.0	8781.0	9172.0	8995.0	30653	32709	34016	35413								
3.6459	9730.0	9321.0	11209	9735.0	9369.0	9073.0	9652.0	9684.0	9001.0	9134.0	9191.0	9240.0	8910.0	9172.0	9538.0	9814.0	9166.0	8936.0	8809.0	8735.0	30760	33416	34514	33750								
3.6666	9488.0	9392.0	11308	9649.0	9009.0	9497.0	9411.0	9717.0	8975.0	9177.0	9516.0	9304.0	9038.0	9005.0	8980.0	9791.0	9194.0	9073.0	9313.0	9034.0	31581	32704	34527	34588								
3.6875	9700.0	9581.0	11057	9619.0	9269.0	9189.0	9630.0	9906.0	9296.0	9070.0	9182.0	9382.0	8798.0	9270.0	9368.0	9775.0	8914.0	9341.0	9388.0	8851.0	31758	32926	34172	34899								
3.7084	9508.0	9344.0	11175	9589.0	9221.0	9341.0	9694.0	9672.0	8962.0	9158.0	9498.0	9655.0	9062.0	9026.0	9207.0	9562.0	8921.0	9037.0	8787.0	9056.0	31502	33677	34227	34602								
3.7291	10127	9334.0	11278	9219.0	9168.0	9156.0	9437.0	9720.0	9093.0	9272.0	9808.0	9510.0	8971.0	9019.0	9129.0	9782.0	9090.0	9128.0	9200.0	9136.0	31907	33339	34087	33624								
3.7500	9809.0	9738.0	11184	9468.0	9187.0	9279.0	10001	9683.0	9239.0	9010.0	9540.0	9590.0	8792.0	9137.0	9083.0	9625.0	9206.0	9055.0	8950.0	9078.0	33192	33211	34604	34632								
3.7709	9963.0	9482.0	10995	9667.0	9077.0	9179.0	9645.0	9508.0	8983.0	9191.0	9161.0	9505.0	8979.0	9164.0	9192.0	9544.0	9217.0	8950.0	9087.0	8964.0	32848	34389	34490	33868								
3.7916	9975.0	9019.0	11140	9740.0	9304.0	9539.0	9567.0	9686.0	9084.0	9368.0	9299.0	9389.0	9117.0	8924.0	9441.0	9582.0	9091.0	9205.0	9129.0	8921.0	32710	32722	34991	34703								
3.8125	9595.0	9478.0	10978	9497.0	8860.0	9385.0	9617.0	9599.0	9121.0	9186.0	9162.0	9197.0	8962.0	8893.0	9474.0	9803.0	9313.0	8940.0	8962.0	9083.0	33479	32895	34289	35648								
3.8334	9664.0	9326.0	11005	9987.0	9066.0	9176.0	9676.0	9414.0	9163.0	8806.0	9151.0	9084.0	9217.0	9156.0	9562.0	9403.0	9106.0	9250.0	9115.0	9360.0	33046	33490	34349	34834								
3.8541	9799.0	9590.0	10980	9960.0	9379.0	9228.0	9496.0	9915.0	9097.0	9000.0	9407.0	9430.0	8706.0	9081.0	9421.0	9291.0	9194.0	9103.0	9178.0	9031.0	32848	33280	33866	35747								
3.8750	9895.0	9543.0	11365	9344.0	9157.0	9038.0	9607.0	9644.0	9300.0	9192.0	9468.0	9312.0	9259.0	9309.0	9458.0	9748.0	8931.0	9080.0	9201.0	9325.0	32884	32656	34088	34474								
3.8959	9714.0	9529.0	11241	9793.0	9396.0	9363.0	9597.0	9714.0	9123.0	8765.0	9221.0	9232.0	8961.0	9137.0	9659.0	9750.0	9221.0	9272.0	8998.0	9299.0	32738	33525	34852	35148								
3.9166	9459.0	9349.0	11339	9716.0	9263.0	9090.0	9224.0	9896.0	8900.0	8921.0	9008.0	9733.0	9213.0	8881.0	9175.0	9676.0	8894.0	8828.0	9004.0	9307.0	32165	32665	35500	35105								
3.9375	9685.0	9420.0	11134	9201.0	9048.0	9106.0	9664.0	9617.0	9008.0	9053.0	9437.0	9420.0	9400.0	9037.0	9141.0	9657.0	9228.0	9192.0	9026.0	9168.0	32269	32985	34497	36012								
3.9584	9658.0	9169.0	11063	9444.0	9188.0	9489.0	9425.0	9642.0	9522.0	9002.0	9344.0	9574.0	8899.0	9136.0	9489.0	9978.0	9184.0	9389.0	9003.0	9144.0	32767	33010	34946	35139								
3.9791	9811.0	9384.0	10997	9734.0	9343.0	9239.0	9869.0	9869.0	9043.0	9180.0	9551.0	9392.0	8951.0	8855.0	9504.0	9719.0	9002.0	9144.0	9039.0	8976.0	32391	33136	34856	36066								
4.0000	9934.0	9647.0	11308	9865.0	9429.0	9263.0	9576.0	9408.0	9325.0	9207.0	9495.0	9533.0	9105.0	9039.0	9218.0	9789.0	9149.0	9322.0	9287.0	8898.0	32190	32858	35127	35546								
4.0209	9875.0	9693.0	11251	9726.0	9166.0	9347.0	9606.0	9755.0	8960.0	9127.0	9150.0	9470.0	9286.0	8959.0	9309.0	9666.0	8859.0	9282.0	8849.0	9410.0	32213	32825	34705	35873								
4.0416	9872.0	9430.0	11159	9320.0	9029.0	9338.0	9628.0	9643.0	9164.0	9182.0	9219.0	9259.0	8860.0	9034.0	9310.0	9758.0	9050.0	9136.0	8985.0	9171.0	31709	33383	34830	36213								
4.0625	9672.0	9113.0	11051	9676.0	9101.0	9253.0	9781.0	9821.0	9201.0	9206.0	9136.0	9708.0	9053.0	9354.0	9500.0	9751.0	9339.0	9155.0	8796.0	9001.0	32402	34024	34988	36559								
4.0834	9981.0	9573.0	11195	9808.0	9247.0	9265.0	9387.0	9593.0	9033.0	9246.0	9545.0	9408.0	8768.0	9235.0	9468.0	9713.0	9216.0	9187.0	9151.0	9205.0	32919	33957	35352	35326								
4.1041	9555.0	9320.0	11027	9520.0	9396.0	9075.0	9667.0	9694.0	9328.0	9084.0	9411.0	9303.0	9269.0	9316.0	9625.0	9861.0	8957.0	9127.0	8864.0	9111.0	32407	33767	35071	35386								
4.1250	9674.0	9442.0	11290	9863.0	9384.0	9419.0	9436.0	9679.0	9483.0	9300.0	9393.0	9913.0	8991.0	9056.0	9720.0	9588.0	9206.0	9180.0	8662.0	9252.0	32438	32990	34768	35748								
4.1459	9894.0	9727.0	11087	9945.0	9297.0	9300.0	9782.0	9758.0	9021.0	9201.0	9113.0	9843.0	8843.0	9253.0	9187.0	9788.0	9155.0	8993.0	8893.0	9214.0	32024	33639	34681	36800								
4.1666	9941.0	9254.0	10938	9772.0	8975.0	9486.0	9623.0	9739.0	9329.0	8952.0	9680.0	9394.0	9343.0	9302.0	9391.0	9908.0	9273.0	9383.0	9223.0	9027.0	32649	33474	35841	36918								
