time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
0.0000	0.013659	0.0075245	0.0074859	0.018896	0.018787	0.014411	0.015365	0.011833		0.014127				0.020852		0.013840				0.0056636									0.022624		0.011906	0.027994								
0.036111	0.0092687	0.0079232	0.0041225	0.0034303	0.0057684	0.0072509	0.0091184	0.0056627		0.011996				0.0024329		0.018794				0.0061493									0.015370		0.014405	0.014111								
0.072222	0.0021032	7.7836e-05	0.0060373	0.0019813	-0.00011557	0.0055272	0.0092418	0.0041467		0.0036708				0.0037401		0.0056139				0.0020207									0.011033		0.0066837	0.010800								
0.10833	0.0040499	0.0036517	-0.0011052	0.0035975	-0.0012657	0.00032266	1.8508e-05	0.0018424		0.0019371				0.0095741		-0.00041246				0.00041411									0.0031280		0.0046621	0.0048499								
0.14444	-0.0026048	-0.0041794	0.00064580	-0.0094160	-0.00081565	0.0051128	-0.00015115	0.00084188		-0.00088007				0.0081498		-0.0039802				-0.0051156									0.0031446		0.0029495	0.0022803								
0.18056	-0.0052004	-0.00089037	-0.00027377	0.00023965	0.0033682	-0.0018155	0.00032698	-0.0026904		0.0030568				-0.0036548		-0.0047011				-0.0081981									0.0038785		0.0020791	0.00041778								
0.21667	0.00087441	-0.0011039	-0.0025034	-0.0033969	-0.0067330	0.00065415	0.00058918	0.0015544	0.0091462	0.00040211	0.0010926	0.0017581		0.0037206	0.0012566	0.0027116		0.0022632	0.0079023	-0.0019958		0.00061947	-0.0047325	0.0016631	0.0036541		0.0045088		0.0021273		-0.0016270	0.0019354								
0.25278	-0.00087901	-0.00037779	-0.0033222	-0.0033969	-0.0046661	-0.0023956	-0.0063669	-0.0050705	0.0043915	-4.9361e-05	0.0026621	-0.0047169		-0.0064059	-0.0010866	-0.0052372		0.0023893	0.0013107	-0.0031727		0.0056754	0.014108	-0.00015251	0.0071254		0.011166		-0.0056113		0.0014474	0.0019871								
0.28889	0.0020065	-0.0042933	-0.0042796	-0.00059634	-0.0031326	-0.0022630	-0.0030508	-0.0035545	0.0023906	-0.0067131	0.0014576	0.00027085		-0.0025426	0.00051966	-0.0015955		-0.0037066	0.0045856	-0.0093003		0.0019961	0.0073951	-0.010925	0.0064873		0.0035140		-0.0039602		-0.0068493	-0.0035143								
0.32500	-0.0048691	-0.0014172	0.00050723	-0.0046648	-0.0061496	-0.0091582	-0.0028811	0.00046288	0.0047481	-0.0034444	-0.0022655	0.0098292		-0.0092741	0.0087587	0.00047485		0.0061099	0.0018530	0.0048977		-0.0060383	-0.0017880	0.0030914	0.0043943		0.00024896		-0.0055779		-0.0080145	-0.00025481								
0.36111	0.0010953	-0.0019298	-0.00096660	-0.0017528	-0.00043227	-0.0037382	-0.00050589	-0.0012350	0.0057189	-0.0058462	-0.0014442	0.0050047		-0.00088412	-0.0056218	0.00095548		0.00064462	-0.0044674	0.0074010		-0.0067391	-0.0017131	0.0053913	0.0058236		0.00073362		-0.0053778		-0.0047014	0.00077994								
0.39722	-0.0063050	-0.0026844	0.0012505	-0.0020454	-0.00086565	-0.0035227	-0.0046086	-0.0038425	0.00096415	-0.0025415	0.0085569	0.00070614		-0.0032645	-0.0011433	-0.0030374		-0.0010580	-0.0039042	0.00054488		-0.0021337	-0.0056059	0.0072069	-0.00050640		0.0031059		-0.0081964		-0.0088849	-0.0024795								
0.43333	-0.0069124	-0.0013175	-0.0034356	-0.0017807	-0.0020324	-0.0030918	-0.0042384	-0.0046612	0.0010038	-0.0040584	-0.0055870	0.0026650	0.0076159	-0.0060352	0.00036849	-0.0058103	0.0031896	0.00024524	-0.0026109	0.0061680		-0.0059382	0.00095699	-0.00061248	-0.0064791		-0.010618	-0.0054638	-0.0054946		-0.0072283	-0.0047042								
0.46944	-0.0035299	0.00054770	-0.0010800	-0.00063814	-0.00013224	-0.0088432	-0.0072923	-0.0027813	-0.0095755	-0.0066589	0.0014941	-0.00045464	0.0036857	-0.0083961	0.0037888	-0.0048305	-0.0015864	0.0059837	0.0010395	-0.00093096		0.0037732	0.0065966	-0.0066646	0.0030159		-0.010311	-0.0028394	0.00074300		-0.014458	0.0037979								
0.50556	-0.0027567	-0.0015311	-0.0030829	-0.00045701	-0.0015824	0.0015492	-0.0055648	-0.0025085	-0.0050585	-0.0049975	-0.0043095	-0.0067301	0.0012201	-0.0065425	-0.0035054	-0.0064573	-0.0025134	-0.00067965	0.00047630	0.00075038		0.013134	0.0039265	0.0012758	-0.0072703		0.0056822	-0.0019646	-0.0054445		-0.0052770	-0.0017379								
0.54167	-0.00052004	0.00043380	0.0015024	-0.0029650	-0.0057662	0.0011348	-0.0063206	-0.0043883	-0.0010566	-0.00042860	0.0024613	-0.00041836	-2.2015e-05	-0.0014695	-0.0062076	-0.0063279	-0.0043069	-0.0053041	0.0027917	-0.0017903		0.0017958	-0.0032103	0.0046650	-0.0024207		0.0017284	0.0021845	-0.0053611		-0.0045330	0.00060748								
0.57778	0.0021584	0.0011172	0.0011497	0.0063842	-0.0090166	-0.0077161	-0.0051792	-0.0071474	-0.0053953	-0.0013315	-0.0073025	-0.0077821	-0.0021169	-0.0095278	0.0041668	-0.0040726	-0.0042465	-0.0018358	0.0032089	0.0014042		4.3801e-05	-0.00061512	0.0014937	-0.0043095		-0.0019958	-0.0023395	-0.0046440		-0.0017534	0.0012111								
0.61389	0.0069216	0.0049189	0.0012127	0.0066489	-0.0090666	-0.0047161	-0.0010611	-0.0014018	0.00074623	-0.0044557	0.00028957	-0.0018875	-0.0030438	-0.0090985	-0.0027306	-0.0020947	-0.0010222	0.0074972	-0.0018183	-0.0049101		-0.0039108	-0.0036595	0.0010095	-0.0035183		-0.0035007	0.0056088	-0.0031430		-0.0071441	0.0038152								
0.65000	0.013507	0.0082364	0.010257	0.014981	-0.0089499	-0.0051305	-0.0029120	0.0022669	-0.0024434	0.00027570	0.0058011	0.0043154	-0.0066403	-0.00070852	-0.00070863	-0.0065127	-0.0074506	-0.0087514	-0.0010465	-0.0032662	-0.00037656	0.0048744	-0.0035597	0.0013484	0.00056562	0.0061458	-0.0069188	0.0033093	-0.0096474	-0.0012050	-0.0050384	0.0035737								
0.68611	0.016918	0.011312	0.0099171	0.013685	-0.0049161	-0.0079979	-0.0035752	0.0018728	-0.0016311	-0.00019383	0.00023482	-0.0011801	0.0026661	-0.0021134	-0.0010299	-0.0077513	0.0091546	-0.0045894	0.0047317	-0.0030046	-0.00035145	-0.0016081	-0.00031567	-0.0023797	-0.0022676	-0.011244	-0.0013070	0.0066835	0.0015102	-0.0011138	-0.00060225	-0.0063598								
0.72222	0.019016	0.022162	0.025424	0.016263	-0.0092333	-0.0068874	-0.011164	0.0067846	-0.0039491	-0.0064422	-0.0031415	-0.0013796	-0.0055651	-0.011459	0.00068974	-0.0059582	0.0029679	-0.0030549	0.0030420	-0.0035090	0.00090373	-0.0013078	-0.0045080	-0.0052363	-0.0022165	-0.0078310	-0.00018468	0.0063836	-0.0022424	0.0013943	0.00063313	-0.0045835								
0.75833	0.027990	0.027316	0.029115	0.034083	-0.0050828	-0.0022299	-0.0051175	0.0012057	-0.010883	-0.012239	-0.0053497	0.0079066	0.0017392	-0.0074010	0.0024849	-0.0084907	0.0019200	-0.0012472	-0.0078884	0.00032070	0.017196	0.0016707	0.0038018	0.0056333	0.0063852	-0.0037202	-0.0013325	0.0023845	-0.00077469	-0.0051420	0.0027108	-0.00051349								
0.79444	0.038884	0.036884	0.037202	0.040033	-0.0010157	-0.00022431	0.0051391	0.0056476	-0.0012745	9.5110e-05	0.00014357	0.0023748	0.0035189	-0.0038694	-0.0039589	-0.0012258	0.00020712	0.00051850	-0.0071583	-0.0023134	-0.0038660	0.0014705	0.0028036	0.0030914	-0.0092357	0.0060960	0.0059628	-0.0092130	0.00047616	-0.0029683	-0.0010374	-0.0024623								
0.83056	0.054582	0.043106	0.043992	0.057226	-0.0025492	-0.0023956	0.0016226	0.010999	0.0018557	-0.0055392	-0.00098794	-0.0025223	0.0025734	-0.0030499	-0.0051305	-0.0079361	-0.0059191	0.0045754	-0.0020477	-0.0012859	0.0039413	-0.0043613	-0.010971	-0.0058657	-0.00030221	0.0037790	-0.0044190	0.0033843	0.0023774	-0.0027403	0.0016299	-0.0059976								
0.86667	0.067325	0.065446	0.054384	0.073779	0.0025514	0.0095383	0.0035351	0.014183	-0.0063462	-0.0048891	0.0038119	0.0058571	-0.0013568	-0.0067376	-0.00084091	-0.0074555	0.0039554	-9.1087e-05	-0.0017348	0.0059625	-0.0044434	-0.0060884	0.0032029	-0.0015324	0.0018163	-0.00015746	0.0027998	-0.0036642	-0.0072624	0.0042216	0.0039602	-0.0035660								
0.90278	0.077625	0.077492	0.075975	0.086110	-4.8894e-05	0.0059913	0.010306	0.017063	-0.0025623	-0.0077785	-0.00014843	0.0077071	0.0016094	-0.0027768	-0.0063588	-0.0042760	-0.0011028	0.0033142	-0.0074921	0.0061493	-0.0075060	0.0030723	-0.0021124	-0.0025007	-0.0011445	0.00056505	0.0010397	0.0014847	-0.00069130	7.1823e-05	0.00014179	-0.0014793								
0.93889	0.097989	0.092001	0.088660	0.10811	0.0027181	0.011726	0.0081005	0.024128	-0.0015123	-0.0048711	0.0017131	0.0089586	-0.0035444	-0.0062693	-0.0016346	-0.0037029	0.00018697	-0.0037906	-0.0078884	0.0038515	-0.0026359	0.0050997	-0.00088961	0.0060207	0.00092296	-0.0014281	-0.0055159	0.0010598	-0.0045106	-0.0018891	0.0019106	0.0034185								
0.97500	0.11199	0.11578	0.11651	0.12897	0.012553	0.022036	0.013005	0.028221	-0.0028991	-0.0023789	0.00080058	0.010319	-0.0023393	-0.0068547	0.0059620	-0.0069009	0.0024843	-0.0014574	0.0012690	-0.0013420	0.0030376	0.0014705	0.0042759	0.0015421	0.0020971	0.0024834	0.0062434	-0.0011398	0.00012592	-0.0020411	0.00012775	-0.0047042								
1.0111	0.14127	0.13869	0.12898	0.15335	0.021387	0.030887	0.018141	0.035937	0.0032821	-0.00097036	0.010674	0.014073	-0.0065847	-0.0098790	0.00068974	0.0018243	-0.00037729	0.0031250	-0.0078676	0.0028240	0.0040919	0.0054001	0.0013812	0.0015179	0.00074429	0.0024336	0.00027447	-0.0052888	0.0028945	-0.0050508	-0.0012340	-0.0016862								
1.0472	0.16610	0.16724	0.16689	0.18701	0.013803	0.030953	0.018882	0.037817	-6.6037e-06	0.0093051	0.0043594	0.0071267	0.00055268	-0.0033036	0.00044408	-0.0086016	0.0044592	0.00093890	-0.0062405	0.0014042	0.0040668	0.0028971	-0.010597	0.00069479	0.00031038	0.00093877	-0.0090615	0.0017846	-0.0020589	-0.0030747	0.0023598	-0.0043765								
1.0833	0.20140	0.19964	0.18965	0.22873	0.026621	0.042605	0.031714	0.048035	0.0065113	0.0019010	0.011240	0.020186	-0.0027843	-0.0027768	0.0074170	-0.00030155	-0.0016670	0.0022632	0.00035114	0.0038328	-0.0061253	0.017039	0.0070957	0.0077637	-0.0036714	-0.0040939	0.0081565	-0.00031493	0.0014935	0.00086226	9.9672e-05	-0.0014620								
1.1194	0.23825	0.22593	0.22085	0.25729	0.030171	0.047229	0.039179	0.059102	0.0055604	0.0017023	0.0051259	0.020077	0.0017392	-0.0011573	0.0036188	-0.0083798	0.0026858	-0.00055353	0.0011647	0.0025998	0.0053220	-0.00045678	-0.0040588	0.0055849	-0.0073980	-0.0045922	-0.0035518	-0.0033893	0.00064294	-0.00061221	-0.0028063	-0.0017724								
1.1556	0.27935	0.26823	0.26437	0.29760	0.034388	0.056478	0.043004	0.075671	0.0042528	0.012700	0.015163	0.021655	0.00021899	-0.0091571	-0.0024094	-0.0026123	0.0039352	-0.00078475	3.8243e-05	-0.0094498	0.0013807	0.0033977	-0.00031567	0.010330	-0.0051518	0.00056505	0.0041772	-0.00081482	0.0015769	-0.0012506	0.0033846	-0.0074980								
1.1917	0.30895	0.31250	0.30203	0.33801	0.045606	0.068810	0.060865	0.084282	0.0091462	0.011653	0.010327	0.029435	0.00094200	-0.0025231	0.0046392	-0.010080	-0.00027653	0.0045544	0.0057955	-0.00038920	-0.0038409	0.00074462	0.00058268	0.0017600	0.00018275	0.010282	-0.00054179	0.0033593	0.0012934	0.0064105	0.0023458	-0.0070151								
1.2278	0.35558	0.36226	0.34698	0.38640	0.057941	0.085683	0.066309	0.095334	0.013386	0.018262	0.022172	0.034169	0.0048166	0.0031743	0.0050360	-0.0064758	0.0014565	-0.0014574	0.00030942	0.0053834	0.0037405	-0.0024091	-0.0031105	0.0018568	-0.00032773	0.0076905	0.0035140	-8.9980e-05	0.00067629	-0.0010074	0.0028652	-0.0050146								
1.2639	0.40256	0.40607	0.39391	0.41910	0.070292	0.095098	0.075131	0.10940	0.028106	0.020628	0.021077	0.037325	0.0057064	0.00055974	0.0047526	-0.0020947	-0.0049719	-0.00097394	-0.0010465	0.0047295	-0.0084098	0.0017958	8.7338e-06	0.0088289	0.00064219	-0.0099986	0.0017539	-0.0064886	0.0032113	0.0018351	0.00088582	0.0013835								
1.3000	0.44924	0.45720	0.42927	0.45631	0.079160	0.11709	0.084077	0.13340	0.031414	0.024240	0.024617	0.048062	0.0052430	0.0035255	0.0063210	0.0023974	0.0076230	0.0035664	0.0082778	0.0012548	-0.0049203	0.0050747	-0.0011392	0.0058512	-0.00030221	0.0016613	0.00063158	0.0053838	0.0011433	-0.0024211	0.0025564	-0.0058424								
1.3361	0.48820	0.50170	0.49221	0.53033	0.095978	0.13375	0.10026	0.14610	0.030661	0.030380	0.028632	0.051109	0.0071710	0.00091095	0.010875	0.0054290	0.0059706	0.0027887	-0.00012863	-0.0017903	-0.0012050	0.0083034	-0.0013887	0.0055123	2.9608e-05	0.0022343	-0.0023274	-0.0033643	-0.0018087	-0.0021171	0.0025564	0.0015905								
1.3722	0.52790	0.55614	0.53172	0.55887	0.11285	0.15526	0.11941	0.17339	0.046709	0.037260	0.030329	0.058292	0.012714	0.0039157	0.0069068	0.0035065	0.0026858	-0.0014994	0.0042728	0.0034779	0.0033639	0.00096988	0.0046502	0.0054881	0.0027607	-0.00013254	-0.0037558	0.0062586	-0.0021256	0.00016303	0.0050693	-0.0059976								
1.4083	0.57448	0.60175	0.55711	0.58788	0.13467	0.17368	0.13878	0.20006	0.044054	0.039517	0.034034	0.064368	0.022095	0.0082864	0.021627	0.012768	0.0051443	-0.00034333	0.010760	0.0060933	0.0038158	-0.00070708	0.0085680	0.014905	0.0031946	0.0018357	0.0030549	-0.0010898	0.0044622	0.0021999	0.0038198	-0.0015310								
1.4444	0.61372	0.65489	0.64054	0.64500	0.15153	0.20491	0.15081	0.22704	0.058278	0.047752	0.044875	0.080673	0.017979	0.017828	0.014333	0.011844	0.0056683	0.010734	0.0042936	0.0063922	0.0028116	-0.0016832	-0.00044044	0.013429	0.0032201	0.00061488	-0.0027355	0.0040591	-0.00024100	-0.0016459	0.00047871	-0.0076877								
1.4806	0.65522	0.69850	0.66451	0.68062	0.18344	0.23302	0.17969	0.25404	0.068184	0.056168	0.056646	0.087511	0.020018	0.016559	0.024216	0.010383	0.0026254	0.0091998	0.0052323	0.0052900	-0.0076315	-0.0037356	0.0098906	0.012194	0.0027607	-0.0019513	0.0042282	0.0090080	0.0022273	7.1823e-05	0.0059958	0.0033151								
1.5167	0.68927	0.73155	0.68457	0.72106	0.20009	0.26814	0.20250	0.28182	0.067174	0.058244	0.055168	0.092644	0.020018	0.020754	0.023593	0.017556	0.0041569	0.0079386	0.0050863	0.0056449	0.010694	-0.0014580	0.0091170	0.0051250	-9.8013e-05	-0.0021755	0.0026467	0.0084332	0.0020439	0.00087746	0.0034970	-0.0042386								
1.5528	0.72425	0.77869	0.76992	0.75700	0.22716	0.29431	0.23591	0.32880	0.071077	0.070019	0.062559	0.10266	0.023151	0.020130	0.026049	0.015042	0.0065953	0.014728	-0.00035809	0.0074944	-0.0067780	0.0016957	0.015830	0.013719	0.0023013	-0.0022502	-0.0047762	0.0037342	0.0018437	-0.00079462	0.0023318	-0.011016								
1.5889	0.76374	0.81142	0.77930	0.77342	0.26761	0.34992	0.25480	0.35399	0.089006	0.080258	0.075572	0.12190	0.029065	0.020657	0.033306	0.026114	0.0090740	0.012626	0.0051906	0.011735	0.0019581	0.0060508	0.010440	0.0060449	0.0013058	-0.0033216	-0.0096227	0.0019596	0.0042120	0.0032792	0.0041146	0.0011076								
1.6250	0.77543	0.81589	0.75831	0.80176	0.30167	0.37324	0.28933	0.40499	0.11185	0.088023	0.081831	0.13030	0.027582	0.027779	0.036027	0.022898	0.011109	0.014602	0.0080692	0.016555	-0.0048199	0.0057004	0.0019302	0.013356	-0.0071938	0.0075410	-0.0014091	-0.0013647	0.0035449	0.0018807	-1.2634e-05	-0.0073773								
1.6611	0.81439	0.86019	0.83232	0.80835	0.32429	0.40843	0.32353	0.43569	0.12106	0.10207	0.098384	0.13918	0.033366	0.016696	0.037066	0.036355	0.021830	0.014581	0.017665	0.012707	-0.0034392	0.012659	0.0082935	0.0098456	-0.0061983	-0.0088525	-0.00043976	-0.0011897	0.0013934	0.0021239	0.0070206	0.0030046								
1.6972	0.82464	0.89248	0.83373	0.85649	0.37591	0.45494	0.36764	0.46707	0.12928	0.11439	0.10972	0.16898	0.048772	0.035291	0.045456	0.034063	0.015744	0.015191	0.016559	0.012557	-0.00047697	0.0054501	0.0088425	0.012170	0.00097401	0.0055728	0.0025192	0.0056088	-0.00032439	-0.0019499	0.0042831	-0.00046175								
1.7333	0.86316	0.89446	0.81953	0.86924	0.42186	0.50360	0.38932	0.49923	0.15496	0.13315	0.11720	0.18493	0.044767	0.031447	0.041318	0.047317	0.023442	0.013488	0.014431	0.013678	0.0091880	0.0073023	0.00063259	0.014881	0.0027097	0.0036295	-0.0083473	0.0029344	0.0068305	0.0053769	0.0080033	-0.0046697								
1.7694	0.86751	0.90407	0.84797	0.87006	0.46359	0.53761	0.44161	0.53940	0.16904	0.15058	0.12784	0.19619	0.057652	0.043934	0.057059	0.038389	0.021286	0.019626	0.019354	0.014818	-0.0045940	0.014386	0.0012814	0.015510	0.0012803	-0.0039693	-0.0026590	3.4992e-05	0.00070965	-0.00026259	0.00089986	-0.0054630								
1.8056	0.90713	0.93756	0.90898	0.90751	0.50152	0.58498	0.47880	0.58491	0.18977	0.15527	0.14848	0.21888	0.062212	0.044149	0.057834	0.057780	0.019654	0.021350	0.017081	0.017470	0.00012552	0.00034415	0.0026539	0.015389	-0.0049732	-0.0066102	0.0011673	0.0027344	0.0021773	0.00048224	0.0039743	0.0014870								
1.8417	0.93483	0.94474	0.92718	0.91953	0.55666	0.62645	0.51759	0.62884	0.21227	0.17281	0.15888	0.24409	0.064622	0.043271	0.055793	0.052198	0.025337	0.023851	0.026551	0.020833	0.0064015	0.0064263	0.0033276	0.021151	-0.0073214	-0.0020758	0.0071617	0.0046090	-0.0029428	-0.0039868	0.0018545	-3.0611e-05								
1.8778	0.92276	0.95963	0.88879	0.91878	0.59503	0.66627	0.55789	0.65349	0.23351	0.19990	0.18071	0.27115	0.067904	0.048637	0.064845	0.053455	0.029992	0.022127	0.021899	0.024756	-0.0014058	0.011707	0.014108	0.026937	0.0035264	0.0093847	0.0068556	0.010283	0.0028444	0.0021695	0.0027108	-0.0041351								
1.9139	0.96977	0.96869	0.97234	0.95295	0.62419	0.70147	0.59987	0.69638	0.26198	0.21366	0.19221	0.29360	0.079824	0.063270	0.069588	0.065600	0.036702	0.040121	0.022775	0.018106	-0.0012803	0.013560	0.0059478	0.020812	-0.0048455	-0.0030475	-0.0026590	0.00075983	-0.00064127	0.0016071	0.0047744	-0.0028934								
1.9500	0.93578	0.97956	0.93891	0.94879	0.68738	0.73946	0.64728	0.73158	0.28242	0.24156	0.21130	0.33135	0.090484	0.066743	0.075257	0.075878	0.034284	0.038775	0.022817	0.013846	-0.0015313	0.0093046	0.022118	0.026646	0.0047261	0.00051522	0.0034375	0.0011847	0.0022440	-0.0011594	0.0035952	-0.00061697								
1.9861	0.94007	0.99405	0.93273	0.95598	0.71145	0.77122	0.67204	0.74360	0.32884	0.27222	0.23072	0.35057	0.097714	0.078528	0.082948	0.082385	0.037851	0.048466	0.028261	0.025279	0.00015062	0.0099804	0.027059	0.026356	0.0039859	-0.00075540	0.0010142	0.0039591	0.0071807	0.0028840	0.0070627	-0.0011861								
2.0222	1.0059	0.98248	0.95017	0.97417	0.74732	0.78219	0.70867	0.75632	0.33675	0.29462	0.26651	0.38962	0.10090	0.090528	0.092963	0.083050	0.032551	0.041403	0.042529	0.032808	0.0019832	0.020067	0.018051	0.027639	-0.0012977	0.0078649	0.0016264	0.0015847	-0.0025092	-0.00041460	0.0046341	-0.0011343								
2.0583	0.96527	0.99154	0.97140	0.94429	0.77830	0.81798	0.74052	0.79359	0.39452	0.31788	0.28972	0.43448	0.11054	0.090294	0.10198	0.093920	0.051857	0.041760	0.034728	0.034844	0.0011297	0.013284	0.021619	0.024831	-0.0029823	1.6942e-05	-0.0024039	0.0085831	0.0035949	0.0049361	0.0034548	0.0053156								
2.0944	0.98304	0.99815	0.93454	0.95646	0.81188	0.83712	0.77101	0.80956	0.42528	0.36763	0.32772	0.45990	0.12311	0.10590	0.10893	0.10436	0.041539	0.046279	0.042300	0.038076	0.0071044	0.014436	0.020671	0.030762	-0.00096584	0.0060960	0.00037650	0.0070335	0.0019271	0.0035984	0.0071750	-0.0036177								
2.1306	0.96778	0.99594	0.96505	0.96504	0.82286	0.86095	0.79313	0.83478	0.45663	0.38995	0.34159	0.50044	0.13186	0.11082	0.12021	0.10828	0.046295	0.042138	0.051395	0.036507	0.0041672	0.016188	0.027658	0.040203	-0.0091847	0.0014370	0.0050955	0.0029344	0.00044280	0.0012575	0.0048868	0.0019009								
2.1667	0.97238	1.0105	1.0072	0.96843	0.85075	0.87579	0.82391	0.83512	0.49645	0.42141	0.38845	0.52951	0.13622	0.12653	0.12968	0.11370	0.064431	0.051198	0.043447	0.034190	0.015263	0.028477	0.025362	0.029503	0.0027862	-0.00080523	0.014049	0.0015097	0.0022941	0.00054305	0.0060379	0.0016940								
2.2028	1.0206	1.0345	0.99304	0.96369	0.86245	0.89081	0.85365	0.85990	0.53470	0.46589	0.42349	0.56628	0.15798	0.13353	0.13493	0.13100	0.060603	0.056033	0.055024	0.050499	0.0088365	0.030855	0.024963	0.029188	0.0094481	-0.0043680	0.0031314	0.014032	-0.0014085	0.0027928	0.0058694	-0.00011684								
2.2389	0.98155	0.99899	0.97122	0.97369	0.88078	0.91726	0.84902	0.85836	0.58205	0.49370	0.45946	0.60692	0.16551	0.13578	0.14378	0.14431	0.070336	0.059417	0.057027	0.053003	0.014861	0.031280	0.023116	0.038484	-0.0063770	0.0023090	0.0031059	0.011233	0.0016936	-0.0010682	0.0061221	0.0010041								
2.2750	0.97119	0.99238	0.98469	0.96420	0.91022	0.91817	0.87893	0.86479	0.61607	0.53729	0.49483	0.64064	0.17561	0.15494	0.15833	0.15128	0.072875	0.067237	0.057861	0.054460	0.016167	0.027075	0.027483	0.043980	0.0010761	0.0083134	0.0059883	0.0019096	0.0013434	0.0049209	0.0074277	-0.0043765								
2.3111	1.0247	1.0160	1.0021	1.0183	0.92405	0.92531	0.89028	0.90078	0.66698	0.56994	0.54161	0.67312	0.18826	0.16949	0.17006	0.17152	0.078981	0.072891	0.067728	0.053470	0.013807	0.029979	0.032624	0.040252	0.0017397	0.0028073	0.0025192	0.013182	0.0011933	0.0044496	0.0051956	-8.2348e-05								
2.3472	0.98149	1.0044	0.98776	0.99123	0.95152	0.92957	0.90239	0.89857	0.70449	0.59613	0.57106	0.70296	0.19795	0.18096	0.17566	0.18803	0.081702	0.084473	0.056985	0.054329	0.0083595	0.034759	0.043404	0.036935	-0.0012211	0.017631	0.0011417	0.0079833	-0.0031096	-0.0057196	0.0087192	-0.0056527								
2.3833	1.0222	0.98845	0.97413	0.97265	0.93419	0.91385	0.91033	0.90465	0.73208	0.65453	0.61184	0.73708	0.20387	0.18705	0.19686	0.19226	0.086357	0.085377	0.074674	0.064567	0.018225	0.040741	0.035294	0.057706	0.0046240	0.012922	0.0045598	0.014182	0.0043121	0.0025799	0.0033425	-0.0017552								
2.4194	1.0299	1.0151	1.0041	0.98027	0.94672	0.92939	0.91784	0.91094	0.75909	0.66972	0.64288	0.76448	0.23230	0.20896	0.21532	0.20030	0.097602	0.088215	0.082017	0.063091	0.019581	0.042769	0.048070	0.047078	0.0074572	-0.00085505	-0.0046231	0.012182	0.0071640	0.00060385	0.0035250	-0.0033590								
2.4556	0.99257	1.0124	0.98335	0.99604	0.95782	0.94186	0.92391	0.90397	0.79823	0.71046	0.67606	0.77346	0.25683	0.21915	0.22912	0.21293	0.099697	0.096665	0.084332	0.072189	0.020635	0.051003	0.040110	0.058408	0.010265	0.0058469	0.0082330	0.0063836	-0.0064952	0.00066465	0.0079331	-0.0044628								
2.4917	0.96684	1.0048	0.98973	0.98421	0.95787	0.93793	0.91899	0.91581	0.81155	0.74163	0.73039	0.80542	0.27602	0.24639	0.25657	0.23689	0.10357	0.092377	0.092551	0.066622	0.021840	0.052730	0.043803	0.061216	0.0055429	0.015264	0.00075912	0.0069835	0.0034949	0.0012119	0.0030477	-0.0065667								
2.5278	1.0040	1.0038	0.98994	0.97376	0.97761	0.94003	0.92212	0.90591	0.84485	0.77339	0.74889	0.82823	0.29031	0.26469	0.25727	0.24892	0.11580	0.10335	0.095158	0.085154	0.020911	0.050703	0.046124	0.065259	0.013915	0.015464	0.010172	0.014007	0.0049959	-0.00091622	0.0043673	0.0021079								
2.5639	1.0013	0.98970	1.0185	0.97199	0.96126	0.93761	0.93501	0.90848	0.86478	0.78802	0.78996	0.84204	0.30922	0.26565	0.28331	0.27554	0.12043	0.10856	0.094428	0.080670	0.026836	0.054357	0.052088	0.062887	0.0045985	0.011054	-0.0012560	0.012732	0.0047791	0.0053617	0.0031741	-0.00092739								
2.6000	0.98573	0.99877	0.99877	0.97290	0.98034	0.94729	0.93939	0.93394	0.87700	0.81363	0.80394	0.85161	0.33443	0.29273	0.30431	0.29085	0.12072	0.11291	0.096368	0.089058	0.032334	0.061115	0.055731	0.071674	0.0039093	0.025803	0.012544	0.018831	0.0048124	-0.00071861	0.0019808	-0.0028244								
2.6361	0.97934	0.99218	0.96644	0.97226	0.98451	0.94206	0.94706	0.90418	0.90470	0.83259	0.83206	0.86592	0.36163	0.32461	0.32309	0.31451	0.13523	0.12704	0.10404	0.091916	0.032334	0.060089	0.058326	0.073175	0.0073296	0.016685	0.0085646	0.0069335	-0.00039110	-0.00033860	0.00011371	-0.0037212								
2.6722	1.0117	0.98117	0.99760	0.98892	0.96639	0.95300	0.94880	0.90735	0.92164	0.86957	0.86781	0.86930	0.39276	0.33745	0.35157	0.33614	0.13555	0.13227	0.11779	0.10608	0.046994	0.064294	0.067235	0.076516	0.012562	0.018030	0.015937	0.020231	0.0022107	0.0055593	0.0043252	-0.0033245								
