time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM S00GSTsmall	47 nM S00GSTsmal	47 nM S00GSTsmal	47 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
2.3689	0.95496	0.95548	0.99958	0.93217	0.73291	0.77266	0.71994	0.77425	0.56713	0.48318	0.53950	0.49530	0.37684	0.37024	0.35470	0.42066	0.29978	0.33486	0.30537	0.29039	0.23102	0.23624	0.19135	0.19416	0.17405	0.19371	0.17727	0.15206	0.16503	0.20888	0.11272	0.19929								
2.3978	0.95807	0.95524	1.0007	0.95155	0.74386	0.80078	0.72637	0.79931	0.58501	0.48173	0.55931	0.51565	0.40209	0.38093	0.38031	0.42804	0.32383	0.35749	0.31616	0.29120	0.23355	0.24669	0.20061	0.19752	0.17911	0.18223	0.17765	0.16129	0.17907	0.20254	0.099863	0.20251								
2.4267	0.97321	0.97977	0.98918	0.95482	0.74327	0.80228	0.73262	0.80821	0.58355	0.50716	0.57610	0.53931	0.40643	0.39549	0.38447	0.43556	0.32237	0.35754	0.32072	0.30514	0.24879	0.25215	0.18809	0.19339	0.18634	0.20153	0.17719	0.16365	0.15991	0.20242	0.11901	0.19699								
2.4556	0.96039	0.95931	1.0197	0.95874	0.77541	0.82826	0.74966	0.80872	0.61427	0.52495	0.60524	0.55097	0.39097	0.40138	0.38026	0.44912	0.32202	0.36961	0.32570	0.31309	0.24211	0.24762	0.19845	0.21488	0.18191	0.18847	0.19852	0.16631	0.17718	0.21850	0.12219	0.21468								
2.4844	0.98284	0.97308	0.96418	0.96644	0.75194	0.82432	0.74673	0.82447	0.62656	0.52558	0.60741	0.55948	0.41823	0.41241	0.40020	0.46414	0.32462	0.37514	0.34285	0.31926	0.25866	0.26569	0.20793	0.19821	0.17872	0.21862	0.19301	0.17582	0.17804	0.22030	0.12111	0.20552								
2.5133	0.96118	0.96445	1.0045	0.96251	0.77987	0.84246	0.75984	0.83444	0.63341	0.55079	0.62463	0.57070	0.41780	0.43267	0.40500	0.46957	0.35088	0.36893	0.36405	0.33396	0.26582	0.27396	0.20422	0.20029	0.19638	0.21652	0.20224	0.17974	0.17392	0.21123	0.12983	0.20660								
2.5422	0.97319	0.98104	0.97498	0.97050	0.77477	0.84499	0.77287	0.84956	0.65613	0.55181	0.62431	0.57973	0.44927	0.42966	0.40784	0.47882	0.34604	0.38747	0.35865	0.33984	0.27832	0.28170	0.20603	0.21043	0.19024	0.25298	0.19908	0.18566	0.18951	0.21267	0.13413	0.21887								
2.5711	0.96568	0.98423	1.0069	0.97969	0.78764	0.85431	0.79268	0.85499	0.65459	0.56723	0.64263	0.59465	0.44779	0.44571	0.42189	0.48926	0.35738	0.39667	0.36363	0.33910	0.27691	0.27969	0.21092	0.22763	0.20277	0.22456	0.20650	0.20204	0.19547	0.21778	0.13305	0.23426								
2.6000	0.97068	0.97546	1.0085	0.97774	0.82032	0.86649	0.80132	0.85981	0.67961	0.59069	0.65995	0.60256	0.45380	0.45048	0.43641	0.49621	0.36611	0.41132	0.37068	0.34745	0.28176	0.29233	0.22512	0.22563	0.21084	0.22157	0.21251	0.19429	0.19152	0.21829	0.14960	0.21958								
2.6289	0.99597	0.98077	0.98437	0.97428	0.83129	0.87681	0.79287	0.86623	0.68945	0.58982	0.66620	0.61754	0.47318	0.47019	0.44937	0.51096	0.36248	0.40240	0.38664	0.35040	0.27776	0.29924	0.22984	0.22212	0.20718	0.24876	0.20808	0.18576	0.19623	0.23779	0.14381	0.22955								
2.6578	0.97925	0.97898	0.97946	0.97342	0.82055	0.89001	0.81054	0.85306	0.68885	0.61703	0.67115	0.61640	0.47846	0.45864	0.45844	0.51908	0.37159	0.42967	0.39655	0.35846	0.29309	0.28893	0.23360	0.23162	0.20764	0.23490	0.22443	0.19509	0.19469	0.22761	0.15167	0.25065								
2.6867	0.97944	0.98206	0.98051	0.96932	0.82675	0.90046	0.83130	0.88206	0.70769	0.62310	0.69974	0.63672	0.49795	0.48509	0.46842	0.53123	0.38331	0.44207	0.40225	0.36268	0.29222	0.29891	0.23915	0.23960	0.22321	0.24350	0.21890	0.19685	0.19280	0.23975	0.14346	0.24251								
2.7156	0.98301	0.98600	0.98596	0.97161	0.85684	0.92250	0.82924	0.87189	0.72092	0.61935	0.69484	0.64182	0.49367	0.49084	0.48615	0.52967	0.37970	0.44055	0.41703	0.37893	0.30452	0.30718	0.25039	0.24414	0.22401	0.27184	0.23589	0.19718	0.20815	0.23984	0.14925	0.24714								
2.7444	0.97302	0.99746	0.99151	0.97825	0.86602	0.90925	0.84141	0.90167	0.72517	0.65361	0.71839	0.63881	0.49852	0.50617	0.48038	0.55334	0.39576	0.44174	0.41061	0.39028	0.31651	0.31574	0.26298	0.24587	0.23079	0.26290	0.23376	0.21747	0.20617	0.24759	0.16498	0.23890								
2.7733	0.97445	0.97109	0.98172	0.97658	0.87415	0.90793	0.84609	0.90045	0.74052	0.65016	0.72366	0.66545	0.50235	0.51703	0.48935	0.56845	0.38575	0.44863	0.41233	0.40127	0.31464	0.31249	0.25225	0.25498	0.24485	0.26336	0.23787	0.21512	0.21419	0.24780	0.15385	0.24699								
2.8022	0.97379	0.98617	0.99083	0.98874	0.88746	0.90868	0.82249	0.91278	0.76361	0.67545	0.73627	0.67366	0.51434	0.52311	0.48969	0.55784	0.42527	0.46021	0.43139	0.40076	0.32250	0.32681	0.26994	0.26012	0.24033	0.27355	0.24109	0.20849	0.21288	0.24522	0.15982	0.26227								
2.8311	0.99199	0.98493	0.98557	0.97960	0.90139	0.91179	0.85303	0.90573	0.76163	0.68157	0.74231	0.71089	0.52920	0.52326	0.52400	0.57885	0.41862	0.46548	0.43241	0.41616	0.32818	0.34066	0.25701	0.26374	0.24334	0.26780	0.24670	0.22031	0.21391	0.25369	0.15880	0.25523								
2.8600	1.0017	0.98808	0.98615	0.98476	0.88990	0.94112	0.86813	0.90301	0.77659	0.69241	0.75319	0.69609	0.54413	0.53510	0.52245	0.59882	0.42522	0.46922	0.44430	0.41731	0.33869	0.33872	0.27985	0.26581	0.25862	0.26290	0.25134	0.22796	0.21664	0.26520	0.16106	0.26343								
2.8889	0.98613	0.98425	0.98651	0.97479	0.91147	0.91393	0.88709	0.93115	0.78116	0.70530	0.76625	0.70403	0.54106	0.54641	0.52943	0.59947	0.42717	0.48951	0.44981	0.42695	0.33721	0.33814	0.27854	0.27829	0.24002	0.29865	0.24883	0.22844	0.20670	0.26523	0.17674	0.26997								
2.9178	0.99549	0.99240	0.98039	0.97378	0.89167	0.94769	0.87540	0.92224	0.81174	0.69621	0.78047	0.73540	0.56464	0.55770	0.53537	0.60618	0.44027	0.49550	0.44658	0.42623	0.35249	0.34845	0.29181	0.26969	0.26975	0.28474	0.25248	0.22939	0.22199	0.25886	0.17972	0.27125								
2.9467	0.97983	0.99597	0.99112	1.0009	0.92704	0.95900	0.86902	0.92610	0.80047	0.71620	0.78287	0.73050	0.56565	0.55792	0.53929	0.60256	0.43696	0.49740	0.47397	0.43222	0.36373	0.36339	0.28893	0.28809	0.26475	0.31837	0.26401	0.24249	0.22073	0.26956	0.17722	0.27756								
2.9756	0.99073	0.99123	0.97923	0.97519	0.91675	0.93802	0.88004	0.92123	0.80623	0.74001	0.79850	0.73510	0.56422	0.57722	0.57017	0.62898	0.44865	0.48373	0.47927	0.42602	0.36564	0.35801	0.30403	0.28998	0.26560	0.29027	0.26904	0.25142	0.22934	0.29258	0.18053	0.28287								
3.0044	0.99850	1.0027	0.98528	0.99549	0.92822	0.95732	0.88793	0.92047	0.82333	0.74653	0.81272	0.75706	0.58868	0.58908	0.57269	0.63454	0.44956	0.52928	0.47494	0.45323	0.38040	0.37751	0.29967	0.28057	0.27598	0.28846	0.26726	0.25423	0.22302	0.29177	0.20181	0.27178								
3.0333	0.98972	0.98460	0.99478	0.98095	0.91727	0.95864	0.88873	0.94297	0.82059	0.76092	0.81161	0.75251	0.60726	0.60237	0.58752	0.64234	0.48584	0.53887	0.47336	0.46478	0.36375	0.35759	0.31186	0.29012	0.27668	0.31064	0.27433	0.25310	0.23538	0.29408	0.18744	0.28609								
3.0622	0.99266	0.98294	0.99389	1.0012	0.93530	0.96513	0.89408	0.94703	0.85688	0.75125	0.82672	0.76915	0.61035	0.60451	0.58969	0.65657	0.49276	0.53976	0.51289	0.47426	0.38151	0.38086	0.31904	0.30144	0.28638	0.32502	0.27748	0.25085	0.23243	0.29011	0.18696	0.29497								
3.0911	1.0143	0.98912	1.0068	0.99354	0.94392	0.96190	0.89982	0.94903	0.83520	0.76587	0.83080	0.76895	0.60323	0.61917	0.57872	0.65949	0.48008	0.54391	0.51797	0.47998	0.37957	0.39212	0.32762	0.30287	0.28498	0.31244	0.28838	0.25336	0.25140	0.29216	0.19540	0.28486								
3.1200	0.99848	0.99326	0.99538	0.98084	0.92768	0.94565	0.89552	0.93650	0.85975	0.78466	0.82336	0.78567	0.61364	0.62080	0.59381	0.67267	0.47366	0.54580	0.51971	0.46996	0.37911	0.38821	0.31952	0.30632	0.29528	0.31057	0.28524	0.25785	0.23976	0.29122	0.18604	0.28840								
3.1489	1.0026	0.98504	0.99423	0.98991	0.96331	0.96324	0.90968	0.95679	0.86971	0.77821	0.83399	0.78447	0.64160	0.63243	0.62072	0.67035	0.48366	0.54039	0.51787	0.49009	0.39532	0.38969	0.34531	0.31834	0.30236	0.32475	0.29513	0.26743	0.25588	0.30730	0.21469	0.29811								
3.1778	1.0061	0.99361	0.99503	0.99293	0.93396	0.95734	0.90150	0.94436	0.87067	0.80592	0.86290	0.79119	0.64409	0.65021	0.62617	0.67904	0.52886	0.55741	0.53844	0.50124	0.38523	0.39765	0.34375	0.32350	0.30843	0.32968	0.29941	0.28432	0.24875	0.29735	0.20415	0.30858								
3.2067	1.0144	0.99354	0.99291	0.99470	0.95597	0.97276	0.91532	0.96276	0.85903	0.79670	0.85667	0.82445	0.63735	0.64997	0.62915	0.69205	0.50059	0.57185	0.52453	0.50847	0.39447	0.41201	0.35668	0.33743	0.31837	0.32595	0.31465	0.27589	0.24811	0.30616	0.21907	0.31340								
3.2356	1.0090	1.0049	1.0032	0.98938	0.94974	0.97431	0.92586	0.97285	0.87999	0.81547	0.86567	0.84062	0.65759	0.68037	0.64503	0.70021	0.52758	0.57693	0.54035	0.51486	0.41512	0.41754	0.33025	0.33999	0.31456	0.34442	0.30596	0.29320	0.24867	0.32055	0.21144	0.30423								
3.2644	1.0095	1.0024	0.98601	0.99819	0.95402	0.95996	0.92653	0.95860	0.89060	0.82659	0.87725	0.79629	0.67763	0.68679	0.64170	0.72208	0.53358	0.57779	0.54931	0.52819	0.40420	0.41191	0.36024	0.34905	0.33331	0.34188	0.30286	0.28991	0.25744	0.30508	0.21318	0.31546								
3.2933	1.0118	1.0081	1.0015	1.0022	0.95341	0.99527	0.92812	0.96961	0.89131	0.83851	0.87747	0.82492	0.67800	0.67478	0.67680	0.71035	0.54144	0.60602	0.54938	0.51527	0.43592	0.41951	0.36327	0.33593	0.32338	0.35678	0.30710	0.28883	0.27568	0.31493	0.23115	0.31334								
3.3222	1.0023	0.98683	1.0045	0.99521	0.96477	0.96482	0.94180	0.96182	0.91245	0.83968	0.88264	0.85748	0.68743	0.68593	0.67559	0.71976	0.55375	0.59600	0.56313	0.54774	0.43759	0.43290	0.36867	0.34808	0.33062	0.35385	0.32104	0.28369	0.24711	0.32188	0.23180	0.33193								
3.3511	0.98747	1.0029	0.99713	1.0061	0.96377	0.97532	0.91691	0.97108	0.90024	0.84083	0.89412	0.85276	0.69636	0.70393	0.66997	0.73293	0.54777	0.60810	0.57223	0.54008	0.42502	0.43086	0.36674	0.35267	0.33448	0.33881	0.32482	0.29814	0.26465	0.31514	0.22107	0.30478								
3.3800	1.0116	1.0024	0.99160	1.0026	0.95548	0.97196	0.94576	0.97920	0.90936	0.83221	0.86837	0.85922	0.69497	0.71310	0.68725	0.73408	0.56240	0.61559	0.57421	0.54846	0.45271	0.43166	0.37424	0.35366	0.33280	0.35914	0.32358	0.29935	0.28796	0.32765	0.23777	0.32371								
3.4089	1.0122	1.0074	1.0000	0.99669	0.95040	0.96689	0.92910	0.96205	0.91304	0.86199	0.90396	0.86094	0.72378	0.70937	0.69911	0.75463	0.56442	0.63645	0.58133	0.56191	0.44281	0.44571	0.39599	0.35827	0.34738	0.35351	0.32774	0.30314	0.26649	0.32109	0.23497	0.34185								
3.4378	1.0221	1.0101	1.0058	1.0155	0.94951	0.96262	0.91756	0.97673	0.92790	0.85949	0.90050	0.87748	0.71923	0.73093	0.71113	0.74117	0.55995	0.63155	0.58491	0.57985	0.45353	0.46126	0.39542	0.35329	0.35210	0.38992	0.32355	0.30928	0.26861	0.33705	0.23182	0.32593								
3.4667	1.0207	0.99968	0.99923	1.0247	0.97941	0.97925	0.95404	0.95053	0.92622	0.87621	0.90901	0.89335	0.72127	0.71387	0.71141	0.75317	0.56482	0.62928	0.59703	0.57492	0.44642	0.45840	0.40174	0.37572	0.35876	0.38417	0.33780	0.31440	0.27248	0.36007	0.24102	0.35300								
3.4956	1.0210	1.0176	1.0019	1.0096	0.96679	0.98707	0.96658	0.95723	0.92632	0.86781	0.89681	0.86231	0.72909	0.73211	0.71044	0.76484	0.56373	0.63893	0.60029	0.58656	0.47064	0.47400	0.40929	0.37964	0.36004	0.36811	0.33600	0.30033	0.27543	0.34523	0.23581	0.35365								
3.5244	1.0068	1.0239	1.0045	1.0069	0.94761	0.98303	0.94876	0.98318	0.92009	0.89942	0.90408	0.87982	0.74789	0.73996	0.72454	0.76632	0.58600	0.65466	0.61490	0.58823	0.46993	0.46813	0.41235	0.37987	0.35064	0.37142	0.35710	0.32747	0.28571	0.33946	0.24581	0.34460								
3.5533	1.0238	1.0118	1.0106	1.0118	0.97867	0.98019	0.94269	0.96481	0.94078	0.88181	0.93188	0.90549	0.74196	0.73389	0.72555	0.79650	0.59613	0.66252	0.62311	0.60095	0.48202	0.47441	0.42417	0.37010	0.36445	0.39484	0.35626	0.31784	0.27666	0.35947	0.25108	0.35716								
3.5822	1.0122	1.0048	1.0183	1.0290	0.96520	0.97763	0.95570	0.98409	0.92743	0.89880	0.91554	0.92146	0.75315	0.74997	0.72844	0.79188	0.60537	0.65997	0.62423	0.61183	0.49922	0.47541	0.41551	0.38808	0.38510	0.39375	0.34959	0.33829	0.28518	0.35091	0.25547	0.35975								
3.6111	1.0073	1.0197	1.0257	1.0109	0.95494	0.96329	0.95037	0.97569	0.94664	0.89807	0.92889	0.91606	0.76821	0.75209	0.75407	0.80328	0.60357	0.67272	0.64187	0.61672	0.47639	0.48548	0.43238	0.39966	0.37187	0.37900	0.36542	0.32178	0.29423	0.34538	0.25017	0.36214								
3.6400	1.0352	1.0128	1.0112	1.0169	0.97246	1.0002	0.96096	0.95880	0.94661	0.89875	0.93876	0.90402	0.76806	0.77108	0.75077	0.79763	0.61753	0.66540	0.64115	0.62124	0.48403	0.49375	0.42415	0.41617	0.38136	0.39862	0.37095	0.34592	0.28437	0.36846	0.26421	0.37567								
3.6689	1.0277	1.0049	1.0020	1.0132	0.99516	0.99780	0.95959	0.98602	0.95371	0.90180	0.91494	0.90198	0.78093	0.78265	0.76521	0.81123	0.61293	0.69149	0.64962	0.62037	0.50255	0.50724	0.44886	0.40683	0.38829	0.39596	0.37541	0.33824	0.30751	0.35935	0.26058	0.34999								
3.6978	1.0243	1.0075	1.0269	1.0176	0.96723	1.0105	0.95479	0.97798	0.94874	0.91914	0.94645	0.92216	0.79933	0.78995	0.74788	0.81844	0.61434	0.68546	0.64368	0.63169	0.51138	0.51439	0.44226	0.40418	0.39516	0.40072	0.38139	0.34170	0.30005	0.36085	0.27448	0.36080								
3.7267	1.0276	1.0161	1.0094	1.0083	0.97426	0.99015	0.95738	0.99794	0.95853	0.92848	0.92667	0.92131	0.77841	0.78330	0.76923	0.83646	0.62418	0.69840	0.64378	0.64054	0.52388	0.51032	0.45952	0.41474	0.40123	0.42214	0.38428	0.35254	0.31439	0.36064	0.27136	0.38151								
3.7556	1.0256	1.0142	1.0214	1.0112	1.0007	0.99855	0.98048	0.99152	0.94028	0.93123	0.94405	0.92748	0.79657	0.81445	0.76972	0.82628	0.63369	0.69524	0.65218	0.65773	0.51368	0.50884	0.46454	0.42942	0.39887	0.40381	0.37523	0.34913	0.30317	0.36831	0.27459	0.37394								
3.7844	1.0201	1.0035	1.0024	1.0259	0.99124	0.98991	0.92937	0.98561	0.96500	0.92316	0.94435	0.92253	0.80589	0.79397	0.77115	0.83672	0.63300	0.70189	0.66700	0.66083	0.52504	0.52999	0.46346	0.42527	0.40769	0.40688	0.38598	0.35884	0.30250	0.37119	0.27136	0.37062								
3.8133	1.0149	0.99986	1.0174	1.0088	0.96643	0.98611	0.94322	0.99840	0.94661	0.92223	0.95016	0.93887	0.80919	0.80607	0.79109	0.82592	0.65321	0.70633	0.66388	0.65761	0.53591	0.53215	0.47072	0.41607	0.41589	0.42245	0.39564	0.36945	0.30064	0.36966	0.28043	0.37269								
3.8422	1.0128	1.0149	1.0153	1.0336	0.97772	0.97910	0.95462	0.98287	0.97111	0.92938	0.94217	0.92940	0.81758	0.81514	0.78663	0.83136	0.64239	0.71253	0.68245	0.66408	0.54503	0.52929	0.49046	0.42649	0.40922	0.44163	0.38870	0.37640	0.32370	0.36668	0.28288	0.39119								
3.8711	1.0186	1.0207	1.0326	1.0238	0.99508	0.98629	0.96201	0.98021	0.97015	0.94287	0.94764	0.94865	0.81773	0.82975	0.80960	0.84846	0.66775	0.73032	0.69215	0.66926	0.53615	0.54091	0.47365	0.42836	0.40985	0.45250	0.39985	0.36348	0.32230	0.38132	0.29345	0.39802								
3.9000		1.0193	1.0322	1.0195	0.98275	0.97887	0.94497	0.99941	0.96533	0.93915	0.94962	0.94375	0.85147	0.80248	0.79817	0.86110	0.66994	0.74181	0.69078	0.68556	0.54414	0.54225	0.49857	0.44335	0.42640	0.44731	0.41228	0.37690	0.31311	0.39442	0.28984	0.39083								
3.9289		1.0231	1.0227	1.0258	0.98195	0.98135	0.96437	0.97729	0.96881	0.92953	0.96394	0.95362	0.85396	0.83334	0.81453	0.86625	0.69631	0.73198	0.71400	0.69227	0.54302	0.55896	0.48487	0.44150	0.42142	0.47641	0.40906	0.37796	0.31932	0.39117	0.28056	0.39842								
3.9578		1.0241		1.0251	0.98726	0.99095	0.94812	0.98117	0.98943	0.93335	0.95424	0.94241	0.82145	0.83064	0.82466	0.86731	0.67859	0.73472	0.70949	0.69002	0.55520	0.56804	0.48552	0.45882	0.44098	0.45955	0.41704	0.38629	0.32587	0.38607	0.29043	0.39863								
3.9867		1.0163		1.0112	0.96631	0.99051	0.95316	1.0033	0.97143	0.95117	0.97801	0.93977	0.85248	0.82547	0.81256	0.86348	0.69762	0.75700	0.72052	0.70013	0.55799	0.55831	0.49209	0.45137	0.41890	0.43851	0.42417	0.38709	0.31813	0.38739	0.27916	0.39575								
4.0156		1.0005		1.0320	0.97705	0.99692	0.98019	0.98833	0.96604	0.95414	0.96547	0.93226	0.84227	0.84838	0.81892	0.88137	0.71999	0.74570	0.72724	0.70006	0.57340	0.57003	0.50775	0.46435	0.43519	0.48455	0.44118	0.39191	0.32537	0.40404	0.31397	0.41891								
4.0444					1.0169	1.0023	0.97976	0.97542	0.98663	0.95444	0.96416	0.97044	0.85072	0.84788	0.84073	0.88664	0.67637	0.77278	0.74025	0.71544	0.56762	0.57265	0.51317	0.47346	0.45265	0.45796	0.42488	0.38017	0.32297	0.40316	0.30370	0.40609								
4.0733					0.99860	1.0140	0.97207	0.99026	0.96184	0.96124	0.96644	0.96253	0.87224	0.86167	0.84882	0.88230	0.71546	0.76543	0.73731	0.71495	0.57037	0.58757	0.51678	0.45578	0.45286	0.45450	0.42539	0.40849	0.34422	0.40614	0.31107	0.40467								
4.1022					0.97346	1.0073	0.95630	0.98475	0.97524	0.94959	0.97188	0.94992	0.87991	0.85938	0.85279	0.87430	0.70360	0.76491	0.74048	0.71776	0.59259	0.57471	0.54295	0.48215	0.46355	0.48141	0.43677	0.40039	0.34024	0.40866	0.31376	0.40425								
4.1311					0.98039	0.97522	0.96845	0.97280	0.99148	0.97253	0.97633	0.95380	0.86281	0.86511	0.85523	0.89181	0.73565	0.78055	0.73604	0.71853	0.57816	0.59079	0.52110	0.48672	0.44754	0.46605	0.43959	0.39783	0.33160	0.41446	0.31316	0.43271								
4.1600					1.0001	1.0005	0.95952	0.99074	0.98787	0.96883	0.96893	0.95129	0.87933	0.87329	0.86398	0.89629	0.71477	0.77336	0.73562	0.73562	0.61169	0.58805	0.53555	0.50127	0.45706	0.49247	0.45120	0.41532	0.34664	0.39012	0.32252	0.41637								
4.1889					0.98949	1.0069	0.95407	0.98663	0.98859	0.95684	0.98526	0.96285	0.88908	0.88138	0.86405	0.89859	0.72920	0.77121	0.75072	0.73747	0.60213	0.59938	0.54371	0.49725	0.47333	0.49028	0.43728	0.41913	0.35876	0.42591	0.31626	0.43569								
4.2178					0.98826	1.0102	0.97512	1.0004	0.97756	0.98160	0.96500	0.94820	0.88689	0.88982	0.87874	0.89514	0.73071	0.79515	0.75214	0.75334	0.59293	0.60581	0.55018	0.49324	0.46858	0.50449	0.44798	0.41309	0.34873	0.43487	0.31827	0.42865								
4.2467					0.98136	1.0027	0.97070	0.98219	1.0085	0.97610	0.97999	0.97352	0.90032	0.89158	0.86511	0.89696	0.73014	0.79993	0.76482	0.74913	0.61339	0.61416	0.54348	0.49165	0.48622	0.49910	0.45784	0.43002	0.35377	0.41705	0.32201	0.44396								
4.2756					1.0150	1.0087	0.98381	0.99571	0.98290	0.96644	0.99518	0.97074	0.89760	0.89748	0.86166	0.90779	0.73392	0.79967	0.76593	0.77830	0.61548	0.62241	0.55256	0.51579	0.46876	0.48160	0.46862	0.42317	0.35550	0.44650	0.31615	0.42690								
4.3044					1.0024	1.0065	0.96036	0.98039	0.99099	0.97501	0.98283	0.93688	0.88202	0.88523	0.88956	0.91531	0.74487	0.81921	0.77969	0.76888	0.62542	0.61547	0.56865	0.52308	0.48303	0.52137	0.46332	0.42912	0.35063	0.43944	0.33788	0.43865								
4.3333					0.98028	1.0139	0.96972	0.99398	1.0014	0.97321	0.97326	0.98012	0.90123	0.90975	0.88362	0.91291	0.75127	0.81811	0.77252	0.76953	0.63372	0.62180	0.55309	0.52349	0.48721	0.51652	0.47202	0.44044	0.36288	0.43583	0.33584	0.45148								
4.3622					0.98985	0.99250	0.99123	0.99056	0.99843	0.97998	0.97596	0.99163	0.90070	0.89315	0.89055	0.91541	0.76847	0.82129	0.78020	0.79066	0.63251	0.62474	0.57351	0.52787	0.49473	0.50064	0.47108	0.43158	0.35759	0.43802	0.34278	0.43881								
4.3911					0.99057	0.99079	0.98340	0.96963	0.98560	0.97635	1.0014	0.98375	0.90155	0.91972	0.88638	0.91447	0.76284	0.82200	0.79465	0.79609	0.63312	0.62617	0.59073	0.51930	0.50130	0.51921	0.48665	0.43873	0.34327	0.43529	0.34975	0.44922								
4.4200					0.96382	1.0006	0.97169	0.98478	0.99264	0.97383	0.98555	0.98584	0.92013	0.91435	0.90233	0.92439	0.78357	0.81149	0.79930	0.78807	0.62700	0.64536	0.57996	0.52079	0.50270	0.52089	0.49043	0.45988	0.36898	0.44944	0.34189	0.46174								
4.4489					0.98952	1.0032	0.96670	0.98480	1.0011	0.98008	0.98546	0.96213	0.90987	0.90927	0.88281	0.92424	0.77208	0.83541	0.80065	0.78868	0.65517	0.63920	0.59288	0.52621	0.49782	0.52798	0.49241	0.45644	0.37853	0.44313	0.34762	0.46375								
4.4778					0.98790	0.98968	0.95520	0.99878	1.0034	0.98395	0.97532	0.99609	0.93308	0.91639	0.92303	0.92206	0.77734	0.83433	0.80056	0.78086	0.66376	0.64152	0.58839	0.53560	0.50301	0.51889	0.48939	0.45303	0.38093	0.44214	0.36007	0.46857								
4.5067					1.0089	0.99506	0.96211	0.98412	0.99395	0.98390	0.98551	0.98337	0.91533	0.92212	0.90428	0.92446	0.78918	0.84503	0.81491	0.79895	0.65418	0.64371	0.60656	0.54390	0.50472	0.55174	0.49740	0.45263	0.36171	0.46919	0.34170	0.46498								
4.5356					1.0030	1.0038	0.96814	0.98785	0.99274	0.97066	0.98145	0.97927	0.92531	0.92978	0.92385	0.94654	0.77897	0.84505	0.81913	0.80906	0.66866	0.64812	0.59733	0.54549	0.52270	0.53573	0.51358	0.46106	0.38441	0.45428	0.36365	0.47231								
4.5644					1.0114	0.98968	0.97464	1.0019	0.99763	0.99305	0.98773	0.97994	0.93730	0.93074	0.91106	0.93390	0.78963	0.84531	0.81231	0.81930	0.67927	0.66452	0.60849	0.54676	0.52496	0.53965	0.51069	0.48620	0.38814	0.44076	0.35324	0.47386								
4.5933					1.0112	0.98986	0.99001	0.99893	0.99956	0.99250	1.0075	0.98832	0.91671	0.93834	0.90711	0.93416	0.79852	0.85972	0.81222	0.82480	0.67017	0.66499	0.61125	0.56137	0.52083	0.57129	0.50681	0.47862	0.38321	0.46729	0.35980	0.47747								
4.6222					0.99237	0.98707	0.97954	1.0049	0.98772	0.98740	0.99349	0.99014	0.94361	0.92612	0.91180	0.94666	0.81550	0.86356	0.82045	0.81710	0.66578	0.67624	0.61000	0.55635	0.53404	0.55856	0.51672	0.47321	0.37806	0.47940	0.36166	0.46967								
4.6511					1.0294	1.0024	0.98136	0.98226	1.0168	1.0065	0.99122	0.99653	0.94142	0.94566	0.95222	0.95371	0.79748	0.85050	0.82478	0.82532	0.68453	0.68723	0.62969	0.57044	0.54304	0.53865	0.52005	0.48171	0.39028	0.47862	0.36981	0.49726								
4.6800					1.0077	0.99677	0.98074	0.98369	1.0019	1.0124	0.99990	0.99636	0.94970	0.94518	0.93418	0.93862	0.80784	0.86354	0.84065	0.82237	0.69067	0.69170	0.62520	0.57341	0.51951	0.53207	0.53135	0.48061	0.39307	0.47123	0.36742	0.47935								
4.7089					1.0241	0.99762	0.97351	0.98498	0.99768	0.98990	0.98867	0.98074	0.93509	0.95023	0.93100	0.95938	0.82136	0.88238	0.83141	0.82730	0.68975	0.66870	0.63737	0.57069	0.53967	0.55206	0.52727	0.49483	0.40599	0.46798	0.38017	0.50239								
4.7378					1.0238	0.99731	0.98780	0.98429	1.0079	0.96666	0.99013	0.97004	0.93340	0.93863	0.93913	0.96413	0.84194	0.87630	0.84889	0.83714	0.68909	0.69827	0.62844	0.57147	0.55739	0.56183	0.53014	0.50173	0.39831	0.49040	0.36282	0.47710								
4.7667					1.0071	0.98888	0.98408	0.99107	1.0093	1.0005	1.0054	1.0020	0.95161	0.94961	0.93245	0.96058	0.81051	0.86932	0.86015	0.85365	0.69630	0.70291	0.62593	0.57731	0.53622	0.60409	0.53189	0.49112	0.40563	0.48235	0.38649	0.50341								
4.7956					0.96369	0.98076	0.97870	0.99566	0.99091	0.98807	0.98988	1.0048	0.93768	0.94595	0.93637	0.93816	0.83099	0.88226	0.84535	0.86159	0.70169	0.70004	0.63817	0.59660	0.54820	0.59919	0.52811	0.49887	0.40131	0.46687	0.39332	0.51139								
