time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM S00GSTsmall	47 nM S00GSTsmal	47 nM S00GSTsmal	47 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
4.8244					0.99975	0.98854	0.98160	0.98873	1.0098	0.99967	0.98271	0.98832	0.94087	0.95134	0.93913	0.96801	0.83159	0.87625	0.86911	0.84430	0.69696	0.71589	0.63105	0.60006	0.56800	0.58562	0.55326	0.50311	0.39819	0.48764	0.38485	0.49846								
4.8533					0.98811	1.0047	0.98350	0.98843	1.0003	0.98540	0.99960	0.98678	0.94311	0.95367	0.94132	0.95902	0.84177	0.88437	0.86354	0.85295	0.73192	0.70810	0.65348	0.60018	0.57059	0.57718	0.53714	0.50462	0.41334	0.49371	0.38576	0.49472								
4.8822					0.99167	0.99462	0.98199	0.97491	1.0118	0.98990	1.0014	1.0053	0.96616	0.95194	0.93849	0.97179	0.83821	0.87772	0.85177	0.86590	0.69950	0.71676	0.66811	0.60599	0.56717	0.59566	0.55501	0.52823	0.41162	0.49031	0.39496	0.50888								
4.9111					0.97726	0.98034	0.96120	0.97991	1.0165	0.97381	0.99045	0.99131	0.95927	0.95495	0.95096	0.96144	0.83917	0.89331	0.86522	0.86159	0.71275	0.70346	0.66108	0.61247	0.56546	0.60699	0.55638	0.52808	0.42150	0.49365	0.38953	0.49985								
4.9400					0.99824	0.99281	0.99293	1.0021	0.99437	0.99937	1.0026	0.98783	0.96144	0.95935	0.95666	0.97078	0.83880	0.89823	0.85766	0.87783	0.71215	0.72054	0.65421	0.61708	0.58242	0.60962	0.56475	0.52733	0.41326	0.50119	0.40241	0.51333								
4.9689					1.0077	0.98934	0.97918	0.99908	1.0111	1.0003	1.0231	0.99544	0.96320	0.97091	0.94931	0.98001	0.84226	0.89680	0.87967	0.87319	0.72588	0.73044	0.67458	0.62702	0.58198	0.59454	0.56881	0.52048	0.42624	0.50176	0.40411	0.52446								
4.9978					0.99308	1.0031	0.97431	0.99903	0.99954	1.0169	0.99357	0.99327	0.98002	0.94489	0.96324	0.97009	0.86532	0.90314	0.86918	0.87628	0.72282	0.73073	0.67232	0.61544	0.59041	0.60497	0.57548	0.53470	0.41605	0.51456	0.40524	0.52281								
5.0267					0.97292	0.98976	0.98028	0.98475	0.99763	1.0035	0.99458	0.99504	0.96000	0.96893	0.95246	0.97105	0.85506	0.90501	0.88204	0.87346	0.73132	0.73716	0.67988	0.61777	0.58372	0.61986	0.57436	0.53423	0.42293	0.51450	0.42355	0.53199								
5.0556					1.0166	1.0041	0.98525	1.0140	1.0108	1.0058	1.0103	1.0010	0.96267	0.96778	0.97536	0.97078	0.86586	0.91395	0.87753	0.88423	0.73556	0.76130	0.68750	0.62293	0.58172	0.63133	0.56939	0.53059	0.42627	0.50377	0.39636	0.52498								
5.0844					0.99195	1.0060	0.97723	0.99997	1.0092	0.99220	1.0090	0.99544	0.97775	0.96289	0.95569	0.98202	0.86848	0.91746	0.88274	0.87830	0.73466	0.75504	0.68369	0.63054	0.58299	0.62488	0.56764	0.54160	0.42412	0.50570	0.40268	0.54016								
5.1133					1.0003	0.99961	0.98710	0.98556	0.98750	0.99777	0.99589	0.99041	0.97655	0.98048	0.96269	0.99043	0.87276	0.91529	0.88658	0.89553	0.76160	0.75519	0.69481	0.64558	0.60896	0.61883	0.59033	0.53812	0.43562	0.51510	0.42490	0.53851								
5.1422					0.99655	0.99172	0.98285	0.99675	0.98982	0.98895	0.98645	1.0239	0.96792	0.97343	0.96536	0.99155	0.86683	0.91831	0.89149	0.88495	0.76856	0.74037	0.69704	0.63308	0.60139	0.62363	0.58070	0.53400	0.44067	0.53283	0.41331	0.54673								
5.1711					0.98411	1.0146	0.96917	0.98018	1.0137	0.98310	1.0020	0.98422	0.97702	0.96318	0.96964	0.99057	0.86319	0.91426	0.89014	0.90168	0.74602	0.74490	0.71182	0.65385	0.61013	0.61710	0.59117	0.55380	0.44131	0.52421	0.43278	0.53977								
5.2000					1.0084	0.98730	0.97399	0.99738	0.99717	0.99057	0.99364	1.0178	0.97619	0.99663	0.94505	0.97402	0.86658	0.92027	0.90431	0.90240	0.76706	0.76431	0.70243	0.63744	0.62287	0.62244	0.58978	0.54401	0.43852	0.54705	0.41930	0.54692								
5.2289					0.97726	1.0075	0.97846	1.0146	0.99220	1.0077	0.99560	0.99258	0.98175	0.98364	0.96087	0.98837	0.87511	0.93939	0.88933	0.88490	0.76051	0.76235	0.70838	0.64613	0.61828	0.63343	0.58121	0.55505	0.43181	0.51859	0.43337	0.54309								
5.2578					0.99634	1.0070	0.98146	1.0021	1.0024	0.99012	0.99542	0.99245	0.98532	0.98162	0.97132	0.98537	0.88687	0.91320	0.90124	0.90862	0.77147	0.75250	0.71965	0.65076	0.63021	0.62683	0.59406	0.55939	0.43902	0.52613	0.42864	0.54780								
5.2867					0.99190	1.0010	0.97714	0.99168	0.99553	0.99137	1.0053	0.99718	0.96254	0.97483	0.96378	0.98013	0.87276	0.95538	0.91697	0.91154	0.77747	0.78112	0.71382	0.66524	0.61200	0.65683	0.60862	0.56484	0.44551	0.54257	0.43114	0.55848								
5.3156					1.0090	0.99974	0.96737	1.0010	1.0124	1.0129	0.98442	1.0026	0.95352	0.98036	0.95789	0.96745	0.88099	0.93516	0.90233	0.91861	0.76305	0.78328	0.71957	0.67493	0.62035	0.65471	0.60710	0.56421	0.43746	0.54005	0.43076	0.54830								
5.3444					1.0153	1.0093	0.98060	0.99743	0.99351	0.98580	1.0011	1.0078	0.98293	0.97668	0.96326	0.99167	0.89055	0.93448	0.90994	0.92715	0.77938	0.78530	0.73294	0.65676	0.61405	0.65222	0.61967	0.56720	0.45868	0.53999	0.43872	0.53872								
5.3733					1.0080	0.99560	0.96823	0.99891	1.0209	1.0050	0.98061	0.99290	0.97464	0.98734	0.98803	0.97366	0.90313	0.94766	0.93009	0.92199	0.76854	0.77125	0.73583	0.66679	0.62318	0.65388	0.60882	0.57525	0.45529	0.54573	0.43652	0.56987								
5.4022					0.99413	1.0098	0.97966	0.98199	0.99674	1.0071	0.99604	1.0021	0.98014	0.98231	0.96969	0.98482	0.89354	0.93841	0.91683	0.90503	0.77708	0.77853	0.72522	0.67048	0.65563	0.64574	0.63235	0.59430	0.45777	0.54558	0.44478	0.56767								
5.4311					0.97672	0.98797	0.98760	0.99340	1.0084	1.0006	1.0248	0.99442	0.97461	0.97801	0.97985	0.99043	0.90817	0.93530	0.91704	0.93537	0.78904	0.80512	0.73568	0.68242	0.64235	0.67220	0.62426	0.58461	0.45384	0.55636	0.46073	0.58097								
5.4600					1.0017	1.0198	0.98264	1.0025	0.99521	0.97775	1.0005	0.99191	0.98316	0.98869	0.97531	0.97886	0.90338	0.94899	0.90636	0.93854	0.77858	0.78573	0.73688	0.69351	0.64409	0.65249	0.63058	0.57703	0.46473	0.54990	0.44287	0.56998								
5.4889					1.0106	1.0068	0.98391	0.99698	1.0089	0.97773	0.99451	0.99686	0.96855	1.0030	0.99365	0.98384	0.91650	0.93974	0.93144	0.92075	0.79807	0.78799	0.76034	0.68240	0.63610	0.67637	0.63387	0.59410	0.45855	0.55841	0.45919	0.57869								
5.5178					0.97692	0.99705	1.0003	1.0026	0.99155	0.99617	0.99626	1.0128	0.99726	0.98686	0.99417	0.99519	0.92248	0.96022	0.94354	0.93589	0.80950	0.78052	0.74338	0.69858	0.65359	0.68405	0.65606	0.59435	0.46902	0.55582	0.46603	0.57123								
5.5467					1.0031	0.98748	0.98127	0.99929	0.98955	1.0008	0.99948	1.0098	0.98605	0.99211	1.0086	1.0008	0.90995	0.95751	0.93486	0.95352	0.80996	0.80374	0.76235	0.69939	0.65397	0.66112	0.62163	0.60386	0.47417	0.56760	0.46040	0.57958								
5.5756					1.0054	1.0097	0.98021	0.99317	0.99420	1.0031	1.0119	0.99914	0.98323	0.99714	0.96523	0.99433	0.91835	0.94681	0.94005	0.94406	0.80959	0.80073	0.76090	0.69621	0.66331	0.67045	0.62403	0.60714	0.46657	0.56784	0.45416	0.58053								
5.6044					0.99542	0.98792	0.98861	0.99617	0.99393	1.0044	0.98345	1.0041	0.98597	0.98434	0.98941	0.98125	0.90980	0.93740	0.95066	0.92559	0.79246	0.80934	0.76446	0.70739	0.65462	0.68278	0.65857	0.61214	0.47793	0.58028	0.47366	0.57937								
5.6333					1.0010	0.99439	0.98492	0.99787	0.99974	0.98403	0.99040	1.0188	0.98434	0.98583	0.97162	0.97823	0.92324	0.94471	0.94191	0.93917	0.81430	0.82727	0.76180	0.71099	0.66427	0.70281	0.65677	0.59553	0.46818	0.56781	0.48012	0.58673								
5.6622					1.0052	1.0146	0.97920	0.98419	1.0046	0.99917	1.0080	1.0163	0.99153	0.97955	0.97568	0.98504	0.91902	0.94431	0.94694	0.95501	0.83662	0.81686	0.74717	0.70654	0.67203	0.67425	0.64965	0.61527	0.47693	0.58034	0.47525	0.58657								
5.6911					0.98772	0.99930	0.98232	1.0009	0.99388	0.97523	0.99745	1.0059	0.99279	0.98563	0.99079	0.99031	0.93387	0.97256	0.95313	0.93789	0.83294	0.82720	0.77768	0.71285	0.67452	0.70060	0.66197	0.61495	0.47673	0.56691	0.48004	0.59136								
5.7200					0.98993	1.0112	0.98885	0.98100	0.99583	1.0122	1.0013	1.0011	0.98286	0.99663	0.98303	0.97852	0.94094	0.98674	0.94314	0.95030	0.81750	0.82467	0.78027	0.72182	0.68985	0.69638	0.66395	0.61670	0.49442	0.58278	0.47888	0.58785								
5.7489					1.0116	0.99801	1.0077	0.99437	1.0209	1.0109	1.0026	1.0099	0.98517	0.99324	0.99111	0.99809	0.91719	0.97764	0.94152	0.93962	0.82214	0.83579	0.78561	0.71182	0.68425	0.68931	0.67498	0.61663	0.49007	0.56415	0.48168	0.59702								
5.7778					1.0047	1.0227	0.97913	0.98143	1.0001	0.98632	0.99429	1.0097	0.98791	0.98891	0.98170	0.98714	0.91529	0.97153	0.93267	0.95419	0.82670	0.83736	0.78679	0.73462	0.68840	0.69148	0.67908	0.62807	0.48197	0.58269	0.48510	0.60780								
5.8067					1.0134	1.0053	0.97735	1.0086	0.99000	1.0008	0.99938	0.99196	0.98587	0.99666	0.98000	0.98678	0.93637	0.96952	0.95587	0.95338	0.83432	0.81934	0.78034	0.73081	0.68404	0.70684	0.66701	0.61889	0.49815	0.58470	0.47818	0.59563								
5.8356					0.98547	0.98634	0.97498	0.98158	1.0010	0.98145	0.99577	1.0080	0.98514	0.99418	0.96846	1.0079	0.92646	0.97614	0.94266	0.95296	0.83777	0.84369	0.79003	0.73206	0.67922	0.69711	0.67034	0.63813	0.51079	0.59633	0.48940	0.60259								
5.8644					1.0062	0.99317	0.97855	1.0207	1.0148	1.0064	0.99844	0.99218	0.99274	1.0070	0.99999	0.99002	0.95107	0.97270	0.95448	0.96311	0.84699	0.84064	0.78674	0.73190	0.69154	0.70786	0.67145	0.63946	0.48993	0.59441	0.49002	0.60916								
5.8933					0.99537	1.0003	0.98861	0.99373	1.0126	0.99767	1.0155	1.0200	0.99012	0.98650	0.97307	0.99718	0.95287	0.97066	0.95178	0.94528	0.84907	0.85556	0.79098	0.74525	0.70418	0.70391	0.68375	0.63319	0.48821	0.59880	0.48235	0.60825								
5.9222					0.99547	0.98508	1.0087	1.0131	1.0054	1.0021	1.0037	0.99044	0.99465	0.99300	1.0072	1.0147	0.93432	0.96575	0.95783	0.96350	0.84640	0.83421	0.81073	0.74315	0.68485	0.71427	0.68720	0.62942	0.50737	0.56799	0.49225	0.61181								
5.9511					1.0123	1.0109	0.97841	0.98736	1.0019	0.99832	0.98593	0.99979	1.0006	0.99177	0.99153	0.99986	0.94885	0.97722	0.95836	0.95663	0.85262	0.83651	0.81627	0.74617	0.68492	0.72984	0.68580	0.64900	0.49236	0.59847	0.48830	0.61476								
5.9800					0.99467	0.98616	1.0006	1.0101	1.0029	1.0104	1.0006	1.0007	0.99495	0.98205	1.0066	0.97775	0.93849	0.97548	0.95776	0.96469	0.83214	0.83860	0.80440	0.75214	0.71416	0.72043	0.69592	0.66111	0.50781	0.60246	0.49567	0.62249								
6.0089					1.0117	0.99372	1.0033	0.99614	1.0012	1.0054	1.0002	1.0192	1.0159	0.99018	1.0006	0.99301	0.95021	0.97703	0.96502	0.95944	0.85987	0.84428	0.79911	0.76270	0.70270	0.72360	0.69364	0.65276	0.50007	0.61430	0.50212	0.63131								
6.0378					1.0069	1.0061	0.97627	0.98452	1.0174	0.98438	0.99226	0.98648	1.0252	0.99329	0.99836	1.0008	0.96637	0.97228	0.95320	0.96757	0.84582	0.85279	0.79397	0.75613	0.71520	0.73679	0.69544	0.65921	0.51580	0.62590	0.49932	0.64165								
6.0667					1.0179	1.0102	0.98259	0.99267	0.99917	1.0146	0.99958	0.98745	0.99807	1.0066	1.0144	0.99998	0.94843	0.96144	0.96916	0.96106	0.86383	0.86519	0.79791	0.75369	0.72265	0.73647	0.70677	0.67336	0.50670	0.61830	0.49752	0.62720								
6.0956					1.0153	0.99152	0.99437	1.0061	1.0056	0.99292	1.0184	0.98847	1.0038	0.99021	0.98175	1.0026	0.95671	0.99299	0.97197	0.98367	0.85596	0.84823	0.81248	0.76897	0.71232	0.72433	0.68570	0.65765	0.52280	0.58458	0.49650	0.64515								
6.1244					1.0095	0.98875	0.98475	0.99599	1.0079	1.0123	1.0006	0.99870	0.97956	1.0026	0.99688	1.0287	0.94484	0.96753	0.98116	0.97066	0.85764	0.86616	0.81911	0.77700	0.72464	0.73735	0.69810	0.65843	0.51436	0.59291	0.51186	0.63361								
6.1533					1.0101	0.99832	0.99634	1.0031	1.0092	0.99652	0.99500	1.0033	0.99920	1.0007	1.0015	1.0051	0.95824	0.98763	0.95224	0.98142	0.85846	0.85488	0.82272	0.77239	0.71525	0.75789	0.70082	0.65921	0.51221	0.61325	0.50726	0.63345								
6.1822					0.99352	0.99090	1.0131	0.99343	0.99393	0.99250	1.0048	0.98221	0.99052	1.0015	0.98751	0.99814	0.95315	0.97696	0.96634	0.98406	0.87414	0.87395	0.82862	0.76508	0.72916	0.74081	0.72075	0.68018	0.51015	0.62515	0.51439	0.65434								
6.2111					0.99188	1.0105	0.99970	0.99173	0.99526	0.99205	0.99278	1.0001	1.0045	0.99971	0.98685	1.0000	0.95809	0.99407	0.96697	0.98487	0.85900	0.89117	0.82982	0.77335	0.74101	0.74190	0.71991	0.66779	0.53550	0.62882	0.51788	0.65741								
6.2400					0.99229	0.98621	0.99855	1.0101	1.0090	0.99020	1.0044	1.0168	0.99412	0.99986	0.99979	0.99759	0.96402	0.97232	0.96681	0.99329	0.86477	0.86170	0.84829	0.77245	0.73139	0.75753	0.71976	0.68086	0.53605	0.63537	0.52033	0.64474								
6.2689					1.0055	0.98660	0.99109	0.98653	0.99875	1.0029	1.0011		0.99133	1.0044	0.99715	1.0107	0.95535	0.96959	0.96150	0.97214	0.89141	0.87429	0.81642	0.78721	0.74301	0.77844	0.72039	0.68166	0.54042	0.62473	0.52641	0.65084								
6.2978					1.0028	1.0003	0.98069	1.0176	1.0011	1.0101	1.0079		1.0156	0.99512	1.0127	0.99557	0.96832	0.97593	0.97607	0.96982	0.87756	0.86410	0.83564	0.78876	0.74104	0.77081	0.71334	0.69137	0.54271	0.63194	0.53115	0.65437								
6.3267					1.0306	0.99785	0.99853	1.0062	1.0020	0.98413	1.0026		1.0138	1.0111	1.0073	0.99330	0.94986	0.95880	0.97495	0.98719	0.86577	0.89064	0.84169	0.78938	0.73186	0.74717	0.73320	0.68902	0.52480	0.63104	0.54478	0.63885								
6.3556						0.99105	0.99591	1.0023	1.0158	0.97870	1.0037		1.0207	0.98855	1.0041	1.0008	0.97260	0.99255	0.97467	0.97845	0.88377	0.86058	0.84676	0.78829	0.73334	0.75796	0.73462	0.67710	0.53360	0.63573	0.54123	0.67473								
6.3844						1.0091	0.99200	1.0246	1.0085	1.0020	1.0089		0.99430	0.99495	1.0078	1.0035	0.96661	0.97757	0.99638	0.98178	0.89391	0.89210	0.86954	0.78961	0.74496	0.77505	0.72463	0.70716	0.54591	0.63687	0.52741	0.66042								
6.4133						0.99382	0.99085	0.96811	1.0115	0.99075	1.0048		0.99646	0.99601	1.0136	1.0119	0.96249	0.98913	0.96972	0.98525	0.88462	0.89411	0.86844	0.80001	0.74501	0.80675	0.72962	0.69579	0.55655	0.64057	0.54414	0.66693								
6.4422						0.99969	0.98633	0.97909	0.98893	0.98650	1.0052		0.99005	0.98330	0.98845	1.0031	0.97007	1.0011	0.97297	0.98579	0.88421	0.89147	0.84385	0.78555	0.74968	0.75833	0.73439	0.69183	0.54424	0.64270	0.54992	0.66146								
6.4711						1.0006	1.0026	1.0017	1.0221	1.0038	1.0068		1.0100	1.0137	0.98532	1.0086	0.96350	0.99547	0.97893	0.97014	0.88292	0.90197	0.83742	0.80522	0.75918	0.76708	0.73081	0.68397	0.55170	0.65827	0.53919	0.68209								
6.5000						1.0114	1.0051	1.0040	0.98698	1.0073	1.0097		0.99372	1.0152	1.0091	1.0019	0.96548	0.99692	0.97607	0.97656	0.89772	0.90054	0.83665	0.81117	0.76802	0.79613	0.73391	0.70083	0.54948	0.64219	0.55180	0.67735								
6.5289							1.0108	0.99695	0.99494	1.0111	1.0008		0.98894	1.0080	0.98542	0.99054	0.94692	0.98410	0.97823	0.97777	0.87938	0.90806	0.86849	0.80658	0.77321	0.79486	0.74983	0.70362	0.55335	0.63690	0.54325	0.67411								
6.5578							1.0129	1.0063	1.0147	1.0098	0.99246		0.99301	1.0061	0.99624	0.98937	0.98013	0.96846	0.96872	1.0072	0.89784	0.90563	0.85863	0.80395	0.77832	0.77441	0.76084	0.70520	0.56017	0.64796	0.54693	0.67641								
6.5867							1.0018	1.0043	0.98523	0.99917	0.99077		1.0042	1.0016	0.99976	1.0045	0.97358	0.98868	0.97965	0.99705	0.89115	0.90622	0.86374	0.79908	0.75474	0.78979	0.73510	0.72377	0.54939	0.63876	0.54268	0.67002								
6.6156							0.99361	0.99099	0.99000	0.99594	0.99124		1.0014	0.99971	0.97911	1.0076	0.99143	0.98368	0.99801	0.98692	0.89891	0.89850	0.86106	0.83104	0.78125	0.79862	0.74080	0.70241	0.54502	0.64955	0.56149	0.68531								
6.6444							0.99517	1.0101	1.0018	1.0000	0.99871		1.0066	1.0083	1.0019	1.0014	0.97467	0.99226	0.99406	0.97906	0.89617	0.90432	0.88156	0.81529	0.77770	0.78265	0.75455	0.71185	0.57382	0.66004	0.57001	0.69824								
6.6733							0.99738	1.0047	0.99632	0.97803	0.99016		1.0124	1.0021	1.0045	1.0050	0.98023	0.97810	0.99378	1.0107	0.89578	0.92405	0.87340	0.83196	0.77077	0.78933	0.76464	0.70904	0.58551	0.64444	0.54927	0.69052								
6.7022							1.0113	1.0265	1.0014	1.0115	1.0054		0.99432	0.98975	1.0043	1.0071	0.98461	0.99379	0.97414	1.0027	0.90956	0.90898	0.85649	0.82380	0.78717	0.79108	0.76129	0.71835	0.57056	0.68111	0.55662	0.67853								
6.7311							0.99317	1.0048	0.99205	1.0003	1.0171		0.99495	0.99709	0.98806	1.0040	0.97816	1.0176	1.0099	0.99817	0.92541	0.90403	0.87072	0.83245	0.77329	0.79752	0.78176	0.71885	0.57493	0.67236	0.56259	0.71444								
6.7600							1.0017	1.0170	1.0032	0.99502	0.99236		1.0322	1.0078	1.0059	0.99876	0.97818	0.98976	1.0059	0.98475	0.89556	0.91992	0.86924	0.82221	0.79814	0.78141	0.77696	0.72266	0.56190	0.66241	0.57058	0.69277								
6.7889							1.0114	0.98932	0.99084	1.0067	1.0063		1.0100	0.98583	1.0022	0.99320	0.97917	0.97927	0.98956	1.0081	0.91813	0.91823	0.88457	0.84345	0.78016	0.80941	0.77899	0.72743	0.57287	0.66695	0.57389	0.70478								
6.8178							0.98062	0.98244	0.99519	1.0034	1.0015		1.0070	0.99009	1.0119	1.0040	0.99367	1.0104	0.99552	0.98930	0.91922	0.92565	0.88567	0.84206	0.79093	0.80013	0.76581	0.73769	0.57184	0.66897	0.57192	0.69583								
6.8467							1.0046	1.0101	0.99744	1.0071	0.99968		0.99153	1.0163	1.0053	1.0005	0.99565	0.99180	0.99955	0.98941	0.91311	0.92041	0.88387	0.83791	0.81143	0.83125	0.76979	0.74233	0.56894	0.66605	0.58567	0.70314								
6.8756							1.0080	0.98856	1.0030	0.99929	0.99147		0.99435	0.99136	1.0116	0.99711	0.98883	1.0104	0.99780	1.0051	0.91813	0.91672	0.88618	0.83051	0.81368	0.79749	0.79093	0.73518	0.58407	0.68285	0.57542	0.70910								
6.9044							1.0108	0.99371	0.99751	0.99869	0.99730		0.99550	1.0082	0.99614	0.99670	0.99899	0.99975	1.0089	0.98610	0.93143	0.91798	0.90492	0.84610	0.79560	0.78909	0.78706	0.72741	0.58304	0.67684	0.57563	0.69314								
6.9333							0.99229	1.0067	1.0150	1.0060	0.99938		0.99734	1.0010	1.0007	1.0041	0.99669	0.98644	1.0080	0.97870	0.92805	0.91425	0.90535	0.86152	0.78745	0.81046	0.78637	0.73875	0.59908	0.68066	0.57781	0.72138								
6.9622							1.0088	0.99982	0.99321	1.0020	0.99552		0.99533	0.98508	1.0009	1.0031	0.98942	1.0068	0.99268	1.0008	0.93101	0.93043	0.88979	0.84693	0.81936	0.82352	0.79552	0.73538	0.58161	0.67437	0.58182	0.71033								
6.9911							0.99541	1.0141	1.0091	0.99967	0.98212		1.0060	0.99310	1.0051	0.98944	1.0085	1.0009	0.98689	0.97926	0.92970	0.92803	0.88615	0.84543	0.79129	0.81945	0.78485	0.73150	0.58334	0.68609	0.58319	0.70565								
7.0200							1.0026	1.0130	1.0065	1.0104	0.99100		1.0140	0.99841	0.99240	1.0182	0.98809	1.0034	1.0180	1.0108	0.91733	0.94477	0.89910	0.85474	0.81244	0.83261	0.80344	0.74908	0.59830	0.71473	0.59271	0.71272								
7.0489							0.98494	1.0057	0.99877	1.0021	1.0049		1.0115	0.98869	0.99767	1.0095	0.98841	0.98845	0.99666	0.99309	0.92587	0.93598	0.89257	0.85749	0.82310	0.81277	0.80455	0.74447	0.58022	0.68141	0.60194	0.73504								
7.0778							1.0131	0.99338	1.0115	1.0036	0.99008		0.98361	0.99543	1.0079	1.0092	0.99039	0.99788	1.0008	1.0027	0.95331	0.94486	0.89744	0.86971	0.81041	0.83641	0.79915	0.74605	0.58874	0.69974	0.59083	0.70740								
7.1067							1.0004	1.0004	0.98708	1.0035			0.99611	0.99755	0.98951	1.0049	0.98401	0.98723	0.99943	0.99309	0.93390	0.92977	0.90349	0.86735	0.81563	0.85145	0.80044	0.77109	0.59103	0.68564	0.60646	0.72442								
7.1356							1.0060	0.99130	1.0007	0.99589			1.0091	1.0010	1.0061	1.0144	0.98997	0.98239	0.99485	0.99563	0.92992	0.94945	0.90499	0.87990	0.81890	0.82632	0.81802	0.73860	0.60325	0.69445	0.60450	0.74096								
7.1644							1.0020	0.99523	0.99778	1.0165			0.98600	0.99615	1.0006	0.98355	0.97158	0.99893	0.99680	0.99892	0.94351	0.94540	0.89569	0.86454	0.81171	0.83383	0.79672	0.75591	0.61058	0.70488	0.60364	0.72604								
7.1933							1.0077		1.0153	0.99854			1.0059	0.97923	0.98902	1.0049	1.0006	1.0012	0.98552	1.0066	0.93873	0.93133	0.91192	0.85873	0.83179	0.81650	0.81705	0.76007	0.60345	0.71615	0.60143	0.73981								
7.2222							1.0100		0.99865	1.0109			0.99915	0.99695	1.0049	0.99443	0.98923	0.99699	0.99510	1.0078	0.94557	0.94862	0.91631	0.88149	0.81493	0.81458	0.78470	0.76160	0.60540	0.69824	0.59075	0.73769								
7.2511							0.98360		1.0083	1.0104			0.98039	0.99801	0.99752	1.0071	1.0004	0.99842	0.98856	1.0076	0.94033	0.94055	0.90402	0.87335	0.83340	0.82264	0.81043	0.76359	0.60738	0.70097	0.61071	0.74002								
7.2800							0.99958		0.99605	1.0118			1.0028	1.0083	1.0064	0.98561	1.0013	0.98948	0.99966	0.99288	0.97974	0.96117	0.90728	0.87203	0.82320	0.85113	0.81733	0.76298	0.61849	0.70599	0.62187	0.73858								
7.3089							1.0013		0.99845	1.0080			0.99829	0.99666	0.98749	1.0034	1.0033	1.0085	0.99357	1.0016	0.94967	0.94183	0.92138	0.86846	0.83075	0.84124	0.80643	0.75792	0.60690	0.70719	0.62644	0.73989								
7.3378							1.0062		1.0139	0.99714			0.99832	0.99892	0.99949	1.0092	1.0047	1.0065	0.98847	0.99504	0.93926	0.96148	0.91676	0.88123	0.84935	0.83641	0.82915	0.75428	0.61317	0.71864	0.62480	0.75384								
7.3667							1.0078		0.99551	1.0081			1.0083	1.0165	0.97975	0.98813	0.98868	0.99383	0.99857	0.99556	0.94388	0.95712	0.92203	0.88361	0.84214	0.83812	0.81926	0.77362	0.62088	0.72591	0.61429	0.75842								
7.3956							0.99586		1.0043	0.98645			0.99319	1.0030	1.0081	1.0047	0.99963	1.0108	0.98486	1.0011	0.93948	0.95493	0.92936	0.88827	0.84388	0.86144	0.82405	0.77232	0.62826	0.71017	0.62029	0.74211								
7.4244							1.0251		0.99430	0.99724			0.99595	0.99923	1.0024	0.99692	1.0080	1.0108	0.99073	0.99565	0.95501	0.92924	0.92183	0.87245	0.83615	0.85706	0.83625	0.78394	0.62782	0.70250	0.62332	0.75517								
7.4533							1.0079		1.0030	1.0244			1.0172	0.99177	1.0017	0.97799	1.0012	0.99655	0.99245	0.99419	0.94096	0.95108	0.91117	0.88479	0.84370	0.85082	0.84418	0.76845	0.61325	0.71428	0.62564	0.75599								
7.4822							1.0036		0.98715	0.99714			0.98788	1.0036	1.0125	1.0027	0.98883	1.0002	0.99990	1.0023	0.93827	0.93700	0.92035	0.87893	0.84588	0.84899	0.82527	0.79332	0.63278	0.73357	0.62607	0.76358								
7.5111									1.0093	1.0024			0.99699	1.0077	0.99262	1.0120	1.0006	0.99173	1.0069	1.0005	0.95880	0.95180	0.90946	0.90351	0.84606	0.85459	0.83589	0.78667	0.64450	0.72083	0.63825	0.75797								
7.5400									1.0147	0.99909			0.99832	1.0151	1.0018	0.98405	0.99738	1.0027	0.99443	1.0070	0.95715	0.94450	0.92251	0.87870	0.84707	0.87509	0.81979	0.80469	0.64107	0.74235	0.62289	0.75264								
7.5689									1.0146	1.0009			0.98507	1.0150	1.0103	0.99941	0.97255	1.0010	0.99217	1.0064	0.94679	0.95251	0.94602	0.88253	0.84401	0.85087	0.83123	0.79262	0.62356	0.73415	0.64124	0.77714								
7.5978									0.99801	0.98687			1.0071	0.99059	1.0044	0.99347	1.0015	1.0031	1.0046	1.0124	0.96969	0.96466	0.93029	0.88396	0.85818	0.87875	0.83300	0.79312	0.63330	0.71843	0.64743	0.76386								
7.6267									0.99791	1.0034			1.0013	0.99377	0.99797	0.98908	0.99718	0.99692	1.0059	0.99838	0.96334	0.95881	0.94366	0.89906	0.86183	0.84914	0.84076	0.79751	0.64968	0.74965	0.63777	0.75387								
