"Cs (nM)"	"Relative e.s.s."
5000.000000	1.11793345956181
2500.000000	1.05761428185015
1750.000000	1.01541790641060
1700.000000	1.00757370841223
1600.000000	1.00000000000000
1500.000000	1.00595077089532
1250.000000	1.04787665674871
1000.000000	1.21179334595618
900.000000	1.28915336759535
800.000000	1.36137408709765
750.000000	1.40681633757100
700.000000	1.45847984852583
500.000000	1.64809304841764
