"q (Å^-1)"	"Intensity (cm-1) 1000 nM JB6"	"Intensity (cm-1) 300 nM JB6"	"Intensity (cm-1) 0 nM JB6"
0.3760966000	0.00201580000000	0.00099581000000	0.00065104000000
0.3742021000	0.00155649000000	-0.00014976000000	0.00045252000000
0.3723076000	0.00113410000000	0.00088771000000	0.00102990000000
0.3704131000	0.00105905000000	0.00096392000000	0.00101580000000
0.3685186000	0.00212931000000	0.00069262000000	0.00084733000000
0.3666241000	-0.00017972000000	0.00054776000000	0.00044550000000
0.3647296000	0.00131578000000	0.00012334000000	0.00020734000000
0.3628351000	0.00101690000000	0.00015330000000	0.00057165000000
0.3609406000	0.00078921000000	0.00044061000000	0.00046326000000
0.3590461000	0.00086670000000	0.00144922000000	0.00083583000000
0.3571516000	0.00137863000000	0.00136590000000	0.00069434000000
0.3552571000	0.00112352000000	0.00089364000000	-0.00025528000000
0.3533626000	0.00141007000000	0.00057975000000	0.00074162000000
0.3514681000	0.00121755000000	0.00110219000000	0.00091722000000
0.3495736000	0.00239522000000	0.00135761000000	0.00127761000000
0.3476791000	0.00191012000000	0.00147380000000	0.00107038000000
0.3457845000	0.00189814000000	0.00052075000000	0.00078177000000
0.3438900000	0.00102251000000	0.00018647000000	0.00067256000000
0.3419955000	0.00094372000000	0.00001815000000	0.00069026000000
0.3401010000	0.00070870000000	0.00091804000000	0.00012990000000
0.3382065000	0.00002415000000	0.00085395000000	0.00004063000000
0.3363120000	0.00141596000000	0.00083620000000	0.00077821000000
0.3344175000	0.00174522000000	0.00022677000000	0.00075594000000
0.3325230000	0.00136075000000	0.00129270000000	0.00101895000000
0.3306285000	0.00097870000000	0.00032274000000	0.00082498000000
0.3287340000	0.00119153000000	0.00200711000000	0.00160948000000
0.3268395000	0.00148273000000	0.00073952000000	0.00060008000000
0.3249450000	0.00158718000000	0.00083003000000	0.00159096000000
0.3230505000	0.00207670000000	0.00077017000000	0.00076163000000
0.3211560000	0.00082109000000	0.00060229000000	0.00039764000000
0.3192615000	0.00194718000000	0.00131150000000	0.00102861000000
0.3173670000	0.00101979000000	0.00060813000000	0.00085173000000
0.3154725000	0.00084905000000	0.00091152000000	0.00006562000000
0.3135780000	0.00222550000000	0.00154250000000	0.00158345000000
0.3116835000	0.00190327000000	0.00090546000000	0.00111998000000
0.3097890000	0.00218736000000	0.00089857000000	0.00097184000000
0.3078945000	0.00195640000000	0.00215487000000	0.00145123000000
0.3060000000	0.00176277000000	0.00090561000000	0.00147383000000
0.3041055000	0.00158930000000	0.00094651000000	0.00102025000000
0.3022110000	0.00106000000000	0.00076574000000	0.00080035000000
0.3003165000	0.00172910000000	0.00129262000000	0.00090199000000
0.2984220000	0.00099220000000	0.00076776000000	0.00084150000000
0.2965275000	0.00199683000000	0.00112952000000	0.00142138000000
0.2946330000	0.00317482000000	0.00183002000000	0.00187439000000
0.2927385000	0.00128693000000	0.00165017000000	0.00081970000000
0.2908440000	0.00090289000000	0.00010730000000	0.00026653000000
0.2889494000	0.00203575000000	0.00049162000000	0.00114942000000
0.2870549000	0.00131719000000	0.00028096000000	0.00118553000000
0.2851604000	0.00208892000000	0.00142665000000	0.00119519000000
0.2832659000	0.00200693000000	0.00162741000000	0.00193742000000
0.2813714000	0.00225918000000	0.00143524000000	0.00094350000000
0.2794769000	0.00209266000000	0.00164965000000	0.00122898000000
0.2775824000	0.00233179000000	0.00095006000000	0.00176159000000
0.2756879000	0.00190936000000	0.00236738000000	0.00171190000000
0.2737934000	0.00152484000000	0.00246275000000	0.00204533000000
0.2718989000	0.00215191000000	0.00175449000000	0.00126733000000
0.2700044000	0.00167932000000	0.00114137000000	0.00100515000000
0.2681099000	0.00251759000000	0.00161603000000	0.00171026000000
0.2662154000	0.00255939000000	0.00123466000000	0.00197403000000
0.2643209000	0.00144665000000	0.00173083000000	0.00209139000000
0.2624264000	0.00260745000000	0.00047505000000	0.00137306000000
0.2605319000	0.00308272000000	0.00186450000000	0.00215059000000
0.2586374000	0.00160419000000	0.00136542000000	0.00154870000000
0.2567429000	0.00233875000000	0.00136351000000	0.00149323000000
0.2548484000	0.00296190000000	0.00164947000000	0.00159453000000
0.2529539000	0.00439173000000	0.00279433000000	0.00341618000000
0.2510594000	0.00217737000000	0.00204507000000	0.00184609000000
0.2491649000	0.00289365000000	0.00192281000000	0.00203101000000
0.2472704000	0.00198532000000	0.00200611000000	0.00147608000000
0.2453759000	0.00277938000000	0.00082968000000	0.00186886000000
0.2434814000	0.00262616000000	0.00201439000000	0.00206585000000
0.2415869000	0.00258537000000	0.00137558000000	0.00204039000000
0.2396924000	0.00198113000000	0.00116942000000	0.00200635000000
0.2377979000	0.00174092000000	0.00210044000000	0.00179905000000
0.2359034000	0.00277610000000	0.00161990000000	0.00240035000000
0.2340089000	0.00289610000000	0.00320510000000	0.00322771000000
0.2321144000	0.00300455000000	0.00291753000000	0.00260263000000
0.2302198000	0.00334241000000	0.00249952000000	0.00316054000000
0.2283253000	0.00277995000000	0.00197884000000	0.00274913000000
0.2264308000	0.00321201000000	0.00111375000000	0.00246642000000
0.2245363000	0.00411734000000	0.00213495000000	0.00265720000000
0.2226418000	0.00277983000000	0.00219403000000	0.00261210000000
0.2207473000	0.00428398000000	0.00420646000000	0.00405394000000
0.2188528000	0.00247081000000	0.00300259000000	0.00266348000000
0.2169583000	0.00426357000000	0.00200346000000	0.00362786000000
0.2150638000	0.00240547000000	0.00170641000000	0.00177911000000
0.2131693000	0.00243573000000	0.00283580000000	0.00197066000000
0.2112748000	0.00262897000000	0.00260435000000	0.00253669000000
0.2093803000	0.00321162000000	0.00246183000000	0.00281172000000
0.2074858000	0.00337355000000	0.00290097000000	0.00280384000000
0.2055913000	0.00314748000000	0.00298107000000	0.00271828000000
0.2036968000	0.00419795000000	0.00342855000000	0.00332523000000
0.2018023000	0.00352057000000	0.00257992000000	0.00279883000000
0.1999078000	0.00238025000000	0.00326695000000	0.00364441000000
0.1980133000	0.00482696000000	0.00382171000000	0.00353209000000
0.1961188000	0.00509896000000	0.00293547000000	0.00337874000000
0.1942243000	0.00419760000000	0.00221721000000	0.00254175000000
0.1923298000	0.00351387000000	0.00190039000000	0.00330474000000
0.1904353000	0.00292150000000	0.00207115000000	0.00284279000000
0.1885408000	0.00373708000000	0.00249974000000	0.00324831000000
0.1866463000	0.00430838000000	0.00258184000000	0.00308695000000
0.1847518000	0.00447688000000	0.00357089000000	0.00360286000000
0.1828573000	0.00409724000000	0.00384251000000	0.00251727000000
0.1809628000	0.00364993000000	0.00258876000000	0.00346612000000
0.1790683000	0.00449548000000	0.00301832000000	0.00441160000000
0.1771738000	0.00386538000000	0.00230184000000	0.00431863000000
0.1752793000	0.00440989000000	0.00417869000000	0.00339250000000
0.1733848000	0.00561938000000	0.00363002000000	0.00458935000000
0.1714902000	0.00505568000000	0.00438136000000	0.00443656000000
0.1695957000	0.00482003000000	0.00362647000000	0.00266326000000
0.1677012000	0.00535069000000	0.00445173000000	0.00438995000000
0.1658067000	0.00436601000000	0.00367155000000	0.00421594000000
0.1639122000	0.00588630000000	0.00490679000000	0.00494680000000
0.1620177000	0.00411619000000	0.00346957000000	0.00343004000000
0.1601232000	0.00430614000000	0.00325821000000	0.00395084000000
0.1582287000	0.00563572000000	0.00355770000000	0.00519551000000
0.1563342000	0.00470477000000	0.00439427000000	0.00538555000000
0.1544397000	0.00542691000000	0.00356638000000	0.00498194000000
0.1525452000	0.00537184000000	0.00479783000000	0.00548448000000
0.1506507000	0.00490775000000	0.00463018000000	0.00497656000000
0.1487562000	0.00664645000000	0.00495506000000	0.00544664000000
0.1468617000	0.00469081000000	0.00356686000000	0.00445743000000
0.1449672000	0.00578204000000	0.00441441000000	0.00488076000000
0.1430727000	0.00562659000000	0.00422103000000	0.00534778000000
0.1411782000	0.00449637000000	0.00463024000000	0.00457633000000
0.1392837000	0.00335269000000	0.00289720000000	0.00290911000000
0.1373892000	0.00458260000000	0.00342449000000	0.00443485000000
0.1354947000	0.00565760000000	0.00512194000000	0.00576514000000
0.1336002000	0.00558041000000	0.00353280000000	0.00479735000000
0.1317057000	0.00509589000000	0.00397023000000	0.00501318000000
0.1298112000	0.00446609000000	0.00328745000000	0.00393742000000
0.1279167000	0.00694170000000	0.00446713000000	0.00550881000000
0.1260222000	0.00717209000000	0.00476896000000	0.00590569000000
0.1241277000	0.00703192000000	0.00605184000000	0.00587902000000
0.1222332000	0.00658410000000	0.00671567000000	0.00784870000000
0.1203387000	0.00723260000000	0.00687283000000	0.00595367000000
0.1184442000	0.00643908000000	0.00483630000000	0.00679774000000
0.1165497000	0.00726262000000	0.00508373000000	0.00748030000000
0.1146552000	0.00696456000000	0.00573064000000	0.00681420000000
0.1127606000	0.00551250000000	0.00509972000000	0.00542582000000
0.1108661000	0.00603511000000	0.00544860000000	0.00580603000000
0.1089716000	0.00676347000000	0.00451538000000	0.00566466000000
0.1070771000	0.00659889000000	0.00531080000000	0.00637196000000
0.1051826000	0.00562623000000	0.00532705000000	0.00554421000000
0.1032881000	0.00764860000000	0.00775210000000	0.00808072000000
0.1013936000	0.00611201000000	0.00453537000000	0.00636833000000
0.0994991200	0.00898185000000	0.00776136000000	0.00674886000000
0.0976046200	0.00617366000000	0.00487505000000	0.00639498000000
0.0957101200	0.00872646000000	0.00480731000000	0.00537174000000
0.0938156100	0.00650785000000	0.00643899000000	0.00658494000000
0.0919211100	0.00700029000000	0.00658826000000	0.00817485000000
0.0900266100	0.00655183000000	0.00622261000000	0.00804073000000
0.0881321000	0.00759459000000	0.00720012000000	0.00711093000000
0.0862376000	0.00403295000000	0.00470305000000	0.00605133000000
0.0843431000	0.00468482000000	0.00573228000000	0.00631845000000
0.0824485900	0.00646001000000	0.00570800000000	0.00857629000000
0.0805540900	0.00508273000000	0.00519638000000	0.00572957000000
0.0786595900	0.00396366000000	0.00630811000000	0.00738812000000
0.0767650800	0.00835172000000	0.00652300000000	0.00846963000000
0.0748705800	0.00702396000000	0.00734479000000	0.00884194000000
0.0729760800	0.00593171000000	0.00599552000000	0.00840093000000
0.0710815800	0.00808800000000	0.00866437000000	0.00964971000000
0.0691870700	0.00711145000000	0.00908335000000	0.01109621000000
0.0672925700	0.00876762000000	0.00608546000000	0.00845368000000
0.0653980700	0.00527424000000	0.00623766000000	0.00965819000000
0.0635035600	0.00646991000000	0.00828701000000	0.01105768000000
0.0616090600	0.00514264000000	0.00550093000000	0.01122365000000
0.0597145600	0.00715518000000	0.00881366000000	0.01232075000000
0.0578200500	0.00763541000000	0.00781922000000	0.01182716000000
0.0559255500	0.00890243000000	0.01135053000000	0.01323753000000
0.0540310500	0.00585605000000	0.00885120000000	0.01351508000000
0.0521365400	0.00715107000000	0.00791963000000	0.01648700000000
0.0502420400	0.00686649000000	0.00768764000000	0.01639561000000
0.0483475400	0.00824167000000	0.01325766000000	0.02060025000000
0.0464530300	0.00739629000000	0.01301939000000	0.02194632000000
0.0445585300	0.00740336000000	0.01299129000000	0.02308553000000
0.0426640300	0.00341785000000	0.01320725000000	0.02273635000000
0.0407695200	0.00994436000000	0.01810572000000	0.03053215000000
0.0388750200	0.00913919000000	0.01751434000000	0.03265190000000
0.0369805200	0.00413314000000	0.01696479000000	0.03886236000000
0.0350860100	0.00951428000000	0.02736974000000	0.04513227000000
0.0331915100	0.00924462000000	0.03157253000000	0.05514849000000
0.0312970100	0.00618237000000	0.03347209000000	0.05927182000000
0.0294025000	0.00841243000000	0.04143555000000	0.07453092000000
0.0275080000	0.00511307000000	0.04769952000000	0.08950245000000
0.0256135000	0.01291282000000	0.06292975000000	0.11741064000000
0.0237189900	0.00622768000000	0.07422380000000	0.13539940000000
0.0218244900	0.00584194000000	0.09859922000000	0.17712102000000
0.0199299900	0.01024289000000	0.13835604000000	0.22574064000000
0.0180354800	0.01185122000000	0.19438706000000	0.29125586000000
0.0161409800	0.01734895000000	0.29713206000000	0.42333556000000
0.0142464800	0.01395150000000	0.48264260000000	0.59856800000000
0.0123519700	0.03856560000000	0.64210610000000	0.71529540000000
0.0120208000	0.03226420000000	0.88083170000000	1.07223370000000
0.0114622100	0.02573710000000	0.87501650000000	1.12891150000000
0.0109036200	0.08956350000000	1.17824510000000	1.23018410000000
0.0103450300	-0.02052940000000	1.22462910000000	1.39028010000000
0.0097864440	0.03396520000000	1.55757180000000	1.68813480000000
0.0092278540	-0.00979960000000	1.86755150000000	1.98191550000000
0.0086692630	0.14449910000000	2.39595530000000	2.27182630000000
0.0081106730	0.23646830000000	2.71610150000000	2.59417950000000
0.0075520830	0.09421650000000	3.29428780000000	2.91391780000000
0.0069934930	0.11958440000000	3.89657120000000	3.50233520000000
0.0064349030	0.23017520000000	5.34995220000000	4.39936520000000
0.0058763130	0.44069900000000	6.45190700000000	5.00840000000000
0.0053177230	0.38178900000000	8.20095800000000	6.29861400000000
0.0047591320	0.48075000000000	10.80645800000000	7.78597800000000
0.0042005420	1.37654200000000	14.03410700000000	10.57076700000000
0.0036419520	1.34370000000000	21.25186000000000	14.71589000000000
0.0030833620	-6.87535000000000	27.32881000000000	27.39301000000000
