"q (Å^-1)"	"Intensity (cm-1) 1000 nM JB6"	"Intensity (cm-1) 300 nM JB6"	"Intensity (cm-1) 0 nM JB6"
0.4594547000	0.00027484000000	0.00006423000000	0.00025990000000
0.4575602000	0.00076943000000	-0.00040485000000	-0.00000986000000
0.4556657000	0.00135392000000	0.00010730000000	0.00019361000000
0.4537712000	0.00082755000000	-0.00064640000000	-0.00051163000000
0.4518767000	0.00083207000000	-0.00088639000000	-0.00015981000000
0.4499822000	0.00011489000000	-0.00065660000000	0.00000931000000
0.4480877000	0.00115297000000	-0.00002332000000	0.00049293000000
0.4461932000	0.00051613000000	0.00047733000000	0.00091203000000
0.4442987000	0.00109242000000	-0.00037893000000	0.00043148000000
0.4424042000	0.00120306000000	0.00057188000000	0.00075729000000
0.4405097000	0.00035745000000	0.00043756000000	0.00015327000000
0.4386152000	0.00063455000000	0.00005812000000	-0.00005969000000
0.4367207000	0.00076464000000	0.00090947000000	0.00032102000000
0.4348262000	0.00123785000000	0.00028932000000	0.00032951000000
0.4329317000	0.00246471000000	0.00140144000000	0.00121114000000
0.4310372000	0.00091444000000	0.00044641000000	0.00039346000000
0.4291427000	0.00026521000000	-0.00060232000000	-0.00020885000000
0.4272482000	0.00210801000000	0.00128532000000	0.00137582000000
0.4253537000	0.00060651000000	0.00069944000000	-0.00014168000000
0.4234592000	0.00009623000000	0.00030545000000	0.00016215000000
0.4215647000	0.00089863000000	0.00072346000000	0.00010741000000
0.4196702000	0.00039604000000	-0.00010508000000	0.00010539000000
0.4177757000	0.00102396000000	-0.00048043000000	0.00008465000000
0.4158812000	0.00085176000000	0.00056671000000	0.00095584000000
0.4139867000	0.00004300000000	-0.00014819000000	-0.00013610000000
0.4120922000	0.00151368000000	0.00061212000000	0.00031257000000
0.4101977000	0.00050278000000	0.00077461000000	0.00035278000000
0.4083032000	0.00136629000000	0.00091920000000	0.00122991000000
0.4064087000	0.00195462000000	0.00080757000000	0.00146015000000
0.4045141000	0.00080160000000	-0.00031759000000	0.00052851000000
0.4026196000	0.00039660000000	0.00044897000000	0.00071390000000
0.4007251000	0.00128240000000	0.00005715000000	0.00048001000000
0.3988306000	0.00107178000000	0.00095184000000	0.00076244000000
0.3969361000	0.00000837000000	0.00003712000000	-0.00022853000000
0.3950416000	0.00091259000000	0.00079456000000	0.00006016000000
0.3931471000	0.00130586000000	0.00079032000000	0.00055849000000
0.3912526000	0.00128350000000	0.00161604000000	0.00082594000000
0.3893581000	0.00101677000000	0.00021243000000	0.00044883000000
0.3874636000	0.00067869000000	0.00056986000000	-0.00012884000000
0.3855691000	0.00141553000000	0.00084814000000	0.00069279000000
0.3836746000	0.00179680000000	0.00116840000000	0.00065415000000
0.3817801000	0.00150090000000	0.00067375000000	0.00095809000000
0.3798856000	0.00089767000000	0.00020186000000	0.00069082000000
0.3779911000	0.00096329000000	0.00009143000000	0.00059552000000
