time / h	Ab42 alone	Ab42 alone	Ab42 alone	47 nM S100GSTctrl	47 nM S100GSTctrl	47 nM S100GSTctrl	94 nM S100GSTctrl	94 nM S100GSTctrl	94 nM S100GSTctrl	187 nM S100GSTctrl	187 nM S100GSTctrl	187 nM S100GSTctrl	375 nM S100GSTctrl	375 nM S100GSTctrl	375 nM S100GSTctrl	750 nM S100GSTctrl	750 nM S100GSTctrl	750 nM S100GSTctrl	1500 nM S100GSTctrl	1500 nM S100GSTctr	1500 nM S100GSTctr	3000 nM S100GSTctr	3000 nM S100GSTctr	3000 nM S100GSTctr	0 fit	47 fit	94 fit	187 fit	375 fit	750 fit	1500 fit	3000 fit
3.5687																									1.00000	0.99999	0.99983	0.99891	0.99988	0.99563	0.99988	0.99998
3.5950																									1.00000	0.99999	0.99985	0.99900	0.99989	0.99598	0.99990	0.99999
3.6212																									1.00000	0.99999	0.99986	0.99909	0.99990	0.99630	0.99991	0.99999
3.6475																									1.00000	1.00000	0.99988	0.99918	0.99991	0.99660	0.99992	0.99999
3.6737																									1.00000	1.00000	0.99989	0.99925	0.99992	0.99687	0.99993	0.99999
3.6999																									1.00000	1.00000	0.99990	0.99932	0.99993	0.99712	0.99993	0.99999
3.7262																									1.00000	1.00000	0.99991	0.99938	0.99994	0.99735	0.99994	0.99999
3.7524																									1.00000	1.00000	0.99992	0.99944	0.99994	0.99757	0.99995	0.99999
3.7787																									1.00000	1.00000	0.99993	0.99949	0.99995	0.99776	0.99995	0.99999
3.8049																									1.00000	1.00000	0.99994	0.99953	0.99995	0.99794	0.99996	0.99999
3.8311																									1.00000	1.00000	0.99994	0.99958	0.99996	0.99810	0.99996	1.00000
3.8574																									1.00000	1.00000	0.99995	0.99961	0.99996	0.99826	0.99997	1.00000
3.8836																									1.00000	1.00000	0.99995	0.99965	0.99997	0.99840	0.99997	1.00000
3.9099																									1.00000	1.00000	0.99996	0.99968	0.99997	0.99852	0.99997	1.00000
3.9361																									1.00000	1.00000	0.99996	0.99971	0.99997	0.99864	0.99998	1.00000
3.9623																									1.00000	1.00000	0.99997	0.99974	0.99998	0.99875	0.99998	1.00000
3.9886																									1.00000	1.00000	0.99997	0.99976	0.99998	0.99885	0.99998	1.00000
4.0148																									1.00000	1.00000	0.99997	0.99978	0.99998	0.99894	0.99998	1.00000
4.0411																									1.00000	1.00000	0.99998	0.99980	0.99998	0.99903	0.99998	1.00000
4.0673																									1.00000	1.00000	0.99998	0.99982	0.99999	0.99911	0.99999	1.00000
4.0935																									1.00000	1.00000	0.99998	0.99984	0.99999	0.99918	0.99999	1.00000
4.1198																									1.00000	1.00000	0.99998	0.99985	0.99999	0.99924	0.99999	1.00000
4.1460																									1.00000	1.00000	0.99998	0.99986	0.99999	0.99930	0.99999	1.00000
4.1723																									1.00000	1.00000	0.99999	0.99988	0.99999	0.99936	0.99999	1.00000
4.1985																									1.00000	1.00000	0.99999	0.99989	0.99999	0.99941	0.99999	1.00000
4.2248																									1.00000	1.00000	0.99999	0.99990	0.99999	0.99946	0.99999	1.00000
4.2510																									1.00000	1.00000	0.99999	0.99991	0.99999	0.99950	0.99999	1.00000
4.2772																									1.00000	1.00000	0.99999	0.99992	0.99999	0.99954	0.99999	1.00000
4.3035																									1.00000	1.00000	0.99999	0.99992	0.99999	0.99958	1.00000	1.00000
4.3297																									1.00000	1.00000	0.99999	0.99993	1.00000	0.99961	1.00000	1.00000
4.3560																									1.00000	1.00000	0.99999	0.99994	1.00000	0.99964	1.00000	1.00000
4.3822																									1.00000	1.00000	0.99999	0.99994	1.00000	0.99967	1.00000	1.00000
4.4084																									1.00000	1.00000	0.99999	0.99995	1.00000	0.99970	1.00000	1.00000
4.4347																									1.00000	1.00000	1.00000	0.99995	1.00000	0.99972	1.00000	1.00000
4.4609																									1.00000	1.00000	1.00000	0.99996	1.00000	0.99974	1.00000	1.00000
4.4872																									1.00000	1.00000	1.00000	0.99996	1.00000	0.99976	1.00000	1.00000
4.5134																									1.00000	1.00000	1.00000	0.99996	1.00000	0.99978	1.00000	1.00000
4.5396																									1.00000	1.00000	1.00000	0.99997	1.00000	0.99980	1.00000	1.00000
4.5659																									1.00000	1.00000	1.00000	0.99997	1.00000	0.99982	1.00000	1.00000
4.5921																									1.00000	1.00000	1.00000	0.99997	1.00000	0.99983	1.00000	1.00000
4.6184																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99985	1.00000	1.00000
4.6446																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99986	1.00000	1.00000
4.6708																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99987	1.00000	1.00000
4.6971																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99988	1.00000	1.00000
4.7233																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99989	1.00000	1.00000
4.7496																									1.00000	1.00000	1.00000	0.99998	1.00000	0.99990	1.00000	1.00000
4.7758																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99991	1.00000	1.00000
4.8020																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99991	1.00000	1.00000
4.8283																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99992	1.00000	1.00000
4.8545																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99993	1.00000	1.00000
4.8808																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99993	1.00000	1.00000
4.9070																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99994	1.00000	1.00000
4.9333																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99994	1.00000	1.00000
4.9595																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99995	1.00000	1.00000
4.9857																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99995	1.00000	1.00000
5.0120																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99996	1.00000	1.00000
5.0382																									1.00000	1.00000	1.00000	0.99999	1.00000	0.99996	1.00000	1.00000
5.0645																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99996	1.00000	1.00000
5.0907																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99997	1.00000	1.00000
5.1169																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99997	1.00000	1.00000
5.1432																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99997	1.00000	1.00000
5.1694																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99997	1.00000	1.00000
5.1957																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99998	1.00000	1.00000
5.2219																									1.00000	1.00000	1.00000	1.00000	1.00000	0.99998	1.00000	1.00000
