"Kd (nM)"	"Relative e.s.s."
500.000000	1.28617798214769
200.000000	1.27968623208006
100.000000	1.26940762780633
10.000000	1.15796591831214
1.000000	1.03949147957804
0.100000	1.00568028130917
0.010000	1.00054097917230
0.001000	1.00000000000000
0.000100	1.00000000000000
0.000010	1.00000000000000
0.000001	1.00000000000000
1.000000e-009	1.00000000000000
