"time (h)"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"
49.65333333333330	0.4649	0.4994	0.5066	0.5058	0.5128			3.2064	2.9040	3.3010	3.6897	4.1101			4.133	3.998	3.941	4.205	4.488			4.3184	4.3514	4.2939	4.4488	4.2872			4.1818	4.1110	4.0668	4.2411	4.1218	4.1564	4.1957
49.87500000000000	0.4672	0.5011	0.5072	0.5083	0.5116			3.2238	2.9037	3.2834	3.7265	4.1617			4.130	4.026	3.952	4.212	4.481			4.3646	4.3622	4.3471	4.4526	4.2688			4.1976	4.1007	4.0959	4.2189	4.1422	4.1521	4.1782
50.09666666666670	0.4653	0.4984	0.5064	0.5108	0.5120			3.2137	2.9242	3.3116	3.7071	4.1272			4.151	4.019	3.953	4.239	4.482			4.3442	4.3578	4.3234	4.4734	4.2740			4.1752	4.1352	4.0922	4.2240	4.1401	4.1540	4.1982
50.31833333333330	0.4656	0.5005	0.5066	0.5053	0.5106			3.2396	2.9255	3.2993	3.7132	4.1324			4.142	4.003	3.966	4.208	4.509			4.3628	4.3730	4.3360	4.4379	4.2894			4.1765	4.1392	4.0971	4.2446	4.1366	4.1750	4.1682
50.54000000000000	0.4646	0.5033	0.5109	0.5062	0.5095			3.2310	2.9442	3.3112	3.7155	4.1373			4.142	4.026	3.985	4.235	4.523			4.3520	4.3828	4.3423	4.4646	4.3058			4.2134	4.1254	4.1020	4.2436	4.1638	4.1493	4.1876
50.76166666666670	0.4664	0.5017	0.5104	0.5100	0.5136			3.2277	2.9250	3.2974	3.6980	4.1234			4.134	4.022	3.973	4.201	4.519			4.3437	4.3673	4.3629	4.4724	4.3192			4.2146	4.1064	4.0905	4.2382	4.1386	4.1657	4.2007
50.98333333333330	0.4659	0.5029	0.5078	0.5090	0.5108			3.2303	2.9339	3.3130	3.7366	4.1586			4.149	4.024	3.976	4.213	4.506			4.3516	4.3742	4.3341	4.4682	4.3172			4.2029	4.1569	4.1084	4.2220	4.1538	4.1558	4.1899
51.20500000000000	0.4645	0.5043	0.5066	0.5091	0.5135			3.2327	2.9405	3.3040	3.7441	4.1645			4.152	4.022	3.961	4.231	4.525			4.3648	4.3738	4.3417	4.4519	4.3014			4.1843	4.1382	4.1113	4.2743	4.1358	4.1547	4.2049
51.42666666666670	0.4665	0.5006	0.5089	0.5092	0.5135			3.2405	2.9440	3.3429	3.7486	4.1970			4.158	4.024	3.984	4.262	4.522			4.3735	4.3909	4.3288	4.4841	4.3046			4.1891	4.1147	4.1117	4.2576	4.1634	4.1605	4.2150
51.64833333333330	0.4687	0.5047	0.5087	0.5078	0.5131			3.2497	2.9433	3.3444	3.7638	4.1961			4.147	4.015	3.979	4.218	4.528			4.3804	4.3872	4.3602	4.4964	4.2955			4.1780	4.1537	4.0975	4.2428	4.1586	4.1665	4.1988
51.87000000000000	0.4653	0.5035	0.5092	0.5092	0.5167			3.2456	2.9561	3.3105	3.7468	4.1641			4.174	4.028	3.998	4.243	4.528			4.3972	4.4047	4.3686	4.4969	4.2938			4.2140	4.1458	4.0837	4.2658	4.1734	4.1430	4.2021
52.09166666666670	0.4666	0.5028	0.5085	0.5104	0.5174			3.2557	2.9580	3.3520	3.7357	4.1754			4.183	4.062	4.016	4.279	4.548			4.3826	4.4086	4.3780	4.5151	4.3402			4.2122	4.1756	4.0872	4.2776	4.1817	4.1811	4.2042
52.31333333333330	0.4658	0.5063	0.5104	0.5116	0.5152			3.2846	2.9709	3.3541	3.7588	4.2050			4.178	4.051	4.004	4.235	4.542			4.3701	4.4110	4.3625	4.5081	4.3288			4.2121	4.1426	4.1081	4.2476	4.1851	4.1644	4.2089
52.53500000000000	0.4659	0.5084	0.5132	0.5123	0.5160			3.2856	2.9717	3.3746	3.7864	4.1991			4.199	4.071	4.027	4.252	4.566			4.4070	4.4028	4.3489	4.5040	4.3421			4.2206	4.1598	4.1268	4.2666	4.1788	4.1830	4.2142
52.75666666666670	0.4711	0.5075	0.5086	0.5104	0.5150			3.2986	2.9694	3.3346	3.7770	4.2026			4.176	4.045	4.006	4.255	4.546			4.3776	4.4172	4.3792	4.5026	4.3380			4.2057	4.1573	4.1454	4.2574	4.1705	4.1980	4.2228
52.97833333333330	0.4687	0.5063	0.5112	0.5112	0.5152			3.2948	2.9762	3.3245	3.7971	4.2347			4.201	4.063	4.017	4.289	4.569			4.4105	4.4177	4.3890	4.5085	4.3569			4.2427	4.1751	4.1269	4.2627	4.1881	4.1765	4.2263
53.20000000000000	0.4698	0.5070	0.5147	0.5148	0.5151			3.3038	2.9848	3.3632	3.7975	4.2108			4.218	4.099	4.018	4.256	4.571			4.4225	4.4426	4.3681	4.5494	4.3349			4.2190	4.1715	4.1396	4.2786	4.2080	4.1786	4.2130
53.42166666666670	0.4694	0.5062	0.5115	0.5113	0.5172			3.3079	2.9972	3.3635	3.7758	4.2316			4.189	4.083	4.044	4.275	4.588			4.4154	4.4440	4.3960	4.5452	4.3810			4.2525	4.1833	4.1469	4.2633	4.1800	4.2189	4.2188
53.64333333333330	0.4696	0.5091	0.5107	0.5164	0.5148			3.3132	2.9941	3.3528	3.8198	4.2548			4.193	4.074	4.038	4.293	4.566			4.4226	4.4457	4.4212	4.5195	4.3730			4.2391	4.1729	4.1428	4.2762	4.2031	4.1717	4.2507
53.86500000000000	0.4693	0.5067	0.5138	0.5126	0.5195			3.3027	3.0044	3.3710	3.8134	4.2170			4.196	4.104	4.022	4.292	4.564			4.4030	4.4551	4.3860	4.5211	4.3559			4.2576	4.1770	4.1324	4.2724	4.1792	4.1791	4.2347
54.08666666666670	0.4674	0.5089	0.5161	0.5148	0.5162			3.2976	2.9894	3.3766	3.8203	4.2530			4.205	4.099	4.047	4.273	4.594			4.4150	4.4519	4.4064	4.5608	4.3615			4.2322	4.1909	4.1258	4.3000	4.1867	4.1944	4.2485
54.30833333333330	0.4691	0.5101	0.5164	0.5123	0.5169			3.3158	3.0044	3.3968	3.8074	4.2339			4.202	4.100	4.029	4.294	4.578			4.4223	4.4264	4.3879	4.5228	4.3809			4.2367	4.1767	4.1297	4.2680	4.1674	4.2040	4.2275
54.53000000000000	0.4688	0.5072	0.5123	0.5128	0.5181			3.3245	3.0055	3.3890	3.8211	4.2586			4.223	4.093	4.033	4.273	4.608			4.3925	4.4474	4.4035	4.5242	4.3509			4.2463	4.1667	4.1311	4.2547	4.1945	4.2151	4.2344
54.75166666666670	0.4724	0.5076	0.5137	0.5155	0.5149			3.3320	3.0182	3.3856	3.8265	4.2308			4.202	4.083	4.056	4.279	4.592			4.4284	4.4114	4.4202	4.5550	4.3630			4.2168	4.1591	4.1332	4.2764	4.1832	4.2050	4.2365
54.97333333333330	0.4684	0.5092	0.5161	0.5123	0.5188			3.3276	3.0157	3.3937	3.8282	4.2496			4.220	4.094	4.052	4.282	4.571			4.4104	4.4296	4.3846	4.5399	4.3623			4.2531	4.1404	4.1312	4.2712	4.2011	4.2130	4.2142
55.19500000000000	0.4672	0.5104	0.5120	0.5154	0.5199			3.3200	3.0344	3.3786	3.8495	4.2368			4.219	4.107	4.060	4.308	4.566			4.3808	4.4678	4.3961	4.5207	4.3492			4.2373	4.1560	4.1161	4.2796	4.1880	4.2018	4.2587
55.41666666666670	0.4674	0.5066	0.5140	0.5137	0.5199			3.3395	3.0297	3.3997	3.8375	4.2338			4.206	4.094	4.035	4.272	4.591			4.4145	4.4566	4.3777	4.5123	4.3589			4.2334	4.1691	4.1278	4.2623	4.1824	4.1767	4.2092
55.63833333333330	0.4665	0.5044	0.5117	0.5128	0.5167			3.3184	3.0190	3.3800	3.8125	4.2683			4.222	4.083	4.042	4.301	4.561			4.4097	4.4575	4.3864	4.5128	4.3530			4.2228	4.1471	4.1154	4.2528	4.1534	4.1889	4.2511
55.86000000000000	0.4691	0.5091	0.5108	0.5152	0.5162			3.3338	3.0119	3.4029	3.8264	4.2524			4.208	4.096	4.073	4.286	4.608			4.4162	4.4406	4.3940	4.5126	4.3689			4.1938	4.1651	4.1188	4.2612	4.1748	4.1920	4.2273
56.08166666666670	0.4679	0.5102	0.5148	0.5175	0.5157			3.3489	3.0177	3.4011	3.8435	4.2702			4.218	4.094	4.057	4.302	4.623			4.4138	4.4249	4.3734	4.5166	4.3652			4.2176	4.1720	4.1233	4.2575	4.1812	4.2183	4.2070
56.30333333333330	0.4703	0.5082	0.5128	0.5151	0.5214			3.3342	3.0303	3.3866	3.8613	4.2473			4.247	4.094	4.053	4.310	4.591			4.4374	4.4473	4.4194	4.5370	4.3532			4.2043	4.1586	4.1041	4.2770	4.1760	4.1914	4.2198
56.52500000000000	0.4702	0.5048	0.5094	0.5135	0.5188			3.3420	3.0385	3.3852	3.8373	4.2741			4.248	4.101	4.070	4.314	4.590			4.4161	4.4346	4.3940	4.5253	4.3770			4.1902	4.1726	4.1250	4.2594	4.1880	4.2118	4.2327
56.74666666666670	0.4683	0.5120	0.5133	0.5120	0.5159			3.3493	3.0240	3.4099	3.8680	4.2713			4.223	4.101	4.050	4.281	4.594			4.4065	4.4604	4.4075	4.5251	4.3755			4.2291	4.1655	4.1041	4.2690	4.1904	4.1757	4.1995
56.96833333333330	0.4664	0.5076	0.5169	0.5134	0.5209			3.3390	3.0223	3.4064	3.8414	4.2612			4.230	4.109	4.074	4.310	4.612			4.4154	4.4526	4.3926	4.5660	4.3711			4.2320	4.1603	4.0946	4.2438	4.1671	4.1804	4.2257
57.19000000000000	0.4713	0.5064	0.5166	0.5143	0.5159			3.3351	3.0372	3.3948	3.8510	4.2600			4.236	4.091	4.083	4.295	4.601			4.4398	4.4760	4.3893	4.5374	4.3578			4.2181	4.1696	4.1263	4.2590	4.1884	4.2163	4.2365
57.41166666666670	0.4683	0.5091	0.5134	0.5130	0.5205			3.3509	3.0510	3.4268	3.8861	4.2601			4.240	4.105	4.059	4.310	4.612			4.4143	4.4418	4.4028	4.5522	4.3620			4.2492	4.1528	4.1311	4.2806	4.1886	4.2062	4.2017
57.63333333333330	0.4698	0.5108	0.5111	0.5144	0.5190			3.3676	3.0370	3.4253	3.8579	4.2844			4.211	4.136	4.056	4.309	4.624			4.4358	4.4710	4.4078	4.5612	4.3558			4.2300	4.1684	4.1252	4.3022	4.1681	4.1702	4.2253
57.85500000000000	0.4708	0.5112	0.5128	0.5120	0.5184			3.3414	3.0614	3.4253	3.8634	4.2843			4.239	4.115	4.074	4.345	4.590			4.4584	4.4682	4.4065	4.5429	4.3828			4.2492	4.1766	4.1470	4.2637	4.1942	4.1895	4.2398
58.07666666666670	0.4714	0.5132	0.5142	0.5179	0.5172			3.3647	3.0573	3.4373	3.8668	4.2853			4.257	4.120	4.076	4.307	4.599			4.4155	4.4586	4.4522	4.5515	4.3822			4.2268	4.1552	4.1583	4.2926	4.1919	4.1932	4.2352
58.29833333333330	0.4677	0.5123	0.5162	0.5170	0.5182			3.3696	3.0597	3.4203	3.8846	4.2954			4.278	4.146	4.085	4.297	4.618			4.4704	4.4695	4.4362	4.5888	4.4080			4.2626	4.1833	4.1446	4.2878	4.1830	4.2072	4.2094
58.52000000000000	0.4715	0.5115	0.5137	0.5157	0.5204			3.3858	3.0610	3.4510	3.8884	4.3047			4.280	4.134	4.108	4.325	4.626			4.4634	4.4857	4.4267	4.5626	4.4125			4.2376	4.1956	4.1354	4.2873	4.2164	4.2015	4.2477
58.74166666666670	0.4712	0.5097	0.5184	0.5178	0.5206			3.3852	3.0809	3.4390	3.9008	4.3325			4.275	4.151	4.111	4.338	4.628			4.4494	4.4617	4.4355	4.5685	4.3941			4.2512	4.1917	4.1220	4.2991	4.1990	4.2009	4.2353
58.96333333333330	0.4717	0.5122	0.5136	0.5169	0.5204			3.3876	3.0771	3.4545	3.9095	4.3038			4.263	4.155	4.100	4.361	4.639			4.4720	4.4662	4.4339	4.5727	4.3988			4.2387	4.1746	4.1548	4.2873	4.1941	4.2050	4.2428
59.18500000000000	0.4698	0.5109	0.5174	0.5177	0.5241			3.3720	3.0872	3.4429	3.9035	4.3187			4.288	4.169	4.096	4.372	4.638			4.4540	4.5096	4.4452	4.5564	4.3987			4.2445	4.1962	4.1509	4.2674	4.2255	4.2056	4.2422
59.40666666666670	0.4728	0.5104	0.5152	0.5231	0.5230			3.3926	3.0716	3.4639	3.9107	4.3201			4.272	4.105	4.119	4.341	4.630			4.4514	4.5169	4.4574	4.6150	4.4118			4.2580	4.2056	4.1576	4.3020	4.2388	4.2366	4.2561
59.62833333333330	0.4778	0.5112	0.5173	0.5204	0.5215			3.4122	3.0894	3.4830	3.9246	4.3156			4.329	4.187	4.114	4.341	4.632			4.4687	4.4753	4.4648	4.6091	4.4234			4.2701	4.1763	4.1591	4.2914	4.2271	4.2266	4.2472
59.85000000000000	0.4715	0.5123	0.5144	0.5192	0.5239			3.4005	3.0890	3.4616	3.9230	4.3194			4.306	4.187	4.116	4.360	4.653			4.4699	4.5049	4.4546	4.6028	4.4296			4.2686	4.1780	4.1565	4.2995	4.2353	4.2244	4.2527
60.07166666666670	0.4723	0.5116	0.5159	0.5148	0.5236			3.3934	3.0777	3.4638	3.9234	4.3341			4.297	4.161	4.125	4.359	4.679			4.4681	4.5022	4.4598	4.6019	4.4424			4.2465	4.2129	4.1415	4.3042	4.2141	4.2355	4.2406
60.29333333333330	0.4726	0.5161	0.5207	0.5199	0.5204			3.4122	3.0954	3.4790	3.9468	4.3657			4.315	4.182	4.112	4.350	4.657			4.4670	4.4972	4.4768	4.5960	4.4275			4.2520	4.1721	4.1661	4.3124	4.2388	4.2300	4.2703
