Temperature for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature for Cap.17 (Â°C)	Ratio 350 nm / 330 nm for Cap.17 	Temperature (refolding) for Cap.17 (Â°C)	Ratio 350 nm / 330 nm for Cap.17 	Temperature for Cap.17 (Â°C)	350 nm for Cap.17 	Temperature (refolding) for Cap.17 (Â°C)	350 nm for Cap.17 	Temperature for Cap.17 (Â°C)	330 nm for Cap.17 	Temperature (refolding) for Cap.17 (Â°C)	330 nm for Cap.17 	Temperature for Cap.18 (Â°C)	Ratio 350 nm / 330 nm for Cap.18 	Temperature (refolding) for Cap.18 (Â°C)	Ratio 350 nm / 330 nm for Cap.18 	Temperature for Cap.18 (Â°C)	350 nm for Cap.18 	Temperature (refolding) for Cap.18 (Â°C)	350 nm for Cap.18 	Temperature for Cap.18 (Â°C)	330 nm for Cap.18 	Temperature (refolding) for Cap.18 (Â°C)	330 nm for Cap.18 
20.00078	0.7978656	20.02467	0.7997988	20.00078	5048.691	20.02467	4319.98	20.00078	6327.746	20.02467	5401.333	20.00077	0.8016883	20.02423	0.8070195	20.00077	4962.733	20.02423	4187.129	20.00077	6190.353	20.02423	5188.386	20.00077	0.8113611	20.02378	0.8149217	20.00077	5513.884	20.02378	4548.215	20.00077	6795.845	20.02378	5581.168	20.00076	0.8209675	20.02334	0.8231227	20.00076	5829.858	20.02334	4618.327	20.00076	7101.205	20.02334	5610.739	20.00075	0.8279446	20.0229	0.8352293	20.00075	6031.482	20.0229	4372.286	20.00075	7284.885	20.0229	5234.833	20.00075	0.8357998	20.02246	0.8456493	20.00075	6046.996	20.02246	3984.192	20.00075	7234.981	20.02246	4711.4	20.00074	0.8457255	20.02201	0.8520976	20.00074	5998.627	20.02201	5048.27	20.00074	7092.877	20.02201	5924.521	20.00073	0.8648914	20.02157	0.8981739	20.00073	4967.561	20.02157	2539.68	20.00073	5743.565	20.02157	2827.604	20.00073	0.9449368	20.02113	0.9644124	20.00073	3036.902	20.02113	1779.828	20.00073	3213.867	20.02113	1845.505	20.00072	1.041816	20.02069	1.03632	20.00072	2239.959	20.02069	1431.809	20.00072	2150.053	20.02069	1381.628	20.00071	1.091898	20.02024	1.058283	20.00071	2106.378	20.02024	1522.577	20.00071	1929.098	20.02024	1438.724	20.00071	1.111092	20.0198	1.048218	20.00071	2077.749	20.0198	1954.157	20.00071	1870.006	20.0198	1864.266	20.0007	1.122132	20.01936	1.080492	20.0007	2259.181	20.01936	1455.828	20.0007	2013.292	20.01936	1347.374	20.00069	1.128372	20.01892	1.076418	20.00069	2346.481	20.01892	1633.79	20.00069	2079.529	20.01892	1517.803	20.00069	1.140311	20.01847	1.08903	20.00069	2431.94	20.01847	1714.873	20.00069	2132.699	20.01847	1574.68	20.00068	1.14922	20.01803	1.095163	20.00068	2499.761	20.01803	1535.426	20.00068	2175.181	20.01803	1402.007	20.00067	1.155055	20.01759	0.819507	20.00067	2436.509	20.01759	32.0771	20.00067	2109.43	20.01759	39.14194	20.00067	1.165158	20.01715	0.9885861	20.00067	2510.874	20.01715	2083.798	20.00067	2154.965	20.01715	2107.857
20.06619	0.7979605	20.13054	0.8019164	20.06619	5039.961	20.13054	4327.282	20.06619	6316.054	20.13054	5396.176	20.06676	0.8016223	20.13102	0.8059322	20.06676	4953.862	20.13102	4179.33	20.06676	6179.795	20.13102	5185.708	20.06733	0.8128417	20.1315	0.8142753	20.06733	5520.388	20.1315	4546.278	20.06733	6791.468	20.1315	5583.221	20.0679	0.8216873	20.13198	0.8243666	20.0679	5828.707	20.13198	4615.124	20.0679	7093.582	20.13198	5598.388	20.06847	0.8288156	20.13246	0.8330074	20.06847	6039.093	20.13246	4360.665	20.06847	7286.413	20.13246	5234.846	20.06904	0.8368348	20.13294	0.8456892	20.06904	6056.255	20.13294	3986.634	20.06904	7237.097	20.13294	4714.065	20.06961	0.8468988	20.13342	0.8534351	20.06961	6002.103	20.13342	5040.114	20.06961	7087.155	20.13342	5905.68	20.07018	0.8651139	20.13391	0.8990123	20.07018	4968.225	20.13391	2535.965	20.07018	5742.857	20.13391	2820.835	20.07075	0.9440336	20.13439	0.9597536	20.07075	3030.444	20.13439	1772.806	20.07075	3210.101	20.13439	1847.147	20.07132	1.04138	20.13487	1.033488	20.07132	2238.579	20.13487	1427.494	20.07132	2149.627	20.13487	1381.239	20.07189	1.093459	20.13535	1.056454	20.07189	2103.586	20.13535	1521.29	20.07189	1923.791	20.13535	1439.997	20.07245	1.110447	20.13583	1.04713	20.07245	2075.862	20.13583	1951.56	20.07245	1869.393	20.13583	1863.722	20.07302	1.120658	20.13631	1.078879	20.07302	2255.436	20.13631	1453.649	20.07302	2012.601	20.13631	1347.37	20.07359	1.126467	20.13679	1.078971	20.07359	2342.953	20.13679	1637.666	20.07359	2079.912	20.13679	1517.804	20.07416	1.140691	20.13727	1.084207	20.07416	2430.597	20.13727	1709.427	20.07416	2130.812	20.13727	1576.661	20.07473	1.146829	20.13775	1.098339	20.07473	2493.067	20.13775	1536.228	20.07473	2173.879	20.13775	1398.683	20.0753	1.153883	20.13823	0.8227642	20.0753	2436.922	20.13823	32.0828	20.0753	2111.931	20.13823	38.99392	20.07587	1.158428	20.13871	0.9856708	20.07587	2501.634	20.13871	2078.511	20.07587	2159.508	20.13871	2108.728
20.08174	0.7968146	20.15514	0.8008235	20.08174	5043.458	20.15514	4318.988	20.08174	6329.526	20.15514	5393.184	20.0815	0.8017743	20.15441	0.8065425	20.0815	4958.044	20.15441	4175.725	20.0815	6183.84	20.15441	5177.315	20.08125	0.811634	20.15367	0.8149956	20.08125	5519.587	20.15367	4546.485	20.08125	6800.586	20.15367	5578.54	20.08101	0.8213016	20.15294	0.8249207	20.08101	5826.423	20.15294	4612.246	20.08101	7094.133	20.15294	5591.139	20.08077	0.8280377	20.1522	0.8337811	20.08077	6030.489	20.1522	4365.299	20.08077	7282.867	20.1522	5235.546	20.08052	0.8358607	20.15147	0.8447602	20.08052	6049.638	20.15147	3974.776	20.08052	7237.615	20.15147	4705.212	20.08028	0.8453586	20.15073	0.8533924	20.08028	5992.5	20.15073	5031.009	20.08028	7088.708	20.15073	5895.306	20.08004	0.8653851	20.15	0.8972613	20.08004	4971.735	20.15	2524.955	20.08004	5745.112	20.15	2814.068	20.07979	0.9410727	20.14926	0.9644667	20.07979	3025.468	20.14926	1774.826	20.07979	3214.915	20.14926	1840.215	20.07955	1.040899	20.14853	1.036412	20.07955	2239.886	20.14853	1433.929	20.07955	2151.876	20.14853	1383.55	20.07931	1.096077	20.14779	1.058607	20.07931	2104.765	20.14779	1521.016	20.07931	1920.271	20.14779	1436.809	20.07906	1.111641	20.14706	1.048064	20.07906	2074.91	20.14706	1948.947	20.07906	1866.529	20.14706	1859.568	20.07882	1.124084	20.14632	1.080373	20.07882	2260.465	20.14632	1454.671	20.07882	2010.939	20.14632	1346.453	20.07858	1.127417	20.14559	1.071359	20.07858	2343.578	20.14559	1627.41	20.07858	2078.714	20.14559	1519.015	20.07833	1.138296	20.14486	1.085779	20.07833	2425.702	20.14486	1711.454	20.07833	2130.994	20.14486	1576.246	20.07809	1.148945	20.14412	1.095367	20.07809	2502.224	20.14412	1531.616	20.07809	2177.845	20.14412	1398.268	20.07785	1.153379	20.14338	0.8321944	20.07785	2438.21	20.14338	32.40926	20.07785	2113.971	20.14338	38.94434	20.0776	1.1616	20.14265	0.9823251	20.0776	2503.341	20.14265	2076.434	20.0776	2155.08	20.14265	2113.795
20.19704	0.7975435	20.28382	0.8011198	20.19704	5034.294	20.28382	4316.352	20.19704	6312.25	20.28382	5387.898	20.19785	0.8022792	20.28445	0.807187	20.19785	4953.193	20.28445	4173.146	20.19785	6173.902	20.28445	5169.988	20.19866	0.8117521	20.28508	0.8156759	20.19866	5511.15	20.28508	4539.092	20.19866	6789.204	20.28508	5564.824	20.19946	0.8207845	20.28571	0.8246307	20.19946	5817.346	20.28571	4606.843	20.19946	7087.543	20.28571	5586.553	20.20027	0.8296049	20.28633	0.8331944	20.20027	6037.091	20.28633	4356.366	20.20027	7277.067	20.28633	5228.511	20.20108	0.8371386	20.28696	0.8478841	20.20108	6046.477	20.28696	3975.004	20.20108	7222.791	20.28696	4688.145	20.20188	0.847572	20.28759	0.8557199	20.20188	5993.689	20.28759	5028.407	20.20188	7071.599	20.28759	5876.23	20.20269	0.8650779	20.28822	0.898339	20.20269	4951.22	20.28822	2520.693	20.20269	5723.439	20.28822	2805.949	20.2035	0.9441162	20.28885	0.9651456	20.2035	3017.657	20.28885	1772.827	20.2035	3196.277	20.28885	1836.85	20.20431	1.038994	20.28947	1.033	20.20431	2231.738	20.28947	1424.102	20.20431	2147.98	20.28947	1378.607	20.20511	1.09188	20.2901	1.057177	20.20511	2101.917	20.2901	1521.198	20.20511	1925.045	20.2901	1438.925	20.20592	1.109668	20.29073	1.047216	20.20592	2064.193	20.29073	1944.005	20.20592	1860.19	20.29073	1856.355	20.20673	1.121937	20.29136	1.081495	20.20673	2251.206	20.29136	1449.729	20.20673	2006.535	20.29136	1340.486	20.20753	1.128741	20.29199	1.075661	20.20753	2340.052	20.29199	1632.146	20.20753	2073.153	20.29199	1517.342	20.20834	1.142077	20.29261	1.086643	20.20834	2424.17	20.29261	1706.184	20.20834	2122.597	20.29261	1570.141	20.20915	1.148751	20.29324	1.094516	20.20915	2492.136	20.29324	1532.142	20.20915	2169.431	20.29324	1399.835	20.20995	1.152381	20.29387	0.8345729	20.20995	2436.335	20.29387	32.67353	20.20995	2114.175	20.29387	39.15	20.21076	1.160649	20.2945	0.9865153	20.21076	2497.549	20.2945	2076.182	20.21076	2151.855	20.2945	2104.562
20.22026	0.7990319	20.31205	0.8012993	20.22026	5045.358	20.31205	4311.63	20.22026	6314.338	20.31205	5380.799	20.2198	0.8015916	20.3111	0.8061477	20.2198	4948.152	20.3111	4168.854	20.2198	6172.909	20.3111	5171.328	20.21933	0.8118275	20.31016	0.8177035	20.21933	5509.926	20.31016	4543.905	20.21933	6787.065	20.31016	5556.911	20.21887	0.8226002	20.30921	0.8250354	20.21887	5821.298	20.30921	4608.069	20.21887	7076.704	20.30921	5585.299	20.2184	0.8280462	20.30826	0.8351793	20.2184	6032.319	20.30826	4361.519	20.2184	7285.003	20.30826	5222.254	20.21794	0.8356624	20.30732	0.8466042	20.21794	6038.861	20.30732	3974.327	20.21794	7226.436	20.30732	4694.433	20.21747	0.8466975	20.30637	0.8535951	20.21747	5985.353	20.30637	5024.84	20.21747	7069.056	20.30637	5886.678	20.21701	0.8666434	20.30542	0.8996198	20.21701	4955.065	20.30542	2522.54	20.21701	5717.537	20.30542	2804.007	20.21654	0.9416944	20.30448	0.965766	20.21654	3014.112	20.30448	1772.849	20.21654	3200.733	20.30448	1835.692	20.21608	1.041221	20.30353	1.033659	20.21608	2232.56	20.30353	1424.477	20.21608	2144.174	20.30353	1378.093	20.21561	1.092513	20.30258	1.057063	20.21561	2099.409	20.30258	1515.75	20.21561	1921.633	20.30258	1433.927	20.21515	1.110671	20.30164	1.050754	20.21515	2068.194	20.30164	1947.534	20.21515	1862.112	20.30164	1853.464	20.21468	1.121465	20.30069	1.081112	20.21468	2257.103	20.30069	1451.985	20.21468	2012.638	20.30069	1343.048	20.21422	1.126676	20.29974	1.076555	20.21422	2338.563	20.29974	1629.062	20.21422	2075.63	20.29974	1513.218	20.21375	1.14159	20.2988	1.0846	20.21375	2427.946	20.2988	1707.977	20.21375	2126.812	20.2988	1574.753	20.21329	1.148702	20.29785	1.101642	20.21329	2492.818	20.29785	1532.048	20.21329	2170.118	20.29785	1390.694	20.21282	1.152886	20.29691	0.8198583	20.21282	2434.375	20.29691	32.02876	20.21282	2111.548	20.29691	39.06622	20.21236	1.16444	20.29596	0.9871214	20.21236	2501.98	20.29596	2076.786	20.21236	2148.655	20.29596	2103.881
20.35415	0.7961428	20.44138	0.8004568	20.35415	5015.489	20.44138	4304.601	20.35415	6299.736	20.44138	5377.68	20.35489	0.8020831	20.44195	0.8061198	20.35489	4947.497	20.44195	4166.089	20.35489	6168.31	20.44195	5168.077	20.35562	0.8120128	20.44252	0.8149096	20.35562	5504.616	20.44252	4531.718	20.35562	6778.978	20.44252	5561.006	20.35635	0.8206745	20.44309	0.8241322	20.35635	5803.775	20.44309	4597.109	20.35635	7071.958	20.44309	5578.121	20.35709	0.830101	20.44366	0.8353171	20.35709	6032.667	20.44366	4354.756	20.35709	7267.389	20.44366	5213.297	20.35782	0.8353361	20.44423	0.8475287	20.35782	6026.984	20.44423	3961.791	20.35782	7215.042	20.44423	4674.522	20.35855	0.846254	20.4448	0.8556611	20.35855	5976.669	20.4448	5016.668	20.35855	7062.5	20.4448	5862.915	20.35929	0.8641928	20.44537	0.9012144	20.35929	4929.752	20.44537	2514.932	20.35929	5704.459	20.44537	2790.604	20.36002	0.9424804	20.44594	0.9665918	20.36002	2993.489	20.44594	1767.344	20.36002	3176.181	20.44594	1828.429	20.36075	1.041091	20.44651	1.035226	20.36075	2228.019	20.44651	1423.186	20.36075	2140.08	20.44651	1374.759	20.36148	1.095773	20.44708	1.056608	20.36148	2100.266	20.44708	1515.927	20.36148	1916.698	20.44708	1434.711	20.36222	1.11218	20.44765	1.049401	20.36222	2063.259	20.44765	1942.996	20.36222	1855.148	20.44765	1851.529	20.36295	1.122649	20.44823	1.081941	20.36295	2250.226	20.44823	1449.98	20.36295	2004.39	20.44823	1340.166	20.36368	1.126234	20.4488	1.0757	20.36368	2332.081	20.4488	1628.882	20.36368	2070.69	20.4488	1514.252	20.36442	1.143161	20.44937	1.087011	20.36442	2417.878	20.44937	1706.623	20.36442	2115.081	20.44937	1570.014	20.36515	1.147623	20.44994	1.095917	20.36515	2482.522	20.44994	1527.091	20.36515	2163.186	20.44994	1393.436	20.36588	1.154231	20.45051	0.8259597	20.36588	2440.971	20.45051	32.36043	20.36588	2114.803	20.45051	39.17918	20.36662	1.162707	20.45108	0.9872337	20.36662	2492.404	20.45108	2074.803	20.36662	2143.621	20.45108	2101.633
20.37702	0.7976637	20.4694	0.8020464	20.37702	5022.389	20.4694	4306.706	20.37702	6296.374	20.4694	5369.646	20.37653	0.8027384	20.46852	0.8065752	20.37653	4944.811	20.46852	4165.033	20.37653	6159.927	20.46852	5163.85	20.37604	0.8116142	20.46765	0.8156916	20.37604	5499.224	20.46765	4529.544	20.37604	6775.662	20.46765	5553.011	20.37554	0.821784	20.46677	0.8248389	20.37554	5805.659	20.46677	4595.415	20.37554	7064.702	20.46677	5571.288	20.37505	0.8294494	20.4659	0.8355202	20.37505	6029.731	20.4659	4354.582	20.37505	7269.559	20.4659	5211.821	20.37456	0.836755	20.46502	0.8464586	20.37456	6027.637	20.46502	3961.623	20.37456	7203.587	20.46502	4680.233	20.37407	0.8460147	20.46415	0.8556692	20.37407	5975.959	20.46415	5017.191	20.37407	7063.658	20.46415	5863.47	20.37357	0.8657903	20.46328	0.9004151	20.37357	4930.026	20.46328	2510.182	20.37357	5694.25	20.46328	2787.805	20.37308	0.9424682	20.4624	0.9641309	20.37308	2997.916	20.4624	1763.999	20.37308	3180.919	20.4624	1829.626	20.37259	1.043469	20.46153	1.036646	20.37259	2227.238	20.46153	1422.176	20.37259	2134.456	20.46153	1371.901	20.3721	1.094465	20.46065	1.057555	20.3721	2102.042	20.46065	1513.131	20.3721	1920.612	20.46065	1430.782	20.3716	1.108917	20.45978	1.048497	20.3716	2058.333	20.45978	1942.338	20.3716	1856.165	20.45978	1852.498	20.37111	1.122179	20.45891	1.08474	20.37111	2250.912	20.45891	1451.778	20.37111	2005.84	20.45891	1338.365	20.37062	1.127889	20.45803	1.078302	20.37062	2331.661	20.45803	1626.972	20.37062	2067.279	20.45803	1508.828	20.37013	1.142117	20.45716	1.087013	20.37013	2418.421	20.45716	1704.148	20.37013	2117.489	20.45716	1567.734	20.36963	1.148711	20.45628	1.098993	20.36963	2486.527	20.45628	1530.748	20.36963	2164.624	20.45628	1392.864	20.36914	1.154373	20.45541	0.8113234	20.36914	2438.061	20.45541	32.12738	20.36914	2112.021	20.45541	39.59873	20.36865	1.161754	20.45453	0.9883612	20.36865	2491.469	20.45453	2073.153	20.36865	2144.575	20.45453	2097.566
20.52975	0.7971666	20.62267	0.8006873	20.52975	5004.612	20.62267	4301.516	20.52975	6278.001	20.62267	5372.279	20.53068	0.8029975	20.62326	0.805706	20.53068	4935.287	20.62326	4152.97	20.53068	6146.08	20.62326	5154.448	20.5316	0.8125122	20.62386	0.8160062	20.5316	5496.262	20.62386	4526.472	20.5316	6764.529	20.62386	5547.105	20.53253	0.8222697	20.62445	0.8252065	20.53253	5802.886	20.62445	4590.239	20.53253	7057.157	20.62445	5562.534	20.53345	0.8293104	20.62504	0.8364837	20.53345	6019.614	20.62504	4345.471	20.53345	7258.578	20.62504	5194.926	20.53438	0.8364205	20.62564	0.8474511	20.53438	6019.797	20.62564	3959.813	20.53438	7197.094	20.62564	4672.615	20.53531	0.8459725	20.62623	0.8547224	20.53531	5961.398	20.62623	4994.501	20.53531	7046.799	20.62623	5843.418	20.53623	0.8658234	20.62682	0.8990156	20.53623	4908.946	20.62682	2502.209	20.53623	5669.686	20.62682	2783.276	20.53716	0.9450821	20.62741	0.9668716	20.53716	2982.755	20.62741	1763.353	20.53716	3156.081	20.62741	1823.772	20.53808	1.040588	20.62801	1.038502	20.53808	2216.51	20.62801	1422.669	20.53808	2130.055	20.62801	1369.925	20.53901	1.09224	20.6286	1.058541	20.53901	2091.789	20.6286	1513.382	20.53901	1915.138	20.6286	1429.687	20.53994	1.113356	20.62919	1.04821	20.53994	2059.244	20.62919	1936.589	20.53994	1849.583	20.62919	1847.52	20.54086	1.121452	20.62979	1.082776	20.54086	2241.025	20.62979	1450.334	20.54086	1998.325	20.62979	1339.458	20.54179	1.127297	20.63038	1.075578	20.54179	2326.013	20.63038	1624.269	20.54179	2063.353	20.63038	1510.135	20.54271	1.141701	20.63097	1.082698	20.54271	2409.991	20.63097	1697.162	20.54271	2110.877	20.63097	1567.53	20.54364	1.147952	20.63157	1.096363	20.54364	2474.636	20.63157	1525.783	20.54364	2155.696	20.63157	1391.677	20.54457	1.151171	20.63216	0.8292508	20.54457	2434.066	20.63216	32.47654	20.54457	2114.426	20.63216	39.16371	20.54549	1.159724	20.63275	0.9861392	20.54549	2479.056	20.63275	2067.975	20.54549	2137.626	20.63275	2097.041
20.55437	0.797574	20.65048	0.8025779	20.55437	5011.178	20.65048	4298.156	20.55437	6283.026	20.65048	5355.438	20.5539	0.8027242	20.64952	0.808225	20.5539	4933.19	20.64952	4161.22	20.5539	6145.56	20.64952	5148.591	20.55343	0.8114488	20.64857	0.8145763	20.55343	5487.774	20.64857	4520.205	20.55343	6762.933	20.64857	5549.148	20.55296	0.8213187	20.64761	0.8245369	20.55296	5789.525	20.64761	4586.981	20.55296	7049.061	20.64761	5563.1	20.55249	0.829016	20.64665	0.8340798	20.55249	6006.137	20.64665	4336.482	20.55249	7244.898	20.64665	5199.122	20.55202	0.836809	20.6457	0.846254	20.55202	6013.642	20.6457	3951.003	20.55202	7186.396	20.6457	4668.815	20.55155	0.8461086	20.64474	0.8560231	20.55155	5961.501	20.64474	4996.815	20.55155	7045.788	20.64474	5837.243	20.55108	0.8660861	20.64379	0.9017245	20.55108	4907.128	20.64379	2498.814	20.55108	5665.866	20.64379	2771.15	20.55061	0.9443485	20.64283	0.9634691	20.55061	2986.26	20.64283	1756.957	20.55061	3162.243	20.64283	1823.574	20.55014	1.042158	20.64187	1.03436	20.55014	2219.536	20.64187	1419.666	20.55014	2129.75	20.64187	1372.506	20.54967	1.09355	20.64092	1.057174	20.54967	2091.35	20.64092	1509.774	20.54967	1912.441	20.64092	1428.122	20.5492	1.109849	20.63996	1.049188	20.5492	2058.292	20.63996	1940.357	20.5492	1854.57	20.63996	1849.389	20.54873	1.119467	20.63901	1.082862	20.54873	2239.456	20.63901	1449.996	20.54873	2000.466	20.63901	1339.041	20.54826	1.128273	20.63805	1.07704	20.54826	2326.273	20.63805	1622.709	20.54826	2061.801	20.63805	1506.637	20.54779	1.140328	20.63709	1.087191	20.54779	2411.295	20.63709	1701.38	20.54779	2114.564	20.63709	1564.931	20.54732	1.15119	20.63614	1.099203	20.54732	2482.691	20.63614	1524.728	20.54732	2156.631	20.63614	1387.121	20.54685	1.154562	20.63518	0.8156703	20.54685	2437.265	20.63518	31.95345	20.54685	2110.987	20.63518	39.17446	20.54638	1.163208	20.63423	0.987528	20.54638	2486.728	20.63423	2071.756	20.54638	2137.82	20.63423	2097.921
