time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTD	47 nM CTD	47 nM CTD	47 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
7.6917						1.0025			1.0063					0.98028	1.0112						1.0149	0.99613	1.0003	1.0352	0.44399	0.38447	0.40657	0.37338	0.19615	0.24137	0.18776	0.28436								
7.7278						0.98882			1.0070					0.99110	0.97729						1.0276	1.0042	0.99327	0.99914	0.45359	0.40856	0.39858	0.37703	0.19501	0.25108	0.19427	0.29921								
7.7639						0.99047			1.0222					1.0035	0.99762						1.0072	0.99862	1.0137	1.0226	0.44218	0.38346	0.40697	0.38611	0.20011	0.24721	0.20772	0.29388								
7.8000						0.99892			0.99412					0.98792	1.0000						1.0077	1.0188	1.0066	1.0136	0.46410	0.38190	0.41919	0.38703	0.19984	0.25962	0.19805	0.28461								
7.8361						0.99779			1.0089					0.98545	1.0064						1.0125	0.99932	1.0125	1.0217	0.44160	0.38642	0.43867	0.39675	0.19693	0.23647	0.20790	0.28439								
7.8722						0.98664			1.0056					1.0046	0.99446						1.0293	1.0021	0.98590	0.99795	0.46055	0.39187	0.42172	0.40273	0.20272	0.25878	0.20024	0.28679								
7.9083						1.0055			0.97131					0.99364	0.99813						1.0081	0.99418	0.99308	0.99844	0.44240	0.39370	0.42376	0.38347	0.20380	0.25535	0.19865	0.27672								
7.9444						0.99213			1.0086					0.99843	0.98765						1.0177	1.0149	1.0115	0.98339	0.45261	0.41345	0.43398	0.39439	0.19984	0.24599	0.21125	0.29530								
7.9806						0.98965			1.0050					0.99394	0.99996						1.0117	0.96487	0.99643	1.0062	0.46490	0.39673	0.42846	0.39842	0.20524	0.25479	0.21425	0.28890								
8.0167						0.99493			0.99789					0.98625	1.0008						1.0102	1.0003	1.0220	0.99970	0.47631	0.40287	0.42099	0.39459	0.22087	0.24762	0.21779	0.30032								
8.0528						1.0090			0.99377					0.99602	0.99866						1.0022	1.0113	1.0285	0.98474	0.45708	0.41339	0.42538	0.40445	0.20503	0.26330	0.21397	0.29149								
8.0889						0.98871			1.0020					1.0001	1.0167						1.0200	0.99941	1.0013	0.99372	0.45702	0.42168	0.43023	0.39471	0.19840	0.25318	0.20984	0.30243								
8.1250						0.99501			1.0025					0.98529	1.0171						1.0105	1.0119	1.0018	1.0005	0.46597	0.40896	0.44001	0.40120	0.22247	0.26751	0.19649	0.29281								
8.1611						0.99230			0.99147					0.99687	1.0036						0.98829	1.0002	1.0201	1.0052	0.46931	0.40541	0.45705	0.41759	0.20278	0.27009	0.20421	0.30552								
8.1972						1.0022			0.99770					1.0113	0.99571						0.99323	1.0005	1.0095	0.99743	0.48139	0.42617	0.45748	0.41816	0.20407	0.26569	0.22533	0.29278								
8.2333						0.99657			0.99656					0.99678	1.0042						1.0205	1.0035	1.0065	0.99875	0.48265	0.41159	0.44056	0.40805	0.21880	0.27163	0.20897	0.30701								
8.2694						1.0000								0.99865							1.0219	1.0035	1.0113	0.99638	0.48008	0.43715	0.44279	0.41069	0.21883	0.26921	0.21097	0.30388								
8.3056						1.0101								1.0101							1.0106	0.97558	1.0069	0.99252	0.47511	0.43755	0.45434	0.42831	0.21028	0.25466	0.21141	0.30158								
8.3417						0.99616								0.99733							0.97966	1.0243	1.0177	0.99556	0.49139	0.41535	0.45449	0.42041	0.21337	0.28048	0.21932	0.30161								
8.3778						1.0192								1.0007							1.0036	1.0105	0.98413	1.0029	0.49492	0.43131	0.46492	0.41960	0.21241	0.28033	0.23287	0.31082								
8.4139						0.99335								1.0039							0.99950	1.0005	0.99875	1.0156	0.49246	0.42134	0.46141	0.42317	0.21916	0.26487	0.21000	0.32246								
8.4500						1.0084								0.99318							1.0211	1.0092	0.99667	0.98290	0.49059	0.44431	0.46663	0.43880	0.21283	0.28058	0.21510	0.30710								
8.4861						1.0045								1.0085							1.0200	0.99976	1.0026	1.0164	0.49832	0.43862	0.46251	0.43553	0.22186	0.28928	0.22004	0.31224								
8.5222						0.99606								0.98074							0.99191	1.0062	1.0199	0.99779	0.48513	0.44755	0.45458	0.43892	0.22493	0.28074	0.21375	0.31187								
8.5583						1.0079								1.0064							1.0112	0.98390	1.0013	0.98541	0.49093	0.45366	0.47644	0.42995	0.22048	0.27276	0.22883	0.31559								
8.5944						0.99555								0.99854							0.99756	1.0075	1.0057	0.99770	0.51494	0.43981	0.45858	0.43099	0.22943	0.26801	0.22858	0.30925								
8.6306						1.0058								0.98989							0.99612	0.99613	1.0079	0.99642	0.50773	0.45599	0.47391	0.44151	0.22307	0.26999	0.22749	0.31827								
8.6667						1.0132								0.98465							0.99424	0.97316	0.99528	0.98609	0.48277	0.45697	0.47915	0.44720	0.22244	0.29054	0.22004	0.32429								
8.7028						1.0038								1.0005							0.99550	1.0172	1.0046	0.99580	0.51034	0.46238	0.47376	0.44041	0.23075	0.27697	0.22943	0.30612								
8.7389						1.0110								1.0006							1.0073	0.98769	1.0051	0.98520	0.50795	0.45528	0.46778	0.44108	0.23408	0.28466	0.21804	0.32310								
8.7750						1.0037								1.0068							1.0013	1.0066	0.98779	0.98891	0.52324	0.45330	0.47946	0.44835	0.23969	0.28523	0.23227	0.31392								
8.8111						1.0039								1.0153							1.0300	1.0113	1.0024	0.99148	0.51015	0.45926	0.48153	0.45266	0.23243	0.28149	0.24016	0.33493								
8.8472						0.99337								1.0107							1.0234	0.99566	0.98602	1.0156	0.52444	0.45969	0.47141	0.45694	0.23225	0.28934	0.24087	0.33130								
8.8833						1.0131								0.99783							0.98383	0.98816	0.99955	0.99409	0.52413	0.45409	0.48906	0.46241	0.22595	0.29060	0.22029	0.32420								
8.9194						1.0058								1.0090							1.0092	1.0032	0.98540	0.98091	0.50991	0.47849	0.48998	0.45554	0.23777	0.29054	0.23712	0.34136								
8.9556						1.0106								1.0048							0.99222	1.0022	0.97230	0.98296	0.54308	0.44452	0.50735	0.46859	0.24866	0.29582	0.23781	0.31145								
8.9917						0.99947								0.99229							0.98700	0.99241	1.0096	1.0088	0.51662	0.47235	0.49345	0.45473	0.24119	0.28463	0.23587	0.32789								
9.0278						1.0121								1.0122							1.0146	0.97829	0.98862	0.97717	0.52226	0.48228	0.49290	0.46011	0.24614	0.30175	0.24441	0.32931								
9.0639						1.0022								1.0094							1.0063	0.98942	0.99996	0.99779	0.52518	0.47177	0.49333	0.45749	0.24773	0.29085	0.23937	0.35064								
9.1000						1.0219								0.98822							1.0102	1.0050	1.0114		0.52821	0.47892	0.51665	0.45625	0.24056	0.30097	0.23790	0.34101								
9.1361						1.0164								0.99742							0.97959	1.0039	1.0085		0.52189	0.46825	0.50647	0.46080	0.24716	0.30505	0.23975	0.34101								
9.1722						1.0003								1.0107							1.0036	0.98690	1.0090		0.52732	0.47825	0.50196	0.45309	0.24011	0.29717	0.25085	0.34556								
9.2083						1.0137								1.0041							1.0037	0.98397	1.0005		0.51395	0.48314	0.49629	0.46741	0.24014	0.30226	0.24425	0.34388								
9.2444						0.99230								1.0051							0.99354	1.0017	0.98791		0.53729	0.49522	0.51437	0.46042	0.24200	0.31595	0.26750	0.34903								
9.2806														1.0111							0.99059	0.97990	0.97732		0.54051	0.49507	0.50299	0.47580	0.26529	0.30669	0.26124	0.36007								
9.3167														1.0103							1.0114	0.98264	1.0049		0.53232	0.47675	0.51177	0.47149	0.24890	0.31096	0.25680	0.36313								
9.3528														1.0092							0.98961	0.99834	0.99318		0.53643	0.50146	0.50879	0.49032	0.25259	0.31982	0.25761	0.35458								
9.3889														1.0019							0.99667	0.98107	0.98193		0.54192	0.47654	0.50357	0.48034	0.25409	0.32086	0.25805	0.35215								
9.4250														1.0053							1.0056	0.98932	1.0119		0.55317	0.48589	0.51574	0.47779	0.25304	0.30741	0.25236	0.35300								
9.4611														1.0133							0.99913	1.0072	0.98581		0.57181	0.50439	0.52135	0.46991	0.25517	0.30917	0.27866	0.36625								
9.4972																					1.0061	0.99900	1.0066		0.54146	0.50091	0.52595	0.48342	0.26067	0.31787	0.24992	0.35452								
9.5333																					0.98804	1.0037	0.99293		0.54106	0.49904	0.53104	0.48664	0.25202	0.32170	0.27309	0.36209								
9.5694																					0.99464	0.98469	0.98209		0.55482	0.50091	0.52604	0.48259	0.26964	0.32240	0.25889	0.34959								
9.6056																					0.98964	0.99613	0.98534		0.55942	0.50299	0.55122	0.48681	0.27222	0.32623	0.26418	0.36654								
9.6417																					1.0047	0.98964	0.97936		0.57123	0.50993	0.52927	0.50889	0.26349	0.32764	0.26981	0.35628								
9.6778																					0.99391	0.98794	1.0012		0.57570	0.49806	0.53342	0.50510	0.27141	0.34533	0.27103	0.37303								
9.7139																					1.0083	0.98784			0.55277	0.52699	0.52729	0.49026	0.26949	0.33622	0.28495	0.37745								
9.7500																					1.0032	0.98271			0.57478	0.51445	0.53037	0.48227	0.25448	0.33085	0.26821	0.35871								
9.7861																					0.99053	1.0073			0.56448	0.53145	0.53561	0.50211	0.26364	0.32843	0.25989	0.37101								
9.8222																					0.99197	0.98308			0.58217	0.50369	0.53211	0.48733	0.28044	0.33037	0.27278	0.35988								
9.8583																					0.99464	1.0066			0.58472	0.52191	0.53436	0.50167	0.26157	0.33182	0.27547	0.37729								
9.8944																					1.0080	0.99100			0.57107	0.50644	0.52915	0.51611	0.26400	0.34935	0.27541	0.37518								
9.9306																					1.0035	0.99988			0.58686	0.50919	0.55287	0.51084	0.26730	0.33587	0.27507	0.37874								
9.9667																					1.0033	0.97104			0.57463	0.52087	0.56098	0.50081	0.27825	0.33864	0.27697	0.38300								
10.003																					0.97791	0.98211			0.56663	0.52757	0.54442	0.51863	0.27876	0.33650	0.27685	0.36953								
10.039																					0.99203	0.98343			0.58199	0.52751	0.55180	0.52505	0.27120	0.33876	0.27525	0.37666								
10.075																					0.98755	0.97855			0.58570	0.53665	0.54753	0.51027	0.28131	0.33917	0.28655	0.38275								
10.111																					0.99913	1.0154			0.58701	0.56139	0.53461	0.51441	0.29404	0.34775	0.27410	0.38048								
10.147																					0.99197	0.98753			0.58355	0.54466	0.55241	0.51567	0.29335	0.34712	0.27829	0.38777								
10.183																					1.0036	0.97804			0.59916	0.53760	0.56262	0.52878	0.28149	0.35164	0.28520	0.38348								
10.219																					0.98875	0.98542			0.58775	0.51879	0.54598	0.53223	0.27561	0.34615	0.27544	0.38351								
10.256																					0.98030	1.0129			0.61786	0.54032	0.56711	0.51441	0.27027	0.35485	0.27550	0.39903								
10.292																					1.0096	0.97483			0.58938	0.54687	0.56887	0.52867	0.28770	0.34445	0.28930	0.39354								
10.328																					0.99796				0.59459	0.54335	0.57479	0.54606	0.27090	0.35378	0.28811	0.38348								
10.364																					0.99575				0.60608	0.55567	0.56643	0.53640	0.30067	0.34467	0.28592	0.39363								
10.400																					0.98018				0.60700	0.55206	0.56497	0.52999	0.28050	0.36864	0.29402	0.38032								
10.436																					0.99891				0.62543	0.55864	0.57201	0.52792	0.28984	0.34024	0.28701	0.38896								
10.472																					0.98644				0.60682	0.56787	0.57808	0.54063	0.29839	0.38058	0.29831	0.39048								
10.508																					0.99409				0.61304	0.55797	0.58210	0.53025	0.29608	0.36804	0.29849	0.39758								
10.544																					0.99080				0.61452	0.54950	0.59314	0.54019	0.29680	0.37942	0.29437	0.39423								
10.581																					0.99360				0.61562	0.56668	0.57150	0.54364	0.29278	0.36490	0.30128	0.39789								
10.617																					0.99249				0.63319	0.55674	0.58436	0.55491	0.29143	0.37056	0.30810	0.40048								
10.653																					0.98626				0.62102	0.57319	0.58549	0.54773	0.29551	0.37071	0.29324	0.40026								
10.689																					0.97198				0.61911	0.56154	0.59174	0.55020	0.30511	0.38030	0.29086	0.41363								
10.725																					0.97717				0.62491	0.56154	0.58259	0.55569	0.28740	0.37439	0.30569	0.39852								
10.761																					0.99302				0.63800	0.57273	0.59091	0.53577	0.29422	0.36974	0.30006	0.41408								
10.797																					0.98991				0.61685	0.58958	0.58784	0.54295	0.29617	0.37825	0.29690	0.39909								
10.833																					0.99885				0.62252	0.58894	0.60259	0.54249	0.29740	0.37628	0.30366	0.40240								
10.869																					0.98574				0.64950	0.59166	0.60561	0.56449	0.30382	0.37920	0.30081	0.42272								
10.906																					0.99219				0.62951	0.57680	0.59838	0.54744	0.30664	0.39132	0.31539	0.41591								
10.942																					1.0032				0.64364	0.58166	0.59055	0.56377	0.31123	0.38447	0.30172	0.41114								
10.978																					0.99053				0.61850	0.58429	0.60314	0.56837	0.30286	0.39406	0.30735	0.42521								
11.014																					0.99246				0.65048	0.58276	0.59972	0.56497	0.30262	0.38234	0.31276	0.41957								
11.050																					0.97683				0.63858	0.58830	0.63460	0.55394	0.30313	0.38548	0.29981	0.42105								
11.086																					1.0145				0.65296	0.58390	0.59756	0.55388	0.30964	0.38715	0.32618	0.42263								
11.122																					0.97781				0.65140	0.58105	0.61466	0.58257	0.31936	0.39267	0.31798	0.41663								
11.158																									0.64968	0.62117	0.59259	0.58024	0.32216	0.40713	0.30916	0.42843								
11.194																									0.64045	0.59337	0.61789	0.56414	0.30835	0.38799	0.31551	0.43171								
11.231																									0.66290	0.59267	0.61802	0.57596	0.30772	0.40725	0.33065	0.42994								
11.267																									0.65710	0.59536	0.63094	0.58564	0.32062	0.40819	0.31041	0.43158								
11.303																									0.65125	0.60206	0.61981	0.57874	0.31315	0.39871	0.32017	0.42972								
11.339																									0.66538	0.61539	0.61759	0.55848	0.32486	0.39764	0.31629	0.42281								
11.375																									0.63996	0.61450	0.61064	0.57736	0.32038	0.39073	0.33738	0.42401								
11.411																									0.67225	0.60279	0.63058	0.57955	0.31468	0.40072	0.32918	0.43591								
11.447																									0.63852	0.61343	0.63103	0.59582	0.32306	0.39004	0.32734	0.42316								
11.483																									0.66115	0.61010	0.61741	0.58064	0.32204	0.41156	0.32252	0.43682								
11.519																									0.66149	0.61206	0.62942	0.57889	0.32029	0.40684	0.33853	0.43647								
11.556																									0.67672	0.61753	0.62884	0.58461	0.31429	0.40025	0.31983	0.43587								
11.592																									0.68525	0.61307	0.63966	0.59410	0.33200	0.41476	0.32440	0.45569								
11.628																									0.67197	0.60533	0.63463	0.58004	0.33746	0.39582	0.32465	0.44830								
11.664																									0.66158	0.63040	0.63926	0.60200	0.33431	0.40675	0.33882	0.44651								
11.700																									0.65603	0.61435	0.63789	0.59504	0.33467	0.40983	0.33265	0.46196								
11.736																									0.68626	0.62404	0.63667	0.60387	0.33476	0.41288	0.34801	0.43695								
11.772																									0.67605	0.62478	0.63186	0.60545	0.33938	0.41536	0.33622	0.43600								
11.808																									0.68148	0.62083	0.64524	0.59731	0.33281	0.42214	0.34410	0.44509								
11.844																									0.68439	0.62936	0.67127	0.61862	0.33599	0.41771	0.33700	0.45947								
11.881																									0.68381	0.61294	0.65045	0.59671	0.33095	0.41718	0.32974	0.46332								
11.917																									0.68368	0.62291	0.64323	0.61163	0.35658	0.42972	0.34773	0.45499								
11.953																									0.69310	0.64040	0.64850	0.62146	0.33962	0.43493	0.34814	0.45581								
11.989																									0.68721	0.63282	0.66259	0.60105	0.33644	0.42764	0.35796	0.45909								
12.025																									0.70453	0.63814	0.66756	0.60672	0.33653	0.43276	0.35718	0.46118								
12.061																									0.70588	0.64157	0.65801	0.61370	0.34130	0.41564	0.34513	0.46635								
12.097																									0.70036	0.65462	0.65448	0.60137	0.36255	0.42858	0.36099	0.46275								
12.133																									0.69518	0.63756	0.66673	0.61065	0.33989	0.43989	0.34698	0.48260								
12.169																									0.70956	0.63832	0.66542	0.60677	0.34538	0.42510	0.34745	0.47566								
12.206																									0.68966	0.64652	0.66426	0.62943	0.34805	0.43506	0.34304	0.46638								
12.242																									0.70649	0.65334	0.66643	0.61770	0.34790	0.43895	0.35001	0.46228								
12.278																									0.70091	0.64615	0.65939	0.62097	0.35670	0.44316	0.35699	0.46294								
12.314																									0.70101	0.64881	0.66362	0.61008	0.33845	0.42183	0.35258	0.47793								
12.350																									0.69825	0.66031	0.67411	0.62897	0.36780	0.44178	0.37201	0.46774								
12.386																									0.71161	0.65474	0.67649	0.61106	0.35357	0.43562	0.34883	0.46906								
12.422																									0.71962	0.65471	0.66884	0.62508	0.36225	0.43399	0.36240	0.47301								
12.458																									0.73099	0.68716	0.66256	0.64190	0.34679	0.45340	0.35489	0.47998								
12.494																									0.71882	0.65551	0.66725	0.63043	0.35553	0.45303	0.35014	0.47935								
12.531																									0.71931	0.65346	0.66820	0.63733	0.35435	0.45095	0.35292	0.49263								
12.567																									0.71698	0.66138	0.68295	0.63126	0.35123	0.44376	0.37745	0.47370								
12.603																									0.72811	0.64285	0.67283	0.64411	0.35015	0.45146	0.37272	0.48162								
12.639																									0.72946	0.65713	0.68463	0.62178	0.35796	0.45168	0.35267	0.48342								
12.675																									0.73614	0.68031	0.68106	0.64547	0.36252	0.45023	0.36353	0.47982								
12.711																									0.72814	0.66670	0.67606	0.65912	0.35583	0.45771	0.36860	0.49102								
12.747																									0.72900	0.67569	0.68627	0.64630	0.35718	0.45554	0.36281	0.49070								
12.783																									0.72605	0.68043	0.70658	0.63494	0.37005	0.47298	0.38496	0.47837								
12.819																									0.72590	0.68178	0.68048	0.63719	0.36048	0.46434	0.36844	0.50285								
12.856																									0.72979	0.65893	0.70206	0.65070	0.36750	0.46883	0.36891	0.49597								
12.892																									0.73222	0.68673	0.70350	0.65507	0.36261	0.46286	0.36866	0.48506								
12.928																									0.74899	0.66297	0.69460	0.66202	0.37128	0.47219	0.38248	0.48433								
12.964																									0.74991	0.67642	0.70100	0.65377	0.36723	0.45878	0.37263	0.50796								
13.000																									0.72308	0.69254	0.69450	0.63285	0.37392	0.47125	0.36622	0.48906								
13.036																									0.75779	0.68969	0.68966	0.65070	0.36351	0.47175	0.37516	0.49846								
13.072																									0.74751	0.69297	0.68377	0.67355	0.35778	0.46343	0.36897	0.48137								
13.108																									0.73731	0.69034	0.70304	0.66979	0.38346	0.47200	0.37069	0.50326								
13.144																									0.74960	0.68514	0.70728	0.66530	0.38046	0.47763	0.37892	0.50957								
13.181																									0.74877	0.67364	0.72408	0.66248	0.37611	0.47021	0.37498	0.49875								
13.217																									0.75027	0.69988	0.70182	0.66340	0.37812	0.46930	0.38399	0.51007								
13.253																									0.73976	0.69792	0.68868	0.64639	0.37710	0.47725	0.38693	0.50162								
13.289																									0.75024	0.67856	0.73670	0.65679	0.37203	0.48419	0.38677	0.51178								
13.325																									0.75325	0.71055	0.71206	0.67065	0.38223	0.48099	0.39206	0.51225								
13.361																									0.76018	0.70492	0.75660	0.67668	0.38811	0.49739	0.38502	0.52512								
13.397																									0.75806	0.72529	0.74249	0.68807	0.39028	0.48363	0.40588	0.51417								
13.433																									0.77937	0.72318	0.74877	0.70238	0.40486	0.49858	0.40673	0.52613								
13.469																									0.80325	0.74146	0.76453	0.69994	0.41686	0.51460	0.41273	0.55783								
13.506																									0.81573	0.76828	0.78764	0.72955	0.41656	0.52836	0.43913	0.56496								
13.542																									0.81895	0.78152	0.78492	0.70957	0.42989	0.55083	0.46269	0.58619								
13.578																									0.83333	0.78877	0.82733	0.74826	0.45143	0.54404	0.46838	0.57793								
13.614																									0.84535	0.79840	0.80739	0.78397	0.45449	0.56380	0.45715	0.58080								
13.650																									0.86494	0.80546	0.82931	0.77580	0.45582	0.56625	0.48446	0.60026								
13.686																									0.84167	0.83598	0.84151	0.77644	0.47229	0.59509	0.49266	0.60872								
13.722																									0.88386	0.81797	0.83705	0.77713	0.49258	0.59120	0.49907	0.61616								
13.758																									0.89039	0.82464	0.83763	0.79159	0.48783	0.61602	0.50592	0.62181								
13.794																									0.88088	0.84457	0.85928	0.81490	0.48396	0.60307	0.49807	0.61743								
13.831																									0.87966	0.83332	0.86675	0.79360	0.47841	0.59560	0.49913	0.63109								
13.867																									0.88137	0.83800	0.85163	0.80188	0.48747	0.62060	0.49926	0.63203								
13.903																									0.90550	0.83943	0.84498	0.80846	0.49606	0.62541	0.50339	0.63323								
13.939																									0.89943	0.82944	0.85510	0.78977	0.50182	0.61033	0.49688	0.63045								
13.975																									0.88993	0.83684	0.88150	0.80211	0.50188	0.60728	0.50407	0.64374								
14.011																									0.89364	0.83876	0.85620	0.79121	0.48258	0.61709	0.51202	0.63181								
14.047																									0.89492	0.85965	0.85766	0.79555	0.48300	0.59792	0.51324	0.63386								
14.083																									0.89428	0.86145	0.85330	0.81283	0.49738	0.58404	0.51036	0.62856								
14.119																									0.89787	0.85720	0.84431	0.81133	0.49021	0.60493	0.50952	0.62285								
14.156																									0.89756	0.85463	0.84794	0.79058	0.49846	0.59315	0.51199	0.62301								
14.192																									0.90897	0.85503	0.85242	0.78262	0.49117	0.60131	0.51493	0.62976								
14.228																									0.88821	0.84445	0.84346	0.76807	0.48351	0.59921	0.50532	0.63689								
14.264																									0.89971	0.84338	0.84605	0.76525	0.48970	0.62023	0.51233	0.64181								
14.300																									0.90044	0.87240	0.85672	0.79115	0.49768	0.60037	0.50385	0.61673								
14.336																									0.90740	0.84830	0.85062	0.78607	0.47727	0.60512	0.50320	0.63992								
14.372																									0.89131	0.85494	0.85312	0.78253	0.48765	0.59990	0.50695	0.63250								
14.408																									0.89535	0.84705	0.85102	0.77724	0.48868	0.59079	0.49944	0.60424								
14.444																									0.88315	0.84457	0.84047	0.77054	0.48468	0.59579	0.50226	0.62806								
14.481																									0.88183	0.84928	0.85455	0.79092	0.48717	0.58922	0.50570	0.63796								
14.517																									0.89465	0.84378	0.83315	0.76523	0.48856	0.60854	0.51280	0.62762								
14.553																									0.87015	0.84656	0.85086	0.77782	0.49273	0.60647	0.49832	0.63383								
14.589																									0.90667	0.84216	0.81200	0.78023	0.48285	0.61174	0.50482	0.64478								
14.625																									0.88894	0.85714	0.85178	0.78173	0.48681	0.60257	0.50498	0.64840								
14.661																									0.88566	0.84396	0.82331	0.76853	0.47568	0.60188	0.49616	0.63055								
14.697																									0.91497	0.85206	0.85974	0.78842	0.48336	0.59374	0.50370	0.63351								
14.733																									0.90501	0.85145	0.84870	0.77166	0.48630	0.61743	0.51358	0.61377								
14.769																									0.87184	0.84690	0.81959	0.79394	0.48183	0.61137	0.48812	0.63503								
14.806																									0.88159	0.84320	0.82300	0.79069	0.49651	0.61225	0.51083	0.63345								
14.842																									0.87472	0.84029	0.83199	0.77135	0.47769	0.62293	0.51177	0.62140								
14.878																									0.87444	0.85209	0.84074	0.78405	0.49006	0.62852	0.50248	0.63004								
14.914																									0.85237	0.85638	0.84568	0.78845	0.49525	0.61891	0.49050	0.62017								
14.950																									0.81901	0.85735	0.82538	0.79555	0.49306	0.60622	0.48446	0.63812								
14.986																									0.86325	0.84552	0.82861	0.78405	0.47241	0.61891	0.50676	0.63402								
15.022																									0.84581	0.86356	0.83312	0.80009	0.48216	0.62459	0.50213	0.63844								
15.058																									0.84624	0.84995	0.83145	0.78966	0.50374	0.60986	0.50573	0.63746								
15.094																									0.83931	0.84888	0.83331	0.78351	0.49276	0.62447	0.50192	0.62825								
15.131																									0.84835	0.83506	0.84187	0.80317	0.48240	0.61797	0.50004	0.64926								
15.167																									0.84869	0.84754	0.85019	0.79222	0.48663	0.61061	0.49685	0.61462								
15.203																									0.85461	0.85335	0.84480	0.78587	0.49471	0.60574	0.50639	0.62493								
15.239																									0.86730	0.84032	0.83026	0.78336	0.50257	0.62547	0.50079	0.64594								
15.275																									0.86577	0.83115	0.84705	0.77905	0.49684	0.62145	0.51071	0.64083								
15.311																									0.86417	0.82919	0.84806	0.78975	0.48738	0.61313	0.50576	0.64408								
15.347																									0.87907	0.83476	0.85004	0.81432	0.47823	0.63245	0.49888	0.64642								
15.383																									0.86390	0.83411	0.82949	0.78704	0.48958	0.62814	0.50611	0.64522								
15.419																									0.86724	0.84500	0.83529	0.80613	0.49630	0.59660	0.49704	0.64456								
15.456																									0.87150	0.83833	0.84010	0.79113	0.48982	0.62240	0.52437	0.63689								
15.492																									0.86503	0.83252	0.85586	0.79598	0.49534	0.60838	0.50595	0.64156								
15.528																									0.86129	0.83867	0.83196	0.78443	0.49519	0.62701	0.49944	0.62844								
15.564																									0.86466	0.83687	0.84285	0.79294	0.48759	0.62167	0.50583	0.65686								
15.600																									0.85593	0.82980	0.85754	0.79673	0.50617	0.62262	0.49519	0.65531								
15.636																									0.86218	0.82947	0.84986	0.80599	0.50707	0.63502	0.50583	0.63818								
15.672																									0.85375	0.82485	0.85443	0.79920	0.49813	0.63920	0.51596	0.63922								
15.708																									0.86837	0.83992	0.85254	0.80490	0.50092	0.61508	0.51152	0.63916								
15.744																									0.85556	0.83784	0.83773	0.80306	0.48967	0.61771	0.49688	0.65156								
15.781																									0.87049	0.83124	0.84553	0.81248	0.50086	0.64344	0.51909	0.66544								
15.817																									0.85608	0.83329	0.84657	0.79702	0.50569	0.61718	0.50939	0.64945								
15.853																									0.85228	0.83396	0.85757	0.82283	0.48657	0.63927	0.52872	0.64061								
15.889																									0.85994	0.84528	0.84437	0.78759	0.49813	0.64483	0.51380	0.66008								
15.925																									0.87542	0.85277	0.85858	0.81967	0.49675	0.62412	0.52184	0.64569								
15.961																									0.87665	0.86026	0.86147	0.81979	0.48859	0.64184	0.51327	0.66389								
15.997																									0.87549	0.83054	0.85940	0.81407	0.50188	0.64159	0.50720	0.65594								
16.033																									0.88171	0.83393	0.82736	0.82815	0.50029	0.63512	0.51421	0.64869								
16.069																									0.86773	0.84442	0.85461	0.82214	0.49951	0.63295	0.50576	0.65228								
16.106																									0.87821	0.83619	0.86736	0.81835	0.49873	0.63176	0.51230	0.64569								
16.142																									0.88459	0.85005	0.85617	0.81458	0.50353	0.61756	0.52172	0.64266								
16.178																									0.86969	0.83384	0.87071	0.81001	0.50605	0.64018	0.51239	0.65746								
16.214																									0.88119	0.84769	0.88522	0.80170	0.52418	0.61661	0.51865	0.64260								
16.250																									0.87576	0.84922	0.86016	0.81504	0.50056	0.63226	0.51849	0.64452								
16.286																									0.86488	0.84797	0.86266	0.80921	0.51799	0.64401	0.52056	0.64364								
16.322																									0.85252	0.85601	0.86056	0.81240	0.51244	0.61853	0.51881	0.65008								
16.358																									0.87340	0.85292	0.86934	0.82456	0.50641	0.63986	0.52541	0.64881								
16.394																									0.89048	0.84280	0.85806	0.82355	0.53408	0.64291	0.52616	0.65667								
16.431																									0.88757	0.85644	0.86632	0.82600	0.51223	0.62654	0.51724	0.65011								
16.467																									0.87536	0.86521	0.86757	0.83574	0.52021	0.64574	0.51734	0.64840								
16.503																									0.89023	0.83326	0.88659	0.81237	0.50164	0.64074	0.51167	0.66667								
16.539																									0.87263	0.84794	0.86214	0.81119	0.50998	0.63176	0.52147	0.66411								
16.575																									0.87524	0.83307	0.87702	0.82769	0.50191	0.64860	0.55162	0.66872								
16.611																									0.88628	0.82763	0.88135	0.82608	0.51361	0.65692	0.52447	0.65957								
16.647																									0.87613	0.86601	0.88937	0.83045	0.50758	0.63433	0.51577	0.66837								
16.683																									0.87331	0.85729	0.85458	0.82574	0.52105	0.65648	0.52356	0.66374								
16.719																									0.87932	0.87818	0.86196	0.81961	0.51916	0.63798	0.51011	0.66440								
16.756																									0.89238	0.85313	0.87324	0.81691	0.50812	0.64948	0.53273	0.67418								
16.792																									0.90535	0.85521	0.88001	0.79803	0.52529	0.64577	0.54036	0.68718								
16.828																									0.87530	0.85057	0.88098	0.82237	0.51742	0.65821	0.52719	0.65834								
