time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTD	47 nM CTD	47 nM CTD	47 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
27.589																									0.98935	1.0046	1.0039	0.98971	0.81763	0.90735	0.81814	0.89403								
27.625																									0.98761	0.99422	0.99668	0.98652	0.82244	0.90282	0.81582	0.87977								
27.661																									1.0057	1.0098	1.0072	0.98913	0.82604	0.90182	0.82176	0.89835								
27.697																									1.0079	1.0200	0.99570	1.0034	0.79906	0.89519	0.81910	0.88929								
27.733																									1.0004	0.99489	1.0136	1.0009	0.79594	0.88815	0.81954	0.90179								
27.769																									1.0028	1.0039	0.98781	0.99968	0.80026	0.90364	0.80975	0.91665								
27.806																									0.98451	1.0067	1.0137	0.99465	0.79327	0.91954	0.79871	0.89970								
27.842																									1.0006	1.0043	1.0089	1.0005	0.80188	0.89377	0.80731	0.90201								
27.878																									1.0005	1.0005	1.0082	0.99468	0.80686	0.90556	0.82764	0.91822								
27.914																									0.99647	0.98398	1.0246	0.99416	0.82172	0.90939	0.80712	0.88175								
27.950																									0.99073	0.99994	0.99479	1.0136	0.79957	0.90637	0.80700	0.88851								
27.986																									1.0099	0.98343	0.99314	0.99074	0.81226	0.90392	0.82430	0.90346								
28.022																									0.99671	1.0146	1.0038	0.98758	0.83693	0.89299	0.82032	0.89592								
28.058																									0.99806	0.99957	0.99784	0.99322	0.82211	0.91036	0.81319	0.90494								
28.094																									0.98518	0.99927	1.0041	1.0045	0.80473	0.90791	0.81344	0.92336								
28.131																									0.99276	1.0145	1.0090	1.0022	0.81316	0.89726	0.81729	0.89942								
28.167																									0.99555	1.0112	1.0098	1.0022	0.81028	0.88994	0.81169	0.92542								
28.203																									1.0096	1.0168	0.99436	0.97916	0.81760	0.91030	0.83062	0.89813								
28.239																									0.99969	0.98991	1.0036	1.0020	0.80821	0.89582	0.80087	0.91554								
28.275																									0.99659	1.0007	0.98162	0.99143	0.81625	0.89726	0.83787	0.90112								
28.311																									0.99788	0.99165	0.99677	1.0203	0.82220	0.91495	0.82308	0.90182								
28.347																									1.0068	1.0064	0.99207	0.98830	0.82766	0.89937	0.83052	0.89993								
28.383																									1.0082	0.99670	1.0246	1.0029	0.82505	0.90521	0.81651	0.91179								
28.419																									1.0017	0.99957	0.99796	0.99868	0.83147	0.90125	0.83790	0.89892								
28.456																									1.0035	1.0016	0.98604	1.0004	0.83435	0.90204	0.83769	0.89589								
28.492																									1.0127	0.99425	0.98744	0.98272	0.82514	0.91328	0.81670	0.92560								
28.528																									1.0024	1.0082	0.98744	1.0006	0.84086	0.89626	0.81951	0.88630								
28.564																									0.99055	0.99190	0.99351	1.0013	0.82490	0.89629	0.82886	0.92687								
28.600																									1.0020	1.0035	0.99537	1.0032	0.83090	0.92290	0.81776	0.90027								
28.636																									1.0026	1.0020	0.99604	1.0075	0.81583	0.93217	0.84141	0.91945								
28.672																									0.99043	1.0068	0.99936	1.0011	0.85986	0.91608	0.82671	0.91053								
28.708																									0.98800	1.0174	1.0130	1.0203	0.82625	0.91363	0.84632	0.90784								
28.744																									0.98426	0.99752	0.98296	0.97968	0.83279	0.90992	0.82983	0.91535								
28.781																									0.98745	0.99914	1.0063	1.0097	0.84347	0.92130	0.82752	0.90239								
28.817																									1.0046	1.0081	0.99518	1.0175	0.81952	0.89912	0.83127	0.91674								
28.853																									0.98895	0.99734	1.0091	0.99865	0.83840	0.91005	0.85211	0.89876								
28.889																									1.0102	1.0051	1.0031	1.0130	0.82148	0.90565	0.81679	0.91422								
28.925																									0.98911	1.0042	1.0004	1.0066	0.83486	0.91966	0.84688	0.90235								
28.961																									0.99472	1.0113	1.0071	1.0027	0.81736	0.92758	0.82148	0.91983								
28.997																									1.0041	1.0035	1.0070	1.0078	0.83975	0.90845	0.84213	0.92759								
29.033																									1.0090	1.0070	0.99482	1.0088	0.82712	0.93980	0.83672	0.90999								
29.069																									0.98178	0.99128	0.97765	0.99319	0.84719	0.92711	0.82220	0.92198								
29.106																									1.0031	0.98914	0.97729	0.98505	0.84065	0.89915	0.84948	0.93813								
29.142																									0.98362	0.99446	0.99811	0.99350	0.83585	0.92541	0.85082	0.90677								
29.178																									0.98994	1.0081	1.0069	1.0079	0.82733	0.90640	0.82392	0.92390								
29.214																									0.99125	0.98869	0.98247	1.0136	0.83183	0.91153	0.82727	0.91570								
29.250																									0.99745	1.0084	1.0185	1.0033	0.84566	0.90744	0.85573	0.92176								
29.286																										0.99263	1.0026	0.99799	0.83486	0.92104	0.84879	0.91851								
29.322																										0.99847	0.98726	1.0118	0.81589	0.90172	0.84801	0.90690								
29.358																										0.99364	0.99784	1.0111	0.81961	0.93148	0.85095	0.91141								
29.394																										1.0067	1.0081	0.99991	0.85232	0.92328	0.85326	0.92545								
29.431																										0.98040	1.0172	0.99733	0.84791	0.92287	0.85176	0.93639								
29.467																										0.99358	0.99625	1.0014	0.82721	0.91897	0.84316	0.92456								
29.503																										1.0050	0.99625	0.99552	0.82622	0.90995	0.86593	0.90330								
29.539																										0.98022	0.97982	1.0027	0.82493	0.91486	0.84338	0.91775								
29.575																										1.0165	1.0012	1.0163	0.84581	0.93421	0.85661	0.89917								
29.611																										1.0037	0.99881	0.99425	0.82967	0.93273	0.85311	0.93116								
29.647																										1.0011	1.0211	0.98916	0.82547	0.91768	0.85098	0.94232								
29.683																										1.0049	0.98976	0.99135	0.82529	0.92648	0.85833	0.92056								
29.719																										1.0045	1.0204	1.0084	0.86184	0.91033	0.85057	0.92841								
29.756																										0.98523	1.0116	0.99396	0.84044	0.91508	0.86603	0.91321								
29.792																										0.99520	1.0189	0.98793	0.86517	0.94794	0.85498	0.93087								
29.828																										0.99746	1.0121	1.0057	0.84926	0.91947	0.85489	0.93983								
29.864																										1.0082	0.99335	1.0104	0.82955	0.93248	0.86503	0.91049								
29.900																										1.0084	0.99418	0.99537	0.86052	0.91932	0.84867	0.91545								
29.936																										0.98113	0.98832	0.98600	0.83618	0.93967	0.86903	0.92210								
29.972																										1.0082	0.98994	0.99799	0.85097	0.92868	0.86412	0.93024								
30.008																										1.0054	0.99933	1.0015	0.84506	0.92196	0.84573	0.92548								
30.044																										1.0052	1.0170	0.99031	0.87414	0.92563	0.84973	0.92318								
30.081																										1.0057	0.99085	0.99618	0.83102	0.92318	0.86352	0.92330								
30.117																										1.0011	1.0165	1.0027	0.85566	0.91649	0.85652	0.93472								
30.153																										1.0071	1.0066	1.0027	0.84182	0.92943	0.85201	0.93800								
30.189																										0.99083	0.99720	0.99557	0.83783	0.92148	0.86790	0.92715								
30.225																										0.98581	1.0043	0.98545	0.86565	0.92453	0.86740	0.92907								
30.261																										0.99015	1.0216	1.0034	0.85403	0.93600	0.85943	0.93157								
30.297																										1.0123	0.99960	0.99025	0.85554	0.93459	0.84300	0.93037								
30.333																										1.0200	0.98311	0.99968	0.85436	0.92783	0.86759	0.92952								
30.369																										1.0279	0.98464	0.98051	0.86550	0.93213	0.86778	0.93986								
30.406																										0.99740	1.0156	0.99807	0.85436	0.93575	0.84766	0.94292								
30.442																										0.99670	1.0066	1.0122	0.84731	0.93154	0.86950	0.92718								
30.478																										0.98037	1.0007	0.99928	0.84524	0.92692	0.86440	0.93217								
30.514																										1.0115	0.99686	0.99799	0.84863	0.92224	0.87654	0.93526								
30.550																										0.99465	0.99781	1.0131	0.85512	0.91985	0.85129	0.91917								
30.586																										0.99615	1.0066	1.0093	0.84503	0.93050	0.86890	0.92630								
30.622																										1.0036	0.99954	0.98787	0.85058	0.94960	0.85830	0.93529								
30.658																										1.0054	1.0000	1.0154	0.86118	0.92921	0.86087	0.93097								
30.694																										0.99612	0.97903	0.99773	0.86946	0.92136	0.87863	0.91996								
30.731																										0.99190	0.98518	0.99911	0.85659	0.94608	0.87294	0.95292								
30.767																										0.98762	0.98973	1.0101	0.85662	0.94304	0.86280	0.94251								
30.803																										0.97719	0.98960	1.0148	0.84854	0.91596	0.86459	0.93687								
30.839																										0.99639	0.98092	1.0129	0.85593	0.95488	0.87513	0.92573								
30.875																										0.99373	0.99406	0.99897	0.86406	0.93939	0.90619	0.92816								
30.911																												1.0073	0.85088	0.93792	0.88589	0.93538								
30.947																												0.98913	0.85265	0.95011	0.87347	0.94848								
30.983																												0.99552	0.85968	0.95469	0.86581	0.94412								
31.019																												1.0113	0.84362	0.93148	0.86675	0.92166								
31.056																												0.99414	0.84893	0.94096	0.88098	0.94021								
31.092																												1.0103	0.85205	0.94863	0.86728	0.92015								
31.128																												0.99997	0.86598	0.94027	0.88042	0.92974								
31.164																												0.98842	0.87318	0.93622	0.88661	0.92570								
31.200																												1.0001	0.87747	0.94329	0.87992	0.94762								
31.236																												1.0010	0.85446	0.92654	0.88686	0.92627								
31.272																												0.98819	0.85593	0.94128	0.87641	0.92822								
31.308																												0.98563	0.87249	0.96688	0.87247	0.94523								
31.344																													0.88497	0.95205	0.89008	0.92721								
31.381																													0.87390	0.95312	0.87779	0.93232								
31.417																													0.85962	0.93041	0.88799	0.93990								
31.453																													0.85737	0.92730	0.88326	0.93103								
31.489																													0.86118	0.93905	0.88799	0.93185								
31.525																													0.86460	0.93650	0.88867	0.94548								
31.561																													0.87711	0.91809	0.90166	0.96740								
31.597																													0.88539	0.94665	0.89562	0.93245								
31.633																													0.87990	0.95033	0.87910	0.94084								
31.669																													0.88542	0.95705	0.87838	0.94687								
31.706																													0.87963	0.93638	0.88164	0.93371								
31.742																													0.88071	0.94294	0.87413	0.94157								
31.778																													0.87252	0.95381	0.90603	0.95321								
31.814																													0.88053	0.94109	0.87785	0.95387								
31.850																													0.87831	0.94165	0.87138	0.94712								
31.886																													0.87603	0.94618	0.90566	0.94930								
31.922																													0.88134	0.94963	0.90322	0.94614								
31.958																													0.89281	0.94825	0.88420	0.92239								
31.994																													0.87558	0.92893	0.89812	0.94627								
32.031																													0.87501	0.95749	0.89997	0.94450								
32.067																													0.87675	0.97929	0.91726	0.95857								
32.103																													0.88155	0.97455	0.90582	0.96286								
32.139																													0.88104	0.92943	0.89590	0.91406								
32.175																													0.89098	0.94816	0.91273	0.96087								
32.211																													0.87537	0.95004	0.89440	0.93781								
32.247																													0.88446	0.95196	0.90485	0.94699								
32.283																													0.87255	0.94279	0.88645	0.94671								
32.319																													0.87594	0.96839	0.89199	0.96923								
32.356																													0.89248	0.95617	0.90228	0.96195								
32.392																													0.88341	0.93763	0.89161	0.97056								
32.428																													0.87060	0.93936	0.89609	0.96567								
32.464																													0.87780	0.94696	0.90647	0.94390								
32.500																													0.89620	0.94165	0.89865	0.96605								
32.536																													0.89707	0.96116	0.89696	0.94027								
32.572																													0.88780	0.94568	0.90385	0.94608								
32.608																													0.89221	0.97935	0.88157	0.95734								
32.644																													0.89281	0.93609	0.91298	0.95343								
32.681																													0.88185	0.96691	0.87835	0.93844								
32.717																													0.89941	0.94407	0.90231	0.93381								
32.753																													0.89701	0.95070	0.90697	0.93895								
32.789																													0.87771	0.96186	0.90209	0.94147								
32.825																													0.88846	0.95252	0.90463	0.93163								
32.861																													0.87204	0.95120	0.90359	0.94068								
32.897																													0.89653	0.96955	0.89856	0.95147								
32.933																													0.88789	0.95796	0.89111	0.95147								
32.969																													0.89443	0.97078	0.93090	0.93422								
33.006																													0.89173	0.93917	0.89790	0.93766								
33.042																													0.87879	0.96283	0.88996	0.92207								
33.078																													0.90346	0.96880	0.91482	0.96744								
33.114																													0.88383	0.95077	0.89781	0.94327								
33.150																													0.88602	0.93521	0.93272	0.95967								
33.186																													0.89800	0.96201	0.91332	0.96627								
33.222																													0.87627	0.95884	0.91658	0.96532								
33.258																													0.89092	0.95595	0.91773	0.95207								
33.294																													0.89575	0.99531	0.91705	0.93958								
33.331																													0.89119	0.97558	0.90882	0.95409								
33.367																													0.89239	0.94382	0.91129	0.94983								
33.403																													0.89749	0.96764	0.90829	0.95611								
33.439																													0.88659	0.94951	0.91545	0.92258								
33.475																													0.88602	0.96025	0.92189	0.95589								
33.511																													0.90382	0.96072	0.92427	0.92699								
33.547																													0.92936	0.96107	0.90513	0.93939								
33.583																													0.88455	0.96848	0.90710	0.97346								
33.619																													0.89719	0.95576	0.92990	0.95699								
33.656																													0.90955	0.97291	0.90788	0.96510								
33.692																													0.90802	0.97103	0.92555	0.94949								
33.728																													0.91009	0.98049	0.91845	0.94296								
33.764																													0.90121	0.96421	0.89909	0.97031								
33.800																													0.90088	0.96591	0.91207	0.95302								
33.836																													0.90703	0.98137	0.93328	0.93680								
33.872																													0.91984	0.95303	0.90816	0.94920								
33.908																													0.89857	0.96993	0.90278	0.95756								
33.944																													0.91291	0.96641	0.91188	0.93636								
33.981																													0.90196	0.96214	0.93062	0.94340								
34.017																													0.89443	0.97609	0.91667	0.95756								
34.053																													0.90172	0.95708	0.92415	0.95106								
34.089																													0.91192	0.97722	0.89577	0.96330								
34.125																													0.91189	0.96160	0.91717	0.95210								
34.161																													0.90187	0.96465	0.91664	0.93456								
34.197																													0.92996	0.95567	0.93194	0.95204								
34.233																													0.89302	0.96839	0.91689	0.95460								
34.269																													0.93773	0.98579	0.91842	0.95598								
34.306																													0.94175	0.96701	0.91182	0.94090								
34.342																													0.90316	0.96195	0.92824	0.95990								
34.378																													0.92080	0.96471	0.93072	0.95371								
34.414																													0.91558	0.95230	0.91911	0.96384								
34.450																													0.92342	0.96647	0.91974	0.96135								
34.486																													0.91711	0.96685	0.94032	0.96024								
34.522																													0.90361	0.94907	0.93228	0.95677								
34.558																													0.90781	0.96421	0.91667	0.97636								
34.594																													0.92519	0.95513	0.91789	0.95040								
34.631																													0.88954	0.96500	0.92402	0.96822								
34.667																													0.91573	0.95799	0.91073	0.96031								
34.703																													0.91981	0.95557	0.92161	0.94898								
34.739																													0.93335	0.97401	0.92552	0.95611								
34.775																													0.92879	0.97087	0.91289	0.96472								
34.811																													0.90100	0.97059	0.92818	0.94128								
34.847																													0.92351	0.97329	0.94035	0.95081								
34.883																													0.94784	0.96446	0.93757	0.96122								
34.919																													0.93443	0.97847	0.94510	0.97453								
34.956																													0.94253	0.97298	0.92671	0.96195								
34.992																													0.91144	0.97540	0.93491	0.96144								
35.028																													0.92354	0.96619	0.94955	0.96488								
35.064																													0.90331	0.96625	0.91689	0.95201								
35.100																													0.90730	0.96716	0.93685	0.97242								
35.136																													0.93905	0.96911	0.93838	0.93693								
35.172																													0.91294	0.96343	0.92981	0.97204								
35.208																													0.93038	0.96958	0.92627	0.96908								
35.244																													0.92927	0.96339	0.91836	0.94677								
35.281																													0.93191	0.96456	0.91723	0.95239								
35.317																													0.93593	0.97879	0.93625	0.95005								
35.353																													0.93230	0.95425	0.93037	0.94491								
35.389																													0.93365	0.96918	0.92114	0.93488								
35.425																													0.92882	0.98843	0.92502	0.95292								
35.461																													0.92612	0.95645	0.91802	0.97548								
35.497																													0.94481	0.96874	0.91342	0.95359								
35.533																													0.93173	0.98202	0.93347	0.95778								
35.569																													0.90994	0.95428	0.94251	0.96671								
35.606																													0.91135	0.99114	0.93732	0.95280								
35.642																													0.93626	0.97093	0.92593	0.96258								
35.678																													0.94079	0.97514	0.94010	0.95327								
35.714																													0.94823	0.97602	0.92646	0.96516								
35.750																													0.92297	0.95959	0.93394	0.94371								
35.786																													0.91582	0.96776	0.93829	0.96311								
35.822																													0.94523	0.97923	0.93675	0.94100								
35.858																													0.92675	0.98935	0.94517	0.96359								
35.894																													0.94625	0.99161	0.93222	0.95867								
35.931																													0.93518	1.0013	0.94360	0.97056								
35.967																													0.94379	0.98947	0.93963	0.96441								
36.003																													0.94049	0.95790	0.93829	0.94813								
36.039																													0.92912	0.98256	0.91432	0.96652								
36.075																													0.96528	0.99723	0.95946	0.97447								
36.111																													0.94394	1.0128	0.95321	0.99576								
36.147																													0.95559	0.96663	0.95565	0.99431								
36.183																													0.95970	1.0071	0.94908	1.0021								
36.219																													0.94781	1.0223	0.94532	0.99908								
36.256																													0.96879	0.98667	0.95302	0.99311								
36.292																													0.96318	1.0013	0.96638	0.99280								
36.328																													0.94919	1.0074	0.94830	0.99964								
36.364																													0.98457	0.98941	0.94911	0.98485								
36.400																													0.96732	0.98988	0.93428	0.99359								
36.436																													0.96222	0.98724	0.94661	0.98393								
36.472																													0.96171	0.99475	0.95014	0.97788								
36.508																													0.95571	0.98451	0.94764	0.97671								
36.544																													0.93452	0.98972	0.94195	1.0123								
36.581																													0.94853	0.97596	0.95718	1.0046								
36.617																													0.96276	0.99682	0.93838	0.98867								
36.653																													0.97467	1.0052	0.96046	0.97756								
36.689																													0.95198	0.98985	0.95293	1.0020								
36.725																													0.94709	0.97835	0.95124	0.99753								
36.761																													0.97065	1.0078	0.97179	1.0025								
36.797																													0.95300	1.0001	0.96121	0.98715								
36.833																													0.97572	1.0111	0.93700	0.98725								
36.869																													0.96291	0.99792	0.96187	0.98378								
36.906																													0.96966	1.0010	0.95540	0.98845								
36.942																													0.95856	1.0009	0.95496	0.99696								
36.978																													0.95934	1.0148	0.96537	0.99797								
37.014																													0.96036	1.0136	0.96491	0.97791								
37.050																													0.95267	0.98856	0.95687	0.98961								
37.086																													0.94457	1.0097	0.96353	0.99119								
37.122																													0.97275	1.0178	0.98317	0.98299								
37.158																													0.97059	1.0087	0.96106	0.99450								
37.194																													0.96039	0.99798	0.96309	0.99706								
37.231																													0.96768	0.99996	0.97147	0.98945								
37.267																													0.95421	0.98765	0.96531	0.99069								
37.303																													0.95180	0.99195	0.95996	0.96895								
37.339																													0.94985	0.98683	0.95327	0.99747								
37.375																													0.95117	1.0120	0.96456	0.97390								
37.411																													0.95415	0.98925	0.95899	0.98501								
37.447																													0.95733	0.99509	0.96979	0.99630								
37.483																													0.96264	0.98309	0.96885	0.99469								
37.519																													0.96462	0.98884	0.96225	0.98627								
37.556																													0.97167	1.0003	0.97776	0.99009								
37.592																													0.96558	1.0171	0.96200	0.98769								
37.628																													0.96255	1.0010	0.98274	0.99028								
37.664																													0.95210	1.0091	0.97670	0.97797								
37.700																													0.95228	0.99852	0.95155	0.97365								
37.736																													0.97476	1.0034	0.96146	0.97974								
37.772																													0.95496	1.0072	0.96916	0.99223								
37.808																													0.95415	0.98325	0.96882	0.98554								
37.844																													0.96237	1.0223	0.96281	1.0095								
37.881																													0.96297	0.99274	0.96303	1.0135								
37.917																													0.95730	0.97574	0.95549	1.0003								
37.953																													0.97047	0.98997	0.97892	0.99908								
37.989																													0.95039	1.0018	0.96284	0.98551								
38.025																													0.96897	0.98312	0.97670	0.99548								
38.061																													0.97572	1.0022	0.96913	0.99785								
38.097																													0.98127	0.99924	0.97235	0.98731								
38.133																													0.96207	0.98105	0.96588	0.99974								
38.169																													0.96654	0.99450	0.96500	1.0168								
38.206																													0.97899	0.99880	0.97376	1.0077								
38.242																													0.97008	1.0014	0.99553	0.98794								
38.278																													0.95120	0.98909	0.96406	0.99854								
38.314																													0.96171	0.97474	0.97604	0.99693								
38.350																													0.98673	0.98542	0.97626	0.96851								
38.386																													0.96216	1.0004	0.97570	1.0033								
38.422																													0.96393	0.99937	0.97598	0.98832								
38.458																													0.97683	0.99745	0.96475	0.99498								
38.494																													0.96417	1.0054	0.99178	0.99151								
38.531																													0.98866	1.0203	0.96741	0.99419								
38.567																													0.97518	1.0154	0.98152	0.99378								
38.603																													0.99238	1.0129	0.98342	0.98542								
38.639																													0.96477	0.99026	0.96419	0.99220								
38.675																													0.96942	1.0030	0.98927	1.0175								
38.711																													0.97203	1.0067	0.97448	0.99469								
38.747																													0.94964	0.99717	0.97967	0.99516								
38.783																													0.96135	1.0081	0.99184	0.99485								
38.819																													0.97908	0.97637	0.96353	0.98479								
38.856																													0.97551	0.99830	0.98640	0.99387								
38.892																													0.97488	1.0023	0.95602	0.98043								
38.928																													0.97434	0.99817	0.98849	0.99677								
38.964																													0.98712	0.99195	0.98424	1.0113								
39.000																													0.98911	0.99016	0.97335	0.97882								
39.036																													0.97872	0.98523	0.95737	0.98614								
39.072																													0.99388	0.99827	0.98737	1.0057								
39.108																													0.98229	0.98821	0.97529	0.99040								
39.144																													0.97377	1.0022	0.95646	0.99463								
39.181																													0.98064	0.99224	0.97554	0.99576								
39.217																													0.98055	1.0094	0.98574	0.99980								
39.253																													0.98025	0.99971	0.97817	0.99460								
39.289																													0.96849	0.98884	0.97538	1.0011								
39.325																													0.97155	1.0057	0.95371	0.98699								
39.361																													0.97356	1.0085	0.97557	0.99330								
39.397																													0.99247	1.0035	0.98927	1.0036								
39.433																													0.97068	1.0071	0.99043	0.97983								
39.469																													0.96444	1.0049	0.98055	0.97712								
39.506																													0.98163	1.0018	0.97545	0.97056								
39.542																													0.97713	1.0299	0.96516	0.99416								
39.578																													0.97728	1.0142	0.98264	0.98050								
39.614																													0.98277	1.0081	0.97635	1.0101								
39.650																													0.96843	0.99572	0.95796	0.98841								
39.686																													0.97350	0.99387	0.98258	0.99270								
39.722																													0.99538	1.0000	0.97754	0.98141								
39.758																													0.97416	0.99038	0.98665	0.98523								
39.794																													0.98568	0.99707	0.98636	0.98277								
39.831																													0.99916	1.0047	0.98690	0.98535								
39.867																													0.96270	1.0109	0.97573	0.99728								
39.903																													0.98911	0.97511	0.98937	0.98971								
39.939																													0.97164	1.0047	1.0017	0.99233								
39.975																													0.97137	0.97637	0.97692	0.99589								
40.011																													0.98448	0.99010	0.99128	0.97882								
40.047																													0.97041	0.99987	0.97595	1.0021								
40.083																													0.98703	1.0161	0.99181	1.0079								
40.119																													0.99517	0.99114	0.97573	0.99860								
40.156																													0.96489	1.0078	0.96325	0.98147								
40.192																													0.99241	0.97392	0.97761	0.99917								
40.228																													0.99106	0.99255	0.99209	0.98775								
40.264																													0.97701	1.0071	0.98111	0.99094								
40.300																													0.98031	0.99487	0.97198	0.99756								
40.336																													0.96438	0.98020	0.97438	0.98646								
40.372																													0.97887	1.0128	0.99002	0.97116								
40.408																													0.99667	1.0081	0.96541	0.97706								
40.444																													0.97734	0.99594	1.0009	0.98154								
40.481																													0.98397	1.0100	0.99178	0.98068								
40.517																													0.98941	1.0119	0.98483	0.98725								
40.553																													0.98815	1.0056	0.97504	0.99229								
40.589																													0.97878	0.99396	0.99203	0.98983								
40.625																													1.0015	0.99572	0.99562	0.99904								
40.661																													1.0011	1.0083	0.98180	0.99681								
40.697																													0.99790	1.0024	0.98089	1.0034								
40.733																													0.98875	0.99974	0.98292	0.98103								
40.769																													0.97755	0.99063	1.0130	0.99763								
40.806																													0.98899	1.0006	0.98120	0.97851								
40.842																													0.97332	1.0196	0.98830	0.99867								
40.878																													0.99391	1.0183	0.98267	0.99595								
40.914																													0.99163	1.0063	0.98371	0.99453								
40.950																													0.96345	0.97860	0.99393	0.98763								
40.986																													0.97350	0.98702	0.98436	0.97832								
41.022																													0.98622	0.98759	1.0012	1.0011								
41.058																													0.96999	1.0042	0.99271	0.99229								
41.094																													0.99820	0.99569	0.99687	1.0167								
41.131																													0.98661	1.0022	0.98070	0.98914								
41.167																													0.98103	1.0061	0.98455	0.96532								
41.203																													0.99001	1.0210	0.97817	0.98214								
41.239																													0.99937	0.99849	0.98743	1.0025								
41.275																													0.99682	0.98825	1.0002	0.99113								
41.311																													0.98781	0.99396	1.0084	0.97728								
41.347																													0.98238	0.99836	0.98852	0.98457								
41.383																													0.98187	1.0101	0.99903	0.99059								
41.419																													0.98679	0.99431	0.98896	1.0002								
41.456																													0.99142	1.0079	1.0078	0.99987								
41.492																													0.99136	1.0021	0.99544	0.99078								
41.528																													0.99142	0.99393	0.99628	0.97431								
41.564																													0.99235	0.98344	0.98568	0.99299								
41.600																													0.97629	1.0008	0.97883	0.99703								
41.636																													0.97725	1.0273	0.98374	1.0001								
41.672																													0.99559	1.0103	0.98590	1.0002								
41.708																													0.98283	1.0274	0.99756	0.99611								
41.744																													0.99100	0.99651	0.99813	1.0008								
41.781																													0.97902	0.99431	1.0102	0.99501								
41.817																													0.99589	0.99566	0.97382	1.0128								
41.853																													0.98463		0.99681	0.99450								
41.889																													0.99025		0.99678	0.97185								
41.925																													0.98475		0.99462	0.98898								
41.961																													1.0088		0.98749	1.0107								
41.997																													0.99223		0.98114	1.0064								
42.033																													0.97182		0.98599	0.97611								
42.069																													0.98661		0.98511	1.0055								
42.106																													0.98824		0.99860	0.99409								
42.142																													0.99391		0.98486	0.99463								
42.178																													1.0035		1.0111	0.99321								
42.214																													0.97335		0.97792	0.99917								
42.250																													0.97992		1.0089	1.0062								
42.286																													0.99325		0.99612	1.0099								
42.322																													0.98869		0.98333	0.99854								
42.358																													0.99604		0.99716	1.0053								
42.394																													0.98529		1.0016	0.98299								
42.431																													0.99223		0.99569	0.99075								
42.467																													0.98803		0.98177	0.99192								
42.503																													0.99631		1.0189	0.99255								
42.539																													0.98824		0.99006	1.0114								
42.575																													1.0045		1.0022	0.99059								
42.611																													0.98953		0.99528	0.98561								
42.647																													0.96906		1.0031	0.97725								
42.683																													0.97980		0.97085	0.99084								
42.719																													0.98484		0.98158	0.99747								
42.756																													0.99775		0.98295	0.99119								
42.792																													1.0022		0.98427	0.97826								
42.828																													0.99001		0.99259	0.98822								
42.864																													1.0035		0.99350	0.99352								
42.900																													1.0023		1.0044	1.0063								
42.936																													0.98451		0.99469	1.0055								
42.972																													0.97776		0.98815	1.0131								
43.008																													0.97611		0.99838	0.97504								
43.044																													0.99169		1.0028	0.99974								
43.081																													0.96654		1.0031	0.99384								
43.117																													0.97764		0.98433	0.97611								
43.153																													0.98346		1.0054	0.99318								
43.189																													1.0019		1.0065	0.99141								
43.225																													0.97761		0.99359	1.0016								
43.261																													0.99481		1.0087	0.99264								
43.297																													0.97356		0.99131	1.0051								
43.333																													1.0066		0.99368	0.99520								
43.369																													0.98851		0.99293	1.0135								
43.406																													0.98760		1.0137	0.99270								
43.442																													0.98745		0.98690	1.0011								
43.478																													0.99523		1.0101	1.0052								
43.514																													0.99571		0.99750	0.98655								
43.550																													1.0098		0.98377	0.98444								
43.586																													0.99373		1.0096	0.98576								
43.622																													1.0089		1.0048	0.99378								
43.658																													1.0036		0.97251	1.0105								
43.694																													1.0029		1.0061	0.99075								
43.731																													0.97968		1.0190	1.0110								
43.767																													1.0006		1.0048	0.98286								
43.803																													0.99889		1.0004	1.0025								
43.839																													1.0154		1.0090	0.98627								
43.875																													0.98499		0.99390	0.99791								
43.911																													0.99367		1.0145	1.0098								
43.947																													0.97734		1.0001	0.99841								
43.983																													0.98643		1.0051	0.98920								
44.019																													0.99469		1.0001	1.0224								
44.056																													0.99700		0.98502	1.0100								
44.092																													0.99355		0.99734	0.99447								
44.128																													1.0004		1.0010	0.99731								
44.164																													0.99763		0.99575	1.0120								
44.200																													0.98238		0.98120	0.99952								
44.236																													0.99847		1.0181	1.0033								
44.272																													0.99979		1.0153	0.99671								
44.308																													1.0118		1.0026	0.99270								
44.344																													0.97938		0.99725	1.0005								
44.381																													0.99472		1.0024	1.0111								
44.417																													0.98454		0.99744	1.0110								
44.453																													0.99076		1.0062	1.0144								
44.489																													0.98896		0.99910	0.98422								
44.525																													0.99598		1.0073	1.0011								
44.561																													0.97830		1.0016	1.0133								
44.597																													1.0090		0.97429	1.0003								
44.633																													1.0092		1.0074	0.99617								
44.669																													1.0125		1.0032	0.99434								
44.706																													1.0037		1.0145	1.0036								
44.742																													0.98911		1.0140	0.98712								
44.778																													1.0052		1.0139	1.0038								
