time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
57.886	47300	46570	46983	46643	46236	47480	46325	47938	61412	65612	64450	64015	1.0040e+05	1.0488e+05	1.0964e+05	92947
57.922	47258	46568	46770	46835	46300	46861	46169	48284	61604	65444	64709	64789	1.0238e+05	1.0481e+05	1.1063e+05	91593
57.958	47180	46755	47094	46824	45438	46185	47166	48220	61491	65946	64675	64225	1.0157e+05	1.0396e+05	1.0888e+05	92932
57.994	46985	46904	46546	47125	45470	46597	46420	48552	61292	64875	64006	64311	1.0280e+05	1.0496e+05	1.0984e+05	92441
58.031	47041	46887	47547	46937	46688	46833	46360	48545	62447	65227	64464	63546	1.0197e+05	1.0375e+05	1.0985e+05	92850
58.067	47153	46884	46791	46443	46461	46608	46198	48221	61785	65330	64710	64374	1.0241e+05	1.0480e+05	1.0969e+05	92553
58.103	46929	46674	46909	46468	46339	46924	46124	48587	62009	65165	63601	65003	1.0099e+05	1.0401e+05	1.0958e+05	92742
58.139	47419	46762	46827	46676	45811	46859	45713	48589	61884	65119	63847	64524	1.0264e+05	1.0374e+05	1.0987e+05	93192
58.175	47108	46887	46817	46660	45121	46318	46236	48411	62230	64633	64243	64977	1.0197e+05	1.0560e+05	1.1019e+05	93372
58.211	47106	46991	47163	46411	46390	46316	46522	47684	61422	64838	63986	65041	1.0250e+05	1.0331e+05	1.0930e+05	93375
58.247	47189	46438	46499	47016	45870	46099	45829	48344	61536	65771	64200	64990	1.0148e+05	1.0383e+05	1.0938e+05	93134
58.283	47201	47536	47069	46787	46209	45666	46758	47473	60987	65636	64811	65231	1.0260e+05	1.0357e+05	1.0943e+05	92989
58.319	47575	46892	47399	46242	46313	45939	46655	48197	60691	64149	64236	64342	1.0206e+05	1.0440e+05	1.0999e+05	92199
58.356	47429	47111	47246	46683	46388	46271	46108	47796	61670	65049	64340	64963	1.0099e+05	1.0425e+05	1.0917e+05	92815
58.392	47090	47370	46834	46936	45794	46055	46894	47994	62837	64821	64703	64847	1.0176e+05	1.0336e+05	1.0886e+05	92595
58.428	46365	46804	46711	46618	45962	46426	46435	48352	61634	64741	64450	64448	1.0204e+05	1.0437e+05	1.1008e+05	92457
58.464	48125	46582	46815	46883	45595	45596	46912	48193	62418	64646	64131	64285	1.0166e+05	1.0441e+05	1.0916e+05	93313
58.500	47609	46851	47843	46302	45816	45911	46437	48492	62184	65667	63605	65181	1.0111e+05	1.0379e+05	1.0969e+05	93183
58.536	47103	47161	46686	46507	46078	46882	46829	48142	62359	64915	64554	64889	1.0203e+05	1.0368e+05	1.0916e+05	92982
58.572	46891	46894	46464	46600	46157	46447	46280	48447	61218	64896	64410	64510	1.0189e+05	1.0321e+05	1.0945e+05	91758
58.608	47194	46820	46606	46618	45951	45975	47118	48187	62242	64316	63938	64633	1.0203e+05	1.0363e+05	1.0883e+05	92685
58.644	46688	46414	46505	46960	45423	46472	46430	48422	61023	65048	64278	64795	1.0194e+05	1.0444e+05	1.1098e+05	92380
58.681	47516	46541	47205	46530	45429	45758	45912	48106	61858	64537	63631	64976	1.0179e+05	1.0457e+05	1.0850e+05	92125
58.717	47201	46686	47272	46670	45832	45833	46331	47824	61359	64145	64846	65034	1.0181e+05	1.0364e+05	1.0985e+05	91769
58.753	47297	46514	46969	45784	45404	45201	46483	48583	61011	64890	64466	64711	1.0200e+05	1.0433e+05	1.0985e+05	92163
58.789	47201	47084	47344	46969	45923	45824	46207	48815	61151	64565	64645	64259	1.0196e+05	1.0425e+05	1.1077e+05	91811
58.825	46884	46575	47094	46325	45658	45487	46513	47507	60790	64484	64202	64104	1.0271e+05	1.0395e+05	1.0958e+05	92953
58.861	46529	46923	46804	46395	45693	45610	45774	48592	61318	65392	64147	65449	1.0120e+05	1.0407e+05	1.0965e+05	92495
58.897	47133	47287	47282	46699	46043	46255	45900	48340	61960	64860	64406	64472	1.0236e+05	1.0477e+05	1.1006e+05	92994
58.933	46617	46329	46777	46808	46301	45350	46376	47936	62041	64877	64244	65206	1.0194e+05	1.0400e+05	1.0981e+05	92296
58.969	47029	46657	46744	46988	46029	45925	46365	47913	61765	65390	64322	64857	1.0177e+05	1.0530e+05	1.0964e+05	92590
59.006	47163	47447	46967	46166	45643	45888	45822	48152	61665	64482	64297	64791	1.0196e+05	1.0352e+05	1.0965e+05	92765
59.042	46766	47247	47340	46423	45178	46179	46195	48233	61562	64598	64392	64349	1.0259e+05	1.0405e+05	1.1043e+05	91196
59.078	47851	45874	47799	46388	45401	45622	47254	48617	61329	64908	64018	64761	1.0241e+05	1.0426e+05	1.0893e+05	92127
59.114	47312	46978	46949	47115	45820	45701	46392	48303	62127	64274	64654	64940	1.0251e+05	1.0428e+05	1.0945e+05	92520
59.150	47369	47035	47053	46429	45394	45760	46925	48384	61712	64127	64300	65114	1.0251e+05	1.0526e+05	1.1041e+05	92107
59.186	47406	46250	47004	46818	45287	45975	46084	48529	61578	64814	64492	64547	1.0145e+05	1.0407e+05	1.0993e+05	92749
59.222	47119	47319	47257	46750	45623	45548	45923	48385	61638	64877	64060	63737	1.0253e+05	1.0468e+05	1.1081e+05	91486
59.258	47548	46625	47022	46237	45488	45472	45849	48331	61993	65017	64511	64951	1.0228e+05	1.0445e+05	1.1002e+05	92609
59.294	47273	46624	47145	47297	45091	45832	46233	48585	61641	64891	64238	64105	1.0215e+05	1.0454e+05	1.0819e+05	92472
59.331	46791	47045	47368	46292	45131	46159	46381	48115	62597	64126	64217	64695	1.0170e+05	1.0381e+05	1.1049e+05	92855
59.367	47086	46612	47265	47102	45706	45786	46775	47959	62000	64380	63822	65704	1.0213e+05	1.0482e+05	1.0914e+05	91880
59.403	47254	46688	47103	46613	45445	45717	46492	48621	61443	64452	64119	63484	1.0181e+05	1.0463e+05	1.0967e+05	92320
59.439	47595	46769	47167	47259	46402	45947	46120	48258	61795	65315	65189	64949	1.0235e+05	1.0477e+05	1.0907e+05	92464
59.475	47274	46868	47468	45840	45654	45684	46681	47835	61362	64702	63735	64808	1.0226e+05	1.0394e+05	1.0992e+05	91385
59.511	47366	46358	47212	47297	45379	45884	47032	47810	61789	63818	64135	65208	1.0164e+05	1.0355e+05	1.0952e+05	91992
59.547	47195	46147	46875	46512	45714	45982	46392	48442	62547	65053	64488	64519	1.0279e+05	1.0500e+05	1.0929e+05	92041
59.583	47177	46717	47099	46326	45261	45601	46671	48165	61972	64107	63344	65078	1.0177e+05	1.0419e+05	1.0970e+05	92068
59.619	47403	46110	46810	46832	45862	45758	46841	47909	61539	64458	64662	64896	1.0191e+05	1.0453e+05	1.1006e+05	92151
59.656	47476	46275	47453	45881	45774	45770	46421	48240	62299	64978	63945	64627	1.0199e+05	1.0430e+05	1.0982e+05	92524
59.692	47514	46586	46465	47443	45528	45777	46936	48555	61841	64098	64175	64839	1.0264e+05	1.0430e+05	1.0809e+05	92096
59.728	46786	46624	47188	46972	46089	45721	46098	48459	62152	64057	64212	64846	1.0099e+05	1.0481e+05	1.0977e+05	92445
59.764	46901	46964	46629	46855	45828	46004	45904	48873	61829	65077	64599	64884	1.0126e+05	1.0421e+05	1.1029e+05	91537
59.800	47222	47153	47718	46365	45318	45727	45886	48136	62075	64571	64075	64470	1.0100e+05	1.0489e+05	1.0949e+05	92753
59.836	47268	46387	47007	46469	45818	45991	46805	48395	62043	64170	63951	64222	1.0189e+05	1.0446e+05	1.0916e+05	93098
59.872	46933	46507	47454	46699	45850	45262	46393	48151	61858	64715	64755	65213	1.0250e+05	1.0447e+05	1.0823e+05	91938
59.908	46926	46470	47739	47021	45393	45452	46635	48234	61652	64479	63714	64722	1.0199e+05	1.0425e+05	1.0953e+05	90463
59.944	46784	46626	47226	47140	45840	45812	45900	47771	61653	65043	64772	64130	1.0210e+05	1.0461e+05	1.1032e+05	91731
59.981	47162	47630	47519	46479	45745	46129	46657	49184	60773	64560	63390	64827	1.0257e+05	1.0388e+05	1.0897e+05	91748
60.017	47525	46427	47117	47087	46168	45281	46612	48030	62078	64248	64467	64655	1.0257e+05	1.0431e+05	1.1008e+05	90840
60.053	47134	46245	47122	46793	45281	45756	46513	48221	62330	63816	63657	63954	1.0174e+05	1.0485e+05	1.0897e+05	92099
60.089	47069	46525	47685	46640	45753	45978	45841	48329	62034	65216	64537	64786	1.0120e+05	1.0448e+05	1.0888e+05	92731
60.125	48060	46850	47002	46748	45688	46391	46449	47870	62013	65514	64285	64797	1.0241e+05	1.0380e+05	1.0929e+05	92120
60.161	46781	46616	47485	46724	45197	45616	45997	48529	61195	64310	64633	65267	1.0153e+05	1.0557e+05	1.0903e+05	92041
60.197	47453	47208	47596	46684	45279	45391	46440	48242	61448	64557	63850	64303	1.0122e+05	1.0440e+05	1.0927e+05	92075
60.233	47132	46907	47232	45600	45798	45855	46169	48163	62002	64991	64195	65175	1.0155e+05	1.0408e+05	1.0946e+05	91811
60.269	46957	46791	46745	46765	45763	45109	46430	47864	61930	64585	63776	64790	1.0216e+05	1.0357e+05	1.0991e+05	92838
60.306	47046	46935	47274	46298	45290	44988	47074	47898	62413	65263	64347	64664	1.0164e+05	1.0501e+05	1.0887e+05	92012
60.342	47239	47224	47649	46215	45861	45477	47103	48317	62429	63679	63993	64512	1.0258e+05	1.0526e+05	1.1031e+05	92257
60.378	47722	46810	47127	47090	45173	45691	46071	48299	62049	65060	64105	63740	1.0154e+05	1.0481e+05	1.0960e+05	92221
60.414	47397	47057	46875	46166	45593	45211	46432	48681	62339	64715	64882	64431	1.0145e+05	1.0482e+05	1.0895e+05	93093
60.450	46925	46690	46812	46425	45073	45330	46489	47782	62151	64779	64518	63703	1.0163e+05	1.0521e+05	1.0881e+05	92949
60.486	47085	46598	47537	46287	45579	45650	46944	48251	61487	63759	64329	64472	1.0139e+05	1.0491e+05	1.0917e+05	92275
60.522	47311	46997	47362	46227	46483	45639	46968	48642	61780	64333	64412	63695	1.0238e+05	1.0476e+05	1.0834e+05	91563
60.558	47168	46814	47301	46308	46035	45672	46214	47840	62109	64945	64512	64805	1.0114e+05	1.0486e+05	1.0972e+05	92252
60.594	46880	46397	47061	46203	45941	44852	46404	48829	61340	64856	63381	64607	1.0230e+05	1.0575e+05	1.0931e+05	91776
60.631	46915	46438	46486	46764	46077	45807	46091	48507	61995	64321	64374	64968	1.0151e+05	1.0355e+05	1.0907e+05	92449
60.667	46878	46872	47185	47198	45436	45383	46980	47970	62446	64701	65097	65321	1.0194e+05	1.0497e+05	1.0912e+05	92999
60.703	47216	46661	47047	46589	45913	45457	46912	48106	62078	65265	64175	64807	1.0145e+05	1.0384e+05	1.0983e+05	91038
60.739	47263	46712	47246	46567	45292	45371	46549	48420	61098	65034	64689	64263	1.0062e+05	1.0421e+05	1.0842e+05	92592
60.775	47183	46950	46715	46418	46328	45680	45931	48098	61943	65574	65096	65020	1.0207e+05	1.0381e+05	1.0891e+05	92106
60.811	47058	46119	45878	46669	45750	45402	46520	48296	62146	65610	65267	64722	1.0200e+05	1.0568e+05	1.0864e+05	92296
60.847	46352	46380	46656	46781	45920	45244	46657	48164	61129	65131	64370	64519	1.0218e+05	1.0443e+05	1.0936e+05	92605
60.883	46771	46815	46181	46284	45253	45796	46328	48777	61794	64824	64595	65090	1.0240e+05	1.0509e+05	1.0989e+05	90265
60.919	47607	46251	46772	46576	45487	45922	46781	48165	61694	64391	64206	64739	1.0211e+05	1.0421e+05	1.0933e+05	92261
60.956	47166	46833	46955	46586	45384	45417	46670	48433	61900	65243	63933	64543	1.0260e+05	1.0412e+05	1.0960e+05	91541
60.992	47670	47089	46952	46892	45724	45448	46037	48402	62002	65296	64794	65233	1.0154e+05	1.0447e+05	1.0974e+05	90954
61.028	48081	46580	46970	46200	45124	46125	46095	48478	61625	65433	63384	64888	1.0242e+05	1.0486e+05	1.0830e+05	91319
61.064	47561	46641	47035	46607	45486	45842	46093	48281	61786	64142	64711	64990	1.0281e+05	1.0427e+05	1.0883e+05	92673
61.100	47994	46930	46959	46552	45573	46399	46813	48887	61506	64248	64784	64033	1.0225e+05	1.0462e+05	1.1040e+05	91949
61.136	47250	46820	47075	46799	45279	45578	46277	48121	61578	65476	63598	64694	1.0235e+05	1.0443e+05	1.0910e+05	92106
61.172	47325	47417	46605	46539	45672	45516	46745	47780	61066	65143	64568	64982	1.0151e+05	1.0539e+05	1.1001e+05	92033
61.208	47269	46380	47581	46940	45572	46131	46587	48336	61570	64565	64994	64927	1.0260e+05	1.0488e+05	1.0882e+05	91857
61.244	47482	46149	47594	46843	45385	45766	47073	47945	61832	64034	64023	65437	1.0132e+05	1.0433e+05	1.0875e+05	91835
61.281	47500	46948	47333	46521	45671	45900	46337	48507	62020	65193	64503	64852	1.0140e+05	1.0566e+05	1.0887e+05	91915
61.317	47866	46721	47820	46464	45847	46009	47158	48835	61693	63702	64158	65095	1.0240e+05	1.0461e+05	1.0998e+05	91506
61.353	47020	46076	47939	45949	45551	46051	46472	49053	61732	64703	64284	65700	1.0193e+05	1.0464e+05	1.0850e+05	91742
61.389	47719	46914	47140	47130	45116	45954	45988	48928	62177	64988	63765	63899	1.0132e+05	1.0419e+05	1.0930e+05	92486
61.425	47197	46494	47268	46748	45880	45706	47100	48585	61676	64354	64596	64823	1.0162e+05	1.0531e+05	1.0900e+05	92315
61.461	47659	46528	47959	46521	46015	45698	46695	47818	61887	64076	65030	64399	1.0230e+05	1.0442e+05	1.0990e+05	91906
61.497	47354	47458	47073	46843	46020	45659	46864	48198	61937	65094	63952	64572	1.0225e+05	1.0543e+05	1.0822e+05	91678
61.533	47589	46962	47453	46789	46003	45761	46713	47814	61217	65489	64368	64699	1.0261e+05	1.0446e+05	1.0926e+05	90559
61.569	47154	46745	46955	47243	45190	46169	46944	48511	61796	64874	64506	64700	1.0108e+05	1.0538e+05	1.0969e+05	91074
61.606	46675	46429	47062	46893	45524	45981	46361	48364	61958	64684	64071	64759	1.0211e+05	1.0489e+05	1.0883e+05	91365
61.642	46844	46465	46673	47149	46152	44893	46377	47422	61440	63956	64119	64775	1.0265e+05	1.0508e+05	1.0856e+05	91787
61.678	47499	46696	46094	46111	46126	45763	46562	48846	62297	64980	63857	64683	1.0142e+05	1.0410e+05	1.0853e+05	92057
61.714	47068	46634	46773	46261	45821	45701	47077	47749	62080	64301	64190	64548	1.0277e+05	1.0454e+05	1.0816e+05	91095
61.750	47097	46539	47516	47194	45949	45947	46431	48432	61413	64610	64462	65264	1.0189e+05	1.0414e+05	1.0970e+05	90892
61.786	47694	46964	46858	46976	45466	45423	46863	48295	61279	64453	64246	64523	1.0213e+05	1.0324e+05	1.0945e+05	91832
61.822	46543	46857	46558	46470	45861	46288	46897	48288	61887	65234	64714	64515	1.0123e+05	1.0345e+05	1.0834e+05	91105
61.858	46709	47418	46612	46773	45858	46071	46776	48361	61846	65202	64153	64425	1.0318e+05	1.0478e+05	1.1068e+05	91921
61.894	47766	46231	45854	46900	45833	46354	46880	48009	62222	64699	64410	63970	1.0156e+05	1.0492e+05	1.1037e+05	91211
61.931	46571	46646	46458	46893	45984	45926	46838	48093	61795	64870	63874	63779	1.0149e+05	1.0466e+05	1.0909e+05	92456
61.967	48077	46681	45911	47031	46253	45218	46784	49187	62700	64805	64819	65384	1.0199e+05	1.0398e+05	1.0978e+05	92032
62.003	47113	47294	47334	46942	44563	45262	46637	48446	61742	65012	64647	63870	1.0192e+05	1.0500e+05	1.0968e+05	92273
62.039	47325	46846	46636	46649	44970	45492	46717	48589	61291	65072	64509	65345	1.0170e+05	1.0461e+05	1.0956e+05	91466
62.075	48065	47235	46353	47040	45930	45452	46624	48277	61543	65174	63682	64495	1.0178e+05	1.0541e+05	1.0986e+05	91513
62.111	47538	46412	46699	46804	46372	46055	46493	48704	62380	64117	65155	65111	1.0166e+05	1.0519e+05	1.0939e+05	92040
62.147	47265	46651	46229	46829	45247	45106	46160	47512	61125	64948	64157	64719	1.0276e+05	1.0549e+05	1.0995e+05	91514
62.183	47050	46695	47024	47246	45733	45726	46348	47790	62702	65276	64154	64621	1.0197e+05	1.0472e+05	1.0917e+05	91250
62.219	46895	46763	47215	46894	46115	45480	46821	48219	62538	65032	64278	64912	1.0057e+05	1.0454e+05	1.1026e+05	91757
62.256	47584	46541	46192	46546	45882	45210	47360	48028	62301	65487	64550	64954	1.0299e+05	1.0519e+05	1.0939e+05	91048
62.292	47198	46890	46944	46991	45853	45553	46548	47958	62140	64978	64115	64801	1.0151e+05	1.0585e+05	1.0853e+05	91876
62.328	47138	46705	46486	47200	45426	45361	46501	47410	62366	64436	65284	64930	1.0199e+05	1.0428e+05	1.0931e+05	92221
62.364	47382	46665	45665	46617	45936	45630	46347	47430	62030	64701	63658	64425	1.0197e+05	1.0473e+05	1.0959e+05	91342
62.400	46860	47338	46892	46886	45227	45629	46522	47934	62184	64369	64472	64212	1.0107e+05	1.0426e+05	1.0782e+05	91259
62.436	46957	46187	46678	46034	46153	44878	47000	47493	60804	63771	64823	64500	1.0293e+05	1.0473e+05	1.0860e+05	91619
62.472	46724	46919	46777	46205	45741	45414	46876	47894	62433	65327	64180	64474	1.0155e+05	1.0479e+05	1.0995e+05	91245
62.508	47474	47130	46825	46284	46198	45151	47441	47936	61792	64321	63762	64876	1.0254e+05	1.0438e+05	1.0972e+05	92499
62.544	47227	46859	46349	46427	45673	44998	46607	47911	61652	65002	64130	65366	1.0215e+05	1.0505e+05	1.0923e+05	91160
62.581	47633	46459	46279	46333	45781	45903	46472	47369	62470	65180	63899	65437	1.0249e+05	1.0369e+05	1.0804e+05	92030
62.617	47760	47214	45996	46526	45424	45509	47014	47193	62063	64035	64507	64270	1.0221e+05	1.0531e+05	1.0925e+05	90449
62.653	46859	46981	46309	46729	45316	45569	45856	47536	61348	64123	64577	63970	1.0158e+05	1.0439e+05	1.0839e+05	92108
62.689	47429	46589	46602	46723	45802	45783	46956	48081	62112	64822	65149	64937	1.0176e+05	1.0411e+05	1.1025e+05	92072
62.725	47625	46103	46761	46829	45458	45752	46567	47723	61246	63998	64589	64475	1.0212e+05	1.0525e+05	1.0972e+05	91983
62.761	47050	46692	46441	46655	45494	45299	47308	47491	62409	65217	64508	65425	1.0205e+05	1.0544e+05	1.0859e+05	91462
62.797	47402	47214	46686	46938	45764	45779	46495	47410	62597	64654	64529	64867	1.0189e+05	1.0436e+05	1.0930e+05	91385
62.833	46894	46622	45821	46352	45652	45098	46618	47251	62087	64901	64843	64435	1.0127e+05	1.0357e+05	1.0891e+05	92131
62.869	47304	47108	46848	46681	45050	45727	47333	48017	62571	64600	64647	65164	1.0293e+05	1.0505e+05	1.0889e+05	90385
62.906	47882	46251	47267	46541	45587	45406	46215	48190	62039	64229	64413	64687	1.0181e+05	1.0498e+05	1.0744e+05	90536
62.942	47145	46413	46637	46131	45785	45524	46614	47630	62149	66121	64348	64208	1.0296e+05	1.0421e+05	1.0925e+05	91756
62.978	48163	46543	46434	46833	46178	46042	46032	48049	62529	64872	64640	64945	1.0108e+05	1.0479e+05	1.0894e+05	92050
63.014	47452	47083	46343	46195	45737	45301	46370	47851	61599	64524	64806	64676	1.0247e+05	1.0500e+05	1.0844e+05	90835
63.050	47665	46980	46083	46475	45557	45597	47014	48190	62073	64771	64174	64409	1.0232e+05	1.0542e+05	1.1056e+05	92218
63.086	47395	46639	46926	46308	46030	45468	46412	47614	61380	64761	64634	64425	1.0213e+05	1.0487e+05	1.0976e+05	91070
63.122	47576	47538	46377	46442	45220	45913	46403	47877	62113	65453	63703	64828	1.0291e+05	1.0501e+05	1.0854e+05	91513
63.158	47630	46759	46740	46977	45798	45067	47063	48123	62249	64364	64650	64871	1.0134e+05	1.0443e+05	1.0951e+05	91067
63.194	47003	46705	45930	46653	45657	45978	46558	47026	61880	64704	64399	64877	1.0289e+05	1.0446e+05	1.0919e+05	90596
63.231	47307	46734	46552	46224	45655	45648	46337	48028	61226	64539	63833	64492	1.0255e+05	1.0519e+05	1.0945e+05	92135
63.267	46160	46579	45950	47157	45446	45511	45983	47613	61998	65205	63467	64533	1.0216e+05	1.0481e+05	1.0868e+05	92247
63.303	47892	46749	46290	46535	45785	45812	46618	48487	61755	63962	64054	64695	1.0168e+05	1.0418e+05	1.0894e+05	90561
63.339	47337	46378	46185	46226	45561	45275	46882	48133	61888	64423	64636	65022	1.0346e+05	1.0528e+05	1.0850e+05	91245
63.375	47398	46953	45854	46985	46280	45551	46572	47377	61483	65449	64471	65817	1.0354e+05	1.0493e+05	1.0881e+05	91187
63.411	47334	47088	46559	47319	45650	46153	46106	48093	62000	64477	64347	64435	1.0288e+05	1.0500e+05	1.0960e+05	91646
63.447	47169	46851	46727	47227	45379	45214	46703	47348	62474	65317	64801	64467	1.0274e+05	1.0447e+05	1.0838e+05	91393
63.483	47843	47457	46434	46936	45400	45422	46575	47829	61865	64473	64819	64923	1.0177e+05	1.0560e+05	1.0929e+05	91424
63.519	47538	46785	46674	46811	45747	45472	46775	48259	62569	65100	64321	64248	1.0211e+05	1.0479e+05	1.0954e+05	90404
63.556	47258	47232	46574	46344	45469	45936	46498	47693	62582	64710	64476	64738	1.0126e+05	1.0551e+05	1.0861e+05	91907
63.592	47361	46495	46554	46899	45982	45303	46514	48087	61866	64780	64894	65423	1.0252e+05	1.0429e+05	1.0961e+05	93004
63.628	47027	46592	46737	46903	45779	45774	46973	47549	62070	64529	64711	64565	1.0223e+05	1.0416e+05	1.0862e+05	91035
63.664	47267	46815	46326	47277	45124	45101	47592	47700	62381	64822	63750	65104	1.0294e+05	1.0486e+05	1.0940e+05	91589
63.700	47848	47019	46512	46740	45764	46405	47266	47593	62019	64721	64235	64197	1.0274e+05	1.0420e+05	1.0905e+05	91725
63.736	47110	46327	46307	46467	45281	46044	46902	47821	62119	64625	63911	64845	1.0186e+05	1.0502e+05	1.0840e+05	91638
63.772	46729	46728	46009	46886	44973	45360	46469	47766	62776	64997	64139	64222	1.0240e+05	1.0486e+05	1.0930e+05	91549
63.808	47105	45817	46239	47119	45845	45952	46574	48106	61921	64243	65053	64847	1.0265e+05	1.0529e+05	1.0906e+05	91168
63.844	47385	46957	46085	47123	45568	45467	46962	47601	62091	65233	63979	65376	1.0215e+05	1.0449e+05	1.0894e+05	91644
63.881	46291	47023	46431	46961	46313	45587	46891	48467	62736	64520	64488	65597	1.0261e+05	1.0448e+05	1.0890e+05	90993
63.917	46852	46570	46217	46390	46001	45734	46629	47332	62096	64297	65008	64002	1.0182e+05	1.0476e+05	1.0894e+05	91180
63.953	47283	46274	46892	46792	46170	45295	47003	48307	63051	64647	64119	65080	1.0124e+05	1.0473e+05	1.0853e+05	91026
63.989	47864	46815	46732	46568	45894	45305	46585	47800	62420	64320	63892	65054	1.0277e+05	1.0446e+05	1.0919e+05	91203
64.025	46666	46367	46440	46637	46061	45030	46930	47577	62559	64464	63960	64852	1.0197e+05	1.0496e+05	1.0873e+05	91942
64.061	47319	46543	45733	46753	45287	45894	46330	48182	62299	64719	65018	64413	1.0259e+05	1.0422e+05	1.0874e+05	91510
64.097	48489	47089	46996	46813	45408	45341	46814	47785	62526	64543	65161	65106	1.0204e+05	1.0452e+05	1.0860e+05	91184
64.133	46946	47034	46772	46658	45797	45724	46715	47258	61663	65172	64613	64849	1.0132e+05	1.0397e+05	1.0961e+05	90565
64.169	47230	46629	46108	46902	45146	45881	47050	46953	62787	64436	65641	65071	1.0104e+05	1.0475e+05	1.1000e+05	91350
64.206	47097	46402	46056	46947	45746	45880	47272	47973	62286	64690	64559	65169	1.0333e+05	1.0349e+05	1.1009e+05	91230
64.242	47543	46086	45746	46912	45746	45388	46505	48005	61466	64762	64192	65004	1.0186e+05	1.0493e+05	1.0920e+05	90971
64.278	47768	46932	46249	46432	45916	45313	47036	47748	62606	65075	64997	64948	1.0173e+05	1.0460e+05	1.0930e+05	91355
64.314	47429	46396	46079	46557	45858	45889	46670	47560	62133	65584	64258	64453	1.0232e+05	1.0492e+05	1.0889e+05	91817
64.350	47773	46690	46482	46800	45542	45436	46687	47622	61887	64329	64964	65076	1.0225e+05	1.0476e+05	1.0857e+05	90626
64.386	47604	47424	46223	47479	45988	45639	46353	47874	61845	65311	64568	64618	1.0109e+05	1.0516e+05	1.0895e+05	91983
64.422	47470	46676	46004	46657	46465	45110	46889	47945	61620	66069	63936	64490	1.0148e+05	1.0474e+05	1.0945e+05	91538
64.458	47436	47153	46629	47075	45505	46091	46895	47641	62736	65015	64498	65022	1.0188e+05	1.0459e+05	1.0848e+05	91134
64.494	46779	47029	46978	47060	45718	45808	46646	47620	62091	64662	64183	64930	1.0215e+05	1.0430e+05	1.0879e+05	91740
64.531	47908	46084	46333	46607	46203	45701	46391	47261	62333	64972	64314	64313	1.0275e+05	1.0528e+05	1.0912e+05	91540
64.567	47440	47296	46283	46525	45128	45298	46763	47295	61626	64625	64561	65128	1.0303e+05	1.0447e+05	1.0851e+05	90652
64.603	47749	46090	45641	46338	45792	45817	47212	47460	61812	65288	65546	65222	1.0160e+05	1.0499e+05	1.0789e+05	91822
64.639	47396	46627	46411	47485	45468	45925	46879	47617	63061	65289	63998	65129	1.0126e+05	1.0452e+05	1.0893e+05	91579
64.675	47685	47348	46424	46612	45296	45395	46555	48005	61944	64694	64506	64045	1.0233e+05	1.0535e+05	1.0863e+05	91610
64.711	47240	46634	45544	47308	45682	45665	46583	47411	61893	64626	63870	64789	1.0250e+05	1.0466e+05	1.1008e+05	90387
64.747	47126	47088	46454	47245	45837	45514	46789	47479	61624	65066	64501	64323	1.0203e+05	1.0381e+05	1.0956e+05	90948
64.783	47483	46571	46229	47020	45521	45793	46356	47509	61959	65518	64603	65118	1.0125e+05	1.0518e+05	1.0868e+05	91615
64.819	47561	46511	46208	46438	45564	45723	47086	47272	61911	64642	63942	64456	1.0202e+05	1.0436e+05	1.0842e+05	90716
64.856	47145	46880	46118	45946	45607	45978	47020	48052	62469	65606	65023	64704	1.0116e+05	1.0433e+05	1.0904e+05	90695
64.892	47378	46767	46837	46590	45555	45354	47015	47729	62527	65325	64843	65334	1.0118e+05	1.0429e+05	1.0969e+05	92050
64.928	47664	46715	46824	46385	45978	45308	46653	46860	61693	64423	65305	64729	1.0160e+05	1.0524e+05	1.0901e+05	89907
64.964	47173	46984	46231	46638	45538	45475	46446	47954	62415	64443	65193	64475	1.0159e+05	1.0428e+05	1.0953e+05	90823
65.000	47092	46335	46393	46293	45165	45778	46058	47252	62763	64476	64496	64495	1.0169e+05	1.0493e+05	1.0989e+05	91264
65.036	47248	47320	47107	47177	46148	45659	47693	47750	62037	63729	64913	64559	1.0222e+05	1.0495e+05	1.0934e+05	91112
65.072	47299	46297	46485	47037	45767	45522	46678	48133	61666	65102	65013	65698	1.0252e+05	1.0612e+05	1.0924e+05	90849
65.108	47512	47119	46278	46853	46084	45374	46644	47441	62415	64648	64397	65199	1.0211e+05	1.0470e+05	1.0929e+05	90947
65.144	47551	47088	46408	46580	46018	45642	46672	48066	62199	64900	64257	65325	1.0213e+05	1.0446e+05	1.0990e+05	91370
65.181	47365	46064	45983	46842	45410	45351	47292	48120	62178	64471	65468	64298	1.0224e+05	1.0460e+05	1.0917e+05	90447
65.217	47275	46729	46055	46036	45219	46187	46999	47374	62330	64778	64973	64785	1.0198e+05	1.0364e+05	1.0813e+05	90803
65.253	47154	47023	46397	46840	45853	46176	46890	47445	61716	64874	64783	65522	1.0251e+05	1.0527e+05	1.0884e+05	90939
65.289	47325	47043	46364	46815	45554	46082	46850	47428	62731	65458	64517	64671	1.0072e+05	1.0482e+05	1.0835e+05	91076
