(ppm)	"Intensity (a.u.) (without JB6)"	"Intensity (a.u.) (With JB6)"
8.13108050727153	8.60e+008	8.33e+008
8.13083602340870	8.90e+008	8.59e+008
8.13059153954587	9.22e+008	8.88e+008
8.13034705568304	9.55e+008	9.20e+008
8.13010257182021	9.88e+008	9.54e+008
8.12985808795738	1.02e+009	9.88e+008
8.12961360409455	1.05e+009	1.02e+009
8.12936912023172	1.08e+009	1.05e+009
8.12912463636889	1.11e+009	1.09e+009
8.12888015250606	1.14e+009	1.13e+009
8.12863566864323	1.17e+009	1.17e+009
8.12839118478040	1.19e+009	1.19e+009
8.12814670091757	1.22e+009	1.21e+009
8.12790221705474	1.24e+009	1.24e+009
8.12765773319191	1.27e+009	1.26e+009
8.12741324932908	1.29e+009	1.28e+009
8.12716876546625	1.31e+009	1.30e+009
8.12692428160342	1.33e+009	1.32e+009
8.12667979774059	1.34e+009	1.34e+009
8.12643531387776	1.36e+009	1.36e+009
8.12619083001493	1.37e+009	1.37e+009
8.12594634615210	1.38e+009	1.39e+009
8.12570186228927	1.38e+009	1.40e+009
8.12545737842643	1.39e+009	1.41e+009
8.12521289456361	1.39e+009	1.42e+009
8.12496841070077	1.40e+009	1.42e+009
8.12472392683795	1.40e+009	1.43e+009
8.12447944297511	1.41e+009	1.43e+009
8.12423495911228	1.42e+009	1.44e+009
8.12399047524945	1.42e+009	1.44e+009
8.12374599138662	1.42e+009	1.44e+009
8.12350150752379	1.42e+009	1.44e+009
8.12325702366096	1.42e+009	1.44e+009
8.12301253979813	1.41e+009	1.43e+009
8.12276805593530	1.41e+009	1.43e+009
8.12252357207247	1.41e+009	1.42e+009
8.12227908820964	1.40e+009	1.42e+009
8.12203460434681	1.40e+009	1.42e+009
8.12179012048398	1.40e+009	1.41e+009
8.12154563662115	1.40e+009	1.41e+009
8.12130115275832	1.41e+009	1.41e+009
8.12105666889549	1.41e+009	1.40e+009
8.12081218503266	1.41e+009	1.40e+009
8.12056770116983	1.41e+009	1.39e+009
8.12032321730700	1.41e+009	1.39e+009
8.12007873344417	1.41e+009	1.39e+009
8.11983424958134	1.41e+009	1.40e+009
8.11958976571851	1.41e+009	1.40e+009
8.11934528185568	1.41e+009	1.41e+009
8.11910079799285	1.41e+009	1.42e+009
8.11885631413002	1.41e+009	1.43e+009
8.11861183026719	1.42e+009	1.45e+009
8.11836734640436	1.43e+009	1.46e+009
8.11812286254153	1.44e+009	1.48e+009
8.11787837867870	1.46e+009	1.50e+009
8.11763389481587	1.47e+009	1.52e+009
8.11738941095304	1.49e+009	1.53e+009
8.11714492709021	1.51e+009	1.55e+009
8.11690044322737	1.53e+009	1.56e+009
8.11665595936455	1.55e+009	1.58e+009
8.11641147550171	1.57e+009	1.60e+009
8.11616699163889	1.59e+009	1.62e+009
8.11592250777605	1.61e+009	1.64e+009
8.11567802391322	1.63e+009	1.65e+009
8.11543354005039	1.64e+009	1.67e+009
8.11518905618756	1.66e+009	1.68e+009
8.11494457232473	1.67e+009	1.70e+009
8.11470008846190	1.69e+009	1.72e+009
8.11445560459907	1.70e+009	1.74e+009
8.11421112073624	1.71e+009	1.75e+009
8.11396663687341	1.73e+009	1.76e+009
8.11372215301058	1.75e+009	1.77e+009
8.11347766914775	1.76e+009	1.77e+009
8.11323318528492	1.77e+009	1.77e+009
8.11298870142209	1.76e+009	1.76e+009
8.11274421755926	1.76e+009	1.75e+009
8.11249973369643	1.75e+009	1.75e+009
8.11225524983360	1.74e+009	1.74e+009
8.11201076597077	1.74e+009	1.74e+009
8.11176628210794	1.74e+009	1.74e+009
8.11152179824511	1.73e+009	1.73e+009
8.11127731438228	1.72e+009	1.73e+009
8.11103283051945	1.71e+009	1.72e+009
8.11078834665662	1.70e+009	1.71e+009
8.11054386279379	1.68e+009	1.70e+009
8.11029937893096	1.67e+009	1.68e+009
8.11005489506813	1.65e+009	1.66e+009
8.10981041120530	1.64e+009	1.64e+009
8.10956592734247	1.61e+009	1.62e+009
8.10932144347964	1.59e+009	1.60e+009
8.10907695961681	1.56e+009	1.59e+009
8.10883247575397	1.54e+009	1.58e+009
8.10858799189115	1.51e+009	1.56e+009
8.10834350802831	1.48e+009	1.55e+009
8.10809902416549	1.45e+009	1.53e+009
8.10785454030265	1.42e+009	1.51e+009
8.10761005643983	1.40e+009	1.49e+009
8.10736557257699	1.38e+009	1.46e+009
8.10712108871416	1.36e+009	1.44e+009
8.10687660485133	1.34e+009	1.41e+009
8.10663212098850	1.31e+009	1.38e+009
8.10638763712567	1.29e+009	1.36e+009
8.10614315326284	1.28e+009	1.33e+009
8.10589866940001	1.26e+009	1.31e+009
8.10565418553718	1.25e+009	1.28e+009
8.10540970167435	1.23e+009	1.25e+009
8.10516521781152	1.21e+009	1.23e+009
8.10492073394869	1.20e+009	1.21e+009
8.10467625008586	1.18e+009	1.19e+009
8.10443176622303	1.16e+009	1.17e+009
8.10418728236020	1.15e+009	1.14e+009
8.10394279849737	1.13e+009	1.13e+009
8.10369831463454	1.11e+009	1.11e+009
8.10345383077171	1.09e+009	1.10e+009
8.10320934690888	1.07e+009	1.08e+009
8.10296486304605	1.05e+009	1.07e+009
8.10272037918322	1.03e+009	1.05e+009
8.10247589532039	1.01e+009	1.03e+009
8.10223141145756	9.84e+008	1.01e+009
8.10198692759473	9.62e+008	1.00e+009
8.10174244373190	9.40e+008	9.92e+008
8.10149795986907	9.19e+008	9.86e+008
8.10125347600624	8.99e+008	9.76e+008
8.10100899214341	8.82e+008	9.63e+008
8.10076450828058	8.69e+008	9.47e+008
8.10052002441775	8.59e+008	9.29e+008
8.10027554055491	8.51e+008	9.11e+008
8.10003105669209	8.46e+008	8.95e+008
8.09978657282925	8.40e+008	8.79e+008
8.09954208896643	8.31e+008	8.61e+008
8.09929760510359	8.18e+008	8.42e+008
8.09905312124077	8.00e+008	8.20e+008
8.09880863737793	7.80e+008	7.98e+008
8.09856415351510	7.60e+008	7.77e+008
8.09831966965227	7.41e+008	7.60e+008
8.09807518578944	7.21e+008	7.47e+008
8.09783070192661	6.99e+008	7.40e+008
8.09758621806378	6.78e+008	7.35e+008
8.09734173420095	6.60e+008	7.30e+008
8.09709725033812	6.45e+008	7.24e+008
8.09685276647529	6.31e+008	7.17e+008
8.09660828261246	6.18e+008	7.10e+008
8.09636379874963	6.06e+008	7.02e+008
8.09611931488680	5.96e+008	6.91e+008
8.09587483102397	5.87e+008	6.77e+008
8.09563034716114	5.78e+008	6.58e+008
8.09538586329831	5.66e+008	6.36e+008
8.09514137943548	5.52e+008	6.16e+008
8.09489689557265	5.38e+008	5.98e+008
8.09465241170982	5.24e+008	5.82e+008
8.09440792784699	5.13e+008	5.68e+008
8.09416344398416	5.04e+008	5.53e+008
8.09391896012133	4.94e+008	5.41e+008
8.09367447625850	4.82e+008	5.30e+008
8.09342999239567	4.66e+008	5.21e+008
8.09318550853284	4.52e+008	5.11e+008
8.09294102467001	4.40e+008	5.02e+008
8.09269654080718	4.32e+008	4.95e+008
8.09245205694435	4.26e+008	4.89e+008
8.09220757308152	4.22e+008	4.81e+008
8.09196308921869	4.18e+008	4.70e+008
8.09171860535586	4.14e+008	4.58e+008
8.09147412149303	4.07e+008	4.46e+008
8.09122963763019	3.98e+008	4.35e+008
8.09098515376737	3.89e+008	4.23e+008
8.09074066990453	3.82e+008	4.13e+008
8.09049618604171	3.78e+008	4.04e+008
8.09025170217887	3.75e+008	3.98e+008
8.09000721831604	3.71e+008	3.92e+008
8.08976273445321	3.68e+008	3.85e+008
8.08951825059038	3.64e+008	3.79e+008
8.08927376672755	3.58e+008	3.74e+008
8.08902928286472	3.52e+008	3.71e+008
8.08878479900189	3.44e+008	3.69e+008
8.08854031513906	3.37e+008	3.67e+008
8.08829583127623	3.34e+008	3.64e+008
8.08805134741340	3.34e+008	3.62e+008
8.08780686355057	3.35e+008	3.63e+008
8.08756237968774	3.34e+008	3.65e+008
8.08731789582491	3.30e+008	3.66e+008
8.08707341196208	3.22e+008	3.67e+008
8.08682892809925	3.15e+008	3.67e+008
8.08658444423642	3.08e+008	3.67e+008
8.08633996037359	3.04e+008	3.66e+008
8.08609547651076	3.03e+008	3.65e+008
8.08585099264793	3.04e+008	3.63e+008
8.08560650878510	3.04e+008	3.61e+008
8.08536202492227	3.01e+008	3.58e+008
8.08511754105944	2.92e+008	3.54e+008
8.08487305719661	2.79e+008	3.48e+008
8.08462857333378	2.64e+008	3.39e+008
8.08438408947095	2.53e+008	3.29e+008
8.08413960560812	2.45e+008	3.18e+008
8.08389512174529	2.43e+008	3.10e+008
8.08365063788246	2.45e+008	3.04e+008
8.08340615401963	2.47e+008	2.97e+008
8.08316167015680	2.50e+008	2.91e+008
8.08291718629397	2.54e+008	2.86e+008
8.08267270243113	2.57e+008	2.86e+008
8.08242821856831	2.57e+008	2.88e+008
8.08218373470547	2.51e+008	2.90e+008
8.08193925084265	2.42e+008	2.90e+008
8.08169476697981	2.33e+008	2.90e+008
8.08145028311698	2.27e+008	2.91e+008
8.08120579925415	2.23e+008	2.93e+008
8.08096131539132	2.20e+008	2.93e+008
8.08071683152849	2.15e+008	2.91e+008
8.08047234766566	2.11e+008	2.88e+008
8.08022786380283	2.09e+008	2.86e+008
8.07998337994000	2.11e+008	2.84e+008
8.07973889607717	2.16e+008	2.79e+008
8.07949441221434	2.22e+008	2.71e+008
8.07924992835151	2.27e+008	2.59e+008
8.07900544448868	2.30e+008	2.44e+008
8.07876096062585	2.32e+008	2.28e+008
8.07851647676302	2.34e+008	2.12e+008
8.07827199290019	2.35e+008	2.00e+008
8.07802750903736	2.33e+008	1.93e+008
8.07778302517453	2.31e+008	1.95e+008
8.07753854131170	2.29e+008	2.01e+008
8.07729405744887	2.28e+008	2.07e+008
8.07704957358604	2.27e+008	2.10e+008
8.07680508972321	2.26e+008	2.10e+008
8.07656060586038	2.26e+008	2.08e+008
8.07631612199755	2.27e+008	2.06e+008
8.07607163813472	2.30e+008	2.05e+008
8.07582715427189	2.34e+008	2.06e+008
8.07558267040906	2.36e+008	2.08e+008
8.07533818654623	2.34e+008	2.10e+008
8.07509370268340	2.30e+008	2.11e+008
8.07484921882057	2.25e+008	2.09e+008
8.07460473495774	2.21e+008	2.07e+008
8.07436025109491	2.16e+008	2.04e+008
8.07411576723207	2.12e+008	2.04e+008
8.07387128336925	2.08e+008	2.06e+008
8.07362679950641	2.07e+008	2.10e+008
8.07338231564359	2.09e+008	2.12e+008
8.07313783178075	2.12e+008	2.13e+008
8.07289334791792	2.16e+008	2.10e+008
8.07264886405509	2.18e+008	2.04e+008
8.07240438019226	2.15e+008	1.96e+008
8.07215989632943	2.07e+008	1.89e+008
8.07191541246660	1.97e+008	1.86e+008
8.07167092860377	1.88e+008	1.85e+008
8.07142644474094	1.80e+008	1.86e+008
8.07118196087811	1.73e+008	1.88e+008
8.07093747701528	1.68e+008	1.91e+008
8.07069299315245	1.65e+008	1.94e+008
8.07044850928962	1.62e+008	1.98e+008
8.07020402542679	1.60e+008	2.00e+008
8.06995954156396	1.57e+008	2.02e+008
8.06971505770113	1.54e+008	2.02e+008
8.06947057383830	1.50e+008	2.02e+008
8.06922608997547	1.48e+008	2.02e+008
8.06898160611264	1.46e+008	2.03e+008
8.06873712224981	1.46e+008	2.04e+008
8.06849263838698	1.48e+008	2.05e+008
8.06824815452415	1.49e+008	2.07e+008
8.06800367066132	1.52e+008	2.10e+008
8.06775918679849	1.57e+008	2.16e+008
8.06751470293566	1.63e+008	2.20e+008
8.06727021907283	1.71e+008	2.21e+008
8.06702573521000	1.76e+008	2.18e+008
8.06678125134717	1.76e+008	2.13e+008
8.06653676748434	1.73e+008	2.08e+008
8.06629228362151	1.68e+008	2.06e+008
8.06604779975868	1.68e+008	2.11e+008
8.06580331589585	1.73e+008	2.18e+008
8.06555883203301	1.80e+008	2.21e+008
8.06531434817019	1.86e+008	2.17e+008
8.06506986430735	1.88e+008	2.07e+008
8.06482538044452	1.86e+008	1.97e+008
8.06458089658169	1.79e+008	1.93e+008
8.06433641271886	1.70e+008	1.96e+008
8.06409192885603	1.64e+008	2.03e+008
8.06384744499320	1.61e+008	2.13e+008
8.06360296113037	1.62e+008	2.23e+008
8.06335847726754	1.61e+008	2.29e+008
8.06311399340471	1.60e+008	2.31e+008
8.06286950954188	1.60e+008	2.28e+008
8.06262502567905	1.64e+008	2.23e+008
8.06238054181622	1.71e+008	2.19e+008
8.06213605795339	1.78e+008	2.19e+008
8.06189157409056	1.84e+008	2.24e+008
8.06164709022773	1.88e+008	2.30e+008
8.06140260636490	1.92e+008	2.35e+008
8.06115812250207	1.96e+008	2.39e+008
8.06091363863924	2.00e+008	2.45e+008
8.06066915477641	2.04e+008	2.52e+008
8.06042467091358	2.09e+008	2.58e+008
8.06018018705075	2.12e+008	2.62e+008
8.05993570318792	2.17e+008	2.63e+008
8.05969121932509	2.23e+008	2.65e+008
8.05944673546226	2.28e+008	2.70e+008
8.05920225159943	2.30e+008	2.76e+008
8.05895776773660	2.29e+008	2.81e+008
8.05871328387377	2.25e+008	2.84e+008
8.05846880001094	2.20e+008	2.87e+008
8.05822431614811	2.14e+008	2.88e+008
8.05797983228528	2.09e+008	2.85e+008
8.05773534842245	2.06e+008	2.79e+008
8.05749086455962	2.04e+008	2.75e+008
8.05724638069679	2.04e+008	2.75e+008
8.05700189683395	2.07e+008	2.78e+008
8.05675741297113	2.12e+008	2.82e+008
8.05651292910829	2.16e+008	2.85e+008
8.05626844524546	2.18e+008	2.90e+008
8.05602396138263	2.19e+008	2.96e+008
8.05577947751980	2.19e+008	3.01e+008
8.05553499365697	2.22e+008	3.02e+008
8.05529050979414	2.26e+008	3.00e+008
8.05504602593131	2.33e+008	2.97e+008
8.05480154206848	2.42e+008	2.96e+008
8.05455705820565	2.54e+008	2.96e+008
8.05431257434282	2.66e+008	2.95e+008
8.05406809047999	2.75e+008	2.94e+008
8.05382360661716	2.82e+008	2.93e+008
8.05357912275433	2.88e+008	2.97e+008
8.05333463889150	2.95e+008	3.06e+008
8.05309015502867	3.03e+008	3.20e+008
8.05284567116584	3.11e+008	3.36e+008
8.05260118730301	3.19e+008	3.51e+008
8.05235670344018	3.26e+008	3.63e+008
8.05211221957735	3.32e+008	3.70e+008
8.05186773571452	3.36e+008	3.74e+008
8.05162325185169	3.42e+008	3.80e+008
8.05137876798886	3.49e+008	3.89e+008
8.05113428412603	3.56e+008	4.01e+008
8.05088980026320	3.59e+008	4.13e+008
8.05064531640037	3.60e+008	4.24e+008
8.05040083253754	3.59e+008	4.33e+008
8.05015634867471	3.59e+008	4.38e+008
8.04991186481188	3.62e+008	4.40e+008
8.04966738094905	3.66e+008	4.40e+008
8.04942289708622	3.73e+008	4.43e+008
8.04917841322339	3.83e+008	4.50e+008
8.04893392936056	3.95e+008	4.61e+008
8.04868944549773	4.08e+008	4.73e+008
8.04844496163489	4.19e+008	4.85e+008
8.04820047777206	4.30e+008	4.95e+008
8.04795599390923	4.40e+008	5.05e+008
8.04771151004640	4.50e+008	5.14e+008
8.04746702618357	4.62e+008	5.23e+008
8.04722254232074	4.73e+008	5.32e+008
8.04697805845791	4.83e+008	5.43e+008
8.04673357459508	4.92e+008	5.55e+008
8.04648909073225	4.98e+008	5.65e+008
8.04624460686942	5.03e+008	5.69e+008
8.04600012300659	5.09e+008	5.67e+008
8.04575563914376	5.18e+008	5.63e+008
8.04551115528093	5.29e+008	5.63e+008
8.04526667141810	5.40e+008	5.71e+008
8.04502218755527	5.50e+008	5.85e+008
8.04477770369244	5.60e+008	6.01e+008
8.04453321982961	5.71e+008	6.16e+008
8.04428873596678	5.83e+008	6.29e+008
8.04404425210395	5.98e+008	6.42e+008
8.04379976824112	6.15e+008	6.55e+008
8.04355528437829	6.33e+008	6.71e+008
8.04331080051546	6.49e+008	6.88e+008
8.04306631665263	6.62e+008	7.07e+008
8.04282183278980	6.70e+008	7.22e+008
8.04257734892697	6.74e+008	7.33e+008
8.04233286506414	6.77e+008	7.40e+008
8.04208838120131	6.81e+008	7.46e+008
8.04184389733848	6.88e+008	7.52e+008
8.04159941347565	6.99e+008	7.58e+008
8.04135492961282	7.11e+008	7.63e+008
8.04111044574999	7.22e+008	7.66e+008
8.04086596188716	7.32e+008	7.69e+008
8.04062147802433	7.43e+008	7.71e+008
8.04037699416150	7.55e+008	7.75e+008
8.04013251029867	7.66e+008	7.79e+008
8.03988802643583	7.77e+008	7.81e+008
8.03964354257300	7.86e+008	7.81e+008
8.03939905871017	7.96e+008	7.80e+008
8.03915457484734	8.06e+008	7.83e+008
8.03891009098451	8.17e+008	7.92e+008
8.03866560712168	8.25e+008	8.05e+008
8.03842112325885	8.31e+008	8.19e+008
8.03817663939602	8.35e+008	8.32e+008
8.03793215553319	8.40e+008	8.42e+008
8.03768767167036	8.46e+008	8.49e+008
8.03744318780753	8.50e+008	8.52e+008
8.03719870394470	8.49e+008	8.51e+008
8.03695422008187	8.44e+008	8.46e+008
8.03670973621904	8.38e+008	8.39e+008
8.03646525235621	8.34e+008	8.31e+008
8.03622076849338	8.32e+008	8.24e+008
8.03597628463055	8.30e+008	8.20e+008
8.03573180076772	8.29e+008	8.16e+008
8.03548731690489	8.29e+008	8.13e+008
8.03524283304206	8.28e+008	8.09e+008
8.03499834917923	8.27e+008	8.07e+008
8.03475386531640	8.26e+008	8.09e+008
8.03450938145357	8.26e+008	8.11e+008
8.03426489759074	8.26e+008	8.14e+008
8.03402041372791	8.26e+008	8.15e+008
8.03377592986508	8.26e+008	8.17e+008
8.03353144600225	8.27e+008	8.22e+008
8.03328696213942	8.29e+008	8.28e+008
8.03304247827659	8.31e+008	8.33e+008
8.03279799441376	8.34e+008	8.36e+008
8.03255351055093	8.40e+008	8.39e+008
8.03230902668810	8.49e+008	8.41e+008
8.03206454282527	8.58e+008	8.42e+008
8.03182005896244	8.64e+008	8.44e+008
8.03157557509961	8.66e+008	8.47e+008
8.03133109123677	8.66e+008	8.50e+008
8.03108660737394	8.67e+008	8.55e+008
8.03084212351111	8.67e+008	8.61e+008
8.03059763964828	8.66e+008	8.70e+008
8.03035315578545	8.66e+008	8.80e+008
8.03010867192262	8.67e+008	8.88e+008
8.02986418805979	8.69e+008	8.93e+008
8.02961970419696	8.71e+008	8.95e+008
8.02937522033413	8.72e+008	8.97e+008
8.02913073647130	8.70e+008	8.98e+008
8.02888625260847	8.67e+008	8.97e+008
8.02864176874564	8.64e+008	8.93e+008
8.02839728488281	8.60e+008	8.85e+008
8.02815280101998	8.55e+008	8.76e+008
8.02790831715715	8.49e+008	8.68e+008
8.02766383329432	8.44e+008	8.64e+008
8.02741934943149	8.41e+008	8.63e+008
8.02717486556866	8.40e+008	8.61e+008
8.02693038170583	8.39e+008	8.57e+008
8.02668589784300	8.38e+008	8.51e+008
8.02644141398017	8.36e+008	8.46e+008
8.02619693011734	8.32e+008	8.44e+008
8.02595244625451	8.26e+008	8.46e+008
8.02570796239168	8.18e+008	8.51e+008
8.02546347852885	8.11e+008	8.59e+008
8.02521899466602	8.06e+008	8.68e+008
8.02497451080319	8.04e+008	8.74e+008
8.02473002694036	8.03e+008	8.74e+008
8.02448554307753	8.02e+008	8.70e+008
8.02424105921470	8.00e+008	8.61e+008
8.02399657535187	7.96e+008	8.49e+008
8.02375209148904	7.92e+008	8.36e+008
8.02350760762621	7.89e+008	8.22e+008
8.02326312376338	7.86e+008	8.08e+008
8.02301863990055	7.84e+008	7.95e+008
8.02277415603771	7.79e+008	7.83e+008
8.02252967217488	7.71e+008	7.75e+008
8.02228518831205	7.62e+008	7.67e+008
8.02204070444922	7.49e+008	7.58e+008
8.02179622058639	7.35e+008	7.47e+008
8.02155173672356	7.19e+008	7.34e+008
8.02130725286073	7.02e+008	7.22e+008
8.02106276899790	6.88e+008	7.13e+008
8.02081828513507	6.76e+008	7.06e+008
8.02057380127224	6.69e+008	7.00e+008
8.02032931740941	6.65e+008	6.94e+008
8.02008483354658	6.61e+008	6.87e+008
8.01984034968375	6.55e+008	6.78e+008
8.01959586582092	6.47e+008	6.66e+008
8.01935138195809	6.38e+008	6.53e+008
8.01910689809526	6.27e+008	6.39e+008
8.01886241423243	6.16e+008	6.25e+008
8.01861793036960	6.07e+008	6.11e+008
8.01837344650677	5.98e+008	5.98e+008
8.01812896264394	5.86e+008	5.87e+008
8.01788447878111	5.71e+008	5.78e+008
8.01763999491828	5.52e+008	5.71e+008
8.01739551105545	5.32e+008	5.67e+008
8.01715102719262	5.12e+008	5.65e+008
8.01690654332979	4.93e+008	5.62e+008
8.01666205946696	4.75e+008	5.58e+008
8.01641757560413	4.61e+008	5.51e+008
8.01617309174130	4.50e+008	5.42e+008
8.01592860787847	4.41e+008	5.31e+008
8.01568412401564	4.34e+008	5.19e+008
8.01543964015281	4.28e+008	5.08e+008
8.01519515628998	4.21e+008	4.97e+008
8.01495067242715	4.15e+008	4.85e+008
8.01470618856432	4.09e+008	4.71e+008
8.01446170470149	4.04e+008	4.55e+008
8.01421722083865	4.01e+008	4.41e+008
8.01397273697582	3.98e+008	4.31e+008
8.01372825311299	3.97e+008	4.22e+008
8.01348376925016	3.96e+008	4.13e+008
8.01323928538733	3.95e+008	4.02e+008
8.01299480152450	3.93e+008	3.94e+008
8.01275031766167	3.91e+008	3.90e+008
8.01250583379884	3.89e+008	3.91e+008
8.01226134993601	3.87e+008	3.96e+008
8.01201686607318	3.82e+008	4.01e+008
8.01177238221035	3.72e+008	4.07e+008
8.01152789834752	3.60e+008	4.11e+008
8.01128341448469	3.47e+008	4.11e+008
8.01103893062186	3.34e+008	4.07e+008
8.01079444675903	3.24e+008	4.01e+008
8.01054996289620	3.15e+008	3.94e+008
8.01030547903337	3.09e+008	3.86e+008
8.01006099517054	3.05e+008	3.78e+008
8.00981651130771	3.02e+008	3.68e+008
8.00957202744488	2.98e+008	3.56e+008
8.00932754358205	2.94e+008	3.43e+008
8.00908305971922	2.91e+008	3.31e+008
8.00883857585639	2.88e+008	3.20e+008
8.00859409199356	2.86e+008	3.08e+008
8.00834960813073	2.84e+008	2.96e+008
8.00810512426790	2.82e+008	2.84e+008
8.00786064040507	2.80e+008	2.74e+008
8.00761615654224	2.78e+008	2.68e+008
8.00737167267941	2.79e+008	2.66e+008
8.00712718881658	2.81e+008	2.67e+008
8.00688270495375	2.83e+008	2.69e+008
8.00663822109092	2.84e+008	2.73e+008
8.00639373722809	2.84e+008	2.80e+008
8.00614925336526	2.85e+008	2.86e+008
8.00590476950243	2.87e+008	2.90e+008
8.00566028563959	2.88e+008	2.89e+008
8.00541580177676	2.87e+008	2.81e+008
8.00517131791393	2.85e+008	2.69e+008
8.00492683405110	2.83e+008	2.56e+008
8.00468235018827	2.79e+008	2.46e+008
8.00443786632544	2.73e+008	2.42e+008
8.00419338246261	2.64e+008	2.42e+008
8.00394889859978	2.55e+008	2.44e+008
8.00370441473695	2.46e+008	2.49e+008
8.00345993087412	2.37e+008	2.55e+008
8.00321544701129	2.29e+008	2.59e+008
8.00297096314846	2.25e+008	2.61e+008
8.00272647928563	2.22e+008	2.60e+008
8.00248199542280	2.19e+008	2.59e+008
8.00223751155997	2.15e+008	2.59e+008
8.00199302769714	2.12e+008	2.58e+008
8.00174854383431	2.11e+008	2.56e+008
8.00150405997148	2.11e+008	2.53e+008
8.00125957610865	2.13e+008	2.51e+008
8.00101509224582	2.15e+008	2.50e+008
8.00077060838299	2.17e+008	2.50e+008
8.00052612452016	2.19e+008	2.51e+008
8.00028164065733	2.17e+008	2.50e+008
8.00003715679450	2.12e+008	2.46e+008
7.99979267293167	2.07e+008	2.40e+008
7.99954818906884	2.03e+008	2.33e+008
7.99930370520601	2.01e+008	2.27e+008
7.99905922134318	2.02e+008	2.22e+008
7.99881473748035	2.04e+008	2.18e+008
7.99857025361752	2.07e+008	2.13e+008
7.99832576975469	2.09e+008	2.09e+008
7.99808128589186	2.09e+008	2.09e+008
7.99783680202903	2.04e+008	2.10e+008
7.99759231816620	1.96e+008	2.13e+008
7.99734783430337	1.87e+008	2.16e+008
7.99710335044053	1.81e+008	2.20e+008
7.99685886657770	1.80e+008	2.24e+008
7.99661438271487	1.83e+008	2.28e+008
7.99636989885204	1.86e+008	2.30e+008
7.99612541498921	1.88e+008	2.33e+008
7.99588093112638	1.86e+008	2.36e+008
7.99563644726355	1.84e+008	2.37e+008
7.99539196340072	1.83e+008	2.35e+008
7.99514747953789	1.85e+008	2.29e+008
7.99490299567506	1.89e+008	2.23e+008
7.99465851181223	1.92e+008	2.16e+008
7.99441402794940	1.94e+008	2.10e+008
7.99416954408657	1.96e+008	2.05e+008
7.99392506022374	1.99e+008	2.02e+008
7.99368057636091	2.02e+008	2.01e+008
7.99343609249808	2.06e+008	1.99e+008
7.99319160863525	2.08e+008	1.96e+008
7.99294712477242	2.10e+008	1.92e+008
7.99270264090959	2.10e+008	1.91e+008
7.99245815704676	2.08e+008	1.91e+008
7.99221367318393	2.03e+008	1.92e+008
7.99196918932110	1.97e+008	1.92e+008
7.99172470545827	1.91e+008	1.91e+008
7.99148022159544	1.84e+008	1.92e+008
7.99123573773261	1.77e+008	1.97e+008
7.99099125386978	1.70e+008	2.03e+008
7.99074677000695	1.65e+008	2.08e+008
7.99050228614412	1.62e+008	2.09e+008
7.99025780228129	1.59e+008	2.06e+008
7.99001331841846	1.58e+008	2.01e+008
7.98976883455563	1.56e+008	1.96e+008
7.98952435069280	1.55e+008	1.94e+008
7.98927986682997	1.54e+008	1.94e+008
7.98903538296714	1.54e+008	1.99e+008
7.98879089910431	1.55e+008	2.06e+008
7.98854641524147	1.55e+008	2.14e+008
7.98830193137864	1.55e+008	2.18e+008
7.98805744751581	1.52e+008	2.18e+008
7.98781296365298	1.48e+008	2.16e+008
7.98756847979015	1.44e+008	2.15e+008
7.98732399592732	1.42e+008	2.18e+008
7.98707951206449	1.42e+008	2.23e+008
7.98683502820166	1.45e+008	2.29e+008
7.98659054433883	1.48e+008	2.33e+008
7.98634606047600	1.51e+008	2.34e+008
7.98610157661317	1.53e+008	2.32e+008
7.98585709275034	1.54e+008	2.29e+008
7.98561260888751	1.52e+008	2.24e+008
7.98536812502468	1.51e+008	2.18e+008
7.98512364116185	1.50e+008	2.10e+008
7.98487915729902	1.50e+008	2.01e+008
7.98463467343619	1.51e+008	1.91e+008
7.98439018957336	1.52e+008	1.83e+008
7.98414570571053	1.54e+008	1.78e+008
7.98390122184770	1.57e+008	1.75e+008
7.98365673798487	1.58e+008	1.74e+008
7.98341225412204	1.57e+008	1.73e+008
7.98316777025921	1.54e+008	1.73e+008
7.98292328639638	1.50e+008	1.74e+008
7.98267880253355	1.49e+008	1.77e+008
7.98243431867072	1.53e+008	1.82e+008
7.98218983480789	1.63e+008	1.89e+008
7.98194535094506	1.76e+008	1.96e+008
7.98170086708223	1.88e+008	2.05e+008
7.98145638321940	1.97e+008	2.14e+008
7.98121189935657	2.02e+008	2.23e+008
7.98096741549374	2.05e+008	2.32e+008
7.98072293163091	2.08e+008	2.41e+008
7.98047844776808	2.11e+008	2.49e+008
7.98023396390525	2.15e+008	2.55e+008
7.97998948004241	2.19e+008	2.57e+008
7.97974499617958	2.24e+008	2.55e+008
7.97950051231675	2.30e+008	2.50e+008
7.97925602845392	2.37e+008	2.44e+008
7.97901154459109	2.41e+008	2.40e+008
7.97876706072826	2.43e+008	2.36e+008
7.97852257686543	2.41e+008	2.34e+008
7.97827809300260	2.38e+008	2.34e+008
7.97803360913977	2.35e+008	2.38e+008
7.97778912527694	2.33e+008	2.42e+008
7.97754464141411	2.29e+008	2.45e+008
7.97730015755128	2.24e+008	2.47e+008
7.97705567368845	2.19e+008	2.47e+008
7.97681118982562	2.17e+008	2.45e+008
7.97656670596279	2.19e+008	2.42e+008
7.97632222209996	2.22e+008	2.37e+008
