"Molec.Weight","S_Apparent","S_20_W","D_Apparent","D_20_W","f/f0","Vbar20","Concentration","Conc.Percent"
"4.3078e+03","9.9162e-14","1.0000e-13","2.0008e-06","2.0023e-06","1.0000e+00","7.1870e-01","1.2585e-02"," 2.32 %"
"8.4858e+03","9.9162e-14","1.0000e-13","1.0157e-06","1.0164e-06","1.5714e+00","7.1870e-01","6.6140e-06"," 0.00 %"
"9.6689e+03","9.9162e-14","1.0000e-13","8.9140e-07","8.9207e-07","1.7143e+00","7.1870e-01","4.4308e-06"," 0.00 %"
"1.2184e+04","9.9162e-14","1.0000e-13","7.0738e-07","7.0791e-07","2.0000e+00","7.1870e-01","5.3735e-05"," 0.01 %"
"6.0067e+03","1.2377e-13","1.2481e-13","1.7909e-06","1.7922e-06","1.0000e+00","7.1870e-01","1.1387e-05"," 0.00 %"
"1.6990e+04","1.2377e-13","1.2481e-13","6.3318e-07","6.3365e-07","2.0000e+00","7.1870e-01","2.4804e-05"," 0.00 %"
"1.9954e+04","1.4837e-13","1.4962e-13","6.4629e-07","6.4678e-07","1.8571e+00","7.1870e-01","1.6087e-05"," 0.00 %"
"2.2300e+04","1.4837e-13","1.4962e-13","5.7830e-07","5.7873e-07","2.0000e+00","7.1870e-01","3.1881e-04"," 0.06 %"
"2.5117e+04","1.7297e-13","1.7444e-13","5.9857e-07","5.9902e-07","1.8571e+00","7.1870e-01","2.0750e-05"," 0.00 %"
"2.8071e+04","1.7297e-13","1.7444e-13","5.3559e-07","5.3600e-07","2.0000e+00","7.1870e-01","4.3770e-04"," 0.08 %"
"2.7194e+04","1.9758e-13","1.9925e-13","6.3150e-07","6.3198e-07","1.7143e+00","7.1870e-01","2.5711e-05"," 0.00 %"
"3.4268e+04","1.9758e-13","1.9925e-13","5.0114e-07","5.0151e-07","2.0000e+00","7.1870e-01","4.5218e-04"," 0.08 %"
"3.6565e+04","2.2218e-13","2.2406e-13","5.2814e-07","5.2854e-07","1.8571e+00","7.1870e-01","4.5384e-05"," 0.01 %"
"4.0864e+04","2.2218e-13","2.2406e-13","4.7258e-07","4.7293e-07","2.0000e+00","7.1870e-01","9.7806e-04"," 0.18 %"
"3.7961e+04","2.4679e-13","2.4887e-13","5.6505e-07","5.6547e-07","1.7143e+00","7.1870e-01","1.9907e-06"," 0.00 %"
"4.2804e+04","2.4679e-13","2.4887e-13","5.0112e-07","5.0150e-07","1.8571e+00","7.1870e-01","1.6671e-04"," 0.03 %"
"4.7837e+04","2.4679e-13","2.4887e-13","4.4840e-07","4.4874e-07","2.0000e+00","7.1870e-01","1.2030e-03"," 0.22 %"
"4.3778e+04","2.7139e-13","2.7368e-13","5.3883e-07","5.3923e-07","1.7143e+00","7.1870e-01","2.3071e-07"," 0.00 %"
"4.9362e+04","2.7139e-13","2.7368e-13","4.7787e-07","4.7822e-07","1.8571e+00","7.1870e-01","6.1838e-05"," 0.01 %"
"5.5166e+04","2.7139e-13","2.7368e-13","4.2759e-07","4.2791e-07","2.0000e+00","7.1870e-01","5.8710e-04"," 0.11 %"
"5.6225e+04","2.9600e-13","2.9850e-13","4.5757e-07","4.5792e-07","1.8571e+00","7.1870e-01","1.5650e-05"," 0.00 %"
"6.2836e+04","2.9600e-13","2.9850e-13","4.0943e-07","4.0974e-07","2.0000e+00","7.1870e-01","5.9999e-04"," 0.11 %"
"6.3379e+04","3.2060e-13","3.2331e-13","4.3966e-07","4.4000e-07","1.8571e+00","7.1870e-01","2.8521e-06"," 0.00 %"
"7.0831e+04","3.2060e-13","3.2331e-13","3.9341e-07","3.9371e-07","2.0000e+00","7.1870e-01","2.8351e-06"," 0.00 %"
"1.9661e+05","8.8649e-13","8.9398e-13","3.9190e-07","3.9220e-07","1.4286e+00","7.1870e-01","4.2215e-06"," 0.00 %"
"2.2682e+05","8.8649e-13","8.9398e-13","3.3970e-07","3.3995e-07","1.5714e+00","7.1870e-01","3.9927e-06"," 0.00 %"
"2.5845e+05","8.8649e-13","8.9398e-13","2.9813e-07","2.9836e-07","1.7143e+00","7.1870e-01","5.4554e-06"," 0.00 %"
"2.9142e+05","8.8649e-13","8.9398e-13","2.6440e-07","2.6460e-07","1.8571e+00","7.1870e-01","7.1832e-06"," 0.00 %"
"2.0485e+05","9.1110e-13","9.1880e-13","3.8658e-07","3.8687e-07","1.4286e+00","7.1870e-01","1.1091e-05"," 0.00 %"
"3.0363e+05","9.1110e-13","9.1880e-13","2.6081e-07","2.6100e-07","1.8571e+00","7.1870e-01","1.3160e-05"," 0.00 %"
"3.3933e+05","9.1110e-13","9.1880e-13","2.3337e-07","2.3354e-07","2.0000e+00","7.1870e-01","6.3511e-06"," 0.00 %"
"2.4597e+05","9.3570e-13","9.4361e-13","3.3064e-07","3.3089e-07","1.5714e+00","7.1870e-01","1.1310e-05"," 0.00 %"
"2.8026e+05","9.3570e-13","9.4361e-13","2.9019e-07","2.9040e-07","1.7143e+00","7.1870e-01","2.9190e-05"," 0.01 %"
"3.1602e+05","9.3570e-13","9.4361e-13","2.5736e-07","2.5755e-07","1.8571e+00","7.1870e-01","6.3101e-06"," 0.00 %"
"2.5574e+05","9.6031e-13","9.6842e-13","3.2638e-07","3.2663e-07","1.5714e+00","7.1870e-01","2.3161e-05"," 0.00 %"
"2.9139e+05","9.6031e-13","9.6842e-13","2.8645e-07","2.8666e-07","1.7143e+00","7.1870e-01","4.9934e-05"," 0.01 %"
"2.6563e+05","9.8491e-13","9.9323e-13","3.2228e-07","3.2252e-07","1.5714e+00","7.1870e-01","3.2773e-05"," 0.01 %"
"3.0266e+05","9.8491e-13","9.9323e-13","2.8284e-07","2.8306e-07","1.7143e+00","7.1870e-01","1.3889e-04"," 0.03 %"
"2.3892e+05","1.0095e-12","1.0181e-12","3.6725e-07","3.6753e-07","1.4286e+00","7.1870e-01","1.2494e-05"," 0.00 %"
"1.5028e+05","1.0587e-12","1.0677e-12","6.1232e-07","6.1278e-07","1.0000e+00","7.1870e-01","1.8543e-05"," 0.00 %"
