movie_indices,frame_indices,x_coords,y_coords,contrasts,calibrated_values
0.000000000000000000e+00,1.320000000000000000e+02,1.425428133055017383e+02,5.097467386740223105e+01,-1.554927511842290472e-02,4.526524591258190640e+02
0.000000000000000000e+00,1.330000000000000000e+02,6.012242864019005850e+01,2.784280976126568419e+01,-1.387834723324683946e-02,4.038681111442206770e+02
0.000000000000000000e+00,1.360000000000000000e+02,1.020298405394528203e+02,3.196369364021399306e+01,1.366230786348291131e-03,-3.856482777274171525e+01
0.000000000000000000e+00,1.430000000000000000e+02,8.468110186293361608e+01,3.411870106985480078e+01,1.482702158082214224e-03,-4.196532158158318992e+01
0.000000000000000000e+00,1.440000000000000000e+02,1.611605115394587528e+01,4.636640603476530842e+00,-1.541893941691236530e-02,4.488471828638540160e+02
0.000000000000000000e+00,1.450000000000000000e+02,1.015371320695965665e+02,4.564172280339079180e+01,1.498178810232088853e-03,-4.241717733835636750e+01
0.000000000000000000e+00,1.460000000000000000e+02,1.427110956622191509e+02,1.670241492750663070e+01,-1.916595542110762851e-03,5.463325657815044423e+01
0.000000000000000000e+00,1.460000000000000000e+02,1.333351107785194927e+02,2.788317924632504585e+01,-1.599945455030111000e-03,4.538835249007352957e+01
0.000000000000000000e+00,1.460000000000000000e+02,8.858666534279629801e+00,3.666537100875811461e+01,-1.410864516690781912e-03,3.986795249288213938e+01
0.000000000000000000e+00,1.480000000000000000e+02,1.316954347561788552e+02,5.034329334072489281e+00,-1.620936336102136652e-02,4.719243707452076251e+02
0.000000000000000000e+00,1.510000000000000000e+02,1.072275196380362985e+02,8.937814500551711561e+00,-1.248149604504858630e-02,3.630856961470634019e+02
0.000000000000000000e+00,1.510000000000000000e+02,5.283996953171799760e+01,3.707226424856643376e+01,-1.279278103401929826e-03,3.602616049666001175e+01
0.000000000000000000e+00,1.520000000000000000e+02,1.750062783946020062e+01,7.338773116661261753e+00,-1.217503372429795498e-02,3.541382337033615499e+02
0.000000000000000000e+00,1.530000000000000000e+02,4.897689722040560412e+01,1.288043198472781725e+01,1.439463032618859637e-03,-4.070291369328464270e+01
0.000000000000000000e+00,1.540000000000000000e+02,2.704020808705815426e+01,3.526317035949260514e+01,-1.701409874954535120e-02,4.954193950219280964e+02
0.000000000000000000e+00,1.560000000000000000e+02,1.015030818301136684e+01,2.921027353126377335e+01,-1.322433677159336358e-02,3.847736461897699201e+02
0.000000000000000000e+00,1.580000000000000000e+02,8.323268595490375787e+01,4.744732119183723995e+01,-1.553927101527921920e-02,4.523603797049564719e+02
0.000000000000000000e+00,1.600000000000000000e+02,6.678573809882853141e+01,3.762687444889541410e+01,-1.627010837655557332e-02,4.736978799446522999e+02
0.000000000000000000e+00,1.650000000000000000e+02,7.374725890179327337e+01,1.280504178611031385e+01,1.346689791922896489e-03,-3.799430963104795467e+01
0.000000000000000000e+00,1.660000000000000000e+02,3.992990404001263727e+01,3.101712323447457109e+01,-1.311191442259334369e-03,3.695790114321115993e+01
0.000000000000000000e+00,1.670000000000000000e+02,6.387179390871907003e+01,3.402453678503148637e+01,-1.486466820383358645e-02,4.326647012768831928e+02
0.000000000000000000e+00,1.690000000000000000e+02,1.024083851620609522e+02,1.796821453573417671e+01,-1.444804036308288677e-03,4.085884943705173811e+01
0.000000000000000000e+00,1.710000000000000000e+02,4.356637126423109407e+01,2.204473692362788029e+01,-1.241368946753674575e-02,3.611060178484812582e+02
0.000000000000000000e+00,1.730000000000000000e+02,1.405843855964596401e+02,7.418797199966608247e+00,-1.819392544219466251e-02,5.298655709717162381e+02
0.000000000000000000e+00,1.740000000000000000e+02,1.230896355257822563e+02,4.249593066986731316e+01,-1.423863689715840685e-03,4.024747586187579884e+01
0.000000000000000000e+00,1.770000000000000000e+02,7.729646117669372529e+01,4.469437895304211139e+01,-1.280419182853324844e-02,3.725071101610209894e+02
0.000000000000000000e+00,1.770000000000000000e+02,1.356233898011249153e+02,2.196185690932298229e+01,-8.096220264864638361e-03,2.350533486390040423e+02
0.000000000000000000e+00,1.800000000000000000e+02,1.247634621154648755e+02,1.203025333544335496e+01,-1.272559546557315742e-02,3.702124136904254783e+02
0.000000000000000000e+00,1.800000000000000000e+02,2.264760727274538610e+01,2.372261187053223708e+01,-1.483614596212269078e-03,4.199196109106961217e+01
0.000000000000000000e+00,1.810000000000000000e+02,7.274435806073067567e+01,1.882997230480319217e+01,-1.744670982599891632e-02,5.080498918145414677e+02
0.000000000000000000e+00,1.810000000000000000e+02,3.121567365646175674e+01,4.985028743210092017e+01,1.399237334486940106e-03,-3.952848571654193677e+01
0.000000000000000000e+00,1.830000000000000000e+02,1.357025614799314894e+02,2.182125081739010142e+01,7.206704640030027649e-03,-2.090830837568496179e+02
0.000000000000000000e+00,1.830000000000000000e+02,1.025713860684290921e+02,1.953158020933822314e+01,1.538956864894193335e-03,-4.360773189567595409e+01
0.000000000000000000e+00,1.830000000000000000e+02,1.198693510906343818e+02,4.406253743457340732e+01,-1.559797308143879690e-03,4.421618869659667439e+01
0.000000000000000000e+00,1.850000000000000000e+02,8.608532746462191199e+01,3.284072346926735264e+01,1.428602456657994792e-03,-4.038582872411519986e+01
0.000000000000000000e+00,1.860000000000000000e+02,1.126089235891766975e+02,2.608775508744855287e+01,-1.942464681311772273e-03,5.538853099780828160e+01
0.000000000000000000e+00,1.880000000000000000e+02,1.382598035483513570e+02,5.314863226808937924e+01,1.559853246996419779e-03,-4.421782188524127122e+01
0.000000000000000000e+00,1.890000000000000000e+02,7.921854864749160186e+01,4.887582998788503374e+01,-1.514957225571280687e-02,4.409827493096854027e+02
0.000000000000000000e+00,1.900000000000000000e+02,4.571042618552475290e+01,4.297824760457990578e+01,-1.631768170820765539e-03,4.631744730896046747e+01
0.000000000000000000e+00,1.910000000000000000e+02,1.960947376396176267e+01,9.608068347537974674e+00,-1.571390983439646324e-02,4.574591281300049559e+02
0.000000000000000000e+00,1.930000000000000000e+02,8.551098774202350228e+01,2.477470298523152437e+01,-1.887687219781775116e-03,5.378925028166509748e+01
0.000000000000000000e+00,1.930000000000000000e+02,4.659551881467188394e+01,3.969595350070468243e+01,1.516310057349871260e-03,-4.294653655043334339e+01
0.000000000000000000e+00,1.940000000000000000e+02,9.448994668335441816e+01,5.283182852898834625e+01,-1.489566303798456684e-02,4.335696252944113667e+02
0.000000000000000000e+00,1.980000000000000000e+02,9.703472276243421391e+01,3.236449443168812934e+01,-1.511327244967721611e-02,4.399229415316148106e+02
0.000000000000000000e+00,2.000000000000000000e+02,3.695731799120795102e+01,1.680699940993432762e+01,-1.506359153113155918e-03,4.265601032286707550e+01
0.000000000000000000e+00,2.000000000000000000e+02,8.002614644609461436e+01,4.715251458632129555e+01,-1.170011640429313412e-03,3.283602093428573454e+01
0.000000000000000000e+00,2.020000000000000000e+02,1.290986172152117604e+02,3.392776970076628373e+01,-1.843639206649557924e-02,5.369446174576590920e+02
0.000000000000000000e+00,2.040000000000000000e+02,4.520335128225727317e+01,3.292733382491306315e+01,-1.533108528739259534e-02,4.462821969873622265e+02
0.000000000000000000e+00,2.070000000000000000e+02,7.147992194431634516e+01,1.897808535724243129e+01,-1.484365616463517029e-03,4.201388785020934336e+01
0.000000000000000000e+00,2.070000000000000000e+02,8.967214827476573191e+01,4.989672588435278300e+01,1.398224801466601847e-03,-3.949892384038601989e+01
0.000000000000000000e+00,2.090000000000000000e+02,9.432189391013849900e+01,1.631898575712976296e+01,-1.255646078634572614e-03,3.533620078625693139e+01
0.000000000000000000e+00,2.150000000000000000e+02,4.472364006929450397e+01,3.466967033049202485e+01,1.461151105457283907e-03,-4.133611785594570875e+01
0.000000000000000000e+00,2.170000000000000000e+02,1.301540821149417013e+02,2.783679204515955163e+01,-1.698885125629894747e-03,4.827699140893145824e+01
0.000000000000000000e+00,2.180000000000000000e+02,3.050484851466419656e+01,1.098306660650740163e+01,-1.795525334812332618e-02,5.228973094483017121e+02
0.000000000000000000e+00,2.190000000000000000e+02,1.513355860600488434e+01,3.792351615229907935e+01,1.586198013935107877e-03,-4.498698271452244768e+01
0.000000000000000000e+00,2.200000000000000000e+02,3.658754654942136142e+01,4.324703540228812670e+01,-1.748524251238363011e-02,5.091748906836934907e+02
0.000000000000000000e+00,2.220000000000000000e+02,1.542008382111192155e+01,4.781860198051911226e+01,-1.232693501947714279e-02,3.585731382307321269e+02
0.000000000000000000e+00,2.240000000000000000e+02,8.481969555147966844e+01,1.118764809347517186e+01,-1.500262744914051573e-02,4.366925542381273431e+02
0.000000000000000000e+00,2.260000000000000000e+02,7.213347289572038790e+01,2.858833181622298270e+01,2.033531324532068200e-03,-5.804730930403474076e+01
0.000000000000000000e+00,2.260000000000000000e+02,1.379962261266798293e+02,5.190826825954901125e+01,1.528463585251152749e-03,-4.330137049605135502e+01
0.000000000000000000e+00,2.280000000000000000e+02,4.799184968176884780e+00,4.942339043032710322e+01,-1.350146341353530930e-03,3.809522691882300904e+01
0.000000000000000000e+00,2.280000000000000000e+02,1.016827348737582213e+02,9.365438120248503751e+00,-1.617756483544842763e-03,4.590836261180375999e+01
0.000000000000000000e+00,2.290000000000000000e+02,5.675746698537927415e+01,2.840703875027375602e+01,-1.265996072480053691e-02,3.682961442559752641e+02
0.000000000000000000e+00,2.350000000000000000e+02,1.184192513219830545e+02,4.189306266523404787e+01,-1.328152072265893074e-02,3.864431866843026455e+02
0.000000000000000000e+00,2.350000000000000000e+02,9.891690930239444413e+01,5.081683994408982841e+01,-1.657531222812912847e-02,4.826086001693731191e+02
0.000000000000000000e+00,2.360000000000000000e+02,1.241916862799107264e+02,5.215970632283514874e+01,-1.758135444032308398e-02,5.119809709337017694e+02
0.000000000000000000e+00,2.360000000000000000e+02,1.281800127708612536e+02,3.402379102893908680e+01,1.343515770308566053e-03,-3.790164101482081804e+01
0.000000000000000000e+00,2.400000000000000000e+02,1.574282704458747340e+01,3.288005366599161050e+01,1.625038996550299186e-03,-4.612098258887791502e+01
0.000000000000000000e+00,2.410000000000000000e+02,1.194048306860921258e+02,3.953947499556732481e+01,-1.274284941358235640e-02,3.707161593105714701e+02
0.000000000000000000e+00,2.410000000000000000e+02,1.322516621255281599e+01,3.569759059952853875e+01,-1.609303929190867340e-03,4.566158215132071518e+01
0.000000000000000000e+00,2.430000000000000000e+02,6.602290502851406018e+01,1.141288257365842718e+01,1.793801512029526883e-03,-5.104816667290019438e+01
0.000000000000000000e+00,2.480000000000000000e+02,2.806252646482667856e+01,7.261385459992784064e+00,-1.083730040503946834e-02,3.150818217945926563e+02
0.000000000000000000e+00,2.500000000000000000e+02,7.284868699357039645e+01,1.449489908936732263e+01,-1.274643446516207125e-02,3.708208283422803220e+02
0.000000000000000000e+00,2.530000000000000000e+02,3.948703767165616085e+01,3.236819372479974533e+01,1.438944121777528543e-03,-4.068776359178744428e+01
0.000000000000000000e+00,2.560000000000000000e+02,1.126104670213653378e+02,3.358662141318607297e+01,1.275271003036484172e-03,-3.590916934440301844e+01
0.000000000000000000e+00,2.570000000000000000e+02,2.339677627901502177e+01,3.125913616679036267e+01,-1.347869858807040910e-03,3.802876281961964366e+01
0.000000000000000000e+00,2.580000000000000000e+02,1.149173170619818762e+02,1.252321330630804219e+01,-1.816476956597095141e-02,5.290143371009882003e+02
0.000000000000000000e+00,2.580000000000000000e+02,1.370771861251314760e+01,5.310763709607120830e+01,1.575820142111417381e-03,-4.468399075727110414e+01
0.000000000000000000e+00,2.600000000000000000e+02,7.450471771976565094e+01,1.870882160281086826e+01,-1.793390006058708181e-03,5.103615235998159250e+01
0.000000000000000000e+00,2.660000000000000000e+02,1.254663073101024935e+02,2.904588990286851313e+01,1.311865973237403594e-03,-3.697759472439466322e+01
0.000000000000000000e+00,2.680000000000000000e+02,1.297870897436231417e+02,2.093744296889084566e+01,1.270179984862412513e-03,-3.576053216838366922e+01
0.000000000000000000e+00,2.690000000000000000e+02,1.062646655063275780e+01,2.361645079906446654e+01,1.584100568769690378e-03,-4.492574578399431573e+01
0.000000000000000000e+00,2.730000000000000000e+02,9.725392459051862204e+01,4.136973608674643543e+01,1.242891420705785838e-03,-3.496381627086019250e+01
0.000000000000000000e+00,2.750000000000000000e+02,7.474540091137531306e+01,3.489741115124340354e+01,-1.453479550823821853e-02,4.230337504056212765e+02
0.000000000000000000e+00,2.760000000000000000e+02,1.149310547238628466e+01,2.342580838853065117e+01,-1.523993105939364621e-02,4.436208615592170759e+02
0.000000000000000000e+00,2.760000000000000000e+02,6.328807344391986334e+01,5.002098339941069582e+01,1.335365991452625760e-03,-3.766370037644349367e+01
0.000000000000000000e+00,2.830000000000000000e+02,5.112883145616877556e+01,4.797395724061878752e+01,-1.518583591991552349e-03,4.301291458271826684e+01
0.000000000000000000e+00,2.840000000000000000e+02,8.839828406329749555e+01,3.611608420057697799e+01,1.342820215110421224e-03,-3.788133361129506227e+01
0.000000000000000000e+00,2.870000000000000000e+02,6.004798552253507182e+01,3.087013897394270501e+01,1.470816669694998682e-03,-4.161831330758334246e+01
0.000000000000000000e+00,2.890000000000000000e+02,4.523115124007562571e+01,3.299699277032832612e+01,1.430363373895959626e-02,-4.162847600436930975e+02
0.000000000000000000e+00,2.910000000000000000e+02,9.399668468725639059e+01,9.061096438133340314e+00,1.749127588437532702e-03,-4.974386847215196639e+01
0.000000000000000000e+00,2.910000000000000000e+02,9.648765890591377570e+01,3.805026751209983615e+01,-1.152280365874479252e-03,3.231833930618294914e+01
0.000000000000000000e+00,2.930000000000000000e+02,1.287721909421641158e+02,5.851386965350566349e+00,-1.670579205207014042e-02,4.864180842244227847e+02
0.000000000000000000e+00,3.000000000000000000e+02,1.062140199768559370e+02,1.402072540733972872e+01,1.550427093580176432e-03,-4.394261626298457202e+01
0.000000000000000000e+00,3.080000000000000000e+02,6.727837749375801479e+01,4.117166402645897705e+01,-1.310734093264413367e-03,3.694454839907707111e+01
0.000000000000000000e+00,3.100000000000000000e+02,8.099551281298215599e+01,3.245959792514786812e+01,1.661118902311313180e-03,-4.717437016676438333e+01
0.000000000000000000e+00,3.140000000000000000e+02,1.010913712382802316e+02,2.918163935614503757e+01,-1.347062066130237353e-03,3.800517853486876874e+01
0.000000000000000000e+00,3.160000000000000000e+02,4.190979166624241969e+01,6.377181836303391194e+00,1.306705634523299157e-03,-3.682693366848364747e+01
0.000000000000000000e+00,3.200000000000000000e+02,1.632225691897834707e+01,2.645137114933039513e+01,-1.431077585175019595e-02,4.164932809013504311e+02
0.000000000000000000e+00,3.210000000000000000e+02,8.817433769310565594e+01,4.559931553479694344e+01,-1.268464226504096041e-03,3.571043895158656767e+01
0.000000000000000000e+00,3.290000000000000000e+02,1.311735063387060904e+02,1.884155206903291813e+01,1.602810231293559044e-03,-4.547199239061342979e+01
0.000000000000000000e+00,3.320000000000000000e+02,1.190569616634929844e+02,3.528082457308468634e+01,-1.734124964764488866e-03,4.930585243304228982e+01
0.000000000000000000e+00,3.330000000000000000e+02,1.293877512527402018e+02,9.686801521607307563e+00,-1.527332883079734723e-03,4.326835855778437434e+01
0.000000000000000000e+00,3.350000000000000000e+02,1.057539096582393654e+02,2.905927122901470128e+01,-1.684172992072851746e-02,4.903869211487094617e+02
0.000000000000000000e+00,3.400000000000000000e+02,2.434496246827522725e+01,5.173190708487652500e+01,-1.391445419353157936e-02,4.049222886049690828e+02
0.000000000000000000e+00,3.420000000000000000e+02,1.072448206638201071e+02,3.156787000640473195e+01,-1.737767419229590410e-02,5.060343300374136675e+02
0.000000000000000000e+00,3.460000000000000000e+02,1.137712957595914105e+02,3.975742108948468712e+01,-1.319953597283141794e-03,3.721372069326019272e+01
0.000000000000000000e+00,3.470000000000000000e+02,4.148893320797021289e+01,3.013269174806729467e+01,1.681906218247123221e-03,-4.778127586461808107e+01
0.000000000000000000e+00,3.470000000000000000e+02,1.009390534090805716e+02,1.068242943964593472e+01,1.323754131323755809e-03,-3.732468094283056104e+01
0.000000000000000000e+00,3.520000000000000000e+02,7.730725422831797289e+01,3.537814986753291890e+01,-1.369405000613179053e-02,3.984873762008470521e+02
0.000000000000000000e+00,3.530000000000000000e+02,9.288505423768619096e+00,1.309108302418329828e+01,-1.368184117494101407e-03,3.862185715574854328e+01
0.000000000000000000e+00,3.560000000000000000e+02,4.209584867550762510e+01,3.304394983740581182e+01,1.280627475111216539e-03,-3.606555670256834389e+01
0.000000000000000000e+00,3.630000000000000000e+02,2.362054037489373925e+01,4.825392228480726686e+01,-1.591536104927752590e-02,4.633406902580066458e+02
0.000000000000000000e+00,3.650000000000000000e+02,6.961327239645354048e+00,2.445599912457521441e+01,1.290026003192672145e-03,-3.633995577658478027e+01
0.000000000000000000e+00,3.660000000000000000e+02,8.915573499594737328e+00,3.813116482128396711e+01,-1.430369037046097438e-03,4.043740573899133040e+01
0.000000000000000000e+00,3.700000000000000000e+02,2.419025771230828425e+01,3.676649479848352087e+01,1.776003184643877401e-03,-5.052852737285915907e+01
0.000000000000000000e+00,3.710000000000000000e+02,5.136392541118596711e+01,1.224025993932571055e+01,-1.853124226264396155e-03,5.278015041685562636e+01
0.000000000000000000e+00,3.730000000000000000e+02,5.333889856370497995e+01,3.067034809717360844e+01,1.453807743780677775e-03,-4.112172134334664264e+01
0.000000000000000000e+00,3.760000000000000000e+02,5.736287491686447737e+01,5.959547492767633514e+00,1.513777520227042438e-03,-4.287259669140502893e+01
0.000000000000000000e+00,3.770000000000000000e+02,6.947343938563385279e+01,9.063698930980168100e+00,-1.390700041096172741e-02,4.047046682481045536e+02
0.000000000000000000e+00,3.810000000000000000e+02,1.195321502476510460e+02,5.306237017004438172e+01,-1.798541955311331111e-02,5.237780408398665486e+02
0.000000000000000000e+00,3.820000000000000000e+02,1.431536538126081837e+02,4.516686126920792077e+01,1.889327370850621803e-03,-5.383713607086932740e+01
0.000000000000000000e+00,3.850000000000000000e+02,5.630988729083645694e+01,5.306713031445604400e+01,-1.270695950474551826e-02,3.696683188757703533e+02
0.000000000000000000e+00,3.890000000000000000e+02,8.319105871291380083e+01,2.496023900683040964e+01,1.503449764729400482e-03,-4.257106792853281263e+01
0.000000000000000000e+00,3.900000000000000000e+02,5.885238177180206520e+01,4.619424693552715233e+00,1.570900192067745463e-03,-4.454034807998268519e+01
0.000000000000000000e+00,3.910000000000000000e+02,8.832147764355673303e+01,5.043650693340757130e+01,1.414898341881250026e-03,-3.998572390212999750e+01
0.000000000000000000e+00,3.920000000000000000e+02,2.510322109748666719e+01,1.452436556273524637e+01,1.471851985997216315e-03,-4.164854036358407541e+01
0.000000000000000000e+00,3.940000000000000000e+02,1.234349657263868352e+02,3.387591757897483546e+01,-1.336874968234782112e-03,3.770775640608423629e+01
0.000000000000000000e+00,3.970000000000000000e+02,1.256957997503958779e+02,1.598106431907825709e+01,-1.281425450816142675e-02,3.728008997787319458e+02
